municipality,group,variable,month,Curaciones y/o suturas,TOTAL
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,106,106
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,32,32
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,188,188
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,563,563
CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,8,8
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,71,71
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,27,27
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,26,26
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,4,4
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,231,231
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,19,19
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,172,172
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,2,2
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,76,76
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,174,174
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,8,8
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,13,13
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,97,97
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,53,53
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,432,432
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1273,1273
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,11680,11680
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,6,6
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,433,433
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,49,49
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,22,22
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,149,149
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,318,318
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,74,74
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,89,89
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,62,62
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,19,19
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,139,139
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,12,12
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,66,66
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,40,40
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,62,62
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,35,35
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,156,156
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,94,94
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,565,565
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,475,475
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,174,174
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,2,2
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,29,29
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,98,98
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,43,43
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,12,12
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,45,45
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,7262,7262
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,11,11
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,61,61
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,113,113
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1238,1238
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,23,23
ENTRE RIOS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,225,225
ENTRE RIOS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,104,104
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,5,5
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,61,61
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,4,4
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,32,32
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,97,97
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,37,37
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,49,49
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,69,69
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,30,30
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,2653,2653
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,153,153
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,22,22
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,12,12
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,83,83
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,592,592
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,81,81
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,17,17
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,5,5
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,31,31
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,96,96
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,5,5
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,46,46
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,145,145
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,79,79
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,55,55
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,68,68
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,780,780
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,27283,27283
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,40,40
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,71,71
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,14,14
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,27,27
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,402,402
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,22,22
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,26,26
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,39,39
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,67,67
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,63,63
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,304,304
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,303,303
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,20,20
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,90,90
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,126,126
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,44,44
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,160,160
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,14,14
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,9,9
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,30,30
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,356,356
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,886,886
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,25,25
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,66,66
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,87,87
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,13,13
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,72,72
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,48,48
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,84,84
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,6971,6971
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,183,183
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,103,103
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,105,105
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,65,65
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,223,223
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,23,23
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,94,94
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,9,9
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,10,10
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,58,58
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,36,36
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,28,28
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,60,60
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,47,47
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,36,36
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,74,74
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,129,129
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,57,57
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,58,58
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,516,516
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,140,140
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,21,21
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,3344,3344
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,19,19
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,4,4
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,57,57
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,114,114
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,49,49
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,33,33
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,32,32
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,227,227
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,55,55
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,7,7
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,263,263
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1177,1177
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,77,77
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,560,560
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,4,4
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,845,845
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,163,163
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,47,47
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,16,16
REYES,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,159,159
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1736,1736
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,301,301
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,296,296
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,24,24
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1502,1502
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,31,31
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,108,108
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,31,31
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,49,49
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,111,111
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,8,8
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,55,55
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,11,11
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,10,10
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,40,40
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,75,75
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,619,619
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,87,87
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,170,170
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,409,409
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1173,1173
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,29,29
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,82,82
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,14,14
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,287,287
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,277,277
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,782,782
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,14,14
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,218,218
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,139,139
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,90,90
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,166,166
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,19,19
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,105,105
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,75,75
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,10,10
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,27,27
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1,1
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,47,47
SAN RAMON,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,172,172
SAN RAMON,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,199,199
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,331,331
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,22825,22825
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,44,44
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,129,129
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,5,5
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,69,69
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,24,24
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,55,55
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,20,20
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,59,59
SENA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,16,16
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,114,114
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,233,233
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,36,36
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,21,21
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,99,99
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,7126,7126
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,13,13
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,10,10
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,11,11
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,1,1
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,61,61
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,59,59
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,30,30
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,78,78
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,11737,11737
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,58,58
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,36,36
TIAWANACU,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,50,50
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,47,47
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,47,47
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,295,295
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,198,198
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,13,13
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,93,93
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,2,2
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,66,66
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,78,78
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,72,72
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,91,91
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,27,27
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,40,40
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,10,10
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,75,75
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,4347,4347
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,845,845
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,46,46
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,2,2
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,793,793
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,251,251
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,75,75
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,352,352
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,19,19
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,389,389
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,570,570
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,13,13
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,855,855
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,14,14
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,39,39
VILLA SERRANO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,31,31
VILLA TUNARI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,380,380
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,22,22
VILLAZON,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,7633,7633
VINTO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,409,409
VITICHI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,31,31
WALDO BALLIVIAN,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,8,8
WARNES,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,372,372
YACO,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,33,33
YACUIBA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,3081,3081
YAMPARAEZ,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,49,49
YANACACHI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,53,53
YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,495,495
YOCALLA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,18,18
YOTALA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,70,70
YUNCHARA,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,26,26
ZUDAÑEZ,otras actividades de enfermeria,curaciones y/o suturas,2009-01-01,26,26
ACACIO,otras actividades de enfermeria,curaciones y/o suturas,2009-02-01,31,31
