municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitam,TOTAL
COLLANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
COLOMI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,12,12
COLPA BELGICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,11,11
COLQUECHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,16,16
COLQUENCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,12,12
COLQUIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,30,30
COMANCHE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
COMARAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,32,32
COMBAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,1,1
CONCEPCION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,30,30
COPACABANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,30,30
CORIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,27,27
CORO CORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
COROICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,23,23
COTAGAITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,18,18
COTOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,135,135
CUATRO CAÑADAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,49,49
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
CUEVO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
CULPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,32,32
CURAHUARA DE CARANGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
CURVA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,5,5
DESAGUADERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,14,14
EL ALTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,876,876
EL CHORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,4,4
EL PUENTE(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,5,5
EL TORNO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,71,71
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,16,16
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,30,30
EUCALIPTUS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,14,14
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
EXALTACION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,46,46
FILADELFIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
GENERAL SAAVEDRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,11,11
GUANAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,13,13
GUAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,12,12
GUAYARAMERIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,59,59
GUTIERREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,16,16
HUACARETA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,26,26
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,11,11
HUACHACALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
HUANUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,49,49
HUARACAJE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,5,5
HUAYLLAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,11,11
ICHOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
ICLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,34,34
INCAHUASI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,67,67
INQUISIVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,55,55
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,20,20
IXIAMAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,13,13
JESUS DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,15,15
LA ASUNTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,20,20
LA GUARDIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,34,34
LA PAZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,788,788
LAGUNILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,5,5
LAJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,23,23
LAS CARRERAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,15,15
LICOMA PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,18,18
LLALLAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
LLICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
LORETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
LURIBAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,40,40
MACHACAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
MACHARETI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,7,7
MAGDALENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,21,21
MAIRANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,16,16
MALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
MAPIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,27,27
MECAPACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,15,15
MINEROS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,48,48
MIZQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,32,32
MOCOMOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,9,9
MOJOCOYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,10,10
MONTEAGUDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,52,52
MONTERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,168,168
MORO MORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
MOROCHATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,18,18
NAZACARA DE PACAJES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,1,1
OCURI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,41,41
OKINAWA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,38,38
OMEREQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,7,7
ORURO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,332,332
PADCAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,15,15
PADILLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,1,1
PAILON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,35,35
PALCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
PALOS BLANCOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,49,49
PAMPA AULLAGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,1,1
PAMPA GRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
PASORAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,13,13
PATACAMAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,24,24
PAZÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
PELECHUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,4,4
POCOATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,19,19
POCONA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,12,12
POJO (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,10,10
POOPO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,13,13
PORCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,11,11
POROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,31,31
PORONGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,7,7
PORTACHUELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,47,47
PORVENIR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
POSTRER VALLE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,1,1
POTOSI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,271,271
PRESTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
PUCARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
PUCARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,31,31
PUERTO ACOSTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,30,30
PUERTO CARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,27,27
PUERTO GONZALO MORENO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,5,5
PUERTO PEREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
PUERTO QUIJARRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,18,18
PUERTO RICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,9,9
PUERTO SUAREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,36,36
PUERTO VILLARROEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,49,49
PUNA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,42,42
PUNATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,57,57
QUIABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
QUILLACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,105,105
QUIME,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,35,35
QUIRUSILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,4,4
RAVELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,5,5
REYES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,24,24
RIBERALTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,157,157
ROBORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,11,11
RURRENABAQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,65,65
SABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
SACABA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,95,95
SACABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,7,7
SACACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,25,25
SAIPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,7,7
SAMAIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,15,15
SAN ANDRES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,45,45
SAN ANDRES DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,22,22
SAN BENITO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,11,11
SAN BORJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,93,93
SAN BUENA VENTURA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,19,19
SAN CARLOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,43,43
SAN IGNACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,52,52
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,131,131
SAN JAVIER(BNI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,35,35
SAN JOAQUIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,4,4
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,23,23
SAN JUAN DE YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
SAN JULIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,106,106
SAN LORENZO(PND),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,4,4
SAN LORENZO(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,10,10
SAN LUCAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,75,75
SAN MATIAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,46,46
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,10,10
SAN PABLO DE LIPEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,1,1
SAN PEDRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,32,32
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,40,40
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,9,9
SAN PEDRO DE QUEMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,9,9
SAN PEDRO(PND),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
SAN RAFAEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
SAN RAMON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,9,9
SAN RAMON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,9,9
SANTA ANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,29,29
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,1721,1721
SANTA ROSA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,3,3
SANTA ROSA DEL SARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,16,16
SANTIAGO DE CALLAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
SANTIAGO DE HUARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
SANTIVAÑES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,12,12
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
SAPAHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,28,28
SENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,20,20
SICA SICA (VILLA AROMA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,32,32
SICAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
SIPE SIPE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,30,30
SOPACHUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
SORACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,16,16
SORATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,23,23
SUCRE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,341,341
TACACOMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,16,16
TACOBAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,8,8
TACOPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,13,13
TAPACARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,55,55
TARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,77,77
TARACO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,7,7
TARATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,34,34
TARIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,221,221
TARVITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,55,55
TEOPONTE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,5,5
TIAWANACU,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,19,19
TINGUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,46,46
TIPUANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,17,17
TIQUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,41,41
TIRAQUE (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,33,33
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,6,6
TOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,4,4
TOLATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,2,2
TOLEDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,4,4
TOMAVE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,10,10
TORO TORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,39,39
TOTORA(CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,15,15
TOTORA(ORR),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-01-01,7,7
