municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,33,33
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,2,2
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,2,2
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,4,4
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,2,2
AYO AYO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,3,3
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-04-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,2,2
SICAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-05-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,2,2
COMARAPA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,2,2
COTOCA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,2,2
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,2,2
SANTA ROSA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-06-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,5,5
GUANAY,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,8,8
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,7,7
SENA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,4,4
URUBICHA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-07-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,37,37
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,4,4
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
TOMINA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-08-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,39,39
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,2,2
COBIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,2,2
REYES,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
SAIPINA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,5,5
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-09-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,44,44
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,3,3
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
SAN BENITO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-10-01,2,2
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,30,30
CAMARGO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,3,3
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera empirica,2020-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,3,3
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,27,27
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,2,2
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera empirica,2020-12-01,1,1
