municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
MONTERO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
OKINAWA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,2,2
PELECHUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,4,4
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
QUIME,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-02-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
ANDAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
COTOCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
ICHOCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
TACACOMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-03-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,3,3
PELECHUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
POCONA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,4,4
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
TARACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-04-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,3,3
ACHOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
PUNATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
SHINAOTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,3,3
YACUIBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,2,2
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
HUARINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,5,5
TARIJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-06-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,3,3
ANDAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,4,4
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,2,2
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,2,2
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-07-01,3,3
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,3,3
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,2,2
LORETO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,3,3
PASORAPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-08-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,6,6
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2020-09-01,1,1
