municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-01-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-01-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,25,25
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,4,4
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,3,3
OKINAWA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,9,9
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,5,5
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,8,8
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,5,5
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,3,3
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-02-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,33,33
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,3,3
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,4,4
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-03-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,2,2
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,5,5
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,2,2
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,2,2
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,3,3
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,4,4
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-04-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,2,2
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,3,3
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,7,7
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,2,2
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,5,5
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,3,3
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,3,3
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-05-01,3,3
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,3,3
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
SAN JOAQUIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,13,13
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,4,4
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,5,5
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,4,4
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-06-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,5,5
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,8,8
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,11,11
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,3,3
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,6,6
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-07-01,3,3
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,38,38
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
