municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
DESAGUADERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,7,7
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
EL TORNO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
GUANAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
HUACHACALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,5,5
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,10,10
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,7,7
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,5,5
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
MALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
POJO (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,11,11
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,6,6
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
QUIABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,6,6
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
TACACOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
TOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
TURCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
UNCIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,3,3
VACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,7,7
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,4,4
YOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-01-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,6,6
ALTO BENI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,7,7
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
ATOCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,5,5
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
BOLIVAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,6,6
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,8,8
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CAJUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
CHACARILLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CHIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,6,6
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,12,12
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,6,6
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
DESAGUADERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
EL TORNO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,6,6
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,7,7
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
LLALLAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
MECAPACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,8,8
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
OKINAWA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,9,9
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,8,8
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
POJO (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,12,12
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,7,7
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
QUIABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,6,6
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,5,5
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,7,7
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
SICAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,6,6
TACACOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
TIAHUANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
TOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-02-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,9,9
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,3,3
AUCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,2,2
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,4,4
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,3,3
BELLA FLOR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,3,3
BOLIVAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,3,3
CALACOTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,8,8
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,5,5
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,4,4
CARIPUYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,3,3
CHACARILLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,2,2
CHARAÑA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,5,5
CHIMORE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,3,3
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,5,5
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,10,10
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,6,6
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,9,9
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,4,4
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,3,3
CURVA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,6,6
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,2,2
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2020-03-01,5,5
