,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,0,0,1,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,8,0,2,0,10,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,2,0,1,3,3,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,0,0,0,1,0,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,0,1,0,1,0,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,0,1,1,0,1,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,0,1,3,1,3,2
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,2,2,0,0,2,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-01-01,5,5,2,2,7,7
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,0,1,0,2,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,2,0,0,0,2,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,0,0,2,2,2,2
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,0,1,0,1,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,0,0,0,2,0,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,1,1,1,2,2
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,0,0,1,0,1,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,0,1,1,0,1,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,0,1,0,1,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,5,4,3,4,8,8
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,0,1,0,2,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,4,1,4,1,8,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,0,1,0,2,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,2,0,3,0,5,0
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,0,1,0,2,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,0,0,0,1,0,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,0,1,1,2,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,0,0,0,1,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,1,0,0,0,1,0
VILLA MONTES,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,8,0,0,8,8,8
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-02-01,3,1,6,4,9,5
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,3,1,2,1,5,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,3,2,0,0,3,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,1,0,1,0,2,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,3,1,0,0,3,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,10,0,7,1,17,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,1,1,0,0,1,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,2,1,1,0,3,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,3,1,2,1,5,2
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,0,0,0,1,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,3,0,2,1,5,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,0,1,2,2,2,3
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,8,1,0,0,8,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,6,11,0,0,6,11
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,0,1,0,1,0,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,1,1,2,1,3,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,0,2,0,0,0,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,1,0,0,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,4,1,2,0,6,1
PUNATA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,5,0,4,0,9,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,8,2,2,0,10,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,3,1,0,0,3,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,1,1,0,0,1,1
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,1,0,1,0,2,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-03-01,2,1,3,2,5,3
ALCALA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,1,0,2,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,2,0,3,0,5,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,7,1,7,2,14,3
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,0,0,1,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,4,5,4,4,8,9
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,0,2,0,0,0,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,17,4,7,4,24,8
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,0,0,2,1,2,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,0,0,2,2,2,2
CULPINA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,0,0,1,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,0,0,1,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,1,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,1,3,0,4,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,1,0,0,1,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,9,1,10,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,0,2,6,12,6,14
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,1,0,2,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,3,3,0,0,3,3
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,3,4,3,0,6,4
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,0,0,1,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,2,0,3,0,5,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,1,0,2,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,14,0,8,0,22,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,0,0,9,2,9,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,0,1,8,0,8,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,2,0,2,0,4,0
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,2,0,2,0,4,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,0,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,1,0,2,0
TACACOMA,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,1,0,1,0,2,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,0,0,1,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-04-01,9,3,1,0,10,3
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,3,1,3,1,6,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,6,1,7,1,13,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,1,0,2,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,1,0,1,0,2
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,2,0,0,0,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,3,0,3,0,6
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,2,0,0,1,2
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,1,1,0,2,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,3,0,3,0,6,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,14,6,23,4,37,10
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,2,0,0,0,2,0
COLQUENCHA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,0,0,1,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,3,1,1,1,4,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,1,0,1,0,2
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,1,0,2,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,1,0,1,0,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,4,1,4,2,8,3
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,2,1,1,1,3
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,3,0,0,0,3,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,2,5,0,2,2,7
MONTERO,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,0,0,0,0,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,4,0,1,1,5
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,1,0,1,0,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,8,3,8,2,16,5
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,3,1,2,1,5,2
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,1,0,0,0,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,2,0,0,0,2,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,1,1,2,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,3,1,0,2,3
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,3,1,8,1,11,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,1,0,2,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,0,0,0,1,0,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,0,0,1,0
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,0,0,1,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,1,0,2,0
TIRAQUE (CBBA),leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-05-01,7,5,12,8,19,13
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,1,0,1,0,2,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,4,3,3,4,7,7
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,2,1,1,2,3,3
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,0,2,0,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,2,1,2,1,4,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,2,0,1,2,3,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,4,0,6,1,10,1
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,2,0,2,0
COLQUENCHA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,1,0,1,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,2,0,2,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,2,1,1,0,3,1
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,1,0,1,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,4,1,4,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,1,0,2,0,3
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,1,1,2,1,3
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,1,1,1,1,2,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,2,4,2,4
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,1,2,1,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,5,5,4,6,9,11
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,1,2,1,2,2
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,1,1,1,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,2,0,2,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,3,0,2,3,5,3
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,1,1,0,1,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,1,0,0,0,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,1,0,0,0,1,0
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,1,0,1,0,2,0
TIRAQUE (CBBA),leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,0,1,0,1,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,1,0,0,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,8,0,7,0,15,0
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2020-06-01,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,0,1,0,2,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,0,4,0,5,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,1,2,0,3,1
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,2,0,0,1,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,5,3,2,2,7,5
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,4,2,0,1,4,3
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,0,0,0,1,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,4,2,0,0,4,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,6,1,1,1,7,2
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,2,0,2,0,4,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,7,0,3,1,10,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,3,0,0,0,3,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,0,1,0,1,0,2
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,0,0,0,1,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,0,1,0,1,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,3,4,1,1,4,5
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,2,3,0,0,2,3
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,2,0,2,0,4,0
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,0,0,1,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,2,1,1,0,3,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,2,3,2,4,4
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,0,0,0,1,0,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,7,2,3,0,10,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,1,0,1,1,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,2,0,2,0,4,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,0,1,0,2,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,2,0,2,0,4,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,1,0,0,1,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,4,1,6,0,10,1
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2020-07-01,0,0,0,1,0,1
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,1,0,1,1,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,0,1,1,1,1
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,3,1,2,2,5
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,1,3,2,3,3
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,1,4,2,4,3
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,0,2,0,3,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,0,4,2,4,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,5,2,5,2,10,4
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,1,0,0,1,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,0,1,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,13,1,9,1,22,2
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,2,0,5,0,7,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,1,1,0,2,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,0,2,0,2,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,3,0,1,0,4,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,0,3,3,4,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,3,1,5,4,8,5
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,2,1,2,1,4,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,4,0,0,0,4,0
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,0,1,0,2,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,0,1,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,0,4,2,4,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,2,0,3,0,5,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,1,0,0,1,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,0,2,0,3,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,0,0,0,1,0
VALLEGRANDE,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,0,1,0,0,0,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,2,0,2,0,4,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,7,2,3,2,10,4
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2020-08-01,1,0,0,0,1,0
ALCALA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,1,0,1,0,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,0,1,0,1,0
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,0,1,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,4,1,0,0,4,1
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,0,1,3,1,3
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,1,1,0,2,1
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,6,2,1,1,7,3
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,1,1,1,2,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,3,3,0,0,3,3
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,0,0,0,1,0
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,2,0,1,0,3,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,4,2,11,0,15,2
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,0,0,0,1,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,1,1,2,1,3
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,2,1,1,0,3,1
