municipality,group,variable,month,Vacunaciones fiebre amarilla dentro de servic,TOTAL
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,6,6
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,6,6
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,518,518
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,8,8
EL PUENTE(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,40,40
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,13,13
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,19,19
EXALTACION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,6,6
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,16,16
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,10,10
GUAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,28,28
GUTIERREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,30,30
HUARACAJE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,10,10
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,3,3
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,22,22
IXIAMAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,5,5
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,16,16
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,76,76
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,522,522
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,10,10
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,7,7
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,16,16
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,11,11
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,29,29
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,32,32
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,221,221
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,6,6
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,9,9
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,128,128
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,3,3
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,14,14
PALCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,8,8
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,39,39
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,10,10
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,14,14
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,16,16
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,6,6
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,113,113
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,17,17
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,3,3
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,31,31
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,3,3
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,31,31
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,64,64
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,51,51
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,137,137
QUIME,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,8,8
QUIRUSILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
REYES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,26,26
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,99,99
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,20,20
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,5,5
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,80,80
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,5,5
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,4,4
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,8,8
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,90,90
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,24,24
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,26,26
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,68,68
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,3,3
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,10,10
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,36,36
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,18,18
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,39,39
SAN LORENZO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,8,8
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,5,5
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,9,9
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,25,25
SAN MIGUEL DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,13,13
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,6,6
SAN RAFAEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,12,12
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,3,3
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,11,11
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1593,1593
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,14,14
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,4,4
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,50,50
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,121,121
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,5,5
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,7,7
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,91,91
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,69,69
TOLATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
TOLEDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,3,3
TORO TORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,21,21
TOTORA(ORR),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,7,7
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,188,188
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,22,22
TURCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,5,5
URUBICHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,9,9
UYUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,2,2
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,11,11
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,4,4
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,9,9
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,1,1
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,93,93
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,6,6
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,25,25
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,23,23
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,236,236
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,3,3
YANACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,5,5
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,46,46
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-01-01,5,5
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,10,10
ALALAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
ANCORAIMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,2,2
ANZALDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,2,2
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,7,7
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,5,5
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,13,13
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,84,84
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,17,17
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,11,11
BATALLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
BAURES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,6,6
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,32,32
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,7,7
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,11,11
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,9,9
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,15,15
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,53,53
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,2,2
CARMEN RIVERO TORREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,5,5
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,3,3
CHUMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,43,43
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,368,368
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,4,4
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,2,2
COLPA BELGICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,5,5
COLQUENCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,3,3
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,10,10
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,17,17
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,15,15
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,2,2
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,12,12
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,5,5
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,46,46
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,9,9
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,2,2
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,15,15
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,884,884
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,15,15
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,72,72
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,27,27
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,13,13
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,26,26
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,27,27
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
GUAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,50,50
GUTIERREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,19,19
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,7,7
HUACHACALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,1,1
HUARACAJE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2005-02-01,10,10
