municipality,group,variable,month,N° de auditorias internas en salud en aplicación de norma técnica,TOTAL
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,11,11
CAPINOTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,12,12
COCHABAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
CURVA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,5,5
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
ICLA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,12,12
IXIAMAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,18,18
LAS CARRERAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,9,9
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
OCURI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,10,10
PADILLA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,3,3
PALCA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,9,9
RAVELO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,3,3
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,8,8
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,33,33
TACOPAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,13,13
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,27,27
TARVITA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,10,10
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
URUBICHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,6,6
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,22,22
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,4,4
YACUIBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,5,5
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,9,9
YOTALA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-02-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
APOLO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,6,6
AYATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,5,5
AZURDUY,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,10,10
BETANZOS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,13,13
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,12,12
CAPINOTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,4,4
COROICO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,9,9
CULPINA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,11,11
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,14,14
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,4,4
ESCOMA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
ICLA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,13,13
IXIAMAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,20,20
LAJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
LLICA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,4,4
LORETO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,9,9
OCURI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,13,13
PADILLA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,6,6
PRESTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,9,9
PUNA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,4,4
SAN LUCAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,18,18
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,66,66
TACOPAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,4,4
TARABUCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,13,13
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,26,26
TARVITA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,12,12
TOMINA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,4,4
TRINIDAD,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,7,7
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,25,25
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,6,6
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,72,72
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,10,10
YOTALA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-03-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,2,2
AZURDUY,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,5,5
BETANZOS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,13,13
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,4,4
CAMARGO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,8,8
CAPINOTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,14,14
CHARAGUA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,9,9
COCHABAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,11,11
CULPINA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,2,2
CURVA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,8,8
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
ICLA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,13,13
IXIAMAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,22,22
LAJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
LORETO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,4,4
MACHARETI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
MOJINETE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,9,9
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,2,2
OCURI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,20,20
PADILLA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
PALCA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
POROMA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,4,4
PRESTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,9,9
PUNA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
ROBORE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,2,2
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,4,4
SAN LUCAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
SAN PEDRO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,12,12
SOPACHUY,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,39,39
TARABUCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,13,13
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,48,48
TARVITA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,9,9
TOMINA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,28,28
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2018-04-01,3,3
