municipality,group,variable,month,Nº de familias carpetizadas con seguimiento durante el periódo,TOTAL
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,10,10
COLQUECHACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,95,95
COMARAPA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,265,265
CONCEPCION,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,304,304
COROICO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,16,16
COTAGAITA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,126,126
COTOCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,75,75
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,137,137
CUEVO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,29,29
EL ALTO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,2775,2775
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,180,180
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,242,242
EL TORNO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,422,422
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,166,166
ESCOMA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,16,16
FILADELFIA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,16,16
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,10,10
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,119,119
GUTIERREZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,50,50
HUACARETA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,46,46
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,184,184
HUANUNI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,214,214
INCAHUASI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,7,7
IXIAMAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,65,65
LA GUARDIA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,11,11
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,171,171
LLALLAGUA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,89,89
LORETO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,76,76
MAGDALENA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,36,36
MECAPACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,20,20
MINEROS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,48,48
MIZQUE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,68,68
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,120,120
MONTERO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,1138,1138
MORO MORO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,56,56
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,9,9
OKINAWA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,16,16
OMEREQUE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,66,66
ORURO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,1311,1311
PADCAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,63,63
PAILON,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,245,245
PALCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,10,10
PASORAPA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,16,16
PELECHUCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,74,74
PORCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,6,6
POROMA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,35,35
PORONGO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,235,235
PORTACHUELO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,263,263
PORVENIR,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,50,50
POTOSI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,2111,2111
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,61,61
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,26,26
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,57,57
PUNA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,80,80
PUNATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,555,555
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,1681,1681
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,26,26
RAVELO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,14,14
REYES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,10,10
RIBERALTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,189,189
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,104,104
SABAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,155,155
SACABAMBA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,103,103
SAIPINA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,233,233
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,71,71
SAMAIPATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,21,21
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,4,4
SAN ANDRES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,28,28
SAN BENITO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,146,146
SAN BORJA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,290,290
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,14,14
SAN CARLOS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,180,180
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,151,151
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,80,80
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,94,94
SAN JULIAN,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,346,346
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,105,105
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,13,13
SAN LUCAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,64,64
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,11,11
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,5,5
SAN PEDRO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,73,73
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,8,8
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,29,29
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,34,34
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,2062,2062
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,190,190
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,19,19
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,31,31
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,38,38
SHINAOTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,85,85
SIPE SIPE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,184,184
SOPACHUY,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,37,37
SORATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,15,15
SUCRE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,730,730
TACOPAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,48,48
TAHUA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,32,32
TARACO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,92,92
TARATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,82,82
TARIJA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,926,926
TARVITA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,98,98
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,260,260
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,160,160
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,70,70
TOCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,122,122
TOLATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,118,118
TOMINA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,203,203
TORO TORO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,11,11
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,3,3
TRIGAL,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,12,12
TRINIDAD,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,56,56
TUPIZA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,93,93
UNCIA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,117,117
URUBICHA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,126,126
UYUNI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,39,39
VACAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,6,6
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,184,184
VIACHA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,78,78
VILA VILA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,25,25
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,17,17
VILLA MONTES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,19,19
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,54,54
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,110,110
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,166,166
VINTO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,340,340
VITICHI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,38,38
WARNES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,289,289
YACO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,41,41
YACUIBA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,140,140
YAPACANI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,941,941
YOTALA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-01-01,63,63
ACACIO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,45,45
AIQUILE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,76,76
ALCALA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,57,57
ANCORAIMES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,6,6
ANZALDO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,73,73
APOLO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,11,11
ARBIETO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,119,119
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,73,73
ATOCHA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,10,10
BATALLAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,20,20
BAURES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,53,53
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,50,50
BERMEJO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,318,318
BETANZOS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,8,8
BOLIVAR,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,18,18
BOYUIBE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,25,25
BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,401,401
CABEZAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,150,150
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,10,10
CALAMARCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,5,5
CAMARGO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,356,356
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,56,56
CAMIRI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,333,333
CAPINOTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,33,33
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,4,4
CARANAVI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,95,95
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,53,53
CATACORA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,66,66
CHALLAPATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,74,74
CHAQUI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,53,53
CHARAGUA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,128,128
CHAYANTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,52,52
CHIMORE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,74,74
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,60,60
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,19,19
CKOCHAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,76,76
CLIZA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,227,227
COBIJA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,154,154
COCHABAMBA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,63,63
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,102,102
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,15,15
COLOMI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,79,79
COLQUECHACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,102,102
COLQUENCHA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,25,25
COMARAPA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,200,200
CONCEPCION,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,241,241
CORIPATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2018-02-01,3,3
