municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,157,157
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,19,19
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,17,17
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,122,122
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,40,40
CHACARILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,90,90
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,380,380
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,78,78
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,95,95
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,19,19
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,206,206
CHIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,90,90
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,12,12
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,95,95
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,94,94
COBIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,407,407
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,106,106
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,310,310
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,18,18
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,17,17
COLPA BELGICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,124,124
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,354,354
COLQUENCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,50,50
COMANCHE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,30,30
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,409,409
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,305,305
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,17,17
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,53,53
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,387,387
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,239,239
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,106,106
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,10,10
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,81,81
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,145,145
DESAGUADERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,10,10
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,4756,4756
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,1,1
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,233,233
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,162,162
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,632,632
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,37,37
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,184,184
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,5,5
ESCOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,40,40
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,18,18
EUREKA (SANTOS MERCADO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,6,6
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,110,110
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,5,5
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,63,63
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,30,30
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,163,163
GUTIERREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,95,95
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,89,89
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,78,78
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,333,333
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,20,20
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,125,125
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,157,157
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,86,86
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,30,30
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,77,77
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,264,264
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,190,190
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,41,41
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,247,247
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,18,18
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,314,314
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,237,237
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,114,114
LURIBAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,7,7
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,4,4
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,185,185
MAGDALENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,208,208
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,68,68
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,60,60
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,85,85
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,8,8
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,160,160
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,293,293
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,884,884
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,13,13
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,61,61
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,2155,2155
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,203,203
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,20,20
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,507,507
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,137,137
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,87,87
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,30,30
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,61,61
PATACAMAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,50,50
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,79,79
PELECHUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,18,18
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,94,94
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,32,32
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,34,34
POOPO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,98,98
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,159,159
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,482,482
PORVENIR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,70,70
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,3219,3219
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,144,144
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,233,233
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,10,10
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,132,132
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,19,19
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,273,273
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,141,141
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,145,145
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,184,184
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,702,702
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,2507,2507
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,40,40
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,25,25
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,51,51
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,78,78
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,97,97
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,422,422
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,3,3
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,50,50
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,42,42
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,480,480
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,97,97
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,63,63
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,442,442
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,53,53
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,107,107
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,12,12
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,19,19
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,50,50
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,99,99
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,120,120
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,149,149
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,6,6
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,333,333
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,119,119
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,5,5
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,3,3
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,106,106
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,318,318
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,485,485
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,79,79
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,3,3
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,219,219
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,7,7
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,37,37
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,51,51
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,143,143
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,278,278
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,29,29
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,25,25
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,3126,3126
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,55,55
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,67,67
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,6,6
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,40,40
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,154,154
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,143,143
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,91,91
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,12,12
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,320,320
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,86,86
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,31,31
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,367,367
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,44321,44321
TACACOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,2,2
TACOBAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,6,6
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,20,20
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,9,9
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,10,10
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,319,319
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,180,180
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,16,16
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,2022,2022
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,152,152
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,8,8
TIAWANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,5,5
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,238,238
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,84,84
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,37,37
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,90,90
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,81,81
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,60,60
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,54,54
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,289,289
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,34,34
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,37,37
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,20,20
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,76,76
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,128,128
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,444,444
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,208,208
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,71,71
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,7,7
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,2,2
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,65,65
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,195,195
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,81,81
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,93,93
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,90,90
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,100,100
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,354,354
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,245,245
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,178,178
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,355,355
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,622,622
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,32,32
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,284,284
YACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,40,40
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,925,925
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,474,474
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,32,32
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,1103,1103
YOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,10,10
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,348,348
YUNCHARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,8,8
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-01-01,86,86
ACACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,6,6
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,11,11
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,566,566
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,93,93
ALTO BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,20,20
ANCORAIMES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,8,8
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,15,15
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,72,72
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,165,165
APOLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,20,20
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,124,124
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,132,132
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,299,299
ARQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,5,5
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,35,35
ATOCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,125,125
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,140,140
