municipality,group,variable,month,Nº de comunidades que participaron en el CAI de establecimiento,TOTAL
CKOCHAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,10,10
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,7,7
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,8,8
COMANCHE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
COMBAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,6,6
CORIPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,28,28
COTAGAITA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,5,5
COTOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,9,9
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,12,12
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,37,37
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,6,6
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
FILADELFIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,9,9
GUAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
INCAHUASI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
IXIAMAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,15,15
LA ASUNTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,6,6
LA GUARDIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,9,9
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,26,26
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
LAJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,11,11
LLALLAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
MALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,7,7
MOJINETE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,9,9
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,6,6
MORO MORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,5,5
PATACAMAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,9,9
PELECHUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,14,14
PORCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
POROMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,8,8
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
PUNA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,9,9
QUIME,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,6,6
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,9,9
SACACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,28,28
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,5,5
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,21,21
SAN CARLOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,6,6
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,11,11
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,5,5
SORACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,26,26
TACOPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,21,21
TARACO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,6,6
TEOPONTE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
TIAWANACU,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,11,11
TIPUANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,3,3
TOLEDO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,63,63
TRINIDAD,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,12,12
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,7,7
UMALA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,7,7
UNCIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,10,10
UYUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,6,6
VILLA MONTES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,7,7
VILLAZON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
YANACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-01-01,4,4
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,6,6
ANCORAIMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,7,7
APOLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,6,6
AUCAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,9,9
BERMEJO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,56,56
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,10,10
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,8,8
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,8,8
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
CAPINOTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,12,12
CHACARILLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,21,21
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
CHIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
CHUA COCANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,17,17
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,13,13
COMBAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
CORIPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,6,6
CORQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,8,8
COTAGAITA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,45,45
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,6,6
HUANUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,12,12
HUARINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,9,9
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,9,9
IXIAMAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,7,7
LA ASUNTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,16,16
LA GUARDIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,14,14
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,44,44
LAJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
LLALLAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,14,14
LURIBAY,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,7,7
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,11,11
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,8,8
PADCAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,9,9
PALCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,56,56
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
PATACAMAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,8,8
PELECHUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,20,20
POROMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,12,12
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,7,7
PUERTO RICO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,7,7
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,6,6
SACABA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,17,17
SACABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
SACACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,39,39
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,23,23
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,16,16
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,14,14
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,10,10
SAN LUCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,12,12
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,6,6
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,8,8
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,6,6
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
SORACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
TEOPONTE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
TIAWANACU,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,12,12
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,2,2
TOLEDO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,5,5
TRIGAL,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2018-02-01,4,4
