municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
IXIAMAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,31,31
LAGUNILLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,6,6
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,9,9
MORO MORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,8,8
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
POOPO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
PORCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
PORVENIR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,9,9
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,11,11
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,5,5
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,5,5
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,6,6
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,6,6
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
SANTA ANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,20,20
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
SORACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,6,6
TACACOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,5,5
TARACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
TIAWANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
TIPUANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,4,4
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
VILLA MONTES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,5,5
YACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,3,3
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-01-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,6,6
ALTO BENI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,5,5
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
BELLA FLOR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,17,17
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,6,6
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,8,8
CHACARILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
CHIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,8,8
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
COPACABANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,52,52
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,7,7
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
HUMANATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
ICLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,5,5
IXIAMAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,5,5
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,6,6
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,47,47
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,7,7
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,5,5
LURIBAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
MOJOCOYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
PADILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
PAILON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,6,6
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
PORVENIR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,7,7
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
PUERTO RICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
QUIABAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,14,14
ROBORE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,5,5
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,3,3
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,12,12
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,5,5
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,6,6
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,4,4
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,32,32
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2018-02-01,1,1
