municipality,group,variable,month,Inyectables,TOTAL
BOLIVAR,otras actividades de enfermeria,inyectables,2015-01-01,122,122
BOLPEBRA,otras actividades de enfermeria,inyectables,2015-01-01,99,99
BOYUIBE,otras actividades de enfermeria,inyectables,2015-01-01,710,710
BUENA VISTA,otras actividades de enfermeria,inyectables,2015-01-01,597,597
CABEZAS,otras actividades de enfermeria,inyectables,2015-01-01,2849,2849
CAIROMA,otras actividades de enfermeria,inyectables,2015-01-01,201,201
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2015-01-01,612,612
CAJUATA,otras actividades de enfermeria,inyectables,2015-01-01,377,377
CALACOTO,otras actividades de enfermeria,inyectables,2015-01-01,117,117
CALAMARCA,otras actividades de enfermeria,inyectables,2015-01-01,404,404
CAMARGO,otras actividades de enfermeria,inyectables,2015-01-01,1819,1819
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2015-01-01,135,135
CAMIRI,otras actividades de enfermeria,inyectables,2015-01-01,12697,12697
CAPINOTA,otras actividades de enfermeria,inyectables,2015-01-01,1063,1063
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2015-01-01,91,91
CARACOLLO,otras actividades de enfermeria,inyectables,2015-01-01,534,534
CARANAVI,otras actividades de enfermeria,inyectables,2015-01-01,3118,3118
CARAPARI,otras actividades de enfermeria,inyectables,2015-01-01,1604,1604
CARIPUYO,otras actividades de enfermeria,inyectables,2015-01-01,82,82
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2015-01-01,391,391
CATACORA,otras actividades de enfermeria,inyectables,2015-01-01,24,24
CHALLAPATA,otras actividades de enfermeria,inyectables,2015-01-01,1602,1602
CHAQUI,otras actividades de enfermeria,inyectables,2015-01-01,279,279
CHARAGUA,otras actividades de enfermeria,inyectables,2015-01-01,1628,1628
CHARAÑA,otras actividades de enfermeria,inyectables,2015-01-01,53,53
CHAYANTA,otras actividades de enfermeria,inyectables,2015-01-01,376,376
CHIMORE,otras actividades de enfermeria,inyectables,2015-01-01,867,867
CHIPAYA,otras actividades de enfermeria,inyectables,2015-01-01,22,22
CHOQUE COTA,otras actividades de enfermeria,inyectables,2015-01-01,39,39
CHUA COCANI,otras actividades de enfermeria,inyectables,2015-01-01,97,97
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2015-01-01,1134,1134
CHUMA,otras actividades de enfermeria,inyectables,2015-01-01,224,224
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,inyectables,2015-01-01,93,93
CKOCHAS,otras actividades de enfermeria,inyectables,2015-01-01,317,317
CLIZA,otras actividades de enfermeria,inyectables,2015-01-01,490,490
COBIJA,otras actividades de enfermeria,inyectables,2015-01-01,21347,21347
COCAPATA,otras actividades de enfermeria,inyectables,2015-01-01,195,195
COCHABAMBA,otras actividades de enfermeria,inyectables,2015-01-01,70119,70119
COIPASA,otras actividades de enfermeria,inyectables,2015-01-01,16,16
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2015-01-01,2112,2112
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2015-01-01,718,718
COLLANA,otras actividades de enfermeria,inyectables,2015-01-01,70,70
COLOMI,otras actividades de enfermeria,inyectables,2015-01-01,370,370
COLPA BELGICA,otras actividades de enfermeria,inyectables,2015-01-01,645,645
COLQUECHACA,otras actividades de enfermeria,inyectables,2015-01-01,474,474
COLQUENCHA,otras actividades de enfermeria,inyectables,2015-01-01,104,104
COLQUIRI,otras actividades de enfermeria,inyectables,2015-01-01,663,663
COMANCHE,otras actividades de enfermeria,inyectables,2015-01-01,39,39
COMARAPA,otras actividades de enfermeria,inyectables,2015-01-01,545,545
COMBAYA,otras actividades de enfermeria,inyectables,2015-01-01,33,33
CONCEPCION,otras actividades de enfermeria,inyectables,2015-01-01,1113,1113
COPACABANA,otras actividades de enfermeria,inyectables,2015-01-01,367,367
CORIPATA,otras actividades de enfermeria,inyectables,2015-01-01,322,322
CORO CORO,otras actividades de enfermeria,inyectables,2015-01-01,78,78
COROICO,otras actividades de enfermeria,inyectables,2015-01-01,1229,1229
CORQUE,otras actividades de enfermeria,inyectables,2015-01-01,260,260
COTAGAITA,otras actividades de enfermeria,inyectables,2015-01-01,1919,1919
COTOCA,otras actividades de enfermeria,inyectables,2015-01-01,2646,2646
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,inyectables,2015-01-01,11,11
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2015-01-01,1354,1354
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2015-01-01,24,24
CUEVO,otras actividades de enfermeria,inyectables,2015-01-01,208,208
CULPINA,otras actividades de enfermeria,inyectables,2015-01-01,748,748
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2015-01-01,115,115
CURVA,otras actividades de enfermeria,inyectables,2015-01-01,25,25
DESAGUADERO,otras actividades de enfermeria,inyectables,2015-01-01,136,136
EL ALTO,otras actividades de enfermeria,inyectables,2015-01-01,45005,45005
EL CHORO,otras actividades de enfermeria,inyectables,2015-01-01,98,98
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2015-01-01,672,672
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2015-01-01,925,925
EL TORNO,otras actividades de enfermeria,inyectables,2015-01-01,6732,6732
EL VILLAR,otras actividades de enfermeria,inyectables,2015-01-01,420,420
ENTRE RIOS TRJ,otras actividades de enfermeria,inyectables,2015-01-01,2394,2394
ENTRE RIOS CBBA,otras actividades de enfermeria,inyectables,2015-01-01,509,509
ESCARA,otras actividades de enfermeria,inyectables,2015-01-01,36,36
ESCOMA,otras actividades de enfermeria,inyectables,2015-01-01,298,298
ESMERALDA,otras actividades de enfermeria,inyectables,2015-01-01,96,96
EUCALIPTUS,otras actividades de enfermeria,inyectables,2015-01-01,182,182
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2015-01-01,87,87
EXALTACION,otras actividades de enfermeria,inyectables,2015-01-01,35,35
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2015-01-01,393,393
FILADELFIA,otras actividades de enfermeria,inyectables,2015-01-01,283,283
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2015-01-01,611,611
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2015-01-01,239,239
GUANAY,otras actividades de enfermeria,inyectables,2015-01-01,887,887
GUAQUI,otras actividades de enfermeria,inyectables,2015-01-01,73,73
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2015-01-01,20646,20646
GUTIERREZ,otras actividades de enfermeria,inyectables,2015-01-01,465,465
HUACARETA,otras actividades de enfermeria,inyectables,2015-01-01,1028,1028
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2015-01-01,161,161
HUACHACALLA,otras actividades de enfermeria,inyectables,2015-01-01,376,376
HUANUNI,otras actividades de enfermeria,inyectables,2015-01-01,5020,5020
HUARACAJE,otras actividades de enfermeria,inyectables,2015-01-01,445,445
HUARINA,otras actividades de enfermeria,inyectables,2015-01-01,120,120
HUATAJATA,otras actividades de enfermeria,inyectables,2015-01-01,226,226
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2015-01-01,142,142
HUMANATA,otras actividades de enfermeria,inyectables,2015-01-01,20,20
ICHOCA,otras actividades de enfermeria,inyectables,2015-01-01,53,53
ICLA,otras actividades de enfermeria,inyectables,2015-01-01,410,410
INCAHUASI,otras actividades de enfermeria,inyectables,2015-01-01,451,451
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2015-01-01,114,114
INQUISIVI,otras actividades de enfermeria,inyectables,2015-01-01,173,173
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2015-01-01,1020,1020
IXIAMAS,otras actividades de enfermeria,inyectables,2015-01-01,385,385
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2015-01-01,382,382
LA ASUNTA,otras actividades de enfermeria,inyectables,2015-01-01,1456,1456
LA GUARDIA,otras actividades de enfermeria,inyectables,2015-01-01,3380,3380
LA PAZ,otras actividades de enfermeria,inyectables,2015-01-01,210934,210934
LA RIVERA,otras actividades de enfermeria,inyectables,2015-01-01,15,15
LAGUNILLAS,otras actividades de enfermeria,inyectables,2015-01-01,367,367
LAJA,otras actividades de enfermeria,inyectables,2015-01-01,258,258
LAS CARRERAS,otras actividades de enfermeria,inyectables,2015-01-01,221,221
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2015-01-01,129,129
LLALLAGUA,otras actividades de enfermeria,inyectables,2015-01-01,3752,3752
LLICA,otras actividades de enfermeria,inyectables,2015-01-01,168,168
LORETO,otras actividades de enfermeria,inyectables,2015-01-01,126,126
LURIBAY,otras actividades de enfermeria,inyectables,2015-01-01,152,152
MACHACAMARCA,otras actividades de enfermeria,inyectables,2015-01-01,259,259
MACHARETI,otras actividades de enfermeria,inyectables,2015-01-01,333,333
MAGDALENA,otras actividades de enfermeria,inyectables,2015-01-01,3124,3124
MAIRANA,otras actividades de enfermeria,inyectables,2015-01-01,1339,1339
MALLA,otras actividades de enfermeria,inyectables,2015-01-01,52,52
MAPIRI,otras actividades de enfermeria,inyectables,2015-01-01,473,473
MECAPACA,otras actividades de enfermeria,inyectables,2015-01-01,122,122
MINEROS,otras actividades de enfermeria,inyectables,2015-01-01,100,100
MIZQUE,otras actividades de enfermeria,inyectables,2015-01-01,887,887
MOCOMOCO,otras actividades de enfermeria,inyectables,2015-01-01,198,198
MOJINETE,otras actividades de enfermeria,inyectables,2015-01-01,62,62
MOJOCOYA,otras actividades de enfermeria,inyectables,2015-01-01,493,493
MONTEAGUDO,otras actividades de enfermeria,inyectables,2015-01-01,4812,4812
MONTERO,otras actividades de enfermeria,inyectables,2015-01-01,16124,16124
MORO MORO,otras actividades de enfermeria,inyectables,2015-01-01,149,149
MOROCHATA,otras actividades de enfermeria,inyectables,2015-01-01,250,250
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2015-01-01,182,182
NAZACARA DE PACAJES,otras actividades de enfermeria,inyectables,2015-01-01,22,22
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2015-01-01,135,135
OCURI,otras actividades de enfermeria,inyectables,2015-01-01,348,348
OKINAWA,otras actividades de enfermeria,inyectables,2015-01-01,429,429
OMEREQUE,otras actividades de enfermeria,inyectables,2015-01-01,443,443
ORURO,otras actividades de enfermeria,inyectables,2015-01-01,54454,54454
PADCAYA,otras actividades de enfermeria,inyectables,2015-01-01,1466,1466
PADILLA,otras actividades de enfermeria,inyectables,2015-01-01,2656,2656
PAILON,otras actividades de enfermeria,inyectables,2015-01-01,1309,1309
PALCA,otras actividades de enfermeria,inyectables,2015-01-01,201,201
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2015-01-01,1085,1085
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2015-01-01,110,110
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2015-01-01,405,405
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2015-01-01,172,172
PASORAPA,otras actividades de enfermeria,inyectables,2015-01-01,171,171
PATACAMAYA,otras actividades de enfermeria,inyectables,2015-01-01,388,388
PAZÑA,otras actividades de enfermeria,inyectables,2015-01-01,237,237
PELECHUCO,otras actividades de enfermeria,inyectables,2015-01-01,185,185
POCOATA,otras actividades de enfermeria,inyectables,2015-01-01,340,340
POCONA,otras actividades de enfermeria,inyectables,2015-01-01,322,322
POJO (CBBA),otras actividades de enfermeria,inyectables,2015-01-01,276,276
POOPO,otras actividades de enfermeria,inyectables,2015-01-01,307,307
PORCO,otras actividades de enfermeria,inyectables,2015-01-01,234,234
POROMA,otras actividades de enfermeria,inyectables,2015-01-01,727,727
PORONGO,otras actividades de enfermeria,inyectables,2015-01-01,289,289
PORTACHUELO,otras actividades de enfermeria,inyectables,2015-01-01,7192,7192
PORVENIR,otras actividades de enfermeria,inyectables,2015-01-01,843,843
POSTRER VALLE,otras actividades de enfermeria,inyectables,2015-01-01,21,21
POTOSI,otras actividades de enfermeria,inyectables,2015-01-01,53339,53339
PRESTO,otras actividades de enfermeria,inyectables,2015-01-01,535,535
PUCARA,otras actividades de enfermeria,inyectables,2015-01-01,73,73
PUCARANI,otras actividades de enfermeria,inyectables,2015-01-01,331,331
PUERTO ACOSTA,otras actividades de enfermeria,inyectables,2015-01-01,307,307
PUERTO CARABUCO,otras actividades de enfermeria,inyectables,2015-01-01,223,223
PUERTO GONZALO MORENO,otras actividades de enfermeria,inyectables,2015-01-01,747,747
PUERTO PEREZ,otras actividades de enfermeria,inyectables,2015-01-01,153,153
PUERTO QUIJARRO,otras actividades de enfermeria,inyectables,2015-01-01,777,777
PUERTO RICO,otras actividades de enfermeria,inyectables,2015-01-01,790,790
PUERTO SILES,otras actividades de enfermeria,inyectables,2015-01-01,85,85
PUERTO SUAREZ,otras actividades de enfermeria,inyectables,2015-01-01,1360,1360
PUERTO VILLARROEL,otras actividades de enfermeria,inyectables,2015-01-01,1090,1090
PUNA,otras actividades de enfermeria,inyectables,2015-01-01,1046,1046
PUNATA,otras actividades de enfermeria,inyectables,2015-01-01,4310,4310
QUIABAYA,otras actividades de enfermeria,inyectables,2015-01-01,102,102
QUILLACOLLO,otras actividades de enfermeria,inyectables,2015-01-01,7285,7285
QUIME,otras actividades de enfermeria,inyectables,2015-01-01,403,403
QUIRUSILLAS,otras actividades de enfermeria,inyectables,2015-01-01,150,150
RAVELO,otras actividades de enfermeria,inyectables,2015-01-01,524,524
REYES,otras actividades de enfermeria,inyectables,2015-01-01,626,626
RIBERALTA,otras actividades de enfermeria,inyectables,2015-01-01,14250,14250
ROBORE,otras actividades de enfermeria,inyectables,2015-01-01,2176,2176
RURRENABAQUE,otras actividades de enfermeria,inyectables,2015-01-01,4039,4039
SABAYA,otras actividades de enfermeria,inyectables,2015-01-01,251,251
SACABA,otras actividades de enfermeria,inyectables,2015-01-01,5114,5114
SACABAMBA,otras actividades de enfermeria,inyectables,2015-01-01,113,113
SACACA,otras actividades de enfermeria,inyectables,2015-01-01,261,261
SAIPINA,otras actividades de enfermeria,inyectables,2015-01-01,304,304
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,inyectables,2015-01-01,622,622
SAMAIPATA,otras actividades de enfermeria,inyectables,2015-01-01,601,601
SAN AGUSTIN,otras actividades de enfermeria,inyectables,2015-01-01,141,141
SAN ANDRES,otras actividades de enfermeria,inyectables,2015-01-01,199,199
SAN ANDRES DE MACHACA,otras actividades de enfermeria,inyectables,2015-01-01,109,109
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,inyectables,2015-01-01,148,148
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,inyectables,2015-01-01,393,393
SAN BENITO,otras actividades de enfermeria,inyectables,2015-01-01,365,365
SAN BORJA,otras actividades de enfermeria,inyectables,2015-01-01,903,903
SAN BUENA VENTURA,otras actividades de enfermeria,inyectables,2015-01-01,496,496
SAN CARLOS,otras actividades de enfermeria,inyectables,2015-01-01,2303,2303
SAN IGNACIO,otras actividades de enfermeria,inyectables,2015-01-01,2048,2048
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,inyectables,2015-01-01,15860,15860
SAN JAVIER(BNI),otras actividades de enfermeria,inyectables,2015-01-01,81,81
SAN JAVIER(STC),otras actividades de enfermeria,inyectables,2015-01-01,222,222
SAN JOAQUIN,otras actividades de enfermeria,inyectables,2015-01-01,277,277
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,inyectables,2015-01-01,2363,2363
SAN JUAN DE YAPACANI,otras actividades de enfermeria,inyectables,2015-01-01,528,528
SAN JULIAN,otras actividades de enfermeria,inyectables,2015-01-01,1994,1994
SAN LORENZO(PND),otras actividades de enfermeria,inyectables,2015-01-01,276,276
SAN LORENZO(TJA),otras actividades de enfermeria,inyectables,2015-01-01,1292,1292
SAN LUCAS,otras actividades de enfermeria,inyectables,2015-01-01,1974,1974
SAN MATIAS,otras actividades de enfermeria,inyectables,2015-01-01,1421,1421
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,inyectables,2015-01-01,594,594
SAN PABLO DE LIPEZ,otras actividades de enfermeria,inyectables,2015-01-01,159,159
SAN PEDRO,otras actividades de enfermeria,inyectables,2015-01-01,323,323
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,inyectables,2015-01-01,342,342
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,inyectables,2015-01-01,86,86
SAN PEDRO DE QUEMES,otras actividades de enfermeria,inyectables,2015-01-01,46,46
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,inyectables,2015-01-01,216,216
SAN PEDRO(PND),otras actividades de enfermeria,inyectables,2015-01-01,162,162
SAN RAFAEL,otras actividades de enfermeria,inyectables,2015-01-01,899,899
SAN RAMON BENI,otras actividades de enfermeria,inyectables,2015-01-01,956,956
SAN RAMON SCZ,otras actividades de enfermeria,inyectables,2015-01-01,1270,1270
SANTA ANA,otras actividades de enfermeria,inyectables,2015-01-01,1850,1850
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,inyectables,2015-01-01,160959,160959
SANTA ROSA,otras actividades de enfermeria,inyectables,2015-01-01,917,917
SANTA ROSA DEL SARA,otras actividades de enfermeria,inyectables,2015-01-01,779,779
SANTIAGO DE CALLAPA,otras actividades de enfermeria,inyectables,2015-01-01,49,49
SANTIAGO DE HUARI,otras actividades de enfermeria,inyectables,2015-01-01,379,379
SANTIAGO DE HUATA,otras actividades de enfermeria,inyectables,2015-01-01,229,229
SANTIAGO DE MACHACA,otras actividades de enfermeria,inyectables,2015-01-01,125,125
SANTIVAÑES,otras actividades de enfermeria,inyectables,2015-01-01,289,289
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,inyectables,2015-01-01,153,153
SAPAHAQUI,otras actividades de enfermeria,inyectables,2015-01-01,148,148
SENA,otras actividades de enfermeria,inyectables,2015-01-01,307,307
SHINAOTA,otras actividades de enfermeria,inyectables,2015-01-01,1129,1129
SICA SICA (VILLA AROMA),otras actividades de enfermeria,inyectables,2015-01-01,338,338
SICAYA,otras actividades de enfermeria,inyectables,2015-01-01,74,74
SIPE SIPE,otras actividades de enfermeria,inyectables,2015-01-01,653,653
SOPACHUY,otras actividades de enfermeria,inyectables,2015-01-01,464,464
SORACACHI,otras actividades de enfermeria,inyectables,2015-01-01,175,175
SORATA,otras actividades de enfermeria,inyectables,2015-01-01,71,71
SUCRE,otras actividades de enfermeria,inyectables,2015-01-01,66866,66866
TACACHI,otras actividades de enfermeria,inyectables,2015-01-01,38,38
TACACOMA,otras actividades de enfermeria,inyectables,2015-01-01,118,118
TACOBAMBA,otras actividades de enfermeria,inyectables,2015-01-01,158,158
TACOPAYA,otras actividades de enfermeria,inyectables,2015-01-01,207,207
TAHUA,otras actividades de enfermeria,inyectables,2015-01-01,68,68
TAPACARI,otras actividades de enfermeria,inyectables,2015-01-01,377,377
TARABUCO,otras actividades de enfermeria,inyectables,2015-01-01,1030,1030
TARACO,otras actividades de enfermeria,inyectables,2015-01-01,138,138
TARATA,otras actividades de enfermeria,inyectables,2015-01-01,340,340
TARIJA,otras actividades de enfermeria,inyectables,2015-01-01,90649,90649
TARVITA,otras actividades de enfermeria,inyectables,2015-01-01,809,809
TEOPONTE,otras actividades de enfermeria,inyectables,2015-01-01,416,416
TIAWANACU,otras actividades de enfermeria,inyectables,2015-01-01,184,184
TINGUIPAYA,otras actividades de enfermeria,inyectables,2015-01-01,189,189
TIPUANI,otras actividades de enfermeria,inyectables,2015-01-01,756,756
TIQUIPAYA,otras actividades de enfermeria,inyectables,2015-01-01,867,867
TIRAQUE (CBBA),otras actividades de enfermeria,inyectables,2015-01-01,372,372
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,inyectables,2015-01-01,16,16
TOCO,otras actividades de enfermeria,inyectables,2015-01-01,219,219
TOLATA,otras actividades de enfermeria,inyectables,2015-01-01,155,155
TOLEDO,otras actividades de enfermeria,inyectables,2015-01-01,80,80
TOMAVE,otras actividades de enfermeria,inyectables,2015-01-01,809,809
TOMINA,otras actividades de enfermeria,inyectables,2015-01-01,980,980
TORO TORO,otras actividades de enfermeria,inyectables,2015-01-01,266,266
TOTORA(CBBA),otras actividades de enfermeria,inyectables,2015-01-01,478,478
TOTORA(ORR),otras actividades de enfermeria,inyectables,2015-01-01,103,103
TRIGAL,otras actividades de enfermeria,inyectables,2015-01-01,88,88
TRINIDAD,otras actividades de enfermeria,inyectables,2015-01-01,61115,61115
TUPIZA,otras actividades de enfermeria,inyectables,2015-01-01,7036,7036
TURCO,otras actividades de enfermeria,inyectables,2015-01-01,173,173
UMALA,otras actividades de enfermeria,inyectables,2015-01-01,91,91
UNCIA,otras actividades de enfermeria,inyectables,2015-01-01,3164,3164
URIONDO (A. CONCEPCION),otras actividades de enfermeria,inyectables,2015-01-01,1053,1053
URUBICHA,otras actividades de enfermeria,inyectables,2015-01-01,311,311
UYUNI,otras actividades de enfermeria,inyectables,2015-01-01,5902,5902
VACAS,otras actividades de enfermeria,inyectables,2015-01-01,256,256
VALLEGRANDE,otras actividades de enfermeria,inyectables,2015-01-01,6876,6876
VIACHA,otras actividades de enfermeria,inyectables,2015-01-01,2843,2843
VILA VILA,otras actividades de enfermeria,inyectables,2015-01-01,88,88
VILLA CHARCAS,otras actividades de enfermeria,inyectables,2015-01-01,440,440
VILLA MONTES,otras actividades de enfermeria,inyectables,2015-01-01,9584,9584
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,inyectables,2015-01-01,156,156
VILLA RIVERO,otras actividades de enfermeria,inyectables,2015-01-01,300,300
VILLA SERRANO,otras actividades de enfermeria,inyectables,2015-01-01,752,752
VILLA TUNARI,otras actividades de enfermeria,inyectables,2015-01-01,2421,2421
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,inyectables,2015-01-01,466,466
VILLAZON,otras actividades de enfermeria,inyectables,2015-01-01,5525,5525
VINTO,otras actividades de enfermeria,inyectables,2015-01-01,984,984
VITICHI,otras actividades de enfermeria,inyectables,2015-01-01,230,230
WALDO BALLIVIAN,otras actividades de enfermeria,inyectables,2015-01-01,11,11
WARNES,otras actividades de enfermeria,inyectables,2015-01-01,2768,2768
YACO,otras actividades de enfermeria,inyectables,2015-01-01,94,94
YACUIBA,otras actividades de enfermeria,inyectables,2015-01-01,15086,15086
YAMPARAEZ,otras actividades de enfermeria,inyectables,2015-01-01,402,402
YANACACHI,otras actividades de enfermeria,inyectables,2015-01-01,176,176
YAPACANI,otras actividades de enfermeria,inyectables,2015-01-01,2998,2998
YOCALLA,otras actividades de enfermeria,inyectables,2015-01-01,354,354
YOTALA,otras actividades de enfermeria,inyectables,2015-01-01,655,655
YUNCHARA,otras actividades de enfermeria,inyectables,2015-01-01,447,447
YUNGUYO DE LITORAL,otras actividades de enfermeria,inyectables,2015-01-01,20,20
ZUDAÑEZ,otras actividades de enfermeria,inyectables,2015-01-01,486,486
ACACIO,otras actividades de enfermeria,inyectables,2015-02-01,138,138
ACHACACHI,otras actividades de enfermeria,inyectables,2015-02-01,393,393
ACHOCALLA,otras actividades de enfermeria,inyectables,2015-02-01,166,166
AIQUILE,otras actividades de enfermeria,inyectables,2015-02-01,1022,1022
ALALAY,otras actividades de enfermeria,inyectables,2015-02-01,34,34
ALCALA,otras actividades de enfermeria,inyectables,2015-02-01,292,292
ALTO BENI,otras actividades de enfermeria,inyectables,2015-02-01,339,339
ANCORAIMES,otras actividades de enfermeria,inyectables,2015-02-01,201,201
ANDAMARCA,otras actividades de enfermeria,inyectables,2015-02-01,159,159
ANTEQUERA,otras actividades de enfermeria,inyectables,2015-02-01,118,118
ANZALDO,otras actividades de enfermeria,inyectables,2015-02-01,163,163
APOLO,otras actividades de enfermeria,inyectables,2015-02-01,440,440
ARAMPAMPA,otras actividades de enfermeria,inyectables,2015-02-01,150,150
ARANI,otras actividades de enfermeria,inyectables,2015-02-01,158,158
ARBIETO,otras actividades de enfermeria,inyectables,2015-02-01,268,268
ARQUE,otras actividades de enfermeria,inyectables,2015-02-01,200,200
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2015-02-01,4189,4189
ATOCHA,otras actividades de enfermeria,inyectables,2015-02-01,1879,1879
AUCAPATA,otras actividades de enfermeria,inyectables,2015-02-01,146,146
AYATA,otras actividades de enfermeria,inyectables,2015-02-01,180,180
AYO AYO,otras actividades de enfermeria,inyectables,2015-02-01,71,71
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2015-02-01,990,990
AZURDUY,otras actividades de enfermeria,inyectables,2015-02-01,490,490
BATALLAS,otras actividades de enfermeria,inyectables,2015-02-01,277,277
BAURES,otras actividades de enfermeria,inyectables,2015-02-01,483,483
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2015-02-01,36,36
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2015-02-01,45,45
BELLA FLOR,otras actividades de enfermeria,inyectables,2015-02-01,78,78
BERMEJO,otras actividades de enfermeria,inyectables,2015-02-01,5270,5270
BETANZOS,otras actividades de enfermeria,inyectables,2015-02-01,1691,1691
BOLIVAR,otras actividades de enfermeria,inyectables,2015-02-01,174,174
BOLPEBRA,otras actividades de enfermeria,inyectables,2015-02-01,82,82
BOYUIBE,otras actividades de enfermeria,inyectables,2015-02-01,657,657
BUENA VISTA,otras actividades de enfermeria,inyectables,2015-02-01,561,561
