municipality,group,variable,month,Otras actividades,TOTAL
COMARAPA,otras actividades de enfermeria,otras actividades,2015-01-01,9,9
COMBAYA,otras actividades de enfermeria,otras actividades,2015-01-01,12,12
CONCEPCION,otras actividades de enfermeria,otras actividades,2015-01-01,10,10
COPACABANA,otras actividades de enfermeria,otras actividades,2015-01-01,23,23
CORQUE,otras actividades de enfermeria,otras actividades,2015-01-01,9,9
COTAGAITA,otras actividades de enfermeria,otras actividades,2015-01-01,13,13
COTOCA,otras actividades de enfermeria,otras actividades,2015-01-01,11,11
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2015-01-01,20,20
CUEVO,otras actividades de enfermeria,otras actividades,2015-01-01,11,11
CULPINA,otras actividades de enfermeria,otras actividades,2015-01-01,42,42
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
CURVA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
EL ALTO,otras actividades de enfermeria,otras actividades,2015-01-01,49215,49215
EL CHORO,otras actividades de enfermeria,otras actividades,2015-01-01,4,4
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2015-01-01,43,43
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2015-01-01,18,18
EL TORNO,otras actividades de enfermeria,otras actividades,2015-01-01,8540,8540
EL VILLAR,otras actividades de enfermeria,otras actividades,2015-01-01,18,18
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2015-01-01,199,199
ESCOMA,otras actividades de enfermeria,otras actividades,2015-01-01,19,19
ESMERALDA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2015-01-01,6,6
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,otras actividades,2015-01-01,1,1
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2015-01-01,18,18
FILADELFIA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2015-01-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2015-01-01,7,7
GUANAY,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
GUAQUI,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2015-01-01,28606,28606
GUTIERREZ,otras actividades de enfermeria,otras actividades,2015-01-01,4,4
HUACARETA,otras actividades de enfermeria,otras actividades,2015-01-01,262,262
HUACHACALLA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
HUANUNI,otras actividades de enfermeria,otras actividades,2015-01-01,163,163
HUARACAJE,otras actividades de enfermeria,otras actividades,2015-01-01,9,9
HUARINA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
ICHOCA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
ICLA,otras actividades de enfermeria,otras actividades,2015-01-01,8,8
INCAHUASI,otras actividades de enfermeria,otras actividades,2015-01-01,14,14
INGAVI (HUMAITA),otras actividades de enfermeria,otras actividades,2015-01-01,86,86
INQUISIVI,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
IXIAMAS,otras actividades de enfermeria,otras actividades,2015-01-01,10,10
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
LA GUARDIA,otras actividades de enfermeria,otras actividades,2015-01-01,107,107
LA PAZ,otras actividades de enfermeria,otras actividades,2015-01-01,6039,6039
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2015-01-01,15,15
LAJA,otras actividades de enfermeria,otras actividades,2015-01-01,16,16
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2015-01-01,4,4
LLALLAGUA,otras actividades de enfermeria,otras actividades,2015-01-01,2471,2471
LORETO,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
LURIBAY,otras actividades de enfermeria,otras actividades,2015-01-01,10,10
MACHARETI,otras actividades de enfermeria,otras actividades,2015-01-01,32,32
MAGDALENA,otras actividades de enfermeria,otras actividades,2015-01-01,100,100
MAIRANA,otras actividades de enfermeria,otras actividades,2015-01-01,645,645
MAPIRI,otras actividades de enfermeria,otras actividades,2015-01-01,10,10
MECAPACA,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
MINEROS,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
MIZQUE,otras actividades de enfermeria,otras actividades,2015-01-01,84,84
MOCOMOCO,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
MOJINETE,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
MOJOCOYA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2015-01-01,159,159
MONTERO,otras actividades de enfermeria,otras actividades,2015-01-01,3203,3203
MOROCHATA,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
OCURI,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
OKINAWA,otras actividades de enfermeria,otras actividades,2015-01-01,6,6
OMEREQUE,otras actividades de enfermeria,otras actividades,2015-01-01,29,29
ORURO,otras actividades de enfermeria,otras actividades,2015-01-01,490,490
PADCAYA,otras actividades de enfermeria,otras actividades,2015-01-01,21,21
PADILLA,otras actividades de enfermeria,otras actividades,2015-01-01,504,504
PAILON,otras actividades de enfermeria,otras actividades,2015-01-01,24,24
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2015-01-01,8,8
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2015-01-01,8,8
PATACAMAYA,otras actividades de enfermeria,otras actividades,2015-01-01,62,62
PAZÑA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
POCOATA,otras actividades de enfermeria,otras actividades,2015-01-01,8,8
POCONA,otras actividades de enfermeria,otras actividades,2015-01-01,6,6
POJO (CBBA),otras actividades de enfermeria,otras actividades,2015-01-01,14,14
POOPO,otras actividades de enfermeria,otras actividades,2015-01-01,10,10
POROMA,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
PORONGO,otras actividades de enfermeria,otras actividades,2015-01-01,22,22
PORTACHUELO,otras actividades de enfermeria,otras actividades,2015-01-01,653,653
POTOSI,otras actividades de enfermeria,otras actividades,2015-01-01,22071,22071
PRESTO,otras actividades de enfermeria,otras actividades,2015-01-01,10,10
PUCARANI,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2015-01-01,27,27
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2015-01-01,466,466
PUERTO SILES,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2015-01-01,14,14
PUNATA,otras actividades de enfermeria,otras actividades,2015-01-01,308,308
QUIABAYA,otras actividades de enfermeria,otras actividades,2015-01-01,7,7
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2015-01-01,90,90
QUIME,otras actividades de enfermeria,otras actividades,2015-01-01,336,336
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
REYES,otras actividades de enfermeria,otras actividades,2015-01-01,392,392
RIBERALTA,otras actividades de enfermeria,otras actividades,2015-01-01,59062,59062
ROBORE,otras actividades de enfermeria,otras actividades,2015-01-01,206,206
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2015-01-01,197,197
SACABA,otras actividades de enfermeria,otras actividades,2015-01-01,3862,3862
SACABAMBA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SACACA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SAIPINA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SAN AGUSTIN,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SAN ANDRES,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
SAN ANDRES DE MACHACA,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2015-01-01,210,210
SAN BORJA,otras actividades de enfermeria,otras actividades,2015-01-01,245,245
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2015-01-01,14,14
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2015-01-01,814,814
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2015-01-01,674,674
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2015-01-01,4,4
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2015-01-01,8,8
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2015-01-01,33,33
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2015-01-01,179,179
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2015-01-01,59,59
SAN JULIAN,otras actividades de enfermeria,otras actividades,2015-01-01,167,167
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2015-01-01,63,63
SAN LUCAS,otras actividades de enfermeria,otras actividades,2015-01-01,23,23
SAN MATIAS,otras actividades de enfermeria,otras actividades,2015-01-01,354,354
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2015-01-01,173,173
SAN PEDRO,otras actividades de enfermeria,otras actividades,2015-01-01,19,19
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SAN PEDRO DE QUEMES,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,otras actividades,2015-01-01,7,7
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2015-01-01,41,41
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2015-01-01,49,49
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2015-01-01,150558,150558
SANTA ROSA,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2015-01-01,68,68
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2015-01-01,8,8
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
SANTIAGO DE MACHACA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2015-01-01,6,6
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SENA,otras actividades de enfermeria,otras actividades,2015-01-01,24,24
SHINAOTA,otras actividades de enfermeria,otras actividades,2015-01-01,7,7
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2015-01-01,6,6
SOPACHUY,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
SORATA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
SUCRE,otras actividades de enfermeria,otras actividades,2015-01-01,6961,6961
TACOPAYA,otras actividades de enfermeria,otras actividades,2015-01-01,6,6
TAHUA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
TAPACARI,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
TARABUCO,otras actividades de enfermeria,otras actividades,2015-01-01,12,12
TARATA,otras actividades de enfermeria,otras actividades,2015-01-01,233,233
TARIJA,otras actividades de enfermeria,otras actividades,2015-01-01,2005972,2005972
TARVITA,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
TEOPONTE,otras actividades de enfermeria,otras actividades,2015-01-01,73,73
TIAWANACU,otras actividades de enfermeria,otras actividades,2015-01-01,9,9
TIPUANI,otras actividades de enfermeria,otras actividades,2015-01-01,20,20
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2015-01-01,41,41
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2015-01-01,2,2
TOCO,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
TODOS SANTOS,otras actividades de enfermeria,otras actividades,2015-01-01,3,3
TOLATA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
TOMAVE,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
TOMINA,otras actividades de enfermeria,otras actividades,2015-01-01,978,978
TORO TORO,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2015-01-01,2,2
TRIGAL,otras actividades de enfermeria,otras actividades,2015-01-01,60,60
TRINIDAD,otras actividades de enfermeria,otras actividades,2015-01-01,124619,124619
TUPIZA,otras actividades de enfermeria,otras actividades,2015-01-01,7367,7367
TURCO,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
UMALA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2015-01-01,43,43
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2015-01-01,11601,11601
VIACHA,otras actividades de enfermeria,otras actividades,2015-01-01,73,73
VILA VILA,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
VILLA MONTES,otras actividades de enfermeria,otras actividades,2015-01-01,7543,7543
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2015-01-01,10,10
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2015-01-01,56,56
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2015-01-01,8,8
VILLAZON,otras actividades de enfermeria,otras actividades,2015-01-01,10208,10208
VITICHI,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
WALDO BALLIVIAN,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
WARNES,otras actividades de enfermeria,otras actividades,2015-01-01,378,378
YACO,otras actividades de enfermeria,otras actividades,2015-01-01,1,1
YACUIBA,otras actividades de enfermeria,otras actividades,2015-01-01,3526,3526
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2015-01-01,5,5
YOCALLA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
YUNCHARA,otras actividades de enfermeria,otras actividades,2015-01-01,2,2
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2015-01-01,50,50
ACACIO,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
ACHACACHI,otras actividades de enfermeria,otras actividades,2015-02-01,32,32
ACHOCALLA,otras actividades de enfermeria,otras actividades,2015-02-01,5,5
AIQUILE,otras actividades de enfermeria,otras actividades,2015-02-01,11,11
ALCALA,otras actividades de enfermeria,otras actividades,2015-02-01,8,8
ALTO BENI,otras actividades de enfermeria,otras actividades,2015-02-01,3,3
ANCORAIMES,otras actividades de enfermeria,otras actividades,2015-02-01,26,26
ANDAMARCA,otras actividades de enfermeria,otras actividades,2015-02-01,3,3
ANZALDO,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
APOLO,otras actividades de enfermeria,otras actividades,2015-02-01,6,6
ARANI,otras actividades de enfermeria,otras actividades,2015-02-01,9,9
ARBIETO,otras actividades de enfermeria,otras actividades,2015-02-01,9,9
ARQUE,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2015-02-01,725,725
ATOCHA,otras actividades de enfermeria,otras actividades,2015-02-01,2851,2851
AUCAPATA,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
AYATA,otras actividades de enfermeria,otras actividades,2015-02-01,8,8
AYO AYO,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2015-02-01,10,10
AZURDUY,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
BATALLAS,otras actividades de enfermeria,otras actividades,2015-02-01,15,15
BAURES,otras actividades de enfermeria,otras actividades,2015-02-01,45,45
BERMEJO,otras actividades de enfermeria,otras actividades,2015-02-01,444,444
BETANZOS,otras actividades de enfermeria,otras actividades,2015-02-01,30,30
BOLIVAR,otras actividades de enfermeria,otras actividades,2015-02-01,4,4
BOLPEBRA,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
BOYUIBE,otras actividades de enfermeria,otras actividades,2015-02-01,31,31
CABEZAS,otras actividades de enfermeria,otras actividades,2015-02-01,191,191
CAIROMA,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2015-02-01,50,50
CAJUATA,otras actividades de enfermeria,otras actividades,2015-02-01,4,4
CALAMARCA,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
CAMARGO,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2015-02-01,1,1
CAMIRI,otras actividades de enfermeria,otras actividades,2015-02-01,9346,9346
CAPINOTA,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
CARACOLLO,otras actividades de enfermeria,otras actividades,2015-02-01,3,3
CARANAVI,otras actividades de enfermeria,otras actividades,2015-02-01,8359,8359
CARAPARI,otras actividades de enfermeria,otras actividades,2015-02-01,66,66
CARIPUYO,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
CHALLAPATA,otras actividades de enfermeria,otras actividades,2015-02-01,2539,2539
CHAQUI,otras actividades de enfermeria,otras actividades,2015-02-01,6,6
CHARAGUA,otras actividades de enfermeria,otras actividades,2015-02-01,13,13
CHIMORE,otras actividades de enfermeria,otras actividades,2015-02-01,29,29
CHOQUE COTA,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
CHUA COCANI,otras actividades de enfermeria,otras actividades,2015-02-01,6,6
CHUMA,otras actividades de enfermeria,otras actividades,2015-02-01,18,18
CKOCHAS,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
CLIZA,otras actividades de enfermeria,otras actividades,2015-02-01,62,62
COBIJA,otras actividades de enfermeria,otras actividades,2015-02-01,2165,2165
COCHABAMBA,otras actividades de enfermeria,otras actividades,2015-02-01,3977,3977
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2015-02-01,50,50
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2015-02-01,3,3
COLOMI,otras actividades de enfermeria,otras actividades,2015-02-01,91,91
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2015-02-01,23,23
COLQUECHACA,otras actividades de enfermeria,otras actividades,2015-02-01,32,32
COLQUENCHA,otras actividades de enfermeria,otras actividades,2015-02-01,5,5
COMARAPA,otras actividades de enfermeria,otras actividades,2015-02-01,55,55
COMBAYA,otras actividades de enfermeria,otras actividades,2015-02-01,17,17
COPACABANA,otras actividades de enfermeria,otras actividades,2015-02-01,22,22
CORO CORO,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
CORQUE,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
COTAGAITA,otras actividades de enfermeria,otras actividades,2015-02-01,10,10
COTOCA,otras actividades de enfermeria,otras actividades,2015-02-01,125,125
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2015-02-01,72,72
CUEVO,otras actividades de enfermeria,otras actividades,2015-02-01,8,8
CULPINA,otras actividades de enfermeria,otras actividades,2015-02-01,54,54
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
CURVA,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
DESAGUADERO,otras actividades de enfermeria,otras actividades,2015-02-01,5,5
EL ALTO,otras actividades de enfermeria,otras actividades,2015-02-01,47611,47611
EL CHORO,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2015-02-01,52,52
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2015-02-01,9,9
EL TORNO,otras actividades de enfermeria,otras actividades,2015-02-01,20723,20723
EL VILLAR,otras actividades de enfermeria,otras actividades,2015-02-01,10,10
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2015-02-01,3,3
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2015-02-01,367,367
ESCOMA,otras actividades de enfermeria,otras actividades,2015-02-01,87,87
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2015-02-01,4,4
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2015-02-01,116,116
FILADELFIA,otras actividades de enfermeria,otras actividades,2015-02-01,3,3
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2015-02-01,65,65
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2015-02-01,4,4
GUAQUI,otras actividades de enfermeria,otras actividades,2015-02-01,4,4
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2015-02-01,21371,21371
GUTIERREZ,otras actividades de enfermeria,otras actividades,2015-02-01,4,4
HUACARETA,otras actividades de enfermeria,otras actividades,2015-02-01,145,145
HUANUNI,otras actividades de enfermeria,otras actividades,2015-02-01,80,80
HUARACAJE,otras actividades de enfermeria,otras actividades,2015-02-01,22,22
HUATAJATA,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2015-02-01,7,7
ICHOCA,otras actividades de enfermeria,otras actividades,2015-02-01,3,3
ICLA,otras actividades de enfermeria,otras actividades,2015-02-01,5,5
INCAHUASI,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
INGAVI (HUMAITA),otras actividades de enfermeria,otras actividades,2015-02-01,100,100
INQUISIVI,otras actividades de enfermeria,otras actividades,2015-02-01,5,5
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2015-02-01,3,3
IXIAMAS,otras actividades de enfermeria,otras actividades,2015-02-01,7,7
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2015-02-01,8,8
LA ASUNTA,otras actividades de enfermeria,otras actividades,2015-02-01,94,94
LA GUARDIA,otras actividades de enfermeria,otras actividades,2015-02-01,165,165
LA PAZ,otras actividades de enfermeria,otras actividades,2015-02-01,8452,8452
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2015-02-01,50,50
LAJA,otras actividades de enfermeria,otras actividades,2015-02-01,17,17
LLALLAGUA,otras actividades de enfermeria,otras actividades,2015-02-01,2057,2057
LLICA,otras actividades de enfermeria,otras actividades,2015-02-01,3,3
LORETO,otras actividades de enfermeria,otras actividades,2015-02-01,36,36
LURIBAY,otras actividades de enfermeria,otras actividades,2015-02-01,55,55
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2015-02-01,2,2
MACHARETI,otras actividades de enfermeria,otras actividades,2015-02-01,64,64
MAGDALENA,otras actividades de enfermeria,otras actividades,2015-02-01,45,45
MAIRANA,otras actividades de enfermeria,otras actividades,2015-02-01,578,578
MAPIRI,otras actividades de enfermeria,otras actividades,2015-02-01,21,21
MECAPACA,otras actividades de enfermeria,otras actividades,2015-02-01,8,8
MINEROS,otras actividades de enfermeria,otras actividades,2015-02-01,1,1
MIZQUE,otras actividades de enfermeria,otras actividades,2015-02-01,114,114
MOCOMOCO,otras actividades de enfermeria,otras actividades,2015-02-01,5,5
MOJINETE,otras actividades de enfermeria,otras actividades,2015-02-01,3,3
MOJOCOYA,otras actividades de enfermeria,otras actividades,2015-02-01,4,4
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2015-02-01,2227,2227
