municipality,group,variable,month,Sueros,TOTAL
BETANZOS,otras actividades de enfermeria,sueros,2015-01-01,92,92
BOLIVAR,otras actividades de enfermeria,sueros,2015-01-01,4,4
BOLPEBRA,otras actividades de enfermeria,sueros,2015-01-01,12,12
BOYUIBE,otras actividades de enfermeria,sueros,2015-01-01,72,72
BUENA VISTA,otras actividades de enfermeria,sueros,2015-01-01,53,53
CABEZAS,otras actividades de enfermeria,sueros,2015-01-01,221,221
CAIROMA,otras actividades de enfermeria,sueros,2015-01-01,11,11
"CAIZA ""D""",otras actividades de enfermeria,sueros,2015-01-01,24,24
CAJUATA,otras actividades de enfermeria,sueros,2015-01-01,31,31
CALACOTO,otras actividades de enfermeria,sueros,2015-01-01,1,1
CALAMARCA,otras actividades de enfermeria,sueros,2015-01-01,25,25
CAMARGO,otras actividades de enfermeria,sueros,2015-01-01,115,115
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2015-01-01,10,10
CAMIRI,otras actividades de enfermeria,sueros,2015-01-01,1674,1674
CAPINOTA,otras actividades de enfermeria,sueros,2015-01-01,76,76
CAQUIAVIRI,otras actividades de enfermeria,sueros,2015-01-01,7,7
CARACOLLO,otras actividades de enfermeria,sueros,2015-01-01,29,29
CARANAVI,otras actividades de enfermeria,sueros,2015-01-01,334,334
CARAPARI,otras actividades de enfermeria,sueros,2015-01-01,134,134
CARIPUYO,otras actividades de enfermeria,sueros,2015-01-01,21,21
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2015-01-01,31,31
CATACORA,otras actividades de enfermeria,sueros,2015-01-01,1,1
CHALLAPATA,otras actividades de enfermeria,sueros,2015-01-01,97,97
CHAQUI,otras actividades de enfermeria,sueros,2015-01-01,10,10
CHARAGUA,otras actividades de enfermeria,sueros,2015-01-01,126,126
CHARAÑA,otras actividades de enfermeria,sueros,2015-01-01,1,1
CHAYANTA,otras actividades de enfermeria,sueros,2015-01-01,26,26
CHIMORE,otras actividades de enfermeria,sueros,2015-01-01,47,47
CHUA COCANI,otras actividades de enfermeria,sueros,2015-01-01,10,10
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2015-01-01,124,124
CHUMA,otras actividades de enfermeria,sueros,2015-01-01,25,25
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,sueros,2015-01-01,10,10
CKOCHAS,otras actividades de enfermeria,sueros,2015-01-01,11,11
CLIZA,otras actividades de enfermeria,sueros,2015-01-01,30,30
COBIJA,otras actividades de enfermeria,sueros,2015-01-01,1658,1658
COCAPATA,otras actividades de enfermeria,sueros,2015-01-01,19,19
COCHABAMBA,otras actividades de enfermeria,sueros,2015-01-01,13651,13651
COLCAPIRHUA,otras actividades de enfermeria,sueros,2015-01-01,408,408
"COLCHA ""K""",otras actividades de enfermeria,sueros,2015-01-01,11,11
COLLANA,otras actividades de enfermeria,sueros,2015-01-01,5,5
COLOMI,otras actividades de enfermeria,sueros,2015-01-01,23,23
COLPA BELGICA,otras actividades de enfermeria,sueros,2015-01-01,40,40
COLQUECHACA,otras actividades de enfermeria,sueros,2015-01-01,26,26
COLQUENCHA,otras actividades de enfermeria,sueros,2015-01-01,6,6
COLQUIRI,otras actividades de enfermeria,sueros,2015-01-01,49,49
COMANCHE,otras actividades de enfermeria,sueros,2015-01-01,2,2
COMARAPA,otras actividades de enfermeria,sueros,2015-01-01,119,119
COMBAYA,otras actividades de enfermeria,sueros,2015-01-01,3,3
CONCEPCION,otras actividades de enfermeria,sueros,2015-01-01,81,81
COPACABANA,otras actividades de enfermeria,sueros,2015-01-01,36,36
CORIPATA,otras actividades de enfermeria,sueros,2015-01-01,6,6
CORO CORO,otras actividades de enfermeria,sueros,2015-01-01,3,3
COROICO,otras actividades de enfermeria,sueros,2015-01-01,111,111
CORQUE,otras actividades de enfermeria,sueros,2015-01-01,7,7
COTAGAITA,otras actividades de enfermeria,sueros,2015-01-01,146,146
COTOCA,otras actividades de enfermeria,sueros,2015-01-01,511,511
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,sueros,2015-01-01,2,2
CUATRO CAÑADAS,otras actividades de enfermeria,sueros,2015-01-01,134,134
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,sueros,2015-01-01,1,1
CUEVO,otras actividades de enfermeria,sueros,2015-01-01,6,6
CULPINA,otras actividades de enfermeria,sueros,2015-01-01,52,52
CURAHUARA DE CARANGAS,otras actividades de enfermeria,sueros,2015-01-01,1,1
CURVA,otras actividades de enfermeria,sueros,2015-01-01,1,1
DESAGUADERO,otras actividades de enfermeria,sueros,2015-01-01,2,2
EL ALTO,otras actividades de enfermeria,sueros,2015-01-01,7689,7689
EL CHORO,otras actividades de enfermeria,sueros,2015-01-01,19,19
EL PUENTE(STC),otras actividades de enfermeria,sueros,2015-01-01,39,39
EL PUENTE(TJA),otras actividades de enfermeria,sueros,2015-01-01,70,70
EL TORNO,otras actividades de enfermeria,sueros,2015-01-01,1166,1166
EL VILLAR,otras actividades de enfermeria,sueros,2015-01-01,51,51
ENTRE RIOS TRJ,otras actividades de enfermeria,sueros,2015-01-01,188,188
ENTRE RIOS CBBA,otras actividades de enfermeria,sueros,2015-01-01,40,40
ESCARA,otras actividades de enfermeria,sueros,2015-01-01,2,2
ESCOMA,otras actividades de enfermeria,sueros,2015-01-01,60,60
EUCALIPTUS,otras actividades de enfermeria,sueros,2015-01-01,6,6
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2015-01-01,10,10
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2015-01-01,19,19
FILADELFIA,otras actividades de enfermeria,sueros,2015-01-01,20,20
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2015-01-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2015-01-01,7,7
GUANAY,otras actividades de enfermeria,sueros,2015-01-01,93,93
GUAQUI,otras actividades de enfermeria,sueros,2015-01-01,4,4
GUAYARAMERIN,otras actividades de enfermeria,sueros,2015-01-01,3630,3630
GUTIERREZ,otras actividades de enfermeria,sueros,2015-01-01,64,64
HUACARETA,otras actividades de enfermeria,sueros,2015-01-01,222,222
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2015-01-01,9,9
HUACHACALLA,otras actividades de enfermeria,sueros,2015-01-01,15,15
HUANUNI,otras actividades de enfermeria,sueros,2015-01-01,1911,1911
HUARACAJE,otras actividades de enfermeria,sueros,2015-01-01,29,29
HUARINA,otras actividades de enfermeria,sueros,2015-01-01,11,11
HUATAJATA,otras actividades de enfermeria,sueros,2015-01-01,14,14
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2015-01-01,10,10
HUMANATA,otras actividades de enfermeria,sueros,2015-01-01,2,2
ICHOCA,otras actividades de enfermeria,sueros,2015-01-01,8,8
ICLA,otras actividades de enfermeria,sueros,2015-01-01,19,19
INCAHUASI,otras actividades de enfermeria,sueros,2015-01-01,36,36
INGAVI (HUMAITA),otras actividades de enfermeria,sueros,2015-01-01,16,16
INQUISIVI,otras actividades de enfermeria,sueros,2015-01-01,6,6
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2015-01-01,93,93
IXIAMAS,otras actividades de enfermeria,sueros,2015-01-01,50,50
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2015-01-01,7,7
LA ASUNTA,otras actividades de enfermeria,sueros,2015-01-01,427,427
LA GUARDIA,otras actividades de enfermeria,sueros,2015-01-01,328,328
LA PAZ,otras actividades de enfermeria,sueros,2015-01-01,44211,44211
LAGUNILLAS,otras actividades de enfermeria,sueros,2015-01-01,17,17
LAJA,otras actividades de enfermeria,sueros,2015-01-01,16,16
LAS CARRERAS,otras actividades de enfermeria,sueros,2015-01-01,31,31
LICOMA PAMPA,otras actividades de enfermeria,sueros,2015-01-01,5,5
LLALLAGUA,otras actividades de enfermeria,sueros,2015-01-01,1542,1542
LLICA,otras actividades de enfermeria,sueros,2015-01-01,4,4
LORETO,otras actividades de enfermeria,sueros,2015-01-01,12,12
LURIBAY,otras actividades de enfermeria,sueros,2015-01-01,7,7
MACHACAMARCA,otras actividades de enfermeria,sueros,2015-01-01,12,12
MACHARETI,otras actividades de enfermeria,sueros,2015-01-01,247,247
MAGDALENA,otras actividades de enfermeria,sueros,2015-01-01,299,299
MAIRANA,otras actividades de enfermeria,sueros,2015-01-01,174,174
MALLA,otras actividades de enfermeria,sueros,2015-01-01,5,5
MAPIRI,otras actividades de enfermeria,sueros,2015-01-01,52,52
MECAPACA,otras actividades de enfermeria,sueros,2015-01-01,8,8
MINEROS,otras actividades de enfermeria,sueros,2015-01-01,4,4
MIZQUE,otras actividades de enfermeria,sueros,2015-01-01,73,73
MOCOMOCO,otras actividades de enfermeria,sueros,2015-01-01,16,16
MOJINETE,otras actividades de enfermeria,sueros,2015-01-01,7,7
MOJOCOYA,otras actividades de enfermeria,sueros,2015-01-01,12,12
MONTEAGUDO,otras actividades de enfermeria,sueros,2015-01-01,870,870
MONTERO,otras actividades de enfermeria,sueros,2015-01-01,12323,12323
MORO MORO,otras actividades de enfermeria,sueros,2015-01-01,9,9
MOROCHATA,otras actividades de enfermeria,sueros,2015-01-01,15,15
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,sueros,2015-01-01,12,12
NAZACARA DE PACAJES,otras actividades de enfermeria,sueros,2015-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,sueros,2015-01-01,7,7
OCURI,otras actividades de enfermeria,sueros,2015-01-01,23,23
OKINAWA,otras actividades de enfermeria,sueros,2015-01-01,64,64
OMEREQUE,otras actividades de enfermeria,sueros,2015-01-01,47,47
ORURO,otras actividades de enfermeria,sueros,2015-01-01,7235,7235
PADCAYA,otras actividades de enfermeria,sueros,2015-01-01,134,134
PADILLA,otras actividades de enfermeria,sueros,2015-01-01,410,410
PAILON,otras actividades de enfermeria,sueros,2015-01-01,271,271
PALCA,otras actividades de enfermeria,sueros,2015-01-01,13,13
PALOS BLANCOS,otras actividades de enfermeria,sueros,2015-01-01,111,111
PAMPA AULLAGAS,otras actividades de enfermeria,sueros,2015-01-01,5,5
PAMPA GRANDE,otras actividades de enfermeria,sueros,2015-01-01,37,37
PAPEL PAMPA,otras actividades de enfermeria,sueros,2015-01-01,4,4
PASORAPA,otras actividades de enfermeria,sueros,2015-01-01,17,17
PATACAMAYA,otras actividades de enfermeria,sueros,2015-01-01,27,27
PAZÑA,otras actividades de enfermeria,sueros,2015-01-01,10,10
PELECHUCO,otras actividades de enfermeria,sueros,2015-01-01,9,9
POCOATA,otras actividades de enfermeria,sueros,2015-01-01,19,19
POCONA,otras actividades de enfermeria,sueros,2015-01-01,20,20
POJO (CBBA),otras actividades de enfermeria,sueros,2015-01-01,16,16
POOPO,otras actividades de enfermeria,sueros,2015-01-01,14,14
PORCO,otras actividades de enfermeria,sueros,2015-01-01,21,21
POROMA,otras actividades de enfermeria,sueros,2015-01-01,43,43
PORONGO,otras actividades de enfermeria,sueros,2015-01-01,18,18
PORTACHUELO,otras actividades de enfermeria,sueros,2015-01-01,717,717
PORVENIR,otras actividades de enfermeria,sueros,2015-01-01,86,86
POTOSI,otras actividades de enfermeria,sueros,2015-01-01,8186,8186
PRESTO,otras actividades de enfermeria,sueros,2015-01-01,40,40
PUCARA,otras actividades de enfermeria,sueros,2015-01-01,11,11
PUCARANI,otras actividades de enfermeria,sueros,2015-01-01,18,18
PUERTO ACOSTA,otras actividades de enfermeria,sueros,2015-01-01,12,12
PUERTO CARABUCO,otras actividades de enfermeria,sueros,2015-01-01,12,12
PUERTO GONZALO MORENO,otras actividades de enfermeria,sueros,2015-01-01,46,46
PUERTO PEREZ,otras actividades de enfermeria,sueros,2015-01-01,5,5
PUERTO QUIJARRO,otras actividades de enfermeria,sueros,2015-01-01,149,149
PUERTO RICO,otras actividades de enfermeria,sueros,2015-01-01,30,30
PUERTO SILES,otras actividades de enfermeria,sueros,2015-01-01,4,4
PUERTO SUAREZ,otras actividades de enfermeria,sueros,2015-01-01,510,510
PUERTO VILLARROEL,otras actividades de enfermeria,sueros,2015-01-01,147,147
PUNA,otras actividades de enfermeria,sueros,2015-01-01,48,48
PUNATA,otras actividades de enfermeria,sueros,2015-01-01,443,443
QUIABAYA,otras actividades de enfermeria,sueros,2015-01-01,9,9
QUILLACOLLO,otras actividades de enfermeria,sueros,2015-01-01,1244,1244
QUIME,otras actividades de enfermeria,sueros,2015-01-01,19,19
QUIRUSILLAS,otras actividades de enfermeria,sueros,2015-01-01,6,6
RAVELO,otras actividades de enfermeria,sueros,2015-01-01,37,37
REYES,otras actividades de enfermeria,sueros,2015-01-01,39,39
RIBERALTA,otras actividades de enfermeria,sueros,2015-01-01,4018,4018
ROBORE,otras actividades de enfermeria,sueros,2015-01-01,285,285
RURRENABAQUE,otras actividades de enfermeria,sueros,2015-01-01,155,155
SABAYA,otras actividades de enfermeria,sueros,2015-01-01,8,8
SACABA,otras actividades de enfermeria,sueros,2015-01-01,1205,1205
SACABAMBA,otras actividades de enfermeria,sueros,2015-01-01,39,39
SACACA,otras actividades de enfermeria,sueros,2015-01-01,12,12
SAIPINA,otras actividades de enfermeria,sueros,2015-01-01,20,20
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,sueros,2015-01-01,36,36
SAMAIPATA,otras actividades de enfermeria,sueros,2015-01-01,43,43
SAN AGUSTIN,otras actividades de enfermeria,sueros,2015-01-01,15,15
SAN ANDRES,otras actividades de enfermeria,sueros,2015-01-01,12,12
SAN ANDRES DE MACHACA,otras actividades de enfermeria,sueros,2015-01-01,5,5
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,sueros,2015-01-01,7,7
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,sueros,2015-01-01,25,25
SAN BENITO,otras actividades de enfermeria,sueros,2015-01-01,18,18
SAN BORJA,otras actividades de enfermeria,sueros,2015-01-01,71,71
SAN BUENA VENTURA,otras actividades de enfermeria,sueros,2015-01-01,40,40
SAN CARLOS,otras actividades de enfermeria,sueros,2015-01-01,359,359
SAN IGNACIO,otras actividades de enfermeria,sueros,2015-01-01,220,220
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,sueros,2015-01-01,2623,2623
SAN JAVIER(BNI),otras actividades de enfermeria,sueros,2015-01-01,9,9
SAN JAVIER(STC),otras actividades de enfermeria,sueros,2015-01-01,10,10
SAN JOAQUIN,otras actividades de enfermeria,sueros,2015-01-01,11,11
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,sueros,2015-01-01,298,298
SAN JUAN DE YAPACANI,otras actividades de enfermeria,sueros,2015-01-01,107,107
SAN JULIAN,otras actividades de enfermeria,sueros,2015-01-01,223,223
SAN LORENZO(PND),otras actividades de enfermeria,sueros,2015-01-01,19,19
SAN LORENZO(TJA),otras actividades de enfermeria,sueros,2015-01-01,49,49
SAN LUCAS,otras actividades de enfermeria,sueros,2015-01-01,264,264
SAN MATIAS,otras actividades de enfermeria,sueros,2015-01-01,192,192
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,sueros,2015-01-01,45,45
SAN PABLO DE LIPEZ,otras actividades de enfermeria,sueros,2015-01-01,41,41
SAN PEDRO,otras actividades de enfermeria,sueros,2015-01-01,12,12
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2015-01-01,33,33
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,sueros,2015-01-01,8,8
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2015-01-01,30,30
SAN PEDRO(PND),otras actividades de enfermeria,sueros,2015-01-01,5,5
SAN RAFAEL,otras actividades de enfermeria,sueros,2015-01-01,61,61
SAN RAMON BENI,otras actividades de enfermeria,sueros,2015-01-01,103,103
SAN RAMON SCZ,otras actividades de enfermeria,sueros,2015-01-01,90,90
SANTA ANA,otras actividades de enfermeria,sueros,2015-01-01,230,230
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2015-01-01,24915,24915
SANTA ROSA,otras actividades de enfermeria,sueros,2015-01-01,47,47
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2015-01-01,58,58
SANTIAGO DE CALLAPA,otras actividades de enfermeria,sueros,2015-01-01,2,2
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2015-01-01,32,32
SANTIAGO DE HUATA,otras actividades de enfermeria,sueros,2015-01-01,1,1
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2015-01-01,3,3
SANTIVAÑES,otras actividades de enfermeria,sueros,2015-01-01,10,10
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2015-01-01,10,10
SAPAHAQUI,otras actividades de enfermeria,sueros,2015-01-01,11,11
SENA,otras actividades de enfermeria,sueros,2015-01-01,37,37
SHINAOTA,otras actividades de enfermeria,sueros,2015-01-01,170,170
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2015-01-01,30,30
SICAYA,otras actividades de enfermeria,sueros,2015-01-01,6,6
SIPE SIPE,otras actividades de enfermeria,sueros,2015-01-01,34,34
SOPACHUY,otras actividades de enfermeria,sueros,2015-01-01,47,47
SORACACHI,otras actividades de enfermeria,sueros,2015-01-01,2,2
SORATA,otras actividades de enfermeria,sueros,2015-01-01,8,8
SUCRE,otras actividades de enfermeria,sueros,2015-01-01,15972,15972
TACACOMA,otras actividades de enfermeria,sueros,2015-01-01,14,14
TACOBAMBA,otras actividades de enfermeria,sueros,2015-01-01,10,10
TACOPAYA,otras actividades de enfermeria,sueros,2015-01-01,20,20
TAHUA,otras actividades de enfermeria,sueros,2015-01-01,4,4
TAPACARI,otras actividades de enfermeria,sueros,2015-01-01,26,26
TARABUCO,otras actividades de enfermeria,sueros,2015-01-01,149,149
TARACO,otras actividades de enfermeria,sueros,2015-01-01,2,2
TARATA,otras actividades de enfermeria,sueros,2015-01-01,35,35
TARIJA,otras actividades de enfermeria,sueros,2015-01-01,23634,23634
TARVITA,otras actividades de enfermeria,sueros,2015-01-01,60,60
TEOPONTE,otras actividades de enfermeria,sueros,2015-01-01,16,16
TIAWANACU,otras actividades de enfermeria,sueros,2015-01-01,27,27
TINGUIPAYA,otras actividades de enfermeria,sueros,2015-01-01,7,7
TIPUANI,otras actividades de enfermeria,sueros,2015-01-01,137,137
TIQUIPAYA,otras actividades de enfermeria,sueros,2015-01-01,69,69
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2015-01-01,22,22
TOCO,otras actividades de enfermeria,sueros,2015-01-01,20,20
TOLATA,otras actividades de enfermeria,sueros,2015-01-01,10,10
TOLEDO,otras actividades de enfermeria,sueros,2015-01-01,5,5
TOMAVE,otras actividades de enfermeria,sueros,2015-01-01,51,51
TOMINA,otras actividades de enfermeria,sueros,2015-01-01,61,61
TORO TORO,otras actividades de enfermeria,sueros,2015-01-01,33,33
TOTORA(CBBA),otras actividades de enfermeria,sueros,2015-01-01,95,95
TOTORA(ORR),otras actividades de enfermeria,sueros,2015-01-01,16,16
TRIGAL,otras actividades de enfermeria,sueros,2015-01-01,8,8
TRINIDAD,otras actividades de enfermeria,sueros,2015-01-01,11411,11411
TUPIZA,otras actividades de enfermeria,sueros,2015-01-01,988,988
TURCO,otras actividades de enfermeria,sueros,2015-01-01,4,4
UMALA,otras actividades de enfermeria,sueros,2015-01-01,3,3
UNCIA,otras actividades de enfermeria,sueros,2015-01-01,546,546
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2015-01-01,121,121
URUBICHA,otras actividades de enfermeria,sueros,2015-01-01,41,41
UYUNI,otras actividades de enfermeria,sueros,2015-01-01,369,369
VACAS,otras actividades de enfermeria,sueros,2015-01-01,10,10
VALLEGRANDE,otras actividades de enfermeria,sueros,2015-01-01,803,803
VIACHA,otras actividades de enfermeria,sueros,2015-01-01,192,192
VILA VILA,otras actividades de enfermeria,sueros,2015-01-01,7,7
VILLA CHARCAS,otras actividades de enfermeria,sueros,2015-01-01,38,38
VILLA MONTES,otras actividades de enfermeria,sueros,2015-01-01,1623,1623
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2015-01-01,20,20
VILLA RIVERO,otras actividades de enfermeria,sueros,2015-01-01,11,11
VILLA SERRANO,otras actividades de enfermeria,sueros,2015-01-01,62,62
VILLA TUNARI,otras actividades de enfermeria,sueros,2015-01-01,382,382
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2015-01-01,45,45
VILLAZON,otras actividades de enfermeria,sueros,2015-01-01,1035,1035
VINTO,otras actividades de enfermeria,sueros,2015-01-01,222,222
VITICHI,otras actividades de enfermeria,sueros,2015-01-01,19,19
WARNES,otras actividades de enfermeria,sueros,2015-01-01,235,235
YACO,otras actividades de enfermeria,sueros,2015-01-01,3,3
YACUIBA,otras actividades de enfermeria,sueros,2015-01-01,1417,1417
YAMPARAEZ,otras actividades de enfermeria,sueros,2015-01-01,34,34
YANACACHI,otras actividades de enfermeria,sueros,2015-01-01,6,6
YAPACANI,otras actividades de enfermeria,sueros,2015-01-01,935,935
YOCALLA,otras actividades de enfermeria,sueros,2015-01-01,7,7
YOTALA,otras actividades de enfermeria,sueros,2015-01-01,23,23
YUNCHARA,otras actividades de enfermeria,sueros,2015-01-01,21,21
ZUDAÑEZ,otras actividades de enfermeria,sueros,2015-01-01,32,32
ACACIO,otras actividades de enfermeria,sueros,2015-02-01,12,12
ACHACACHI,otras actividades de enfermeria,sueros,2015-02-01,24,24
ACHOCALLA,otras actividades de enfermeria,sueros,2015-02-01,4,4
AIQUILE,otras actividades de enfermeria,sueros,2015-02-01,100,100
ALALAY,otras actividades de enfermeria,sueros,2015-02-01,7,7
ALCALA,otras actividades de enfermeria,sueros,2015-02-01,11,11
ALTO BENI,otras actividades de enfermeria,sueros,2015-02-01,18,18
ANCORAIMES,otras actividades de enfermeria,sueros,2015-02-01,14,14
ANDAMARCA,otras actividades de enfermeria,sueros,2015-02-01,8,8
ANTEQUERA,otras actividades de enfermeria,sueros,2015-02-01,2,2
ANZALDO,otras actividades de enfermeria,sueros,2015-02-01,17,17
APOLO,otras actividades de enfermeria,sueros,2015-02-01,37,37
ARAMPAMPA,otras actividades de enfermeria,sueros,2015-02-01,5,5
ARANI,otras actividades de enfermeria,sueros,2015-02-01,9,9
ARBIETO,otras actividades de enfermeria,sueros,2015-02-01,8,8
ARQUE,otras actividades de enfermeria,sueros,2015-02-01,9,9
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2015-02-01,445,445
ATOCHA,otras actividades de enfermeria,sueros,2015-02-01,72,72
AUCAPATA,otras actividades de enfermeria,sueros,2015-02-01,5,5
AYATA,otras actividades de enfermeria,sueros,2015-02-01,21,21
AYO AYO,otras actividades de enfermeria,sueros,2015-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2015-02-01,49,49
AZURDUY,otras actividades de enfermeria,sueros,2015-02-01,49,49
BATALLAS,otras actividades de enfermeria,sueros,2015-02-01,26,26
BAURES,otras actividades de enfermeria,sueros,2015-02-01,59,59
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2015-02-01,2,2
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2015-02-01,7,7
BELLA FLOR,otras actividades de enfermeria,sueros,2015-02-01,10,10
BERMEJO,otras actividades de enfermeria,sueros,2015-02-01,512,512
BETANZOS,otras actividades de enfermeria,sueros,2015-02-01,73,73
BOLIVAR,otras actividades de enfermeria,sueros,2015-02-01,6,6
BOLPEBRA,otras actividades de enfermeria,sueros,2015-02-01,2,2
BOYUIBE,otras actividades de enfermeria,sueros,2015-02-01,61,61
BUENA VISTA,otras actividades de enfermeria,sueros,2015-02-01,54,54
CABEZAS,otras actividades de enfermeria,sueros,2015-02-01,217,217
CAIROMA,otras actividades de enfermeria,sueros,2015-02-01,10,10
"CAIZA ""D""",otras actividades de enfermeria,sueros,2015-02-01,32,32
CAJUATA,otras actividades de enfermeria,sueros,2015-02-01,39,39
CALACOTO,otras actividades de enfermeria,sueros,2015-02-01,3,3
CALAMARCA,otras actividades de enfermeria,sueros,2015-02-01,18,18
CAMARGO,otras actividades de enfermeria,sueros,2015-02-01,76,76
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2015-02-01,15,15
CAMIRI,otras actividades de enfermeria,sueros,2015-02-01,1947,1947
CAPINOTA,otras actividades de enfermeria,sueros,2015-02-01,69,69
CAQUIAVIRI,otras actividades de enfermeria,sueros,2015-02-01,6,6
CARACOLLO,otras actividades de enfermeria,sueros,2015-02-01,17,17
CARANAVI,otras actividades de enfermeria,sueros,2015-02-01,362,362
CARAPARI,otras actividades de enfermeria,sueros,2015-02-01,121,121
CARIPUYO,otras actividades de enfermeria,sueros,2015-02-01,12,12
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2015-02-01,12,12
CATACORA,otras actividades de enfermeria,sueros,2015-02-01,1,1
CHACARILLA,otras actividades de enfermeria,sueros,2015-02-01,1,1
CHALLAPATA,otras actividades de enfermeria,sueros,2015-02-01,127,127
CHAQUI,otras actividades de enfermeria,sueros,2015-02-01,5,5
CHARAGUA,otras actividades de enfermeria,sueros,2015-02-01,133,133
CHARAÑA,otras actividades de enfermeria,sueros,2015-02-01,1,1
CHAYANTA,otras actividades de enfermeria,sueros,2015-02-01,25,25
CHIMORE,otras actividades de enfermeria,sueros,2015-02-01,24,24
CHIPAYA,otras actividades de enfermeria,sueros,2015-02-01,2,2
CHUA COCANI,otras actividades de enfermeria,sueros,2015-02-01,3,3
