,group,variable,month,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
GUTIERREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,9,5,9,5,14
HUACARETA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,3,19,22,21,25,46
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,0,36,39,39,39,78
HUANUNI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,20,9,50,61,70,70,140
HUARINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,1,14,18,16,19,35
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,2,1,2,1,3
HUMANATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,3,12,4,12,16
ICHOCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,9,5,9,6,15
ICLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,0,71,77,73,77,150
INCAHUASI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,15,21,89,87,104,108,212
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,7,3,7,3,10
INQUISIVI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,2,12,18,14,20,34
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,1,10,8,12,9,21
IXIAMAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,9,10,9,10,19
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,2,6,7,8,9,17
LA ASUNTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,11,14,11,14,25
LA GUARDIA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,2,62,54,63,56,119
LA PAZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,137,156,606,614,743,770,1513
LAGUNILLAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,4,17,25,17,29,46
LAJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,2,6,8,6,10,16
LAS CARRERAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,16,13,17,14,31
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,1,2,1,2,3
LLALLAGUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,86,105,135,145,221,250,471
LLICA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,3,3,3,3,6
LORETO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,1,0,2,1,3
LURIBAY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,2,7,10,8,12,20
MACHACAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,8,1,8,1,9
MACHARETI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,5,29,22,31,27,58
MAIRANA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,4,2,8,7,12,9,21
MALLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,14,23,15,24,39
MAPIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,6,9,6,9,15
MECAPACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,7,21,11,24,18,42
MINEROS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,2,9,8,10,10,20
MIZQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,25,16,26,16,42
MOCOMOCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,5,4,15,15,20,19,39
MOJINETE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,2,1,2,2,4
MOJOCOYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,19,17,20,17,37
MONTEAGUDO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,3,25,27,28,30,58
MONTERO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,14,2,33,27,47,29,76
MORO MORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,5,1,5,1,6
MOROCHATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,3,58,59,61,62,123
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,1,3,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,1,5,2,5,7
OCURI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,5,7,58,73,63,80,143
OKINAWA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,0,0,1,0,1
OMEREQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,14,9,32,26,46,35,81
ORURO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,110,112,234,225,344,337,681
PADCAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,6,4,6,5,11
PADILLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,1,36,44,38,45,83
PAILON,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,10,7,19,25,29,32,61
PALCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,3,30,25,32,28,60
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,21,23,21,23,44
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,5,4,5,4,9
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,3,2,5,5,8,13
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,6,2,6,2,8
PASORAPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,9,6,9,6,15
PATACAMAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,2,2,7,3,9,12
PAZÑA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,7,8,7,8,15
PELECHUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,3,10,9,13,12,25
POCOATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,12,11,109,114,121,125,246
POCONA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,6,4,10,9,16,13,29
POJO (CBBA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,2,9,10,11,12,23
POOPO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,4,3,4,4,8
PORCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,5,7,18,18,23,25,48
POROMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,4,6,120,98,124,104,228
PORONGO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,4,4,6,7,10,17
PORTACHUELO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,7,4,7,4,11
PORVENIR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,0,36,25,38,25,63
POSTRER VALLE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,1,2,1,2,3
POTOSI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,89,81,316,311,405,392,797
PRESTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,3,42,27,44,30,74
PUCARANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,6,2,45,44,51,46,97
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,5,17,18,20,23,43
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,4,26,25,28,29,57
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,5,1,39,31,44,32,76
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,2,30,33,33,35,68
PUERTO RICO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,1,43,52,45,53,98
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,2,2,3,3,6
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,0,41,35,43,35,78
PUNA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,6,9,110,87,116,96,212
PUNATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,2,53,36,53,38,91
QUILLACOLLO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,57,57,248,301,305,358,663
QUIME,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,4,6,5,6,11
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,4,2,4,2,6
RAVELO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,6,8,198,169,204,177,381
REYES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,3,1,4,1,5
RIBERALTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,3,7,16,7,19,26
ROBORE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,1,1,1,1,2
RURRENABAQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,2,13,13,14,15,29
SABAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,3,2,3,3,6
SACABA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,21,17,234,240,255,257,512
SACABAMBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,30,25,30,25,55
SACACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,14,10,121,126,135,136,271
SAIPINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,12,7,12,8,20
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,3,55,52,58,55,113
SAMAIPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,5,15,18,18,23,41
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,2,3,2,3,5
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,1,1,1,1,2
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,8,6,47,37,55,43,98
SAN BENITO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,18,19,19,19,38
SAN BORJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,14,14,64,70,78,84,162
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,12,7,12,7,19
SAN CARLOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,0,6,4,8,4,12
SAN IGNACIO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,23,13,19,6,42,19,61
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,19,15,46,50,65,65,130
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,0,0,0,1,1
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,24,19,17,27,41,46,87
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,1,6,14,8,15,23
SAN JULIAN,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,41,36,73,62,114,98,212
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,3,13,20,14,23,37
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,17,22,18,23,41
SAN LUCAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,14,6,233,216,247,222,469
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,0,17,16,19,16,35
SAN PEDRO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,3,6,3,6,9
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,10,13,113,115,123,128,251
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,2,0,2,1,3
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,3,3,3,3,6
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,3,1,3,1,4
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,4,13,21,13,25,38
SAN RAFAEL,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,1,6,5,8,6,14
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,2,4,8,4,10,14
SANTA ANA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,10,10,16,13,26,23,49
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,0,1,0,1,1
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,4,3,4,4,8
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,31,29,31,29,60
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,3,6,12,9,15,24
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,0,1,0,1,1
SANTIVAÑES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,3,2,4,3,7
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,2,6,6,6,8,14
SAPAHAQUI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,4,8,24,26,28,34,62
SENA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,13,9,13,9,22
SHINAOTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,12,6,23,29,35,35,70
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,38,41,38,41,79
SICAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,7,15,7,15,22
SIPE SIPE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,15,10,84,80,99,90,189
SOPACHUY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,5,8,81,68,86,76,162
SORACACHI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,2,23,20,24,22,46
SORATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,8,6,71,69,79,75,154
SUCRE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,9,11,307,296,316,307,623
TACACHI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,0,0,1,0,1
TACOBAMBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,5,28,30,29,35,64
TACOPAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,38,40,38,40,78
TAHUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,1,8,8,8,9,17
TAPACARI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,6,5,78,62,84,67,151
TARABUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,5,76,84,78,89,167
TARACO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,7,1,7,1,8
TARATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,3,30,29,30,32,62
TARIJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,37,33,164,208,201,241,442
TARVITA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,9,9,128,111,137,120,257
TEOPONTE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,2,31,34,33,36,69
TIAWANACU,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,4,5,5,6,11
TINGUIPAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,9,16,103,112,112,128,240
TIPUANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,0,5,0,5,5
TIQUIPAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,34,29,51,60,85,89,174
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,6,0,31,25,37,25,62
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,8,1,8,1,9
TOCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,1,17,16,20,17,37
TOLATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,2,14,11,17,13,30
TOLEDO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,4,4,4,4,8
TOMAVE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,23,17,24,18,42
TOMINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,0,46,44,48,44,92
TORO TORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,9,3,70,50,79,53,132
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,8,23,26,26,34,60
TOTORA(ORR),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,4,1,4,1,5
TRIGAL,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,2,4,7,5,9,14
TRINIDAD,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,6,1,1,1,7,2,9
TUPIZA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,12,11,64,76,76,87,163
TURCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,9,13,9,13,22
UMALA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,0,19,38,21,38,59
UNCIA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,4,10,63,60,67,70,137
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,3,2,5,5,8,7,15
UYUNI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,19,19,20,19,39
VACAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,12,12,13,12,25
VALLEGRANDE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,2,1,9,14,11,15,26
VIACHA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,7,5,1,2,8,7,15
VILA VILA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,37,41,38,41,79
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,6,49,62,50,68,118
VILLA MONTES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,11,8,12,8,20
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,7,12,8,12,20
VILLA RIVERO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,0,8,4,9,4,13
VILLA SERRANO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,0,0,47,63,47,63,110
VILLA TUNARI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,27,16,64,49,91,65,156
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,1,20,22,21,23,44
VILLAZON,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos fuera del establecimiento,2018-04-01,1,3,31,28,32,31,63
