,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
COIPASA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,3,3
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,102,102
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,49,49
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,21,21
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,54,54
COLQUENCHA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,39,39
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,67,67
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,16,16
COROICO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,41,41
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,248,248
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,32,32
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,3,3
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,26,26
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
CURVA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,10,10
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1832,1832
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,14,14
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,8,8
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,219,219
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,8,8
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,39,39
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,76,76
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,10,10
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,5,5
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,21,21
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,42,42
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,8,8
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,58,58
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,5,5
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,3,3
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,35,35
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
ICLA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,21,21
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,23,23
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,6,6
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,36,36
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,189,189
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1264,1264
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,3,3
LAJA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,34,34
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,150,150
LLICA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,18,18
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,17,17
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,87,87
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,40,40
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1775,1775
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
OCURI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,19,19
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,18,18
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,11,11
ORURO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,651,651
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,35,35
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,21,21
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,22,22
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,12,12
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,3,3
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,6,6
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,5,5
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,19,19
POCONA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,25,25
POOPO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
PORCO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,13,13
POROMA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,16,16
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,15,15
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,295,295
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,25,25
PUERTO ACOSTA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,24,24
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,10,10
PUERTO SUAREZ,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,315,315
PUNA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,10,10
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,184,184
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,439,439
QUIME,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,10,10
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,8,8
REYES,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,20,20
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,555,555
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,3,3
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
SACABA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,386,386
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,6,6
SACACA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,25,25
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,16,16
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,11,11
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,22,22
SAN ANDRES DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,109,109
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,15,15
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,67,67
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,11,11
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,16,16
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,41,41
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,16,16
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,108,108
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,14,14
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,67,67
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,46,46
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,18,18
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,35,35
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,29,29
SAN PEDRO DE MACHA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,28,28
SAN PEDRO DE TIQUINA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,3,3
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,17,17
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,59,59
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2573,2573
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,44,44
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,40,40
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,10,10
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,4,4
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,3,3
SENA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,22,22
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,92,92
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,11,11
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,117,117
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,6,6
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
SORATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,5,5
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,472,472
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,10,10
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,13,13
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,14,14
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,19,19
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,12,12
TARACO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,6,6
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,411,411
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,13,13
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,6,6
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,23,23
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,5,5
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,26,26
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,32,32
TOCO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,15,15
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,5,5
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,61,61
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,2,2
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,94,94
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,141,141
TURCO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,36,36
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,18,18
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,17,17
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,54,54
VACAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,5,5
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,39,39
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,14,14
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,15,15
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,90,90
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,1,1
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,11,11
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,424,424
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,13,13
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,83,83
VINTO,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,135,135
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,11,11
WARNES,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,379,379
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,66,66
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,6,6
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,252,252
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,5,5
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,8,8
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,7,7
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2021-01-01,0,9,9
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,1,1
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,50,50
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,30,30
ALALAY,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,1,1
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,2,2
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,7,7
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,1,1
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,6,6
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,5,5
APOLO,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,19,19
ARAMPAMPA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,3,3
ARANI,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,18,18
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,36,36
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,5,5
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,98,98
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,7,7
AUCAPATA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,2,2
AYATA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,53,53
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,8,8
BATALLAS,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,5,5
BELEN DE ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,1,1
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,8,8
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,99,99
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,45,45
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,2,2
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,3,3
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,3,3
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,17,17
CAIROMA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,5,5
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,8,8
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,10,10
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,14,14
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,20,20
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,2,2
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,42,42
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,51,51
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,14,14
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,22,22
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,3,3
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,8,8
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,97,97
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,7,7
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,47,47
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,67,67
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,22,22
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,5,5
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,7,7
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,53,53
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,54,54
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,30,30
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,1347,1347
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,97,97
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,43,43
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,12,12
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,27,27
COLQUENCHA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,10,10
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,53,53
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,31,31
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,10,10
COROICO,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,26,26
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,3,3
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,2,2
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,251,251
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,26,26
CUCHUMUELA (V. G. VILLARROEL),vih,no de mujeres embarazadas con prueba rapida,2021-02-01,0,1,1
