,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
EL VILLAR,vih,no de personas con prueba rapida,2021-01-01,0,2,2
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2021-01-01,3,15,18
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2021-01-01,30,67,97
ESCARA,vih,no de personas con prueba rapida,2021-01-01,1,1,2
EUCALIPTUS,vih,no de personas con prueba rapida,2021-01-01,1,0,1
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2021-01-01,8,24,32
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2021-01-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2021-01-01,3,0,3
GUANAY,vih,no de personas con prueba rapida,2021-01-01,8,10,18
GUAQUI,vih,no de personas con prueba rapida,2021-01-01,1,0,1
GUAYARAMERIN,vih,no de personas con prueba rapida,2021-01-01,17,12,29
HUACARETA,vih,no de personas con prueba rapida,2021-01-01,0,1,1
HUANUNI,vih,no de personas con prueba rapida,2021-01-01,19,41,60
HUAYLLAMARCA,vih,no de personas con prueba rapida,2021-01-01,6,5,11
ICLA,vih,no de personas con prueba rapida,2021-01-01,0,4,4
INCAHUASI,vih,no de personas con prueba rapida,2021-01-01,2,24,26
INGAVI (HUMAITA),vih,no de personas con prueba rapida,2021-01-01,1,0,1
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2021-01-01,1,6,7
IXIAMAS,vih,no de personas con prueba rapida,2021-01-01,5,1,6
JESUS DE MACHACA,vih,no de personas con prueba rapida,2021-01-01,2,3,5
LA ASUNTA,vih,no de personas con prueba rapida,2021-01-01,9,5,14
LA GUARDIA,vih,no de personas con prueba rapida,2021-01-01,29,23,52
LA PAZ,vih,no de personas con prueba rapida,2021-01-01,679,924,1603
LAJA,vih,no de personas con prueba rapida,2021-01-01,4,10,14
LLALLAGUA,vih,no de personas con prueba rapida,2021-01-01,15,3,18
MAIRANA,vih,no de personas con prueba rapida,2021-01-01,2,1,3
MIZQUE,vih,no de personas con prueba rapida,2021-01-01,11,10,21
MOJOCOYA,vih,no de personas con prueba rapida,2021-01-01,1,1,2
MONTEAGUDO,vih,no de personas con prueba rapida,2021-01-01,19,49,68
MONTERO,vih,no de personas con prueba rapida,2021-01-01,494,282,776
MOROCHATA,vih,no de personas con prueba rapida,2021-01-01,1,5,6
OCURI,vih,no de personas con prueba rapida,2021-01-01,0,5,5
OKINAWA,vih,no de personas con prueba rapida,2021-01-01,1,3,4
OMEREQUE,vih,no de personas con prueba rapida,2021-01-01,2,6,8
ORURO,vih,no de personas con prueba rapida,2021-01-01,146,369,515
PADCAYA,vih,no de personas con prueba rapida,2021-01-01,0,1,1
PADILLA,vih,no de personas con prueba rapida,2021-01-01,4,9,13
PALOS BLANCOS,vih,no de personas con prueba rapida,2021-01-01,1,0,1
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2021-01-01,2,2,4
PASORAPA,vih,no de personas con prueba rapida,2021-01-01,0,1,1
POJO (CBBA),vih,no de personas con prueba rapida,2021-01-01,4,4,8
POOPO,vih,no de personas con prueba rapida,2021-01-01,3,14,17
POROMA,vih,no de personas con prueba rapida,2021-01-01,0,1,1
PORONGO,vih,no de personas con prueba rapida,2021-01-01,1,0,1
PORTACHUELO,vih,no de personas con prueba rapida,2021-01-01,5,4,9
PORVENIR,vih,no de personas con prueba rapida,2021-01-01,0,5,5
POTOSI,vih,no de personas con prueba rapida,2021-01-01,0,1,1
PRESTO,vih,no de personas con prueba rapida,2021-01-01,1,6,7
PUCARANI,vih,no de personas con prueba rapida,2021-01-01,2,0,2
PUERTO CARABUCO,vih,no de personas con prueba rapida,2021-01-01,0,1,1
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2021-01-01,0,2,2
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2021-01-01,5,6,11
PUERTO RICO,vih,no de personas con prueba rapida,2021-01-01,0,7,7
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2021-01-01,149,207,356
PUNA,vih,no de personas con prueba rapida,2021-01-01,0,1,1
PUNATA,vih,no de personas con prueba rapida,2021-01-01,34,41,75
QUILLACOLLO,vih,no de personas con prueba rapida,2021-01-01,96,176,272
QUIRUSILLAS,vih,no de personas con prueba rapida,2021-01-01,0,2,2
RAQAYPAMPA(ETA),vih,no de personas con prueba rapida,2021-01-01,1,0,1
RAVELO,vih,no de personas con prueba rapida,2021-01-01,1,4,5
RIBERALTA,vih,no de personas con prueba rapida,2021-01-01,230,283,513
ROBORE,vih,no de personas con prueba rapida,2021-01-01,6,5,11
RURRENABAQUE,vih,no de personas con prueba rapida,2021-01-01,0,2,2
SABAYA,vih,no de personas con prueba rapida,2021-01-01,11,30,41
SACABA,vih,no de personas con prueba rapida,2021-01-01,12,58,70
SACABAMBA,vih,no de personas con prueba rapida,2021-01-01,1,1,2
SACACA,vih,no de personas con prueba rapida,2021-01-01,1,2,3
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2021-01-01,1,5,6
SAMAIPATA,vih,no de personas con prueba rapida,2021-01-01,3,4,7
SAN ANDRES,vih,no de personas con prueba rapida,2021-01-01,2,1,3
SAN BORJA,vih,no de personas con prueba rapida,2021-01-01,17,15,32
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2021-01-01,8,8,16
SAN CARLOS,vih,no de personas con prueba rapida,2021-01-01,13,14,27
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2021-01-01,0,219,219
SAN JAVIER(STC),vih,no de personas con prueba rapida,2021-01-01,2,2,4
SAN JULIAN,vih,no de personas con prueba rapida,2021-01-01,63,140,203
SAN LUCAS,vih,no de personas con prueba rapida,2021-01-01,10,45,55
SAN MATIAS,vih,no de personas con prueba rapida,2021-01-01,2,4,6
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2021-01-01,1,0,1
SAN PEDRO,vih,no de personas con prueba rapida,2021-01-01,44,79,123
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2021-01-01,0,2,2
SAN PEDRO DE MACHA,vih,no de personas con prueba rapida,2021-01-01,3,4,7
SAN RAFAEL,vih,no de personas con prueba rapida,2021-01-01,2,0,2
SAN RAMON BENI,vih,no de personas con prueba rapida,2021-01-01,2,1,3
SANTA ANA,vih,no de personas con prueba rapida,2021-01-01,15,2,17
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2021-01-01,877,1245,2122
SANTA ROSA,vih,no de personas con prueba rapida,2021-01-01,1,0,1
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2021-01-01,5,8,13
SANTIAGO DE CALLAPA,vih,no de personas con prueba rapida,2021-01-01,1,0,1
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2021-01-01,5,4,9
SHINAOTA,vih,no de personas con prueba rapida,2021-01-01,16,31,47
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2021-01-01,1,2,3
SIPE SIPE,vih,no de personas con prueba rapida,2021-01-01,3,9,12
SOPACHUY,vih,no de personas con prueba rapida,2021-01-01,3,11,14
SORATA,vih,no de personas con prueba rapida,2021-01-01,1,0,1
SUCRE,vih,no de personas con prueba rapida,2021-01-01,83,144,227
TACACOMA,vih,no de personas con prueba rapida,2021-01-01,2,3,5
TACOPAYA,vih,no de personas con prueba rapida,2021-01-01,6,7,13
TAPACARI,vih,no de personas con prueba rapida,2021-01-01,3,8,11
TARABUCO,vih,no de personas con prueba rapida,2021-01-01,6,20,26
TARIJA,vih,no de personas con prueba rapida,2021-01-01,368,320,688
TARVITA,vih,no de personas con prueba rapida,2021-01-01,5,25,30
TIAHUANACU,vih,no de personas con prueba rapida,2021-01-01,1,3,4
TIPUANI,vih,no de personas con prueba rapida,2021-01-01,4,4,8
TIQUIPAYA,vih,no de personas con prueba rapida,2021-01-01,3,0,3
TOCO,vih,no de personas con prueba rapida,2021-01-01,0,2,2
TOLATA,vih,no de personas con prueba rapida,2021-01-01,0,1,1
TOMINA,vih,no de personas con prueba rapida,2021-01-01,1,0,1
TOTORA(CBBA),vih,no de personas con prueba rapida,2021-01-01,10,24,34
TOTORA(ORR),vih,no de personas con prueba rapida,2021-01-01,1,0,1
TRINIDAD,vih,no de personas con prueba rapida,2021-01-01,147,137,284
TUPIZA,vih,no de personas con prueba rapida,2021-01-01,108,153,261
TURCO,vih,no de personas con prueba rapida,2021-01-01,0,1,1
UNCIA,vih,no de personas con prueba rapida,2021-01-01,13,4,17
URUBICHA,vih,no de personas con prueba rapida,2021-01-01,2,6,8
UYUNI,vih,no de personas con prueba rapida,2021-01-01,0,52,52
VALLEGRANDE,vih,no de personas con prueba rapida,2021-01-01,6,11,17
VIACHA,vih,no de personas con prueba rapida,2021-01-01,11,40,51
VILLA CHARCAS,vih,no de personas con prueba rapida,2021-01-01,3,1,4
VILLA MONTES,vih,no de personas con prueba rapida,2021-01-01,14,17,31
VILLA TUNARI,vih,no de personas con prueba rapida,2021-01-01,63,97,160
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2021-01-01,1,1,2
VILLAZON,vih,no de personas con prueba rapida,2021-01-01,11,12,23
VINTO,vih,no de personas con prueba rapida,2021-01-01,9,24,33
VITICHI,vih,no de personas con prueba rapida,2021-01-01,1,0,1
WARNES,vih,no de personas con prueba rapida,2021-01-01,38,58,96
YACUIBA,vih,no de personas con prueba rapida,2021-01-01,105,26,131
YAMPARAEZ,vih,no de personas con prueba rapida,2021-01-01,2,4,6
YANACACHI,vih,no de personas con prueba rapida,2021-01-01,1,0,1
YAPACANI,vih,no de personas con prueba rapida,2021-01-01,42,70,112
YOTALA,vih,no de personas con prueba rapida,2021-01-01,1,0,1
YUNCHARA,vih,no de personas con prueba rapida,2021-01-01,1,0,1
ZUDAÑEZ,vih,no de personas con prueba rapida,2021-01-01,1,8,9
ACHACACHI,vih,no de personas con prueba rapida,2021-02-01,15,27,42
AIQUILE,vih,no de personas con prueba rapida,2021-02-01,12,24,36
ALALAY,vih,no de personas con prueba rapida,2021-02-01,1,0,1
ALTO BENI,vih,no de personas con prueba rapida,2021-02-01,0,1,1
APOLO,vih,no de personas con prueba rapida,2021-02-01,0,2,2
ARANI,vih,no de personas con prueba rapida,2021-02-01,2,5,7
ARBIETO,vih,no de personas con prueba rapida,2021-02-01,4,16,20
ARQUE,vih,no de personas con prueba rapida,2021-02-01,1,2,3
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2021-02-01,30,142,172
AYATA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2021-02-01,3,7,10
AZURDUY,vih,no de personas con prueba rapida,2021-02-01,3,22,25
BATALLAS,vih,no de personas con prueba rapida,2021-02-01,0,5,5
BERMEJO,vih,no de personas con prueba rapida,2021-02-01,11,14,25
BETANZOS,vih,no de personas con prueba rapida,2021-02-01,1,2,3
BOLIVAR,vih,no de personas con prueba rapida,2021-02-01,0,1,1
BOYUIBE,vih,no de personas con prueba rapida,2021-02-01,1,1,2
CABEZAS,vih,no de personas con prueba rapida,2021-02-01,1,1,2
CAJUATA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
CAMARGO,vih,no de personas con prueba rapida,2021-02-01,2,20,22
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2021-02-01,0,2,2
CAMIRI,vih,no de personas con prueba rapida,2021-02-01,2,3,5
CAPINOTA,vih,no de personas con prueba rapida,2021-02-01,3,6,9
CARACOLLO,vih,no de personas con prueba rapida,2021-02-01,0,4,4
CARANAVI,vih,no de personas con prueba rapida,2021-02-01,3,3,6
CARAPARI,vih,no de personas con prueba rapida,2021-02-01,4,1,5
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2021-02-01,4,3,7
CHALLAPATA,vih,no de personas con prueba rapida,2021-02-01,2,14,16
CHARAGUA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
CHIMORE,vih,no de personas con prueba rapida,2021-02-01,25,39,64
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2021-02-01,10,7,17
CHUMA,vih,no de personas con prueba rapida,2021-02-01,1,5,6
CKOCHAS,vih,no de personas con prueba rapida,2021-02-01,0,1,1
CLIZA,vih,no de personas con prueba rapida,2021-02-01,2,4,6
COBIJA,vih,no de personas con prueba rapida,2021-02-01,43,49,92
COCHABAMBA,vih,no de personas con prueba rapida,2021-02-01,605,1269,1874
COLCAPIRHUA,vih,no de personas con prueba rapida,2021-02-01,41,62,103
COLOMI,vih,no de personas con prueba rapida,2021-02-01,0,19,19
COLPA BELGICA,vih,no de personas con prueba rapida,2021-02-01,10,5,15
COLQUECHACA,vih,no de personas con prueba rapida,2021-02-01,1,6,7
COLQUENCHA,vih,no de personas con prueba rapida,2021-02-01,1,5,6
COMARAPA,vih,no de personas con prueba rapida,2021-02-01,4,6,10
CONCEPCION,vih,no de personas con prueba rapida,2021-02-01,1,2,3
CORIPATA,vih,no de personas con prueba rapida,2021-02-01,5,3,8
COROICO,vih,no de personas con prueba rapida,2021-02-01,12,16,28
CORQUE,vih,no de personas con prueba rapida,2021-02-01,0,2,2
COTAGAITA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
COTOCA,vih,no de personas con prueba rapida,2021-02-01,34,14,48
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2021-02-01,11,46,57
CULPINA,vih,no de personas con prueba rapida,2021-02-01,2,17,19
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2021-02-01,1,2,3
CURVA,vih,no de personas con prueba rapida,2021-02-01,0,5,5
DESAGUADERO,vih,no de personas con prueba rapida,2021-02-01,1,2,3
EL ALTO,vih,no de personas con prueba rapida,2021-02-01,394,662,1056
EL PUENTE(STC),vih,no de personas con prueba rapida,2021-02-01,15,9,24
EL TORNO,vih,no de personas con prueba rapida,2021-02-01,39,76,115
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2021-02-01,5,5,10
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2021-02-01,30,111,141
ESCARA,vih,no de personas con prueba rapida,2021-02-01,0,3,3
EUCALIPTUS,vih,no de personas con prueba rapida,2021-02-01,0,2,2
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2021-02-01,12,25,37
FILADELFIA,vih,no de personas con prueba rapida,2021-02-01,1,1,2
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2021-02-01,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2021-02-01,4,2,6
GUANAY,vih,no de personas con prueba rapida,2021-02-01,8,3,11
GUAQUI,vih,no de personas con prueba rapida,2021-02-01,0,1,1
GUAYARAMERIN,vih,no de personas con prueba rapida,2021-02-01,1,0,1
GUTIERREZ,vih,no de personas con prueba rapida,2021-02-01,5,6,11
HUACARETA,vih,no de personas con prueba rapida,2021-02-01,2,1,3
HUANUNI,vih,no de personas con prueba rapida,2021-02-01,37,102,139
HUARINA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
HUAYLLAMARCA,vih,no de personas con prueba rapida,2021-02-01,1,2,3
ICLA,vih,no de personas con prueba rapida,2021-02-01,0,7,7
INCAHUASI,vih,no de personas con prueba rapida,2021-02-01,3,10,13
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2021-02-01,2,4,6
IXIAMAS,vih,no de personas con prueba rapida,2021-02-01,7,2,9
JESUS DE MACHACA,vih,no de personas con prueba rapida,2021-02-01,2,3,5
LA ASUNTA,vih,no de personas con prueba rapida,2021-02-01,1,5,6
LA GUARDIA,vih,no de personas con prueba rapida,2021-02-01,33,66,99
LA PAZ,vih,no de personas con prueba rapida,2021-02-01,657,738,1395
LAJA,vih,no de personas con prueba rapida,2021-02-01,3,1,4
LAS CARRERAS,vih,no de personas con prueba rapida,2021-02-01,0,1,1
LLALLAGUA,vih,no de personas con prueba rapida,2021-02-01,1,13,14
LLICA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
MACHACAMARCA,vih,no de personas con prueba rapida,2021-02-01,0,2,2
MACHARETI,vih,no de personas con prueba rapida,2021-02-01,1,4,5
MAIRANA,vih,no de personas con prueba rapida,2021-02-01,0,4,4
MINEROS,vih,no de personas con prueba rapida,2021-02-01,0,1,1
MIZQUE,vih,no de personas con prueba rapida,2021-02-01,12,46,58
MOJOCOYA,vih,no de personas con prueba rapida,2021-02-01,1,1,2
MONTEAGUDO,vih,no de personas con prueba rapida,2021-02-01,14,53,67
MONTERO,vih,no de personas con prueba rapida,2021-02-01,436,191,627
MOROCHATA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2021-02-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2021-02-01,0,1,1
OCURI,vih,no de personas con prueba rapida,2021-02-01,0,8,8
OKINAWA,vih,no de personas con prueba rapida,2021-02-01,2,4,6
OMEREQUE,vih,no de personas con prueba rapida,2021-02-01,2,11,13
ORURO,vih,no de personas con prueba rapida,2021-02-01,130,399,529
PADCAYA,vih,no de personas con prueba rapida,2021-02-01,0,2,2
PADILLA,vih,no de personas con prueba rapida,2021-02-01,5,17,22
PAILON,vih,no de personas con prueba rapida,2021-02-01,25,35,60
PALOS BLANCOS,vih,no de personas con prueba rapida,2021-02-01,2,1,3
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2021-02-01,1,2,3
PASORAPA,vih,no de personas con prueba rapida,2021-02-01,1,0,1
PAZÑA,vih,no de personas con prueba rapida,2021-02-01,0,2,2
POCOATA,vih,no de personas con prueba rapida,2021-02-01,1,4,5
POCONA,vih,no de personas con prueba rapida,2021-02-01,1,2,3
POJO (CBBA),vih,no de personas con prueba rapida,2021-02-01,1,7,8
POOPO,vih,no de personas con prueba rapida,2021-02-01,5,10,15
PORONGO,vih,no de personas con prueba rapida,2021-02-01,1,0,1
PORTACHUELO,vih,no de personas con prueba rapida,2021-02-01,5,10,15
PORVENIR,vih,no de personas con prueba rapida,2021-02-01,0,14,14
POTOSI,vih,no de personas con prueba rapida,2021-02-01,0,6,6
PRESTO,vih,no de personas con prueba rapida,2021-02-01,0,9,9
PUCARANI,vih,no de personas con prueba rapida,2021-02-01,1,3,4
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2021-02-01,1,2,3
PUERTO RICO,vih,no de personas con prueba rapida,2021-02-01,0,1,1
PUERTO SUAREZ,vih,no de personas con prueba rapida,2021-02-01,3,1,4
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2021-02-01,108,153,261
PUNA,vih,no de personas con prueba rapida,2021-02-01,1,0,1
PUNATA,vih,no de personas con prueba rapida,2021-02-01,71,63,134
QUILLACOLLO,vih,no de personas con prueba rapida,2021-02-01,79,171,250
QUIME,vih,no de personas con prueba rapida,2021-02-01,0,1,1
QUIRUSILLAS,vih,no de personas con prueba rapida,2021-02-01,0,1,1
RAQAYPAMPA(ETA),vih,no de personas con prueba rapida,2021-02-01,0,1,1
RAVELO,vih,no de personas con prueba rapida,2021-02-01,0,4,4
RIBERALTA,vih,no de personas con prueba rapida,2021-02-01,184,266,450
RURRENABAQUE,vih,no de personas con prueba rapida,2021-02-01,17,13,30
SABAYA,vih,no de personas con prueba rapida,2021-02-01,6,23,29
SACABA,vih,no de personas con prueba rapida,2021-02-01,105,285,390
SACABAMBA,vih,no de personas con prueba rapida,2021-02-01,0,2,2
SACACA,vih,no de personas con prueba rapida,2021-02-01,3,2,5
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2021-02-01,1,4,5
SAN ANDRES,vih,no de personas con prueba rapida,2021-02-01,0,2,2
SAN BORJA,vih,no de personas con prueba rapida,2021-02-01,24,21,45
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2021-02-01,3,3,6
SAN CARLOS,vih,no de personas con prueba rapida,2021-02-01,13,17,30
SAN IGNACIO,vih,no de personas con prueba rapida,2021-02-01,4,7,11
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2021-02-01,11,7,18
SAN JAVIER(STC),vih,no de personas con prueba rapida,2021-02-01,3,10,13
SAN JULIAN,vih,no de personas con prueba rapida,2021-02-01,25,96,121
SAN LORENZO(PND),vih,no de personas con prueba rapida,2021-02-01,0,1,1
SAN LUCAS,vih,no de personas con prueba rapida,2021-02-01,4,43,47
SAN MATIAS,vih,no de personas con prueba rapida,2021-02-01,2,3,5
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2021-02-01,1,1,2
SAN PEDRO,vih,no de personas con prueba rapida,2021-02-01,36,40,76
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2021-02-01,0,2,2
SAN PEDRO DE MACHA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
SAN RAMON BENI,vih,no de personas con prueba rapida,2021-02-01,1,4,5
SAN RAMON SCZ,vih,no de personas con prueba rapida,2021-02-01,3,2,5
SANTA ANA,vih,no de personas con prueba rapida,2021-02-01,15,9,24
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2021-02-01,727,910,1637
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2021-02-01,4,4,8
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2021-02-01,6,9,15
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2021-02-01,2,2,4
SHINAOTA,vih,no de personas con prueba rapida,2021-02-01,19,25,44
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2021-02-01,1,0,1
SIPE SIPE,vih,no de personas con prueba rapida,2021-02-01,4,4,8
SOPACHUY,vih,no de personas con prueba rapida,2021-02-01,6,20,26
SORATA,vih,no de personas con prueba rapida,2021-02-01,4,1,5
SUCRE,vih,no de personas con prueba rapida,2021-02-01,72,138,210
TACACOMA,vih,no de personas con prueba rapida,2021-02-01,1,3,4
TACOPAYA,vih,no de personas con prueba rapida,2021-02-01,4,3,7
TAPACARI,vih,no de personas con prueba rapida,2021-02-01,1,2,3
TARABUCO,vih,no de personas con prueba rapida,2021-02-01,9,29,38
TARIJA,vih,no de personas con prueba rapida,2021-02-01,295,403,698
TARVITA,vih,no de personas con prueba rapida,2021-02-01,1,22,23
TIPUANI,vih,no de personas con prueba rapida,2021-02-01,3,7,10
TIQUIPAYA,vih,no de personas con prueba rapida,2021-02-01,3,0,3
TOLATA,vih,no de personas con prueba rapida,2021-02-01,1,1,2
TOMINA,vih,no de personas con prueba rapida,2021-02-01,7,14,21
TORO TORO,vih,no de personas con prueba rapida,2021-02-01,1,1,2
TOTORA(CBBA),vih,no de personas con prueba rapida,2021-02-01,8,20,28
TRINIDAD,vih,no de personas con prueba rapida,2021-02-01,128,156,284
TUPIZA,vih,no de personas con prueba rapida,2021-02-01,59,97,156
UNCIA,vih,no de personas con prueba rapida,2021-02-01,1,5,6
UYUNI,vih,no de personas con prueba rapida,2021-02-01,0,1,1
VACAS,vih,no de personas con prueba rapida,2021-02-01,2,4,6
VALLEGRANDE,vih,no de personas con prueba rapida,2021-02-01,8,18,26
VIACHA,vih,no de personas con prueba rapida,2021-02-01,0,1,1
VILA VILA,vih,no de personas con prueba rapida,2021-02-01,3,10,13
