municipality,group,variable,month,Repetidas en personas de 15 a 59 años -Hombre,Repetidas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
CATACORA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,1,1,1,2
CHALLAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,29,15,29,15,44
CHARAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,17,43,17,43,60
CHARAÑA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,6,3,6,9
CHAYANTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7,8,7,8,15
CHIMORE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,16,3,16,19
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,47,63,47,63,110
CHUMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,1,2,1,3
CLIZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,9,19,9,19,28
COBIJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,131,714,131,714,845
COCHABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,9449,19001,9449,19001,28450
COIPASA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,1,2,1,3
COLCAPIRHUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,11,46,11,46,57
"COLCHA ""K""",consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,18,5,18,23
COLOMI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7,28,7,28,35
COLPA BELGICA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,35,68,35,68,103
COLQUECHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,5,2,5,7
COLQUENCHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,9,5,9,14
COLQUIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,117,87,117,87,204
COMANCHE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,1,1,1,2
COMARAPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,25,33,25,33,58
COMBAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,0,1,0,1
CONCEPCION,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,1,0,1,1
COPACABANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,3,3,3,6
CORIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7,19,7,19,26
CORO CORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,11,3,11,14
COROICO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,50,80,50,80,130
CORQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,10,9,10,9,19
COTAGAITA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,64,155,64,155,219
COTOCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,17,97,17,97,114
CUATRO CAÑADAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,9,14,9,14,23
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,5,5,5,10
CUEVO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7,4,7,4,11
CULPINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,14,18,14,18,32
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,0,2,0,2
CURVA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,0,1,0,1
DESAGUADERO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,0,1,0,1
EL ALTO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2790,6671,2790,6671,9461
EL CHORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,1,0,1,1
EL PUENTE(STC),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,1,0,1,1
EL PUENTE(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,17,35,17,35,52
EL TORNO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,212,179,212,179,391
EL VILLAR,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,1,0,1,1
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,15,18,15,18,33
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,17,4,17,4,21
ESMERALDA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,1,1,1,2
EUCALIPTUS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,8,2,8,10
EXALTACION,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,5,2,5,7
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,10,53,10,53,63
FILADELFIA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,12,5,12,17
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,10,5,10,5,15
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,6,1,6,7
GUANAY,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,0,3,0,3
GUAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,6,10,6,10,16
GUAYARAMERIN,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,135,361,135,361,496
GUTIERREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,14,14,14,14,28
HUACARETA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,12,89,12,89,101
HUACHACALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,4,2,4,6
HUANUNI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,69,179,69,179,248
HUARACAJE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,1,0,1,1
HUAYLLAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,1,3,1,4
ICHOCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,6,0,6,6
ICLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,3,3,3,6
INCAHUASI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,3,2,3,5
INGAVI (HUMAITA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,4,4,4,8
INQUISIVI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,10,10,10,10,20
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,11,20,11,20,31
IXIAMAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,12,27,12,27,39
JESUS DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,18,3,18,21
LA ASUNTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,3,1,3,4
LA GUARDIA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,23,221,23,221,244
LA PAZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,14545,33976,14545,33976,48521
LAGUNILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,3,3,3,6
LAJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,11,3,11,14
LAS CARRERAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,8,3,8,11
LICOMA PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,3,2,3,5
LLALLAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,51,69,51,69,120
LLICA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,3,3,3,6
LORETO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7,12,7,12,19
LURIBAY,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,25,16,25,16,41
MACHACAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,18,4,18,22
MACHARETI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,19,29,19,29,48
MAGDALENA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,37,88,37,88,125
MAIRANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,5,1,5,6
MALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,2,4,2,6
MAPIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,7,4,7,11
MECAPACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,14,21,14,21,35
MINEROS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,48,5,48,53
MIZQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,7,3,7,10
MOCOMOCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,11,8,11,8,19
MOJINETE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,6,4,6,10
MOJOCOYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,9,24,9,24,33
MONTEAGUDO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,163,406,163,406,569
MONTERO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,682,1734,682,1734,2416
MORO MORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,5,0,5,5
MOROCHATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,29,70,29,70,99
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,2,1,2,3
NAZACARA DE PACAJES,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,3,0,3,3
OCURI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,11,2,11,13
OKINAWA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,15,46,15,46,61
OMEREQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,8,2,8,10
ORURO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2106,3934,2106,3934,6040
PADCAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,14,26,14,26,40
PADILLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,17,76,17,76,93
PAILON,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,9,1,9,10
PALCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,14,24,14,24,38
PALOS BLANCOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,9,37,9,37,46
PAMPA AULLAGAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,0,2,0,2
PAMPA GRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,4,1,4,5
PAPEL PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,2,2,2,4
PATACAMAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,6,0,6,0,6
PAZÑA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,3,3,3,6
PELECHUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,2,3,2,5
POCOATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,6,2,6,8
POCONA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,2,2,2,4
POOPO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7,12,7,12,19
PORCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,2,0,2,2
POROMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,1,0,1,1
PORONGO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,6,3,6,9
PORTACHUELO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,26,72,26,72,98
PORVENIR,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,21,12,21,12,33
POSTRER VALLE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,6,4,6,10
POTOSI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1721,3537,1721,3537,5258
PUCARANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,13,30,13,30,43
PUERTO ACOSTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,28,34,28,34,62
PUERTO CARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,6,10,6,10,16
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,5,4,5,9
PUERTO PEREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,1,2,1,3
PUERTO QUIJARRO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,35,24,35,24,59
PUERTO RICO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,6,9,6,9,15
PUERTO SUAREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,38,89,38,89,127
PUERTO VILLARROEL,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,25,30,25,30,55
PUNA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,17,5,17,22
PUNATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,173,324,173,324,497
QUIABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,2,0,2,2
QUILLACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,192,779,192,779,971
QUIME,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,63,9,63,9,72
RAVELO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,2,0,2,2
REYES,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,21,37,21,37,58
RIBERALTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,39,438,39,438,477
ROBORE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,37,160,37,160,197
RURRENABAQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,59,159,59,159,218
SABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,2,2,2,4
SACABA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,135,530,135,530,665
SACABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,3,2,3,5
SACACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,4,0,4,4
SAIPINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,9,4,9,13
SAMAIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,1,1,1,2
SAN AGUSTIN,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,7,4,7,11
SAN ANDRES,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,14,4,14,18
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,3,2,3,5
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,4,2,4,6
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,6,3,6,3,9
SAN BENITO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,15,15,15,15,30
SAN BORJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,35,95,35,95,130
SAN BUENA VENTURA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,9,18,9,18,27
SAN CARLOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,28,166,28,166,194
SAN IGNACIO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,40,67,40,67,107
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,116,250,116,250,366
SAN JAVIER(BNI),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,8,1,8,9
SAN JAVIER(STC),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,16,105,16,105,121
SAN JOAQUIN,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,36,100,36,100,136
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,14,14,14,14,28
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,94,93,94,93,187
SAN JULIAN,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,30,134,30,134,164
SAN LORENZO(PND),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,0,1,0,1
SAN LORENZO(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,20,60,20,60,80
SAN LUCAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,26,3,26,29
SAN MATIAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,15,28,15,28,43
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,90,111,90,111,201
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7,12,7,12,19
SAN PEDRO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,28,40,28,40,68
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,4,6,4,6,10
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,9,7,9,7,16
SAN RAFAEL,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,8,3,8,11
SAN RAMON,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,26,145,26,145,171
SANTA ANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,58,123,58,123,181
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7949,14543,7949,14543,22492
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,22,40,22,40,62
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,9,5,9,14
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,29,28,29,28,57
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,3,5,3,8
SANTIVAÑES,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,10,3,10,13
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,3,0,3,3
SAPAHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,1,1,1,2
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,1,1,1,2
SIPE SIPE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,21,165,21,165,186
SOPACHUY,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,26,1,26,27
SORACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,3,0,3,3
SORATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,6,2,6,8
SUCRE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2656,6821,2656,6821,9477
TACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,0,1,0,1
TACACOMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,1,0,1,1
TACOBAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,3,0,3,3
TAPACARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,28,5,28,33
TARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,33,47,33,47,80
TARACO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,6,2,6,8
TARATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,6,7,6,7,13
TARIJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1779,5316,1779,5316,7095
TARVITA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,18,2,18,20
TEOPONTE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,2,1,2,3
TIAWANACU,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,19,18,19,18,37
TINGUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,10,2,10,12
TIPUANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,2,3,2,5
TIQUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,25,90,25,90,115
TIRAQUE (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,45,135,45,135,180
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,10,2,10,12
TOCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,1,0,1,1
TOLATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,4,0,4,4
TOLEDO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,7,2,7,9
TOMAVE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,1,3,1,4
TOMINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,5,9,5,9,14
TORO TORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,7,2,7,9
TOTORA(CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,5,3,5,8
TOTORA(ORR),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,3,1,3,4
TRIGAL,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,1,1,1,1,2
TRINIDAD,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,351,759,351,759,1110
TUPIZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,138,200,138,200,338
UNCIA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,85,127,85,127,212
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,6,17,6,17,23
URUBICHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,0,168,0,168,168
UYUNI,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,129,151,129,151,280
VACAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,7,17,7,17,24
VALLEGRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,45,172,45,172,217
VIACHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,122,339,122,339,461
VILA VILA,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,2,1,2,1,3
VILLA MONTES,consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,120,199,120,199,319
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 15 a 59 anos,2007-01-01,3,12,3,12,15
