municipality,group,variable,month,Nuevas en personas de 5 a 14 años -Hombre,Nuevas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
EL PUENTE(STC),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,54,43,54,43,97
EL PUENTE(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,126,147,126,147,273
EL TORNO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,277,277,277,277,554
EL VILLAR,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,31,26,31,26,57
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,332,332,332,332,664
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,133,102,133,102,235
ESCARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,1,0,1,0,1
ESMERALDA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,5,9,5,9,14
EUCALIPTUS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,26,20,26,20,46
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,6,6,6,6,12
EXALTACION,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,6,8,6,8,14
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,53,58,53,58,111
FILADELFIA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,42,27,42,27,69
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,100,105,100,105,205
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,20,21,20,21,41
GUANAY,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,89,83,89,83,172
GUAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,19,11,19,11,30
GUAYARAMERIN,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,269,365,269,365,634
GUTIERREZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,141,119,141,119,260
HUACARETA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,112,105,112,105,217
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,30,35,30,35,65
HUACHACALLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,26,22,26,22,48
HUANUNI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,209,194,209,194,403
HUARACAJE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,21,25,21,25,46
HUAYLLAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,12,13,12,13,25
ICHOCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,19,11,19,11,30
ICLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,36,37,36,37,73
INCAHUASI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,26,52,26,52,78
INGAVI (HUMAITA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,1,4,1,4,5
INQUISIVI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,47,60,47,60,107
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,86,113,86,113,199
IXIAMAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,85,92,85,92,177
JESUS DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,22,24,22,24,46
LA ASUNTA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,102,83,102,83,185
LA GUARDIA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,285,231,285,231,516
LA PAZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,7853,7549,7853,7549,15402
LA RIVERA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,0,1,0,1,1
LAGUNILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,95,105,95,105,200
LAJA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,22,20,22,20,42
LAS CARRERAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,19,14,19,14,33
LICOMA PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,28,20,28,20,48
LLALLAGUA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,122,173,122,173,295
LLICA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,16,26,16,26,42
LORETO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,11,13,11,13,24
LURIBAY,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,55,41,55,41,96
MACHACAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,30,24,30,24,54
MACHARETI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,103,128,103,128,231
MAGDALENA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,109,126,109,126,235
MAIRANA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,34,22,34,22,56
MALLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,24,43,24,43,67
MAPIRI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,87,99,87,99,186
MECAPACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,44,53,44,53,97
MINEROS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,60,52,60,52,112
MIZQUE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,45,36,45,36,81
MOCOMOCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,47,48,47,48,95
MOJINETE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,5,10,5,10,15
MOJOCOYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,31,27,31,27,58
MONTEAGUDO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,387,231,387,231,618
MONTERO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,839,890,839,890,1729
MORO MORO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,13,10,13,10,23
MOROCHATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,23,30,23,30,53
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,17,17,17,17,34
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,2,2,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,16,22,16,22,38
OCURI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,56,39,56,39,95
OKINAWA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,169,227,169,227,396
OMEREQUE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,33,35,33,35,68
ORURO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,2527,2731,2527,2731,5258
PADCAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,322,335,322,335,657
PADILLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,105,92,105,92,197
PAILON,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,81,81,81,81,162
PALCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,41,44,41,44,85
PALOS BLANCOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,192,166,192,166,358
PAMPA AULLAGAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,15,20,15,20,35
PAMPA GRANDE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,41,32,41,32,73
PAPEL PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,18,20,18,20,38
PASORAPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,1,3,1,3,4
PATACAMAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,44,32,44,32,76
PAZÑA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,40,41,40,41,81
PELECHUCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,24,26,24,26,50
POCOATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,43,48,43,48,91
POCONA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,36,36,36,36,72
POJO (CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,13,14,13,14,27
POOPO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,14,25,14,25,39
PORCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,36,25,36,25,61
POROMA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,49,45,49,45,94
PORONGO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,56,60,56,60,116
PORTACHUELO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,186,119,186,119,305
PORVENIR,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,53,52,53,52,105
POSTRER VALLE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,24,37,24,37,61
POTOSI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,1272,1250,1272,1250,2522
PRESTO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,27,29,27,29,56
PUCARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,10,6,10,6,16
PUCARANI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,46,37,46,37,83
PUERTO ACOSTA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,57,39,57,39,96
PUERTO CARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,35,23,35,23,58
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,30,32,30,32,62
PUERTO PEREZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,17,22,17,22,39
PUERTO QUIJARRO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,201,126,201,126,327
PUERTO RICO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,45,70,45,70,115
PUERTO SILES,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,0,1,0,1,1
PUERTO SUAREZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,187,178,187,178,365
PUERTO VILLARROEL,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,191,159,191,159,350
PUNA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,87,82,87,82,169
PUNATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,92,120,92,120,212
QUIABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,13,9,13,9,22
QUILLACOLLO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,435,497,435,497,932
QUIME,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,24,30,24,30,54
QUIRUSILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,9,6,9,6,15
RAVELO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,34,27,34,27,61
REYES,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,50,31,50,31,81
RIBERALTA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,330,325,330,325,655
ROBORE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,139,163,139,163,302
RURRENABAQUE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,86,90,86,90,176
SABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,7,10,7,10,17
SACABA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,249,246,249,246,495
SACABAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,10,16,10,16,26
SACACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,49,48,49,48,97
SAIPINA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,36,51,36,51,87
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,54,60,54,60,114
SAMAIPATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,40,35,40,35,75
SAN AGUSTIN,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,11,7,11,7,18
SAN ANDRES,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,101,91,101,91,192
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,11,7,11,7,18
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,7,14,7,14,21
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,18,23,18,23,41
SAN BENITO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,52,40,52,40,92
SAN BORJA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,103,84,103,84,187
SAN BUENA VENTURA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,202,149,202,149,351
SAN CARLOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,163,192,163,192,355
SAN IGNACIO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,159,156,159,156,315
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,618,646,618,646,1264
SAN JAVIER(BNI),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,15,14,15,14,29
SAN JAVIER(STC),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,137,202,137,202,339
SAN JOAQUIN,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,125,159,125,159,284
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,145,105,145,105,250
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,126,91,126,91,217
SAN JULIAN,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,401,398,401,398,799
SAN LORENZO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,21,21,21,21,42
SAN LORENZO(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,406,472,406,472,878
SAN LUCAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,91,96,91,96,187
SAN MATIAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,43,40,43,40,83
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,82,97,82,97,179
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,38,22,38,22,60
SAN PEDRO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,182,153,182,153,335
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,25,29,25,29,54
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,35,51,35,51,86
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,14,15,14,15,29
SAN PEDRO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,2,1,2,1,3
SAN RAFAEL,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,28,18,28,18,46
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,13,17,13,17,30
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,83,102,83,102,185
SANTA ANA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,53,55,53,55,108
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,11780,13114,11780,13114,24894
SANTA ROSA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,19,23,19,23,42
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,214,179,214,179,393
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,13,21,13,21,34
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,24,29,24,29,53
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,2,4,2,4,6
SANTIVAÑES,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,28,15,28,15,43
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,13,23,13,23,36
SAPAHAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,26,29,26,29,55
SENA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,27,20,27,20,47
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,29,36,29,36,65
SICAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,6,6,6,6,12
SIPE SIPE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,77,64,77,64,141
SOPACHUY,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,41,56,41,56,97
SORACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,29,20,29,20,49
SORATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,51,42,51,42,93
SUCRE,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,2349,2311,2349,2311,4660
TACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,4,0,4,0,4
TACACOMA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,25,17,25,17,42
TACOBAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,11,14,11,14,25
TACOPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,20,27,20,27,47
TAHUA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,4,4,4,4,8
TAPACARI,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,59,38,59,38,97
TARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,65,67,65,67,132
TARACO,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,7,12,7,12,19
TARATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-01-01,39,34,39,34,73
