,group,variable,month,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TOTALES,TOTALES,TOTALES
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,0,1,2,0,2,1,3
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,1,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,0,1,1,2,1,3,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,1,0,3,0,4,0,4
SOPACHUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,1,1,0,0,1,1,2
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,15,31,0,0,15,31,46
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,0,0,1,2,1,2,3
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-02-01,0,3,0,0,0,3,3
ALCALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,4,7,0,0,4,7,11
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,1,0,0,1,1,1,2
CKOCHAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,3,2,0,0,3,2,5
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,1,0,0,0,1,0,1
LA ASUNTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,0,0,1,2,1,2,3
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,0,0,1,0,1,0,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,4,2,1,0,5,2,7
POCONA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,1,2,0,0,1,2,3
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,1,2,0,0,1,2,3
SACABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,0,0,3,0,3,0,3
SAPAHAQUI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,2,1,0,0,2,1,3
TOLATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-03-01,0,1,0,0,0,1,1
ARANI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,1,1,0,0,1,1,2
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,1,1,0,3,1,4,5
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,0,0,1,0,1,0,1
LA ASUNTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,0,0,1,0,1,0,1
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,4,2,0,0,4,2,6
MOROCHATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,2,0,0,0,2,0,2
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,1,0,0,0,1,0,1
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,2,1,0,0,2,1,3
SOPACHUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,0,0,1,0,1,0,1
TORO TORO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,0,1,0,0,0,1,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,0,4,0,1,0,5,5
YACUIBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-04-01,6,4,0,0,6,4,10
ALCALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,0,0,4,6,4,6,10
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,0,0,1,1,1,1,2
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,0,0,0,1,0,1,1
COBIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,1,0,0,0,1,0,1
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,10,12,0,0,10,12,22
MIZQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,0,0,3,0,3,0,3
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,4,2,0,2,4,4,8
RIBERALTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,0,6,0,0,0,6,6
SAPAHAQUI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,1,0,1,0,2,0,2
SOPACHUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,1,2,0,0,1,2,3
YACUIBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-05-01,0,0,5,10,5,10,15
BETANZOS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,0,6,6,6,6,12
"CAIZA ""D""",chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,1,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,1,0,0,0,1,1
COBIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,0,1,0,1,0,1
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,1,1,4,9,5,10,15
EL VILLAR,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,0,2,1,2,1,3
GUAYARAMERIN,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,2,0,0,0,2,0,2
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,9,5,3,2,12,7,19
MOROCHATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,0,1,0,1,0,1
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,3,2,0,0,3,2,5
PUNA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,0,1,2,1,2,3
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,2,0,0,0,2,2
TARVITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-06-01,0,1,0,0,0,1,1
CLIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,1,2,1,3,2,5,7
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,1,0,0,0,1,0,1
HUACARETA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,1,0,0,0,1,0,1
ICLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,0,0,0,2,0,2,2
LA PAZ,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,0,0,1,0,1,0,1
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,0,0,2,0,2,0,2
MINEROS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,1,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,7,5,4,4,11,9,20
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,1,0,0,0,1,0,1
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,0,1,0,0,0,1,1
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,10,8,14,4,24,12,36
SOPACHUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,0,2,0,1,0,3,3
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-07-01,4,4,1,1,5,5,10
ANZALDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,1,0,0,0,1,0,1
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,6,9,0,0,6,9,15
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,0,0,0,1,0,1,1
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,3,2,0,0,3,2,5
GUAYARAMERIN,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,7,4,0,0,7,4,11
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,0,0,2,1,2,1,3
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,2,6,7,5,9,11,20
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,1,1,0,0,1,1,2
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,0,1,0,0,0,1,1
TARATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-08-01,5,1,4,8,9,9,18
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,1,1,5,6,6,7,13
CLIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,0,0,0,1,0,1,1
EL PUENTE(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,2,0,0,0,2,0,2
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,5,5,1,0,6,5,11
ICLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,3,9,0,0,3,9,12
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,13,10,15,17,28,27,55
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,0,0,1,1,1,1,2
PASORAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,1,0,0,0,1,0,1
PRESTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,2,2,0,0,2,2,4
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,0,0,0,1,0,1,1
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,1,0,0,0,1,0,1
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,5,5,0,0,5,5,10
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,1,1,0,0,1,1,2
TARABUCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,1,1,0,0,1,1,2
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,4,1,3,2,7,3,10
TIQUIPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,1,0,0,0,1,0,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,1,0,0,0,1,0,1
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-09-01,0,2,0,0,0,2,2
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,1,0,0,0,1,0,1
AZURDUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,9,5,0,0,9,5,14
CARAPARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,1,1,1,1,2,3
COBIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,4,1,0,0,4,1,5
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,0,3,2,3,2,5
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,0,0,1,0,1,1
ICLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,1,1,0,0,1,1,2
MAIRANA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,0,1,2,1,2,3
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,7,1,2,5,9,6,15
MORO MORO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,1,0,0,0,1,1
PADILLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,1,0,0,0,1,0,1
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,0,1,0,1,0,1
PRESTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,2,2,0,0,2,2,4
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,8,6,0,0,8,6,14
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,1,7,4,1,5,8,13
TOMINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,8,11,0,0,8,11,19
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,1,1,0,0,1,1,2
VILA VILA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,13,9,0,0,13,9,22
VILLA MONTES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-10-01,1,0,0,0,1,0,1
ALCALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,2,2,1,4,3,6,9
COMARAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,1,0,0,0,1,0,1
EL PUENTE(TJA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,0,2,0,2,0,2
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,1,1,1,1,2,2,4
ICLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,0,3,5,3,5,8
LA PAZ,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,0,1,0,1,0,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,0,2,1,2,1,3
PADILLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,1,0,1,1,2,1,3
PRESTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,0,2,1,2,1,3
QUIRUSILLAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,0,1,0,1,0,1
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,0,3,7,3,7,10
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,1,0,0,0,1,1
SENA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,12,1,0,0,12,1,13
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,1,5,0,1,1,6,7
TACACHI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,3,2,0,0,3,2,5
TACOPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,1,0,0,0,1,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,1,1,0,1,1,2
VILLA MONTES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-11-01,0,0,0,1,0,1,1
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,1,0,0,0,1,1
AZURDUY,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,5,3,5,3,8
COBIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,1,0,0,0,1,1
CORIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,1,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,2,1,2,1,3
MORO MORO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,0,1,0,1,1
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,2,0,0,0,2,2
PRESTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,2,2,2,2,4
SACABA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,1,0,0,1,1,1,2
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,1,1,1,1,2
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,1,8,6,8,7,15
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,3,4,3,4,7
TOMINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,2,5,2,5,7
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,1,0,0,0,1,0,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,1,2,1,2,3
VILLA TUNARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,0,1,0,1,1
YOTALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2016-12-01,0,0,0,2,0,2,2
