municipality,group,variable,month,Inyectables,TOTAL
GUTIERREZ,otras actividades de enfermeria,inyectables,2011-01-01,344,344
HUACARETA,otras actividades de enfermeria,inyectables,2011-01-01,643,643
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2011-01-01,74,74
HUACHACALLA,otras actividades de enfermeria,inyectables,2011-01-01,318,318
HUANUNI,otras actividades de enfermeria,inyectables,2011-01-01,3076,3076
HUARACAJE,otras actividades de enfermeria,inyectables,2011-01-01,122,122
HUARINA,otras actividades de enfermeria,inyectables,2011-01-01,203,203
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2011-01-01,73,73
HUMANATA,otras actividades de enfermeria,inyectables,2011-01-01,41,41
ICHOCA,otras actividades de enfermeria,inyectables,2011-01-01,55,55
ICLA,otras actividades de enfermeria,inyectables,2011-01-01,283,283
INCAHUASI,otras actividades de enfermeria,inyectables,2011-01-01,334,334
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2011-01-01,85,85
INQUISIVI,otras actividades de enfermeria,inyectables,2011-01-01,154,154
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2011-01-01,728,728
IXIAMAS,otras actividades de enfermeria,inyectables,2011-01-01,213,213
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2011-01-01,363,363
LA ASUNTA,otras actividades de enfermeria,inyectables,2011-01-01,584,584
LA GUARDIA,otras actividades de enfermeria,inyectables,2011-01-01,2503,2503
LA PAZ,otras actividades de enfermeria,inyectables,2011-01-01,149761,149761
LA RIVERA,otras actividades de enfermeria,inyectables,2011-01-01,19,19
LAGUNILLAS,otras actividades de enfermeria,inyectables,2011-01-01,173,173
LAJA,otras actividades de enfermeria,inyectables,2011-01-01,177,177
LAS CARRERAS,otras actividades de enfermeria,inyectables,2011-01-01,270,270
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2011-01-01,51,51
LLALLAGUA,otras actividades de enfermeria,inyectables,2011-01-01,2105,2105
LLICA,otras actividades de enfermeria,inyectables,2011-01-01,313,313
LORETO,otras actividades de enfermeria,inyectables,2011-01-01,113,113
LURIBAY,otras actividades de enfermeria,inyectables,2011-01-01,224,224
MACHACAMARCA,otras actividades de enfermeria,inyectables,2011-01-01,281,281
MACHARETI,otras actividades de enfermeria,inyectables,2011-01-01,280,280
MAGDALENA,otras actividades de enfermeria,inyectables,2011-01-01,1643,1643
MAIRANA,otras actividades de enfermeria,inyectables,2011-01-01,1009,1009
MALLA,otras actividades de enfermeria,inyectables,2011-01-01,24,24
MAPIRI,otras actividades de enfermeria,inyectables,2011-01-01,301,301
MECAPACA,otras actividades de enfermeria,inyectables,2011-01-01,72,72
MINEROS,otras actividades de enfermeria,inyectables,2011-01-01,296,296
MIZQUE,otras actividades de enfermeria,inyectables,2011-01-01,1137,1137
MOCOMOCO,otras actividades de enfermeria,inyectables,2011-01-01,46,46
MOJINETE,otras actividades de enfermeria,inyectables,2011-01-01,21,21
MOJOCOYA,otras actividades de enfermeria,inyectables,2011-01-01,312,312
MONTEAGUDO,otras actividades de enfermeria,inyectables,2011-01-01,4106,4106
MONTERO,otras actividades de enfermeria,inyectables,2011-01-01,10081,10081
MORO MORO,otras actividades de enfermeria,inyectables,2011-01-01,147,147
MOROCHATA,otras actividades de enfermeria,inyectables,2011-01-01,128,128
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2011-01-01,211,211
NAZACARA DE PACAJES,otras actividades de enfermeria,inyectables,2011-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2011-01-01,132,132
OCURI,otras actividades de enfermeria,inyectables,2011-01-01,310,310
OKINAWA,otras actividades de enfermeria,inyectables,2011-01-01,174,174
OMEREQUE,otras actividades de enfermeria,inyectables,2011-01-01,348,348
ORURO,otras actividades de enfermeria,inyectables,2011-01-01,52512,52512
PADCAYA,otras actividades de enfermeria,inyectables,2011-01-01,1186,1186
PADILLA,otras actividades de enfermeria,inyectables,2011-01-01,1933,1933
PAILON,otras actividades de enfermeria,inyectables,2011-01-01,1020,1020
PALCA,otras actividades de enfermeria,inyectables,2011-01-01,107,107
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2011-01-01,1231,1231
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2011-01-01,159,159
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2011-01-01,194,194
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2011-01-01,66,66
PASORAPA,otras actividades de enfermeria,inyectables,2011-01-01,93,93
PATACAMAYA,otras actividades de enfermeria,inyectables,2011-01-01,119,119
PAZÑA,otras actividades de enfermeria,inyectables,2011-01-01,270,270
PELECHUCO,otras actividades de enfermeria,inyectables,2011-01-01,59,59
POCOATA,otras actividades de enfermeria,inyectables,2011-01-01,303,303
POCONA,otras actividades de enfermeria,inyectables,2011-01-01,265,265
POJO (CBBA),otras actividades de enfermeria,inyectables,2011-01-01,325,325
POOPO,otras actividades de enfermeria,inyectables,2011-01-01,294,294
PORCO,otras actividades de enfermeria,inyectables,2011-01-01,315,315
POROMA,otras actividades de enfermeria,inyectables,2011-01-01,293,293
PORONGO,otras actividades de enfermeria,inyectables,2011-01-01,309,309
PORTACHUELO,otras actividades de enfermeria,inyectables,2011-01-01,6310,6310
PORVENIR,otras actividades de enfermeria,inyectables,2011-01-01,737,737
POSTRER VALLE,otras actividades de enfermeria,inyectables,2011-01-01,86,86
POTOSI,otras actividades de enfermeria,inyectables,2011-01-01,39847,39847
PRESTO,otras actividades de enfermeria,inyectables,2011-01-01,248,248
PUCARA,otras actividades de enfermeria,inyectables,2011-01-01,208,208
PUCARANI,otras actividades de enfermeria,inyectables,2011-01-01,275,275
PUERTO ACOSTA,otras actividades de enfermeria,inyectables,2011-01-01,59,59
PUERTO CARABUCO,otras actividades de enfermeria,inyectables,2011-01-01,103,103
PUERTO GONZALO MORENO,otras actividades de enfermeria,inyectables,2011-01-01,272,272
PUERTO PEREZ,otras actividades de enfermeria,inyectables,2011-01-01,100,100
PUERTO QUIJARRO,otras actividades de enfermeria,inyectables,2011-01-01,646,646
PUERTO RICO,otras actividades de enfermeria,inyectables,2011-01-01,398,398
PUERTO SILES,otras actividades de enfermeria,inyectables,2011-01-01,52,52
PUERTO SUAREZ,otras actividades de enfermeria,inyectables,2011-01-01,1658,1658
PUERTO VILLARROEL,otras actividades de enfermeria,inyectables,2011-01-01,5101,5101
PUNA,otras actividades de enfermeria,inyectables,2011-01-01,603,603
PUNATA,otras actividades de enfermeria,inyectables,2011-01-01,3128,3128
QUIABAYA,otras actividades de enfermeria,inyectables,2011-01-01,128,128
QUILLACOLLO,otras actividades de enfermeria,inyectables,2011-01-01,4811,4811
QUIME,otras actividades de enfermeria,inyectables,2011-01-01,202,202
QUIRUSILLAS,otras actividades de enfermeria,inyectables,2011-01-01,200,200
RAVELO,otras actividades de enfermeria,inyectables,2011-01-01,557,557
REYES,otras actividades de enfermeria,inyectables,2011-01-01,1462,1462
RIBERALTA,otras actividades de enfermeria,inyectables,2011-01-01,9438,9438
ROBORE,otras actividades de enfermeria,inyectables,2011-01-01,1461,1461
RURRENABAQUE,otras actividades de enfermeria,inyectables,2011-01-01,238,238
SABAYA,otras actividades de enfermeria,inyectables,2011-01-01,155,155
SACABA,otras actividades de enfermeria,inyectables,2011-01-01,3426,3426
SACABAMBA,otras actividades de enfermeria,inyectables,2011-01-01,149,149
SACACA,otras actividades de enfermeria,inyectables,2011-01-01,250,250
SAIPINA,otras actividades de enfermeria,inyectables,2011-01-01,161,161
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,inyectables,2011-01-01,348,348
SAMAIPATA,otras actividades de enfermeria,inyectables,2011-01-01,685,685
SAN AGUSTIN,otras actividades de enfermeria,inyectables,2011-01-01,81,81
SAN ANDRES,otras actividades de enfermeria,inyectables,2011-01-01,395,395
SAN ANDRES DE MACHACA,otras actividades de enfermeria,inyectables,2011-01-01,88,88
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,inyectables,2011-01-01,91,91
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,inyectables,2011-01-01,208,208
SAN BENITO,otras actividades de enfermeria,inyectables,2011-01-01,347,347
SAN BORJA,otras actividades de enfermeria,inyectables,2011-01-01,1080,1080
SAN BUENA VENTURA,otras actividades de enfermeria,inyectables,2011-01-01,144,144
SAN CARLOS,otras actividades de enfermeria,inyectables,2011-01-01,1259,1259
SAN IGNACIO,otras actividades de enfermeria,inyectables,2011-01-01,1411,1411
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,inyectables,2011-01-01,8649,8649
SAN JAVIER(BNI),otras actividades de enfermeria,inyectables,2011-01-01,69,69
SAN JAVIER(STC),otras actividades de enfermeria,inyectables,2011-01-01,184,184
SAN JOAQUIN,otras actividades de enfermeria,inyectables,2011-01-01,850,850
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,inyectables,2011-01-01,1148,1148
SAN JUAN DE YAPACANI,otras actividades de enfermeria,inyectables,2011-01-01,533,533
SAN JULIAN,otras actividades de enfermeria,inyectables,2011-01-01,1664,1664
SAN LORENZO(PND),otras actividades de enfermeria,inyectables,2011-01-01,247,247
SAN LORENZO(TJA),otras actividades de enfermeria,inyectables,2011-01-01,1094,1094
SAN LUCAS,otras actividades de enfermeria,inyectables,2011-01-01,1471,1471
SAN MATIAS,otras actividades de enfermeria,inyectables,2011-01-01,532,532
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,inyectables,2011-01-01,621,621
SAN PABLO DE LIPEZ,otras actividades de enfermeria,inyectables,2011-01-01,118,118
SAN PEDRO,otras actividades de enfermeria,inyectables,2011-01-01,936,936
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,inyectables,2011-01-01,211,211
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,inyectables,2011-01-01,73,73
SAN PEDRO DE QUEMES,otras actividades de enfermeria,inyectables,2011-01-01,44,44
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,inyectables,2011-01-01,146,146
SAN PEDRO(PND),otras actividades de enfermeria,inyectables,2011-01-01,27,27
SAN RAFAEL,otras actividades de enfermeria,inyectables,2011-01-01,674,674
SAN RAMON BENI,otras actividades de enfermeria,inyectables,2011-01-01,801,801
SAN RAMON SCZ,otras actividades de enfermeria,inyectables,2011-01-01,1203,1203
SANTA ANA,otras actividades de enfermeria,inyectables,2011-01-01,3491,3491
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,inyectables,2011-01-01,167679,167679
SANTA ROSA,otras actividades de enfermeria,inyectables,2011-01-01,1185,1185
SANTA ROSA DEL SARA,otras actividades de enfermeria,inyectables,2011-01-01,482,482
SANTIAGO DE CALLAPA,otras actividades de enfermeria,inyectables,2011-01-01,45,45
SANTIAGO DE HUARI,otras actividades de enfermeria,inyectables,2011-01-01,361,361
SANTIAGO DE HUATA,otras actividades de enfermeria,inyectables,2011-01-01,84,84
SANTIAGO DE MACHACA,otras actividades de enfermeria,inyectables,2011-01-01,147,147
SANTIVAÑES,otras actividades de enfermeria,inyectables,2011-01-01,176,176
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,inyectables,2011-01-01,73,73
SAPAHAQUI,otras actividades de enfermeria,inyectables,2011-01-01,59,59
SENA,otras actividades de enfermeria,inyectables,2011-01-01,273,273
SHINAOTA,otras actividades de enfermeria,inyectables,2011-01-01,2099,2099
SICA SICA (VILLA AROMA),otras actividades de enfermeria,inyectables,2011-01-01,268,268
SICAYA,otras actividades de enfermeria,inyectables,2011-01-01,32,32
SIPE SIPE,otras actividades de enfermeria,inyectables,2011-01-01,623,623
SOPACHUY,otras actividades de enfermeria,inyectables,2011-01-01,418,418
SORACACHI,otras actividades de enfermeria,inyectables,2011-01-01,94,94
SORATA,otras actividades de enfermeria,inyectables,2011-01-01,397,397
SUCRE,otras actividades de enfermeria,inyectables,2011-01-01,46450,46450
TACACHI,otras actividades de enfermeria,inyectables,2011-01-01,2,2
TACACOMA,otras actividades de enfermeria,inyectables,2011-01-01,223,223
TACOBAMBA,otras actividades de enfermeria,inyectables,2011-01-01,113,113
TACOPAYA,otras actividades de enfermeria,inyectables,2011-01-01,153,153
TAHUA,otras actividades de enfermeria,inyectables,2011-01-01,36,36
TAPACARI,otras actividades de enfermeria,inyectables,2011-01-01,254,254
TARABUCO,otras actividades de enfermeria,inyectables,2011-01-01,1618,1618
TARACO,otras actividades de enfermeria,inyectables,2011-01-01,64,64
TARATA,otras actividades de enfermeria,inyectables,2011-01-01,210,210
TARIJA,otras actividades de enfermeria,inyectables,2011-01-01,62179,62179
TARVITA,otras actividades de enfermeria,inyectables,2011-01-01,708,708
TEOPONTE,otras actividades de enfermeria,inyectables,2011-01-01,450,450
TIAWANACU,otras actividades de enfermeria,inyectables,2011-01-01,141,141
TINGUIPAYA,otras actividades de enfermeria,inyectables,2011-01-01,149,149
TIPUANI,otras actividades de enfermeria,inyectables,2011-01-01,375,375
TIQUIPAYA,otras actividades de enfermeria,inyectables,2011-01-01,680,680
TIRAQUE (CBBA),otras actividades de enfermeria,inyectables,2011-01-01,277,277
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,inyectables,2011-01-01,50,50
TOCO,otras actividades de enfermeria,inyectables,2011-01-01,180,180
TODOS SANTOS,otras actividades de enfermeria,inyectables,2011-01-01,17,17
TOLATA,otras actividades de enfermeria,inyectables,2011-01-01,208,208
TOLEDO,otras actividades de enfermeria,inyectables,2011-01-01,101,101
TOMAVE,otras actividades de enfermeria,inyectables,2011-01-01,706,706
TOMINA,otras actividades de enfermeria,inyectables,2011-01-01,428,428
TORO TORO,otras actividades de enfermeria,inyectables,2011-01-01,300,300
TOTORA(CBBA),otras actividades de enfermeria,inyectables,2011-01-01,278,278
TOTORA(ORR),otras actividades de enfermeria,inyectables,2011-01-01,70,70
TRIGAL,otras actividades de enfermeria,inyectables,2011-01-01,166,166
TRINIDAD,otras actividades de enfermeria,inyectables,2011-01-01,44016,44016
TUPIZA,otras actividades de enfermeria,inyectables,2011-01-01,8644,8644
TURCO,otras actividades de enfermeria,inyectables,2011-01-01,154,154
UMALA,otras actividades de enfermeria,inyectables,2011-01-01,66,66
UNCIA,otras actividades de enfermeria,inyectables,2011-01-01,292,292
URIONDO (A. CONCEPCION),otras actividades de enfermeria,inyectables,2011-01-01,637,637
URUBICHA,otras actividades de enfermeria,inyectables,2011-01-01,274,274
UYUNI,otras actividades de enfermeria,inyectables,2011-01-01,5152,5152
VACAS,otras actividades de enfermeria,inyectables,2011-01-01,164,164
VALLEGRANDE,otras actividades de enfermeria,inyectables,2011-01-01,4572,4572
VIACHA,otras actividades de enfermeria,inyectables,2011-01-01,5088,5088
VILA VILA,otras actividades de enfermeria,inyectables,2011-01-01,82,82
VILLA CHARCAS,otras actividades de enfermeria,inyectables,2011-01-01,396,396
VILLA MONTES,otras actividades de enfermeria,inyectables,2011-01-01,7046,7046
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,inyectables,2011-01-01,72,72
VILLA RIVERO,otras actividades de enfermeria,inyectables,2011-01-01,150,150
VILLA SERRANO,otras actividades de enfermeria,inyectables,2011-01-01,310,310
VILLA TUNARI,otras actividades de enfermeria,inyectables,2011-01-01,1747,1747
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,inyectables,2011-01-01,137,137
VILLAZON,otras actividades de enfermeria,inyectables,2011-01-01,5697,5697
VINTO,otras actividades de enfermeria,inyectables,2011-01-01,343,343
VITICHI,otras actividades de enfermeria,inyectables,2011-01-01,368,368
WALDO BALLIVIAN,otras actividades de enfermeria,inyectables,2011-01-01,26,26
WARNES,otras actividades de enfermeria,inyectables,2011-01-01,1374,1374
YACO,otras actividades de enfermeria,inyectables,2011-01-01,46,46
YACUIBA,otras actividades de enfermeria,inyectables,2011-01-01,17421,17421
YAMPARAEZ,otras actividades de enfermeria,inyectables,2011-01-01,304,304
YANACACHI,otras actividades de enfermeria,inyectables,2011-01-01,155,155
YAPACANI,otras actividades de enfermeria,inyectables,2011-01-01,1684,1684
YOCALLA,otras actividades de enfermeria,inyectables,2011-01-01,222,222
YOTALA,otras actividades de enfermeria,inyectables,2011-01-01,548,548
YUNCHARA,otras actividades de enfermeria,inyectables,2011-01-01,291,291
ZUDAÑEZ,otras actividades de enfermeria,inyectables,2011-01-01,362,362
ACACIO,otras actividades de enfermeria,inyectables,2011-02-01,88,88
ACHACACHI,otras actividades de enfermeria,inyectables,2011-02-01,621,621
ACHOCALLA,otras actividades de enfermeria,inyectables,2011-02-01,79,79
AIQUILE,otras actividades de enfermeria,inyectables,2011-02-01,835,835
ALALAY,otras actividades de enfermeria,inyectables,2011-02-01,34,34
ALCALA,otras actividades de enfermeria,inyectables,2011-02-01,168,168
ALTO BENI,otras actividades de enfermeria,inyectables,2011-02-01,821,821
ANCORAIMES,otras actividades de enfermeria,inyectables,2011-02-01,219,219
ANDAMARCA,otras actividades de enfermeria,inyectables,2011-02-01,63,63
ANTEQUERA,otras actividades de enfermeria,inyectables,2011-02-01,104,104
ANZALDO,otras actividades de enfermeria,inyectables,2011-02-01,159,159
APOLO,otras actividades de enfermeria,inyectables,2011-02-01,422,422
ARAMPAMPA,otras actividades de enfermeria,inyectables,2011-02-01,43,43
ARANI,otras actividades de enfermeria,inyectables,2011-02-01,92,92
ARBIETO,otras actividades de enfermeria,inyectables,2011-02-01,212,212
ARQUE,otras actividades de enfermeria,inyectables,2011-02-01,111,111
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2011-02-01,4683,4683
ATOCHA,otras actividades de enfermeria,inyectables,2011-02-01,3569,3569
AUCAPATA,otras actividades de enfermeria,inyectables,2011-02-01,55,55
AYATA,otras actividades de enfermeria,inyectables,2011-02-01,49,49
AYO AYO,otras actividades de enfermeria,inyectables,2011-02-01,45,45
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2011-02-01,391,391
AZURDUY,otras actividades de enfermeria,inyectables,2011-02-01,344,344
BATALLAS,otras actividades de enfermeria,inyectables,2011-02-01,206,206
BAURES,otras actividades de enfermeria,inyectables,2011-02-01,390,390
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2011-02-01,41,41
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2011-02-01,27,27
BELLA FLOR,otras actividades de enfermeria,inyectables,2011-02-01,148,148
BERMEJO,otras actividades de enfermeria,inyectables,2011-02-01,9619,9619
BETANZOS,otras actividades de enfermeria,inyectables,2011-02-01,1107,1107
BOLIVAR,otras actividades de enfermeria,inyectables,2011-02-01,80,80
BOLPEBRA,otras actividades de enfermeria,inyectables,2011-02-01,97,97
BOYUIBE,otras actividades de enfermeria,inyectables,2011-02-01,452,452
BUENA VISTA,otras actividades de enfermeria,inyectables,2011-02-01,354,354
CABEZAS,otras actividades de enfermeria,inyectables,2011-02-01,1170,1170
CAIROMA,otras actividades de enfermeria,inyectables,2011-02-01,400,400
