municipality,group,variable,month,Curaciones y/o suturas,TOTAL
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,109,109
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,21,21
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,156,156
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,34,34
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,18,18
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,28,28
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,7,7
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,63,63
SAN RAMON BENI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,112,112
SAN RAMON SCZ,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,290,290
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,312,312
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,28940,28940
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,166,166
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,174,174
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,26,26
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,66,66
SANTIAGO DE HUATA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,23,23
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,12,12
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,90,90
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,19,19
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,30,30
SENA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,27,27
SHINAOTA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,171,171
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,85,85
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,16,16
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,267,267
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,77,77
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,59,59
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,284,284
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,7756,7756
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,18,18
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,9,9
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,25,25
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,59,59
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,41,41
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,18,18
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,88,88
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,13363,13363
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,57,57
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,46,46
TIAWANACU,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,46,46
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,18,18
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,80,80
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,468,468
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,79,79
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,9,9
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,54,54
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,5,5
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,55,55
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,31,31
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,90,90
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,47,47
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,27,27
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,85,85
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,27,27
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,11,11
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,4298,4298
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,1208,1208
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,24,24
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,23,23
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,94,94
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,169,169
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,123,123
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,720,720
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,33,33
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,286,286
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,662,662
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,37,37
VILLA CHARCAS,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,20,20
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,913,913
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,23,23
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,40,40
VILLA SERRANO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,442,442
VILLA TUNARI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,525,525
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,17,17
VILLAZON,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,851,851
VINTO,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,139,139
VITICHI,otras actividades de enfermeria,curaciones y/o suturas,2011-01-01,30,30
