municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
BOYUIBE,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
BUENA VISTA,internaciones,dias camas disponibles maternidad,2006-01-01,431,431
CABEZAS,internaciones,dias camas disponibles maternidad,2006-01-01,372,372
CAIROMA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2006-01-01,150,150
CAJUATA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
CALAMARCA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
CAMARGO,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2006-01-01,93,93
CAMIRI,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
CAPINOTA,internaciones,dias camas disponibles maternidad,2006-01-01,248,248
CAQUIAVIRI,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
CARACOLLO,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
CARANAVI,internaciones,dias camas disponibles maternidad,2006-01-01,398,398
CARIPUYO,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2006-01-01,23,23
CHALLAPATA,internaciones,dias camas disponibles maternidad,2006-01-01,310,310
CHAQUI,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
CHARAGUA,internaciones,dias camas disponibles maternidad,2006-01-01,238,238
CHAYANTA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
CHIMORE,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2006-01-01,286,286
CHUMA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
CLIZA,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
COBIJA,internaciones,dias camas disponibles maternidad,2006-01-01,680,680
COCHABAMBA,internaciones,dias camas disponibles maternidad,2006-01-01,13051,13051
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2006-01-01,62,62
COLOMI,internaciones,dias camas disponibles maternidad,2006-01-01,372,372
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
COLQUECHACA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
COLQUENCHA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
COLQUIRI,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
COMANCHE,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
COMARAPA,internaciones,dias camas disponibles maternidad,2006-01-01,310,310
CONCEPCION,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
COPACABANA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
CORIPATA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
CORO CORO,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
COROICO,internaciones,dias camas disponibles maternidad,2006-01-01,310,310
CORQUE,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
COTAGAITA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
COTOCA,internaciones,dias camas disponibles maternidad,2006-01-01,651,651
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2006-01-01,372,372
CUEVO,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
CULPINA,internaciones,dias camas disponibles maternidad,2006-01-01,217,217
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
DESAGUADERO,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
EL ALTO,internaciones,dias camas disponibles maternidad,2006-01-01,5786,5786
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2006-01-01,155,155
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2006-01-01,90,90
EL TORNO,internaciones,dias camas disponibles maternidad,2006-01-01,620,620
EL VILLAR,internaciones,dias camas disponibles maternidad,2006-01-01,217,217
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
EXALTACION,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2006-01-01,217,217
FILADELFIA,internaciones,dias camas disponibles maternidad,2006-01-01,30,30
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2006-01-01,93,93
GUANAY,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
GUAQUI,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2006-01-01,508,508
GUTIERREZ,internaciones,dias camas disponibles maternidad,2006-01-01,400,400
HUACARETA,internaciones,dias camas disponibles maternidad,2006-01-01,248,248
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2006-01-01,93,93
HUACHACALLA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
HUANUNI,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
HUARACAJE,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
ICLA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
INCAHUASI,internaciones,dias camas disponibles maternidad,2006-01-01,279,279
INQUISIVI,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2006-01-01,62,62
IXIAMAS,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
LA ASUNTA,internaciones,dias camas disponibles maternidad,2006-01-01,279,279
LA GUARDIA,internaciones,dias camas disponibles maternidad,2006-01-01,527,527
LA PAZ,internaciones,dias camas disponibles maternidad,2006-01-01,14043,14043
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
LAJA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
LAS CARRERAS,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
LICOMA PAMPA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
LLALLAGUA,internaciones,dias camas disponibles maternidad,2006-01-01,372,372
LLICA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
LURIBAY,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
MACHACAMARCA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
MACHARETI,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
MAGDALENA,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
MAIRANA,internaciones,dias camas disponibles maternidad,2006-01-01,279,279
MAPIRI,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
MECAPACA,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
MINEROS,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
MIZQUE,internaciones,dias camas disponibles maternidad,2006-01-01,496,496
MOCOMOCO,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
MOJOCOYA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
MONTEAGUDO,internaciones,dias camas disponibles maternidad,2006-01-01,403,403
MONTERO,internaciones,dias camas disponibles maternidad,2006-01-01,744,744
MORO MORO,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
MOROCHATA,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
OKINAWA,internaciones,dias camas disponibles maternidad,2006-01-01,303,303
OMEREQUE,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
ORURO,internaciones,dias camas disponibles maternidad,2006-01-01,3406,3406
PADILLA,internaciones,dias camas disponibles maternidad,2006-01-01,465,465
PAILON,internaciones,dias camas disponibles maternidad,2006-01-01,184,184
PALCA,internaciones,dias camas disponibles maternidad,2006-01-01,217,217
PALOS BLANCOS,internaciones,dias camas disponibles maternidad,2006-01-01,217,217
PAMPA AULLAGAS,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
PAMPA GRANDE,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
PAPEL PAMPA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
PASORAPA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
PATACAMAYA,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
PAZÑA,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
POCOATA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
POCONA,internaciones,dias camas disponibles maternidad,2006-01-01,465,465
POJO (CBBA),internaciones,dias camas disponibles maternidad,2006-01-01,217,217
POOPO,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
PORCO,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
POROMA,internaciones,dias camas disponibles maternidad,2006-01-01,456,456
PORONGO,internaciones,dias camas disponibles maternidad,2006-01-01,372,372
PORTACHUELO,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
PORVENIR,internaciones,dias camas disponibles maternidad,2006-01-01,60,60
POSTRER VALLE,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
POTOSI,internaciones,dias camas disponibles maternidad,2006-01-01,1519,1519
PRESTO,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
PUCARA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
PUCARANI,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
PUERTO ACOSTA,internaciones,dias camas disponibles maternidad,2006-01-01,151,151
PUERTO CARABUCO,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
PUERTO GONZALO MORENO,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
PUERTO QUIJARRO,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
PUERTO RICO,internaciones,dias camas disponibles maternidad,2006-01-01,33,33
PUERTO SUAREZ,internaciones,dias camas disponibles maternidad,2006-01-01,310,310
PUERTO VILLARROEL,internaciones,dias camas disponibles maternidad,2006-01-01,992,992
PUNA,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
PUNATA,internaciones,dias camas disponibles maternidad,2006-01-01,403,403
QUIABAYA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
QUILLACOLLO,internaciones,dias camas disponibles maternidad,2006-01-01,589,589
QUIME,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
QUIRUSILLAS,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
RAVELO,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
REYES,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
RIBERALTA,internaciones,dias camas disponibles maternidad,2006-01-01,713,713
ROBORE,internaciones,dias camas disponibles maternidad,2006-01-01,368,368
RURRENABAQUE,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
SABAYA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
SACABA,internaciones,dias camas disponibles maternidad,2006-01-01,1426,1426
SACABAMBA,internaciones,dias camas disponibles maternidad,2006-01-01,56,56
SACACA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
SAIPINA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles maternidad,2006-01-01,184,184
SAMAIPATA,internaciones,dias camas disponibles maternidad,2006-01-01,279,279
SAN ANDRES,internaciones,dias camas disponibles maternidad,2006-01-01,13,13
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
SAN BENITO,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
SAN BORJA,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
SAN BUENA VENTURA,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
SAN CARLOS,internaciones,dias camas disponibles maternidad,2006-01-01,434,434
SAN IGNACIO,internaciones,dias camas disponibles maternidad,2006-01-01,279,279
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles maternidad,2006-01-01,1116,1116
SAN JAVIER(STC),internaciones,dias camas disponibles maternidad,2006-01-01,155,155
SAN JOAQUIN,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles maternidad,2006-01-01,589,589
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles maternidad,2006-01-01,199,199
SAN JULIAN,internaciones,dias camas disponibles maternidad,2006-01-01,991,991
SAN LORENZO(PND),internaciones,dias camas disponibles maternidad,2006-01-01,31,31
SAN LORENZO(TJA),internaciones,dias camas disponibles maternidad,2006-01-01,112,112
SAN LUCAS,internaciones,dias camas disponibles maternidad,2006-01-01,400,400
SAN MATIAS,internaciones,dias camas disponibles maternidad,2006-01-01,372,372
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2006-01-01,153,153
SAN PEDRO,internaciones,dias camas disponibles maternidad,2006-01-01,366,366
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
SAN PEDRO DE CURAHUARA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
SAN PEDRO DE TIQUINA,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
SAN RAMON,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
SAN RAMON,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
SANTA ANA,internaciones,dias camas disponibles maternidad,2006-01-01,434,434
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2006-01-01,12620,12620
SANTA ROSA,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
SANTIAGO DE HUARI,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
SANTIAGO DE MACHACA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2006-01-01,216,216
SANTUARIO DE QUILLACAS,internaciones,dias camas disponibles maternidad,2006-01-01,61,61
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2006-01-01,155,155
SICAYA,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
SIPE SIPE,internaciones,dias camas disponibles maternidad,2006-01-01,372,372
SOPACHUY,internaciones,dias camas disponibles maternidad,2006-01-01,279,279
SORACACHI,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
SORATA,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
SUCRE,internaciones,dias camas disponibles maternidad,2006-01-01,3968,3968
TACACHI,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
TACACOMA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
TACOPAYA,internaciones,dias camas disponibles maternidad,2006-01-01,217,217
TAPACARI,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
TARABUCO,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
TARACO,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
TARATA,internaciones,dias camas disponibles maternidad,2006-01-01,168,168
TARIJA,internaciones,dias camas disponibles maternidad,2006-01-01,1131,1131
TARVITA,internaciones,dias camas disponibles maternidad,2006-01-01,620,620
TEOPONTE,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
TIAWANACU,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
TINGUIPAYA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
TIPUANI,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
TIQUIPAYA,internaciones,dias camas disponibles maternidad,2006-01-01,589,589
TIRAQUE (CBBA),internaciones,dias camas disponibles maternidad,2006-01-01,803,803
TOCO,internaciones,dias camas disponibles maternidad,2006-01-01,93,93
TOLATA,internaciones,dias camas disponibles maternidad,2006-01-01,56,56
TOLEDO,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
TOMAVE,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
TOMINA,internaciones,dias camas disponibles maternidad,2006-01-01,403,403
TORO TORO,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles maternidad,2006-01-01,279,279
TOTORA(ORR),internaciones,dias camas disponibles maternidad,2006-01-01,89,89
TRIGAL,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles maternidad,2006-01-01,1540,1540
TUPIZA,internaciones,dias camas disponibles maternidad,2006-01-01,668,668
TURCO,internaciones,dias camas disponibles maternidad,2006-01-01,186,186
UNCIA,internaciones,dias camas disponibles maternidad,2006-01-01,248,248
URIONDO (A. CONCEPCION),internaciones,dias camas disponibles maternidad,2006-01-01,29,29
URUBICHA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
UYUNI,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
VACAS,internaciones,dias camas disponibles maternidad,2006-01-01,217,217
VALLEGRANDE,internaciones,dias camas disponibles maternidad,2006-01-01,248,248
VIACHA,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
VILA VILA,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
VILLA MONTES,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
VILLA RIVERO,internaciones,dias camas disponibles maternidad,2006-01-01,155,155
VILLA SERRANO,internaciones,dias camas disponibles maternidad,2006-01-01,341,341
VILLA TUNARI,internaciones,dias camas disponibles maternidad,2006-01-01,1302,1302
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles maternidad,2006-01-01,248,248
VILLAZON,internaciones,dias camas disponibles maternidad,2006-01-01,434,434
VINTO,internaciones,dias camas disponibles maternidad,2006-01-01,310,310
VITICHI,internaciones,dias camas disponibles maternidad,2006-01-01,62,62
WARNES,internaciones,dias camas disponibles maternidad,2006-01-01,674,674
YACUIBA,internaciones,dias camas disponibles maternidad,2006-01-01,862,862
YAMPARAEZ,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
YANACACHI,internaciones,dias camas disponibles maternidad,2006-01-01,31,31
YAPACANI,internaciones,dias camas disponibles maternidad,2006-01-01,519,519
YOTALA,internaciones,dias camas disponibles maternidad,2006-01-01,33,33
ZUDAÑEZ,internaciones,dias camas disponibles maternidad,2006-01-01,124,124
ACACIO,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
ACHACACHI,internaciones,dias camas disponibles maternidad,2006-02-01,224,224
ACHOCALLA,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
AIQUILE,internaciones,dias camas disponibles maternidad,2006-02-01,280,280
ALALAY,internaciones,dias camas disponibles maternidad,2006-02-01,149,149
ALCALA,internaciones,dias camas disponibles maternidad,2006-02-01,112,112
ANCORAIMES,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
ANTEQUERA,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
ANZALDO,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
APOLO,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
ARANI,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
ARBIETO,internaciones,dias camas disponibles maternidad,2006-02-01,60,60
ARQUE,internaciones,dias camas disponibles maternidad,2006-02-01,196,196
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2006-02-01,280,280
ATOCHA,internaciones,dias camas disponibles maternidad,2006-02-01,308,308
AYATA,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
AYO AYO,internaciones,dias camas disponibles maternidad,2006-02-01,112,112
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2006-02-01,650,650
AZURDUY,internaciones,dias camas disponibles maternidad,2006-02-01,504,504
BATALLAS,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
BAURES,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
BERMEJO,internaciones,dias camas disponibles maternidad,2006-02-01,418,418
BETANZOS,internaciones,dias camas disponibles maternidad,2006-02-01,339,339
BOLIVAR,internaciones,dias camas disponibles maternidad,2006-02-01,140,140
BOYUIBE,internaciones,dias camas disponibles maternidad,2006-02-01,112,112
BUENA VISTA,internaciones,dias camas disponibles maternidad,2006-02-01,426,426
CABEZAS,internaciones,dias camas disponibles maternidad,2006-02-01,364,364
CAIROMA,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2006-02-01,150,150
CAJUATA,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
CALACOTO,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
CALAMARCA,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
CAMARGO,internaciones,dias camas disponibles maternidad,2006-02-01,308,308
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2006-02-01,84,84
CAMIRI,internaciones,dias camas disponibles maternidad,2006-02-01,420,420
CAPINOTA,internaciones,dias camas disponibles maternidad,2006-02-01,252,252
CAQUIAVIRI,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
CARACOLLO,internaciones,dias camas disponibles maternidad,2006-02-01,168,168
CARANAVI,internaciones,dias camas disponibles maternidad,2006-02-01,536,536
CARIPUYO,internaciones,dias camas disponibles maternidad,2006-02-01,140,140
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2006-02-01,22,22
CHACARILLA,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
CHALLAPATA,internaciones,dias camas disponibles maternidad,2006-02-01,224,224
CHAQUI,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
CHARAGUA,internaciones,dias camas disponibles maternidad,2006-02-01,226,226
CHARAÑA,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
CHAYANTA,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
CHIMORE,internaciones,dias camas disponibles maternidad,2006-02-01,168,168
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2006-02-01,140,140
CHUMA,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
CLIZA,internaciones,dias camas disponibles maternidad,2006-02-01,112,112
COBIJA,internaciones,dias camas disponibles maternidad,2006-02-01,620,620
COCHABAMBA,internaciones,dias camas disponibles maternidad,2006-02-01,11788,11788
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2006-02-01,308,308
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2006-02-01,56,56
COLLANA,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
COLOMI,internaciones,dias camas disponibles maternidad,2006-02-01,367,367
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
COLQUECHACA,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
COLQUIRI,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
COMARAPA,internaciones,dias camas disponibles maternidad,2006-02-01,280,280
CONCEPCION,internaciones,dias camas disponibles maternidad,2006-02-01,196,196
COPACABANA,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
CORIPATA,internaciones,dias camas disponibles maternidad,2006-02-01,168,168
CORO CORO,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
COROICO,internaciones,dias camas disponibles maternidad,2006-02-01,252,252
CORQUE,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
COTAGAITA,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
COTOCA,internaciones,dias camas disponibles maternidad,2006-02-01,588,588
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2006-02-01,364,364
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2006-02-01,28,28
CUEVO,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
CULPINA,internaciones,dias camas disponibles maternidad,2006-02-01,196,196
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
DESAGUADERO,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
EL ALTO,internaciones,dias camas disponibles maternidad,2006-02-01,5225,5225
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2006-02-01,143,143
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2006-02-01,114,114
EL TORNO,internaciones,dias camas disponibles maternidad,2006-02-01,476,476
EL VILLAR,internaciones,dias camas disponibles maternidad,2006-02-01,196,196
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2006-02-01,132,132
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2006-02-01,336,336
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2006-02-01,112,112
EXALTACION,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2006-02-01,488,488
FILADELFIA,internaciones,dias camas disponibles maternidad,2006-02-01,30,30
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2006-02-01,112,112
GUANAY,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2006-02-01,707,707
GUTIERREZ,internaciones,dias camas disponibles maternidad,2006-02-01,146,146
HUACARETA,internaciones,dias camas disponibles maternidad,2006-02-01,224,224
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2006-02-01,84,84
HUACHACALLA,internaciones,dias camas disponibles maternidad,2006-02-01,56,56
HUANUNI,internaciones,dias camas disponibles maternidad,2006-02-01,168,168
HUARACAJE,internaciones,dias camas disponibles maternidad,2006-02-01,28,28
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2006-02-01,84,84
INCAHUASI,internaciones,dias camas disponibles maternidad,2006-02-01,252,252
INQUISIVI,internaciones,dias camas disponibles maternidad,2006-02-01,112,112
