municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
COLOMI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
COLPA BELGICA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,8,8
COLQUECHACA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
COMARAPA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,36,36
CORO CORO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
COROICO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,194,194
COTAGAITA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,9,9
COTOCA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,253,253
CUATRO CAÑADAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,15,15
CUEVO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
CULPINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,7,7
DESAGUADERO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
EL ALTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4620,4620
EL PUENTE(TJA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
EL TORNO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,295,295
EL VILLAR,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
ENTRE RIOS TRJ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,34,34
ENTRE RIOS CBBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,47,47
ESCOMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4,4
FERNANDEZ ALONSO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,12,12
GENERAL SAAVEDRA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
GUANAY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,13,13
GUAYARAMERIN,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,145,145
GUTIERREZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
HUACARETA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
HUANUNI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,231,231
ICLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
INCAHUASI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,6,6
IRUPANA (VILLA DE LANZA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,5,5
IXIAMAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
LA ASUNTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,9,9
LA GUARDIA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,54,54
LA PAZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,15309,15309
LAGUNILLAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
LAJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,6,6
LLALLAGUA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,64,64
MACHARETI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
MAGDALENA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4,4
MAIRANA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,21,21
MAPIRI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
MECAPACA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
MINEROS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,17,17
MIZQUE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,94,94
MONTEAGUDO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,173,173
MONTERO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2302,2302
MOROCHATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
NAZACARA DE PACAJES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
OCURI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,15,15
OKINAWA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,6,6
ORURO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4840,4840
PADCAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,11,11
PADILLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,38,38
PAILON,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,18,18
PALCA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4,4
PALOS BLANCOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,30,30
PATACAMAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,46,46
POJO (CBBA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
POROMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
PORONGO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
PORTACHUELO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,7,7
POTOSI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2038,2038
PRESTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
PUCARANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4,4
PUERTO GONZALO MORENO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
PUERTO QUIJARRO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4,4
PUERTO RICO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,5,5
PUERTO SUAREZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,8,8
PUERTO VILLARROEL,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,360,360
PUNATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1294,1294
QUILLACOLLO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,957,957
QUIRUSILLAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
RAQAYPAMPA(ETA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
RIBERALTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,841,841
ROBORE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,14,14
RURRENABAQUE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,25,25
SACABA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,711,711
SACACA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
SAIPINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
SAMAIPATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
SAN ANDRES DE MACHACA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
SAN ANTONIO DE LOMERIO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
SAN BORJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,28,28
SAN BUENA VENTURA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,7,7
SAN CARLOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,174,174
SAN IGNACIO DE VELASCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,31,31
SAN JAVIER(STC),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
SAN JOSE DE CHIQUITOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,11,11
SAN JULIAN,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,14,14
SAN LORENZO(TJA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,18,18
SAN LUCAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,77,77
SAN MATIAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
SAN MIGUEL DE VELASCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
SAN PEDRO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
SAN RAFAEL,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
SAN RAMON BENI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
SANTA ANA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,7,7
SANTA CRUZ DE LA SIERRA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,13928,13928
SANTA ROSA DEL SARA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
SENA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
SHINAOTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,24,24
SIPE SIPE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,7,7
SOPACHUY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,12,12
SORATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
SUCRE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4241,4241
TACACOMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,4,4
TARABUCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,43,43
TARATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
TARIJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3125,3125
TARVITA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,11,11
TIQUIPAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,351,351
TOCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
TODOS SANTOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
TOLATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
TOMINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
TOTORA(CBBA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,9,9
TRINIDAD,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1334,1334
TUPIZA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,255,255
UMALA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
URIONDO (A. CONCEPCION),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,15,15
UYUNI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,11,11
VALLEGRANDE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,113,113
VIACHA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,235,235
VILLA CHARCAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
VILLA MONTES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,144,144
VILLA NUEVA (LOMA ALTA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
VILLA TUNARI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,972,972
VILLA VACA GUZMAN (MUYUPAMPA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,2,2
VILLAZON,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,252,252
VINTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,383,383
WARNES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,670,670
YACO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
YACUIBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,955,955
YAMPARAEZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
YAPACANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,468,468
YOCALLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,5,5
YOTALA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,3,3
YUNCHARA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-01-01,1,1
ACHACACHI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,192,192
ACHOCALLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
AIQUILE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,52,52
ALTO BENI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
APOLO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
ARAMPAMPA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
ARANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
ASCENCION DE GUARAYOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,17,17
ATOCHA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,138,138
AZURDUY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,7,7
BAURES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
BERMEJO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,609,609
BETANZOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,4,4
BOYUIBE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
BUENA VISTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
CABEZAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,8,8
CALAMARCA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
CAMARGO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,107,107
CAMIRI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
CAPINOTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,28,28
CAQUIAVIRI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
CARACOLLO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
CARANAVI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,160,160
CARAPARI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,5,5
CARIPUYO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
CARMEN RIVERO TORREZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
CHALLAPATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,24,24
CHARAGUA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,77,77
CHAYANTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,3,3
CHIMORE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,12,12
CHULUMANI (V. DE LA LIBERTAD),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,54,54
CHUQUIHUTA AYLLU JUCUMANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,4,4
CLIZA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,75,75
COBIJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,179,179
COCHABAMBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,7856,7856
COLCAPIRHUA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,82,82
COLOMI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
COLPA BELGICA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,9,9
COLQUECHACA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
COMARAPA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,63,63
COROICO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,169,169
COTAGAITA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,3,3
COTOCA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,185,185
CUATRO CAÑADAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,11,11
CUEVO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
CULPINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,10,10
EL ALTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,3805,3805
EL PUENTE(STC),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
EL PUENTE(TJA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
EL TORNO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,39,39
EL VILLAR,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
ENTRE RIOS TRJ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,44,44
ENTRE RIOS CBBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,62,62
ESCOMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,6,6
EXALTACION,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,4,4
FERNANDEZ ALONSO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,8,8
GENERAL SAAVEDRA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,8,8
GUANAY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,7,7
GUAYARAMERIN,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,204,204
GUTIERREZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,4,4
HUANUNI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,205,205
INCAHUASI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,8,8
IRUPANA (VILLA DE LANZA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
LA ASUNTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
LA GUARDIA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,78,78
LA PAZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,12009,12009
LAGUNILLAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,4,4
LAJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
LLALLAGUA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,74,74
LURIBAY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
MACHARETI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
MAGDALENA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,11,11
MAIRANA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,17,17
MAPIRI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,3,3
MINEROS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,8,8
MIZQUE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,88,88
MONTEAGUDO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,142,142
MONTERO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1877,1877
MORO MORO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
OCURI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,11,11
OKINAWA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,3,3
ORURO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,19388,19388
PADCAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,8,8
PADILLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,20,20
PAILON,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,25,25
PALCA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,5,5
PALOS BLANCOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,36,36
PATACAMAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,44,44
POJO (CBBA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
POROMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,4,4
PORTACHUELO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,5,5
POTOSI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1665,1665
PRESTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,3,3
PUCARANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,6,6
PUERTO CARABUCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
PUERTO GONZALO MORENO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
PUERTO QUIJARRO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1,1
PUERTO SUAREZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,3,3
PUERTO VILLARROEL,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,384,384
PUNA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,2,2
PUNATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1146,1146
QUILLACOLLO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,1118,1118
REYES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,4,4
RIBERALTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,894,894
ROBORE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-02-01,10,10
