municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
CHUA COCANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
COLQUIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,6,6
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,6,6
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
CULPINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,50,50
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,11,11
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
ICLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,5,5
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,38,38
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
MACHACAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
MORO MORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PAILON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,5,5
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,4,4
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
PASORAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,4,4
POOPO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,6,6
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,6,6
PRESTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,9,9
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,5,5
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,5,5
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,11,11
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,4,4
SAN RAMON BENI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,24,24
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,4,4
SICAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
TACACOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
TAPACARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
TARACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,8,8
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
TIAWANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
VINTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,7,7
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,10,10
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-01-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,4,4
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
BOLIVAR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,6,6
CAPINOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
CHUA COCANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,4,4
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
CULPINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,10,10
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,53,53
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
EUREKA (SANTOS MERCADO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,4,4
FILADELFIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
ICLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,8,8
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,8,8
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,48,48
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,4,4
LAS CARRERAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
LORETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,9,9
MORO MORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,4,4
PAMPA GRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
POOPO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
PORTACHUELO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,4,4
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,8,8
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,7,7
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,13,13
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,27,27
SANTA ROSA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,11,11
TACACOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,12,12
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
TIAWANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2017-02-01,1,1
