municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,57,57
BOLIVAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,4,4
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,11,11
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,7,7
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,22,22
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,44,44
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,9,9
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,61,61
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,23,23
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,37,37
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,13,13
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,114,114
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,29,29
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,45,45
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,8,8
CHUA COCANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,12,12
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,25,25
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,12,12
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,48,48
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,7,7
COLLANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,5,5
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,12,12
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,38,38
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,2,2
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,10,10
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,4,4
CORIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,12,12
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,2,2
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,7,7
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,23,23
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,12,12
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,11,11
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,24,24
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,431,431
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,39,39
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,8,8
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,38,38
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,93,93
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,20,20
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,67,67
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,19,19
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,27,27
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-02-01,3,3
