municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-01-01,2,2
TOCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-01-01,5,5
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-01-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-01-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,93,93
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,14,14
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,3,3
PADILLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,12,12
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
POJO (CBBA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,51,51
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,5,5
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-02-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,6,6
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,25,25
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,6,6
HUACARETA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,9,9
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,3,3
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,3,3
PRESTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,47,47
SOPACHUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,12,12
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,13,13
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-03-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,5,5
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,7,7
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,20,20
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,10,10
MOROCHATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,3,3
PORONGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,2,2
SACABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,30,30
SOPACHUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,30,30
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,8,8
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,7,7
TEOPONTE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-04-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,5,5
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,18,18
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,14,14
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,16,16
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,5,5
PALCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
POOPO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,5,5
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,5,5
SAN BORJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,23,23
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,7,7
TARVITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,10,10
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,8,8
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,3,3
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-05-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,2,2
ARQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,4,4
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,18,18
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,13,13
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,14,14
MOROCHATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,5,5
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,3,3
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,8,8
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-06-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,3,3
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,24,24
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,67,67
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,3,3
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,30,30
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,10,10
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,4,4
TACOPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,9,9
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-07-01,2,2
ACACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,4,4
COLQUECHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,5,5
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,35,35
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2017-08-01,1,1
