municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
COIPASA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,15,15
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,251,251
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,163,163
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,28,28
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,119,119
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,374,374
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,15,15
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,8,8
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,144,144
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,442,442
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,5,5
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,52,52
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,147,147
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,360,360
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,346,346
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,253,253
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,16,16
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,50,50
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,276,276
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,73,73
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,10,10
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,10,10
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,3696,3696
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,165,165
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,231,231
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,429,429
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,896,896
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,98,98
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,287,287
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,61,61
ESCOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,35,35
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,197,197
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,102,102
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,214,214
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,22,22
GUANAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,20,20
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,59,59
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,136,136
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,115,115
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,291,291
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,140,140
HUACHACALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,11,11
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,181,181
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,148,148
HUATAJATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,15,15
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,103,103
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,261,261
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,233,233
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,14,14
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,24,24
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,6,6
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,116,116
LA ASUNTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,97,97
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,70,70
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,79,79
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,84,84
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,45,45
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,214,214
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,22,22
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,4,4
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,99,99
MACHARETI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,130,130
MAGDALENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,24,24
MECAPACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,6,6
MINEROS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,46,46
MIZQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,161,161
MOCOMOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,154,154
MOJINETE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,15,15
MOJOCOYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,374,374
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,356,356
MONTERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,812,812
MORO MORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,41,41
MOROCHATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,39,39
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,52,52
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,12,12
OMEREQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,145,145
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,1784,1784
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,460,460
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,46,46
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,300,300
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,74,74
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,38,38
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,104,104
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,42,42
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,120,120
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,47,47
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,97,97
PELECHUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,234,234
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,85,85
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,40,40
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,126,126
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,54,54
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,273,273
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,94,94
PORTACHUELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,170,170
PORVENIR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,191,191
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,2578,2578
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,305,305
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,78,78
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,66,66
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,107,107
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,27,27
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,219,219
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,36,36
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,465,465
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,174,174
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,521,521
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,2157,2157
QUIME,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,84,84
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,68,68
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,97,97
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,372,372
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,35,35
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,16,16
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,131,131
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,230,230
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,56,56
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,154,154
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,355,355
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,206,206
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,64,64
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,148,148
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,98,98
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,19,19
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,125,125
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,203,203
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,168,168
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,3,3
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,246,246
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,34,34
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,37,37
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,34,34
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,28,28
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,329,329
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,2655,2655
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,28,28
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,293,293
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,371,371
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,23,23
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,192,192
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,26,26
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,1094,1094
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,130,130
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,12,12
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,330,330
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,12,12
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,15,15
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,75,75
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,97,97
SANTA ANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,2419,2419
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,4,4
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,25,25
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,229,229
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,8,8
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,52,52
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,165,165
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,118,118
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,127,127
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,93,93
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,95,95
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,18,18
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,574,574
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,214,214
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,137,137
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,80,80
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,1156,1156
TACOBAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,127,127
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,3,3
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,115,115
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,372,372
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,20,20
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,273,273
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,1284,1284
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,638,638
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,133,133
TIAWANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,66,66
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,286,286
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,411,411
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,608,608
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,30,30
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,151,151
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,7,7
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,139,139
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,119,119
TOMAVE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,9,9
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,320,320
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,69,69
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,57,57
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,43,43
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,124,124
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,97,97
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,503,503
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,10,10
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,81,81
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,144,144
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,619,619
URUBICHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,26,26
UYUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,23,23
VACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,135,135
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,296,296
VIACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,110,110
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,95,95
VILLA MONTES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,311,311
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,298,298
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,177,177
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2017-01-01,427,427
