municipality,group,variable,month,Nº de familias nuevas carpetizadas durante el periódo,TOTAL
COLLANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,31,31
COLQUECHACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
COMARAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,180,180
CONCEPCION,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,63,63
CORIPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,47,47
CORO CORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,12,12
COROICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,6,6
COTAGAITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
COTOCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,100,100
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,5,5
CURVA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,7,7
EL ALTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,505,505
EL CHORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,13,13
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,11,11
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,20,20
EL TORNO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,165,165
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,23,23
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,12,12
ESCOMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,11,11
FILADELFIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,37,37
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,65,65
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,14,14
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,62,62
HUACARETA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,4,4
HUANUNI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,60,60
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
INCAHUASI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,4,4
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,105,105
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,40,40
LAJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,13,13
MOCOMOCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,42,42
MOJINETE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
MONTERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,128,128
OMEREQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
ORURO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,293,293
PADCAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,7,7
PAILON,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,99,99
PALCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,7,7
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,4,4
PASORAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,24,24
PAZÑA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,71,71
POCONA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
POJO (CBBA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
POOPO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,17,17
PORONGO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
PORTACHUELO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,80,80
PORVENIR,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,507,507
PUCARANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,12,12
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,11,11
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,5,5
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,371,371
PUNA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,8,8
PUNATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,82,82
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,249,249
QUIME,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,6,6
REYES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,35,35
RIBERALTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,13,13
SACABA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,83,83
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,42,42
SAN ANDRES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,60,60
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,21,21
SAN BORJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,114,114
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,5,5
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,30,30
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,18,18
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,46,46
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,6,6
SAN JULIAN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,40,40
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,40,40
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,188,188
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,4,4
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,2,2
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,19,19
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,721,721
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,16,16
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,8,8
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,38,38
SIPE SIPE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,42,42
SORACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,48,48
SUCRE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,34,34
TAPACARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
TARATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,53,53
TARIJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,203,203
TARVITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
TEOPONTE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,82,82
TIAWANACU,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,18,18
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,158,158
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,69,69
TOLEDO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,6,6
TOMAVE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,2,2
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,18,18
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
TRIGAL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,10,10
TUPIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,38,38
UNCIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,30,30
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,69,69
URUBICHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,22,22
VACAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,35,35
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,133,133
VIACHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,36,36
VILLA MONTES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,168,168
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,88,88
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,63,63
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,12,12
VILLAZON,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,208,208
VINTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,113,113
VITICHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,25,25
WARNES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,160,160
YACUIBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,221,221
YANACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,8,8
YAPACANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,191,191
YUNCHARA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-01-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,11,11
ACHOCALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,43,43
AIQUILE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,102,102
ALTO BENI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,15,15
ANCORAIMES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,10,10
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,15,15
ARBIETO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,11,11
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,49,49
ATOCHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,43,43
AUCAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,10,10
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,68,68
BETANZOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,30,30
BOLIVAR,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,18,18
BOYUIBE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,217,217
CABEZAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,6,6
CALAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,21,21
CAMIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,164,164
CAPINOTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,4,4
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,20,20
CARACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,10,10
CARANAVI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,47,47
CARAPARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,5,5
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,7,7
CHALLAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,149,149
CHAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,12,12
CHARAGUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,22,22
CHAYANTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,6,6
CHIMORE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,139,139
CHIPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,15,15
CHUMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,12,12
CKOCHAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,27,27
CLIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,21,21
COBIJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,53,53
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,201,201
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,16,16
COLLANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,5,5
COLOMI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,17,17
COLQUENCHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,49,49
CORIPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,39,39
COROICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,4,4
CORQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,15,15
COTOCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,88,88
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,5,5
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,20,20
CUEVO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,7,7
CURVA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2017-02-01,539,539
