municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
COLQUIRI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,9,9
COMANCHE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
COMARAPA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,38,38
CONCEPCION,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,17,17
CORIPATA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,19,19
CORO CORO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,9,9
COROICO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
CORQUE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
COTAGAITA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,39,39
COTOCA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,85,85
CUATRO CAÑADAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,42,42
CUEVO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
CULPINA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,6,6
CURAHUARA DE CARANGAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
CURVA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
DESAGUADERO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
EL ALTO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2810,2810
EL CHORO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
EL PUENTE(STC),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,8,8
EL PUENTE(TJA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
EL TORNO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,55,55
EL VILLAR,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,6,6
ENTRE RIOS TRJ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,30,30
ENTRE RIOS CBBA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,51,51
ESCOMA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,9,9
EUCALIPTUS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,9,9
EXALTACION,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,12,12
FILADELFIA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
GENERAL SAAVEDRA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,15,15
GUAQUI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,4,4
GUAYARAMERIN,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,78,78
GUTIERREZ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,25,25
HUACARETA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,9,9
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
HUACHACALLA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
HUANUNI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,36,36
HUARINA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,13,13
HUAYLLAMARCA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
ICLA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
INCAHUASI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
INGAVI (HUMAITA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
INQUISIVI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,4,4
IRUPANA (VILLA DE LANZA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,11,11
IXIAMAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
JESUS DE MACHACA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
LA ASUNTA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
LA GUARDIA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,147,147
LA PAZ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7769,7769
LAGUNILLAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
LAJA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,50,50
LAS CARRERAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,8,8
LICOMA PAMPA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
LLALLAGUA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,22,22
LURIBAY,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,12,12
MACHACAMARCA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,38,38
MACHARETI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,17,17
MAGDALENA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
MAIRANA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,22,22
MAPIRI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,4,4
MECAPACA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
MIZQUE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
MOCOMOCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,4,4
MOJOCOYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,6,6
MONTEAGUDO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,34,34
MONTERO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,126,126
MORO MORO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,4,4
MOROCHATA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
OCURI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
OKINAWA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,61,61
OMEREQUE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
ORURO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,471,471
PADCAYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,46,46
PADILLA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,15,15
PAILON,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,19,19
PALCA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
PALOS BLANCOS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,17,17
PAMPA AULLAGAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,13,13
PAPEL PAMPA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
PASORAPA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
PATACAMAYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,42,42
PAZÑA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
PELECHUCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
POCOATA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,8,8
POCONA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
POJO (CBBA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
POOPO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,35,35
PORCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
POROMA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,4,4
PORONGO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
PORTACHUELO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,15,15
PORVENIR,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,18,18
POSTRER VALLE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,6,6
POTOSI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,248,248
PRESTO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
PUCARA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
PUCARANI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,26,26
PUERTO CARABUCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
PUERTO GONZALO MORENO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,8,8
PUERTO PEREZ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
PUERTO QUIJARRO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
PUERTO RICO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,17,17
PUERTO SUAREZ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,16,16
PUERTO VILLARROEL,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,63,63
PUNA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
PUNATA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,112,112
QUIABAYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
QUILLACOLLO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,25,25
QUIME,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,11,11
QUIRUSILLAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
RAVELO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
REYES,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
RIBERALTA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,182,182
ROBORE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,62,62
RURRENABAQUE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,43,43
SABAYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
SACABA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,98,98
SACABAMBA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,4,4
SACACA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
SAIPINA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,13,13
SALINAS DE GARCI MENDOZA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SAMAIPATA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
SAN AGUSTIN,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SAN ANDRES,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,12,12
SAN ANDRES DE MACHACA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,9,9
SAN ANTONIO DE ESMORUCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SAN ANTONIO DE LOMERIO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
SAN BENITO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,22,22
SAN BORJA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
SAN BUENA VENTURA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
SAN CARLOS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,39,39
SAN IGNACIO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,16,16
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,54,54
SAN JAVIER(BNI),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,6,6
SAN JAVIER(STC),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SAN JOAQUIN,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,8,8
SAN JUAN DE YAPACANI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
SAN JULIAN,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,76,76
SAN LORENZO(PND),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,9,9
SAN LORENZO(TJA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,55,55
SAN LUCAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
SAN MATIAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,19,19
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,21,21
SAN PABLO DE LIPEZ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SAN PEDRO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,22,22
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
SAN PEDRO DE CURAHUARA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SAN PEDRO DE TIQUINA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,11,11
SAN RAFAEL,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,12,12
SAN RAMON BENI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SAN RAMON SCZ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
SANTA ANA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,13,13
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2023,2023
SANTA ROSA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SANTA ROSA DEL SARA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,33,33
SANTIAGO DE HUATA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
SANTIAGO DE MACHACA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SANTIVAÑES,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
SANTUARIO DE QUILLACAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
SAPAHAQUI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,4,4
SENA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
SHINAOTA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,22,22
SICA SICA (VILLA AROMA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,8,8
SICAYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
SIPE SIPE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,23,23
SOPACHUY,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
SORACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
SORATA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
SUCRE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2441,2441
TACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
TACACOMA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
TACOBAMBA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
TACOPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
TAPACARI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,12,12
TARABUCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,25,25
TARATA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
TARIJA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,367,367
TARVITA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,21,21
TEOPONTE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
TIAWANACU,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,24,24
TINGUIPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
TIPUANI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,20,20
TIQUIPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,55,55
TIRAQUE (CBBA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
TITO YUPANQUI (PARQUIPUJIO),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
TOCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
TOLEDO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,6,6
TOMAVE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
TOMINA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,15,15
TORO TORO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
TOTORA(CBBA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,18,18
TRIGAL,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
TRINIDAD,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,353,353
TUPIZA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,144,144
TURCO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
UMALA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
UNCIA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
URIONDO (A. CONCEPCION),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,36,36
URUBICHA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,5,5
UYUNI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,8,8
VACAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,12,12
VALLEGRANDE,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,81,81
VIACHA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,144,144
VILA VILA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
VILLA CHARCAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,2,2
VILLA MONTES,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,14,14
VILLA RIVERO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,6,6
VILLA SERRANO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,12,12
VILLA TUNARI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,115,115
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,16,16
VILLAZON,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,166,166
VINTO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,38,38
VITICHI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,7,7
WARNES,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,142,142
YACO,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
YACUIBA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,171,171
YAMPARAEZ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,13,13
YANACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,3,3
YAPACANI,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,86,86
YOCALLA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,10,10
YOTALA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,31,31
YUNCHARA,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,9,9
ZUDAÑEZ,referencias y retornos,pacientes referidos a otros establecimientos,2012-01-01,1,1
ACHACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,28,28
AIQUILE,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,35,35
ALALAY,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,1,1
ALCALA,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,8,8
ALTO BENI,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,1,1
ANCORAIMES,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,8,8
ANDAMARCA,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,2,2
ANTEQUERA,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,2,2
ARAMPAMPA,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,4,4
ARANI,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,5,5
ARBIETO,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,5,5
ARQUE,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,3,3
ASCENCION DE GUARAYOS,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,24,24
ATOCHA,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,62,62
AYO AYO,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,17,17
AZURDUY,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,2,2
BATALLAS,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,7,7
BAURES,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,1,1
BELEN DE URMIRI,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,1,1
BERMEJO,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,71,71
BETANZOS,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,31,31
BOLIVAR,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,5,5
BOLPEBRA,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,1,1
BOYUIBE,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,7,7
BUENA VISTA,referencias y retornos,pacientes referidos a otros establecimientos,2012-02-01,12,12
