municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-01-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-01-01,2,2
VINTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-01-01,1,1
VITICHI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-01-01,2,2
AIQUILE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,2,2
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,2,2
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,10,10
BOYUIBE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,3,3
CABEZAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,3,3
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
CHARAGUA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,4,4
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,21,21
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,2,2
EL TORNO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,4,4
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
OCURI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,2,2
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,8,8
POROMA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,2,2
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,2,2
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,4,4
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,4,4
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,15,15
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,26,26
SICA SICA (VILLA AROMA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,4,4
VILLA CHARCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,2,2
VINTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-02-01,5,5
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,5,5
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,6,6
CABEZAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,2,2
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,1,1
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,5,5
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,4,4
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,11,11
CUATRO CAÑADAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,2,2
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,14,14
EL TORNO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,7,7
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,10,10
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,2,2
PUNA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,2,2
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,5,5
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,7,7
SAN BENITO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,1,1
SAN JUAN DE YAPACANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,2,2
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,14,14
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,4,4
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,14,14
TEOPONTE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,1,1
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,1,1
YACUIBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-03-01,3,3
AIQUILE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,6,6
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
COMARAPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,13,13
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,29,29
EL TORNO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,6,6
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
ICLA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
IXIAMAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
LA GUARDIA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,23,23
LAJA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,3,3
LORETO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
MONTEAGUDO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,6,6
PALOS BLANCOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
POCOATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,5,5
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,24,24
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,5,5
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,14,14
TACOPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
TIPUANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,1,1
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,5,5
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-04-01,3,3
ARAMPAMPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,6,6
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,8,8
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
CAMARGO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,3,3
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,5,5
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
COMARAPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,10,10
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,3,3
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,8,8
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,3,3
EL TORNO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,9,9
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
LA ASUNTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,6,6
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
POCOATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
PUERTO VILLARROEL,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,2,2
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,2,2
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,3,3
SAMAIPATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
SAN JUAN DE YAPACANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,22,22
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,3,3
SUCRE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,1,1
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-05-01,7,7
AIQUILE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,3,3
ARAMPAMPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,2,2
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,4,4
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
CHARAGUA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,3,3
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
CONCEPCION,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,6,6
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,4,4
DESAGUADERO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
EL TORNO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,4,4
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
MONTEAGUDO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,3,3
MOROCHATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
PUERTO VILLARROEL,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,2,2
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,2,2
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,14,14
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,48,48
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,4,4
TIQUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,2,2
URUBICHA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
VILLA SERRANO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-06-01,1,1
ARQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,3,3
AYATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,1,1
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,5,5
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,1,1
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,26,26
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,4,4
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,8,8
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,2,2
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,4,4
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,1,1
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,3,3
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,19,19
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,3,3
SAN PABLO DE LIPEZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,53,53
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,2,2
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,1,1
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-07-01,2,2
ALCALA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,3,3
ARAMPAMPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,3,3
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,7,7
BETANZOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,2,2
CHARAGUA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,2,2
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,15,15
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,4,4
HUACARETA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
LA ASUNTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,2,2
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,4,4
MORO MORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,2,2
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,2,2
PRESTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,3,3
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,3,3
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,22,22
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,24,24
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,2,2
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,2,2
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-08-01,1,1
ARAMPAMPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,2,2
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,8,8
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,4,4
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,4,4
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,10,10
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
LA ASUNTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,2,2
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
POJO (CBBA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
POROMA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
POSTRER VALLE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,2,2
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,4,4
SAN IGNACIO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,3,3
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,33,33
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,12,12
SANTA ROSA DEL SARA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,4,4
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,2,2
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,2,2
VIACHA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-09-01,2,2
ACHOCALLA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,10,10
ALCALA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,2,2
ARAMPAMPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,4,4
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,14,14
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,4,4
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,5,5
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,21,21
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,2,2
LA ASUNTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,4,4
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,12,12
LAGUNILLAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,10,10
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
PAMPA GRANDE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,4,4
PUERTO SUAREZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
PUNA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,2,2
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,32,32
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,10,10
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,2,2
URUBICHA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
VILA VILA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,1,1
