municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
MOROCHATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-04-01,1,1
PADCAYA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-04-01,1,1
PUNA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-04-01,3,3
QUIABAYA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-04-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-04-01,2,2
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-04-01,1,1
TIPUANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-04-01,1,1
CKOCHAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-05-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-05-01,1,1
LAJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-05-01,1,1
PUNA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-05-01,1,1
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-05-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-05-01,6,6
TIPUANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-05-01,1,1
TUPIZA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-05-01,40,40
BERMEJO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
BETANZOS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
CAQUIAVIRI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,2,2
CARANAVI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
COBIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,3,3
COLLANA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
MAIRANA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,2,2
QUIABAYA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
TIPUANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,2,2
VITICHI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
YAPACANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-06-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,2,2
ICLA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,2,2
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,7,7
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
PUNA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
QUILLACOLLO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
TARATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
VIACHA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
VILLA SERRANO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,1,1
VILLA TUNARI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,6,6
YUNCHARA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-07-01,2,2
ATOCHA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,6,6
AYO AYO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,1,1
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,25,25
GUAYARAMERIN,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,5,5
MORO MORO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,3,3
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,1,1
RURRENABAQUE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,6,6
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,1,1
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,118,118
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-08-01,1,1
"CAIZA ""D""",referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,5,5
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,4,4
IRUPANA (VILLA DE LANZA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,51,51
POJO (CBBA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,1,1
SAN BORJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,9,9
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,5,5
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,6,6
TIPUANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,1,1
TUPIZA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-09-01,7,7
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,1,1
HUACARETA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,4,4
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,4,4
LAJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,2,2
MONTEAGUDO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,5,5
MOROCHATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,2,2
POROMA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,1,1
SAN LUCAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,2,2
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,1,1
TIPUANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,1,1
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,2,2
VINTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,3,3
ZUDAÑEZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-10-01,15,15
"CAIZA ""D""",referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,4,4
COTAGAITA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
GUAYARAMERIN,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
LAJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
LURIBAY,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
MOCOMOCO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
MONTEAGUDO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,6,6
MONTERO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
MOROCHATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,4,4
SAN IGNACIO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,2,2
SAN JULIAN,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
SOPACHUY,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
SORACACHI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,3,3
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,126,126
TOMINA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,4,4
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,3,3
YACUIBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
YAPACANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-11-01,1,1
CAIROMA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-12-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-12-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-12-01,1,1
LAJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-12-01,1,1
RURRENABAQUE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-12-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2012-12-01,3,3
