,group,variable,month,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS FALCIPARUM,DE 5 AÑOS Y MÁS FALCIPARUM,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,malaria,de 5 anos y mas,2021-02-01,4,3,0,0,4,3,7
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-02-01,4,3,0,0,4,3,7
IXIAMAS,malaria,de 5 anos y mas,2021-02-01,56,23,0,0,56,23,79
MACHARETI,malaria,de 5 anos y mas,2021-02-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-02-01,6,2,0,0,6,2,8
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-02-01,18,9,0,0,18,9,27
OMEREQUE,malaria,de 5 anos y mas,2021-02-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-02-01,2,3,0,0,2,3,5
PUERTO RICO,malaria,de 5 anos y mas,2021-02-01,73,39,0,0,73,39,112
REYES,malaria,de 5 anos y mas,2021-02-01,4,2,0,0,4,2,6
RIBERALTA,malaria,de 5 anos y mas,2021-02-01,125,87,0,0,125,87,212
RURRENABAQUE,malaria,de 5 anos y mas,2021-02-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-02-01,20,18,0,0,20,18,38
SANTA ROSA,malaria,de 5 anos y mas,2021-02-01,6,1,0,0,6,1,7
SENA,malaria,de 5 anos y mas,2021-02-01,38,29,0,0,38,29,67
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-02-01,3,2,0,0,3,2,5
BELLA FLOR,malaria,de 5 anos y mas,2021-03-01,10,8,0,0,10,8,18
CHARAGUA,malaria,de 5 anos y mas,2021-03-01,3,10,0,0,3,10,13
COBIJA,malaria,de 5 anos y mas,2021-03-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-03-01,3,4,0,0,3,4,7
FILADELFIA,malaria,de 5 anos y mas,2021-03-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,de 5 anos y mas,2021-03-01,6,6,0,0,6,6,12
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-03-01,7,2,0,0,7,2,9
IXIAMAS,malaria,de 5 anos y mas,2021-03-01,71,26,0,0,71,26,97
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-03-01,11,6,0,0,11,6,17
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-03-01,30,13,0,0,30,13,43
OMEREQUE,malaria,de 5 anos y mas,2021-03-01,2,1,0,0,2,1,3
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-03-01,6,1,0,0,6,1,7
PUERTO RICO,malaria,de 5 anos y mas,2021-03-01,58,39,0,0,58,39,97
REYES,malaria,de 5 anos y mas,2021-03-01,1,2,0,0,1,2,3
RIBERALTA,malaria,de 5 anos y mas,2021-03-01,145,97,0,0,145,97,242
RURRENABAQUE,malaria,de 5 anos y mas,2021-03-01,1,0,0,0,1,0,1
SAN JOAQUIN,malaria,de 5 anos y mas,2021-03-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-03-01,24,18,0,0,24,18,42
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-03-01,1,1,0,0,1,1,2
SAN RAMON BENI,malaria,de 5 anos y mas,2021-03-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 5 anos y mas,2021-03-01,3,4,0,0,3,4,7
SENA,malaria,de 5 anos y mas,2021-03-01,44,32,0,0,44,32,76
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-03-01,3,7,0,1,3,8,11
BELLA FLOR,malaria,de 5 anos y mas,2021-04-01,7,0,0,0,7,0,7
COBIJA,malaria,de 5 anos y mas,2021-04-01,1,2,0,0,1,2,3
EL TORNO,malaria,de 5 anos y mas,2021-04-01,0,1,0,0,0,1,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-04-01,4,0,0,0,4,0,4
GUAYARAMERIN,malaria,de 5 anos y mas,2021-04-01,45,29,0,0,45,29,74
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-04-01,4,4,0,0,4,4,8
IXIAMAS,malaria,de 5 anos y mas,2021-04-01,43,19,0,0,43,19,62
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-04-01,14,4,0,0,14,4,18
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-04-01,8,3,0,0,8,3,11
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-04-01,3,0,0,0,3,0,3
PUERTO RICO,malaria,de 5 anos y mas,2021-04-01,56,38,0,0,56,38,94
REYES,malaria,de 5 anos y mas,2021-04-01,5,3,0,0,5,3,8
RIBERALTA,malaria,de 5 anos y mas,2021-04-01,141,51,1,0,142,51,193
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-04-01,15,14,0,0,15,14,29
SANTA CRUZ DE LA SIERRA,malaria,de 5 anos y mas,2021-04-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2021-04-01,4,6,0,0,4,6,10
SENA,malaria,de 5 anos y mas,2021-04-01,40,23,0,0,40,23,63
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-04-01,3,2,0,0,3,2,5
BELLA FLOR,malaria,de 5 anos y mas,2021-05-01,6,2,0,0,6,2,8
COBIJA,malaria,de 5 anos y mas,2021-05-01,3,2,0,0,3,2,5
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-05-01,11,3,0,0,11,3,14
FILADELFIA,malaria,de 5 anos y mas,2021-05-01,2,1,0,0,2,1,3
GUAYARAMERIN,malaria,de 5 anos y mas,2021-05-01,38,25,0,0,38,25,63
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-05-01,8,6,0,0,8,6,14
IXIAMAS,malaria,de 5 anos y mas,2021-05-01,47,18,0,0,47,18,65
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-05-01,11,7,0,0,11,7,18
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-05-01,28,18,0,0,28,18,46
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-05-01,6,1,0,0,6,1,7
PUERTO RICO,malaria,de 5 anos y mas,2021-05-01,52,25,0,0,52,25,77
REYES,malaria,de 5 anos y mas,2021-05-01,5,7,0,0,5,7,12
RIBERALTA,malaria,de 5 anos y mas,2021-05-01,213,130,0,1,213,131,344
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-05-01,16,12,0,0,16,12,28
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-05-01,1,0,0,0,1,0,1
SAN RAMON BENI,malaria,de 5 anos y mas,2021-05-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 5 anos y mas,2021-05-01,4,2,0,0,4,2,6
SENA,malaria,de 5 anos y mas,2021-05-01,36,23,1,0,37,23,60
SOPACHUY,malaria,de 5 anos y mas,2021-05-01,0,1,0,0,0,1,1
SUCRE,malaria,de 5 anos y mas,2021-05-01,2,3,0,0,2,3,5
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-05-01,4,5,0,0,4,5,9
BELLA FLOR,malaria,de 5 anos y mas,2021-06-01,10,4,0,0,10,4,14
CHIMORE,malaria,de 5 anos y mas,2021-06-01,0,1,4,0,4,1,5
COBIJA,malaria,de 5 anos y mas,2021-06-01,1,3,0,0,1,3,4
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-06-01,2,2,0,1,2,3,5
FILADELFIA,malaria,de 5 anos y mas,2021-06-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2021-06-01,56,42,0,0,56,42,98
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-06-01,4,4,0,0,4,4,8
IXIAMAS,malaria,de 5 anos y mas,2021-06-01,55,18,0,0,55,18,73
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-06-01,21,9,0,0,21,9,30
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-06-01,12,14,0,0,12,14,26
PORVENIR,malaria,de 5 anos y mas,2021-06-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-06-01,9,4,0,0,9,4,13
PUERTO RICO,malaria,de 5 anos y mas,2021-06-01,35,34,0,0,35,34,69
REYES,malaria,de 5 anos y mas,2021-06-01,4,3,0,0,4,3,7
RIBERALTA,malaria,de 5 anos y mas,2021-06-01,257,178,0,0,257,178,435
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-06-01,14,13,0,0,14,13,27
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-06-01,6,2,0,0,6,2,8
SANTA ROSA,malaria,de 5 anos y mas,2021-06-01,1,1,0,0,1,1,2
SENA,malaria,de 5 anos y mas,2021-06-01,39,22,0,0,39,22,61
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-06-01,3,3,0,1,3,4,7
BELLA FLOR,malaria,de 5 anos y mas,2021-07-01,6,3,0,0,6,3,9
COBIJA,malaria,de 5 anos y mas,2021-07-01,2,3,0,0,2,3,5
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-07-01,8,3,2,0,10,3,13
GUAYARAMERIN,malaria,de 5 anos y mas,2021-07-01,64,32,0,0,64,32,96
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-07-01,11,4,0,0,11,4,15
IXIAMAS,malaria,de 5 anos y mas,2021-07-01,19,9,0,0,19,9,28
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-07-01,17,7,0,0,17,7,24
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-07-01,19,12,0,0,19,12,31
PORVENIR,malaria,de 5 anos y mas,2021-07-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-07-01,4,3,0,0,4,3,7
PUERTO RICO,malaria,de 5 anos y mas,2021-07-01,37,22,0,0,37,22,59
REYES,malaria,de 5 anos y mas,2021-07-01,11,3,0,0,11,3,14
RIBERALTA,malaria,de 5 anos y mas,2021-07-01,152,98,1,0,153,98,251
SAN BORJA,malaria,de 5 anos y mas,2021-07-01,2,1,0,0,2,1,3
SAN BUENA VENTURA,malaria,de 5 anos y mas,2021-07-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-07-01,12,8,0,0,12,8,20
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-07-01,2,3,0,0,2,3,5
SANTA ROSA,malaria,de 5 anos y mas,2021-07-01,2,1,0,0,2,1,3
SENA,malaria,de 5 anos y mas,2021-07-01,18,8,0,0,18,8,26
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-07-01,1,4,0,0,1,4,5
BELLA FLOR,malaria,de 5 anos y mas,2021-08-01,5,1,0,0,5,1,6
COBIJA,malaria,de 5 anos y mas,2021-08-01,0,3,0,0,0,3,3
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-08-01,13,4,0,0,13,4,17
GUAYARAMERIN,malaria,de 5 anos y mas,2021-08-01,24,16,0,0,24,16,40
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-08-01,11,3,0,0,11,3,14
IXIAMAS,malaria,de 5 anos y mas,2021-08-01,20,16,0,0,20,16,36
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-08-01,11,5,0,0,11,5,16
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-08-01,12,12,0,0,12,12,24
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-08-01,7,3,1,0,8,3,11
PUERTO RICO,malaria,de 5 anos y mas,2021-08-01,40,35,0,0,40,35,75
REYES,malaria,de 5 anos y mas,2021-08-01,1,4,0,0,1,4,5
RIBERALTA,malaria,de 5 anos y mas,2021-08-01,132,67,5,0,137,67,204
SAN BORJA,malaria,de 5 anos y mas,2021-08-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2021-08-01,0,1,0,0,0,1,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-08-01,4,2,0,0,4,2,6
SAN LUCAS,malaria,de 5 anos y mas,2021-08-01,3,2,0,0,3,2,5
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-08-01,3,4,0,0,3,4,7
SANTA CRUZ DE LA SIERRA,malaria,de 5 anos y mas,2021-08-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 5 anos y mas,2021-08-01,2,2,0,0,2,2,4
SENA,malaria,de 5 anos y mas,2021-08-01,10,11,0,0,10,11,21
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-08-01,2,0,0,0,2,0,2
BELLA FLOR,malaria,de 5 anos y mas,2021-09-01,3,3,0,0,3,3,6
CHARAGUA,malaria,de 5 anos y mas,2021-09-01,6,7,0,0,6,7,13
COBIJA,malaria,de 5 anos y mas,2021-09-01,5,0,0,0,5,0,5
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-09-01,6,2,0,0,6,2,8
GUAYARAMERIN,malaria,de 5 anos y mas,2021-09-01,94,29,0,0,94,29,123
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-09-01,15,6,0,0,15,6,21
IXIAMAS,malaria,de 5 anos y mas,2021-09-01,13,8,0,0,13,8,21
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-09-01,14,7,0,0,14,7,21
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-09-01,23,21,0,0,23,21,44
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-09-01,7,1,0,0,7,1,8
PUERTO RICO,malaria,de 5 anos y mas,2021-09-01,29,22,0,0,29,22,51
REYES,malaria,de 5 anos y mas,2021-09-01,4,4,0,0,4,4,8
RIBERALTA,malaria,de 5 anos y mas,2021-09-01,210,144,18,15,228,159,387
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-09-01,8,2,1,0,9,2,11
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-09-01,4,1,0,0,4,1,5
SANTA ROSA,malaria,de 5 anos y mas,2021-09-01,1,0,0,0,1,0,1
SENA,malaria,de 5 anos y mas,2021-09-01,19,5,0,0,19,5,24
SOPACHUY,malaria,de 5 anos y mas,2021-09-01,0,1,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-09-01,5,4,0,0,5,4,9
BELLA FLOR,malaria,de 5 anos y mas,2021-10-01,15,7,0,0,15,7,22
COBIJA,malaria,de 5 anos y mas,2021-10-01,6,4,0,0,6,4,10
COCHABAMBA,malaria,de 5 anos y mas,2021-10-01,0,1,0,0,0,1,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-10-01,4,3,0,0,4,3,7
FILADELFIA,malaria,de 5 anos y mas,2021-10-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,de 5 anos y mas,2021-10-01,42,28,0,0,42,28,70
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-10-01,21,8,0,1,21,9,30
IXIAMAS,malaria,de 5 anos y mas,2021-10-01,10,4,0,0,10,4,14
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-10-01,10,3,0,0,10,3,13
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-10-01,32,19,0,0,32,19,51
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-10-01,4,0,2,0,6,0,6
PUERTO RICO,malaria,de 5 anos y mas,2021-10-01,21,19,0,0,21,19,40
REYES,malaria,de 5 anos y mas,2021-10-01,3,2,0,0,3,2,5
RIBERALTA,malaria,de 5 anos y mas,2021-10-01,328,232,30,25,358,257,615
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-10-01,13,9,0,0,13,9,22
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-10-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 5 anos y mas,2021-10-01,4,2,0,0,4,2,6
SENA,malaria,de 5 anos y mas,2021-10-01,24,19,0,0,24,19,43
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-10-01,4,2,0,0,4,2,6
ALCALA,malaria,de 5 anos y mas,2021-11-01,3,19,0,0,3,19,22
BELLA FLOR,malaria,de 5 anos y mas,2021-11-01,28,8,0,0,28,8,36
COBIJA,malaria,de 5 anos y mas,2021-11-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-11-01,1,2,0,0,1,2,3
FILADELFIA,malaria,de 5 anos y mas,2021-11-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2021-11-01,63,33,3,4,66,37,103
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-11-01,10,7,2,0,12,7,19
IXIAMAS,malaria,de 5 anos y mas,2021-11-01,18,13,0,0,18,13,31
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-11-01,10,7,0,0,10,7,17
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-11-01,19,10,0,0,19,10,29
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-11-01,2,2,3,0,5,2,7
PUERTO RICO,malaria,de 5 anos y mas,2021-11-01,30,23,1,0,31,23,54
REYES,malaria,de 5 anos y mas,2021-11-01,3,2,0,0,3,2,5
RIBERALTA,malaria,de 5 anos y mas,2021-11-01,392,303,13,4,405,307,712
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-11-01,11,8,0,0,11,8,19
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-11-01,3,0,0,0,3,0,3
SANTA ROSA,malaria,de 5 anos y mas,2021-11-01,5,6,0,0,5,6,11
SENA,malaria,de 5 anos y mas,2021-11-01,40,21,0,0,40,21,61
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-11-01,3,4,0,0,3,4,7
BELLA FLOR,malaria,de 5 anos y mas,2021-12-01,13,10,0,0,13,10,23
COBIJA,malaria,de 5 anos y mas,2021-12-01,3,0,0,0,3,0,3
COCHABAMBA,malaria,de 5 anos y mas,2021-12-01,3,0,0,0,3,0,3
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2021-12-01,3,1,1,3,4,4,8
FILADELFIA,malaria,de 5 anos y mas,2021-12-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2021-12-01,64,32,0,0,64,32,96
INGAVI (HUMAITA),malaria,de 5 anos y mas,2021-12-01,9,4,2,0,11,4,15
IXIAMAS,malaria,de 5 anos y mas,2021-12-01,7,2,0,0,7,2,9
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2021-12-01,18,3,0,0,18,3,21
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2021-12-01,15,9,0,0,15,9,24
PORVENIR,malaria,de 5 anos y mas,2021-12-01,3,0,0,0,3,0,3
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2021-12-01,1,0,0,0,1,0,1
PUERTO RICO,malaria,de 5 anos y mas,2021-12-01,44,24,0,0,44,24,68
PUERTO SUAREZ,malaria,de 5 anos y mas,2021-12-01,23,21,0,0,23,21,44
REYES,malaria,de 5 anos y mas,2021-12-01,5,3,0,0,5,3,8
RIBERALTA,malaria,de 5 anos y mas,2021-12-01,272,203,8,5,280,208,488
RURRENABAQUE,malaria,de 5 anos y mas,2021-12-01,2,0,0,0,2,0,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2021-12-01,21,17,2,1,23,18,41
SAN PEDRO(PND),malaria,de 5 anos y mas,2021-12-01,3,3,0,0,3,3,6
SANTA ROSA,malaria,de 5 anos y mas,2021-12-01,6,5,0,0,6,5,11
SENA,malaria,de 5 anos y mas,2021-12-01,39,28,3,0,42,28,70
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2021-12-01,0,1,0,0,0,1,1
