,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
ARBIETO,atencion odontologica,restauraciones,2018-01-01,42,47,6,14,3,13,11,69,12,30,0,0,0,0,247
ARQUE,atencion odontologica,restauraciones,2018-01-01,16,15,6,4,2,23,10,63,9,13,0,0,0,0,161
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2018-01-01,53,11,0,0,0,23,0,20,9,6,0,0,0,0,122
ATOCHA,atencion odontologica,restauraciones,2018-01-01,14,16,37,58,25,43,59,78,7,8,0,0,0,0,345
AUCAPATA,atencion odontologica,restauraciones,2018-01-01,8,9,1,1,0,3,0,3,0,0,0,0,0,0,25
AYATA,atencion odontologica,restauraciones,2018-01-01,3,0,1,2,1,6,0,7,5,3,0,0,0,0,28
AYO AYO,atencion odontologica,restauraciones,2018-01-01,6,5,0,3,2,3,2,8,3,1,0,0,0,0,33
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2018-01-01,30,27,30,45,18,52,31,81,8,8,0,0,0,0,330
AZURDUY,atencion odontologica,restauraciones,2018-01-01,6,13,2,3,0,14,7,35,1,0,0,0,0,0,81
BATALLAS,atencion odontologica,restauraciones,2018-01-01,23,19,0,4,4,6,1,5,1,5,0,0,0,0,68
BAURES,atencion odontologica,restauraciones,2018-01-01,0,2,3,8,1,0,10,4,2,5,0,0,0,0,35
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2018-01-01,2,3,3,0,0,0,0,2,0,0,0,0,0,0,10
BELEN DE URMIRI,atencion odontologica,restauraciones,2018-01-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
BELLA FLOR,atencion odontologica,restauraciones,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,restauraciones,2018-01-01,3,3,17,28,25,32,45,124,26,5,0,0,0,0,308
BETANZOS,atencion odontologica,restauraciones,2018-01-01,23,22,17,18,12,33,14,76,13,17,0,0,0,0,245
BOLIVAR,atencion odontologica,restauraciones,2018-01-01,3,2,0,3,6,5,4,7,0,0,0,0,0,0,30
BOYUIBE,atencion odontologica,restauraciones,2018-01-01,0,2,1,3,0,1,2,11,0,0,0,0,0,0,20
BUENA VISTA,atencion odontologica,restauraciones,2018-01-01,9,16,2,0,0,3,3,9,2,0,0,0,0,0,44
CABEZAS,atencion odontologica,restauraciones,2018-01-01,8,31,4,7,4,10,10,13,0,0,0,0,0,0,87
CAIROMA,atencion odontologica,restauraciones,2018-01-01,1,4,0,2,0,5,0,0,0,0,0,0,0,0,12
"CAIZA ""D""",atencion odontologica,restauraciones,2018-01-01,1,2,5,7,2,6,1,20,2,1,0,0,0,0,47
CAJUATA,atencion odontologica,restauraciones,2018-01-01,3,20,20,21,2,17,9,35,1,0,0,0,0,0,128
CALACOTO,atencion odontologica,restauraciones,2018-01-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
CALAMARCA,atencion odontologica,restauraciones,2018-01-01,19,15,1,13,21,22,12,17,3,4,0,0,0,0,127
CAMARGO,atencion odontologica,restauraciones,2018-01-01,10,11,8,20,1,20,9,52,0,1,0,0,0,0,132
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2018-01-01,0,0,13,2,0,4,8,24,0,0,0,0,0,0,51
CAMIRI,atencion odontologica,restauraciones,2018-01-01,47,28,14,35,40,25,29,102,29,7,0,0,0,0,356
CAPINOTA,atencion odontologica,restauraciones,2018-01-01,40,42,66,64,37,36,14,75,16,8,0,0,0,0,398
CAQUIAVIRI,atencion odontologica,restauraciones,2018-01-01,30,22,0,3,8,8,1,30,6,0,0,0,0,0,108
CARACOLLO,atencion odontologica,restauraciones,2018-01-01,50,47,17,95,44,40,35,89,4,14,0,0,0,0,435
CARANAVI,atencion odontologica,restauraciones,2018-01-01,66,40,8,5,9,44,13,53,16,12,0,0,0,0,266
CARAPARI,atencion odontologica,restauraciones,2018-01-01,3,11,50,35,62,50,56,79,0,0,0,0,0,0,346
CARIPUYO,atencion odontologica,restauraciones,2018-01-01,6,8,0,0,0,3,1,14,1,1,0,0,0,0,34
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2018-01-01,10,10,10,13,2,3,2,9,1,2,0,0,0,0,62
CATACORA,atencion odontologica,restauraciones,2018-01-01,0,0,1,0,0,3,0,1,0,0,0,0,0,0,5
CHACARILLA,atencion odontologica,restauraciones,2018-01-01,5,0,1,6,0,1,2,2,1,1,0,0,0,0,19
CHALLAPATA,atencion odontologica,restauraciones,2018-01-01,60,79,107,178,28,74,9,150,26,12,0,0,0,0,723
CHAQUI,atencion odontologica,restauraciones,2018-01-01,11,27,4,7,8,6,11,22,0,0,0,0,0,0,96
CHARAGUA,atencion odontologica,restauraciones,2018-01-01,10,17,5,8,14,7,12,30,0,0,0,0,0,0,103
CHARAÑA,atencion odontologica,restauraciones,2018-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CHAYANTA,atencion odontologica,restauraciones,2018-01-01,4,19,7,12,8,12,8,21,0,1,0,0,0,0,92
CHIMORE,atencion odontologica,restauraciones,2018-01-01,36,51,31,53,15,27,6,112,18,10,0,0,0,0,359
CHIPAYA,atencion odontologica,restauraciones,2018-01-01,1,0,0,1,0,2,13,10,2,1,0,0,0,0,30
CHOQUE COTA,atencion odontologica,restauraciones,2018-01-01,6,0,1,4,0,0,4,3,4,2,0,0,0,0,24
CHUA COCANI,atencion odontologica,restauraciones,2018-01-01,5,3,0,4,12,8,5,4,0,2,0,0,0,0,43
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2018-01-01,50,44,10,15,1,12,16,60,0,0,0,0,0,0,208
CHUMA,atencion odontologica,restauraciones,2018-01-01,19,5,12,16,6,18,21,45,5,2,0,0,0,0,149
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2018-01-01,2,4,3,14,5,11,6,31,3,0,0,0,0,0,79
CKOCHAS,atencion odontologica,restauraciones,2018-01-01,12,21,5,1,0,5,2,19,1,2,0,0,0,0,68
CLIZA,atencion odontologica,restauraciones,2018-01-01,44,51,47,55,9,19,22,58,14,15,0,0,0,0,334
COBIJA,atencion odontologica,restauraciones,2018-01-01,45,54,58,68,43,70,86,114,17,1,0,0,0,0,556
COCAPATA,atencion odontologica,restauraciones,2018-01-01,13,23,0,0,4,11,0,20,0,3,0,0,0,0,74
COCHABAMBA,atencion odontologica,restauraciones,2018-01-01,855,909,881,1017,360,678,1040,2369,551,356,0,0,0,0,9016
COIPASA,atencion odontologica,restauraciones,2018-01-01,2,0,5,9,4,1,3,13,0,0,0,0,0,0,37
COLCAPIRHUA,atencion odontologica,restauraciones,2018-01-01,92,138,24,30,12,16,14,104,24,31,0,0,0,0,485
"COLCHA ""K""",atencion odontologica,restauraciones,2018-01-01,12,27,4,1,0,5,0,11,8,6,0,0,0,0,74
COLLANA,atencion odontologica,restauraciones,2018-01-01,0,9,2,1,2,5,1,7,0,2,0,0,0,0,29
COLOMI,atencion odontologica,restauraciones,2018-01-01,18,27,4,3,8,25,2,58,4,0,0,0,0,0,149
COLQUECHACA,atencion odontologica,restauraciones,2018-01-01,34,34,25,27,18,26,8,126,15,16,0,0,0,0,329
COLQUENCHA,atencion odontologica,restauraciones,2018-01-01,6,14,18,26,22,41,9,37,0,1,0,0,0,0,174
COLQUIRI,atencion odontologica,restauraciones,2018-01-01,25,36,3,9,1,4,8,35,16,12,0,0,0,0,149
COMANCHE,atencion odontologica,restauraciones,2018-01-01,3,7,0,1,3,4,1,2,2,1,0,0,0,0,24
COMARAPA,atencion odontologica,restauraciones,2018-01-01,18,7,19,4,5,16,8,31,2,2,0,0,0,0,112
CONCEPCION,atencion odontologica,restauraciones,2018-01-01,3,3,1,4,0,0,1,8,0,0,0,0,0,0,20
COPACABANA,atencion odontologica,restauraciones,2018-01-01,15,3,16,3,2,3,4,3,1,0,0,0,0,0,50
CORIPATA,atencion odontologica,restauraciones,2018-01-01,7,6,11,3,0,2,9,10,1,0,0,0,0,0,49
CORO CORO,atencion odontologica,restauraciones,2018-01-01,5,2,26,31,7,25,13,12,1,0,0,0,0,0,122
COROICO,atencion odontologica,restauraciones,2018-01-01,6,7,12,4,3,2,1,11,1,0,0,0,0,0,47
CORQUE,atencion odontologica,restauraciones,2018-01-01,6,10,0,14,1,7,1,10,13,16,0,0,0,0,78
COTAGAITA,atencion odontologica,restauraciones,2018-01-01,25,9,32,57,36,23,56,91,11,1,0,0,0,0,341
COTOCA,atencion odontologica,restauraciones,2018-01-01,35,17,2,1,0,1,0,20,1,0,0,0,0,0,77
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2018-01-01,0,1,0,0,0,0,0,0,2,1,0,0,0,0,4
CUATRO CAÑADAS,atencion odontologica,restauraciones,2018-01-01,45,57,7,9,2,19,7,36,15,5,0,0,0,0,202
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2018-01-01,14,0,0,6,5,7,5,12,0,1,0,0,0,0,50
CUEVO,atencion odontologica,restauraciones,2018-01-01,0,0,2,9,5,11,5,16,2,1,0,0,0,0,51
CULPINA,atencion odontologica,restauraciones,2018-01-01,11,3,5,6,1,1,10,25,0,4,0,0,0,0,66
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2018-01-01,10,3,1,3,5,11,3,11,4,9,0,0,0,0,60
CURVA,atencion odontologica,restauraciones,2018-01-01,4,1,0,0,0,1,1,4,0,7,0,0,0,0,18
DESAGUADERO,atencion odontologica,restauraciones,2018-01-01,3,8,3,5,0,3,1,6,0,0,0,0,0,0,29
EL ALTO,atencion odontologica,restauraciones,2018-01-01,786,925,1531,2023,636,1145,510,1199,91,65,0,0,0,0,8911
EL CHORO,atencion odontologica,restauraciones,2018-01-01,11,3,2,0,0,1,2,12,1,1,0,0,0,0,33
EL PUENTE(STC),atencion odontologica,restauraciones,2018-01-01,8,7,1,0,5,9,9,22,1,1,0,0,0,0,63
EL PUENTE(TJA),atencion odontologica,restauraciones,2018-01-01,0,4,23,13,6,17,17,58,0,1,0,0,0,0,139
EL TORNO,atencion odontologica,restauraciones,2018-01-01,46,35,12,33,20,30,9,54,5,9,0,0,0,0,253
EL VILLAR,atencion odontologica,restauraciones,2018-01-01,0,1,17,12,8,11,9,23,0,0,0,0,0,0,81
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2018-01-01,2,4,8,10,2,25,23,60,7,7,0,0,0,0,148
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2018-01-01,24,48,4,6,5,28,1,39,2,3,0,0,0,0,160
ESCARA,atencion odontologica,restauraciones,2018-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3
ESCOMA,atencion odontologica,restauraciones,2018-01-01,2,1,3,0,2,6,1,10,1,0,0,0,0,0,26
ESMERALDA,atencion odontologica,restauraciones,2018-01-01,0,0,0,2,0,0,2,3,1,5,0,0,0,0,13
EUCALIPTUS,atencion odontologica,restauraciones,2018-01-01,2,5,3,3,7,3,2,21,3,0,0,0,0,0,49
EXALTACION,atencion odontologica,restauraciones,2018-01-01,0,10,0,0,0,8,4,8,0,2,0,0,0,0,32
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2018-01-01,28,21,2,6,8,17,12,62,8,3,0,0,0,0,167
FILADELFIA,atencion odontologica,restauraciones,2018-01-01,0,0,0,2,1,5,6,11,1,0,0,0,0,0,26
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2018-01-01,10,5,0,0,4,3,2,13,2,5,0,0,0,0,44
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2018-01-01,8,11,3,6,4,9,19,34,7,0,0,0,0,0,101
GUANAY,atencion odontologica,restauraciones,2018-01-01,7,17,0,0,0,1,1,4,18,3,0,0,0,0,51
GUAQUI,atencion odontologica,restauraciones,2018-01-01,2,13,1,1,1,4,1,10,1,0,0,0,0,0,34
GUAYARAMERIN,atencion odontologica,restauraciones,2018-01-01,40,47,83,168,66,126,130,225,42,17,0,0,0,0,944
GUTIERREZ,atencion odontologica,restauraciones,2018-01-01,0,1,1,1,2,4,2,8,5,0,0,0,0,0,24
HUACARETA,atencion odontologica,restauraciones,2018-01-01,15,13,2,2,8,24,5,16,0,0,0,0,0,0,85
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2018-01-01,0,3,2,5,5,4,8,7,0,0,0,0,0,0,34
HUACHACALLA,atencion odontologica,restauraciones,2018-01-01,0,1,1,2,0,4,0,13,0,6,0,0,0,0,27
HUANUNI,atencion odontologica,restauraciones,2018-01-01,40,91,82,98,45,86,49,116,3,17,0,0,0,0,627
HUARACAJE,atencion odontologica,restauraciones,2018-01-01,1,0,11,0,4,7,5,6,5,2,0,0,0,0,41
HUARINA,atencion odontologica,restauraciones,2018-01-01,7,5,4,8,2,1,1,3,9,0,0,0,0,0,40
HUATAJATA,atencion odontologica,restauraciones,2018-01-01,1,2,0,2,2,0,0,17,6,1,0,0,0,0,31
HUAYLLAMARCA,atencion odontologica,restauraciones,2018-01-01,4,0,6,3,4,0,0,5,0,0,0,0,0,0,22
HUMANATA,atencion odontologica,restauraciones,2018-01-01,3,0,0,0,0,0,0,0,7,6,0,0,0,0,16
ICHOCA,atencion odontologica,restauraciones,2018-01-01,9,11,3,4,0,3,0,8,2,2,0,0,0,0,42
ICLA,atencion odontologica,restauraciones,2018-01-01,19,17,17,37,8,16,8,53,4,0,0,0,0,0,179
INCAHUASI,atencion odontologica,restauraciones,2018-01-01,0,4,9,9,10,7,8,19,1,0,0,0,0,0,67
INGAVI (HUMAITA),atencion odontologica,restauraciones,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INQUISIVI,atencion odontologica,restauraciones,2018-01-01,10,2,6,5,5,10,26,23,1,2,0,0,0,0,90
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2018-01-01,50,25,12,17,9,10,12,48,5,8,0,0,0,0,196
IXIAMAS,atencion odontologica,restauraciones,2018-01-01,2,2,0,7,2,6,6,12,3,0,0,0,0,0,40
JESUS DE MACHACA,atencion odontologica,restauraciones,2018-01-01,10,11,0,7,1,8,3,19,2,8,0,0,0,0,69
LA ASUNTA,atencion odontologica,restauraciones,2018-01-01,32,34,20,30,17,26,18,62,4,1,0,0,0,0,244
LA GUARDIA,atencion odontologica,restauraciones,2018-01-01,38,55,6,0,1,10,2,38,3,4,0,0,0,0,157
LA PAZ,atencion odontologica,restauraciones,2018-01-01,1214,1225,1463,1397,611,799,1502,2824,472,337,0,0,0,0,11844
LA RIVERA,atencion odontologica,restauraciones,2018-01-01,10,4,1,4,3,0,0,4,0,0,0,0,0,0,26
LAGUNILLAS,atencion odontologica,restauraciones,2018-01-01,0,0,1,0,4,8,2,6,0,0,0,0,0,0,21
LAJA,atencion odontologica,restauraciones,2018-01-01,15,24,5,4,4,22,6,24,5,6,0,0,0,0,115
LAS CARRERAS,atencion odontologica,restauraciones,2018-01-01,2,3,9,7,3,3,16,46,0,2,0,0,0,0,91
LICOMA PAMPA,atencion odontologica,restauraciones,2018-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LLALLAGUA,atencion odontologica,restauraciones,2018-01-01,183,128,27,59,13,26,14,159,14,13,0,0,0,0,636
LORETO,atencion odontologica,restauraciones,2018-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,restauraciones,2018-01-01,2,1,1,0,0,5,1,4,2,0,0,0,0,0,16
MACHACAMARCA,atencion odontologica,restauraciones,2018-01-01,9,19,113,60,22,26,10,34,13,19,0,0,0,0,325
MACHARETI,atencion odontologica,restauraciones,2018-01-01,6,4,4,2,2,5,5,11,1,0,0,0,0,0,40
MAGDALENA,atencion odontologica,restauraciones,2018-01-01,3,11,15,13,3,9,4,28,2,2,0,0,0,0,90
MAIRANA,atencion odontologica,restauraciones,2018-01-01,38,52,22,33,9,7,12,45,15,21,0,0,0,0,254
MALLA,atencion odontologica,restauraciones,2018-01-01,1,2,2,0,4,0,0,9,3,0,0,0,0,0,21
MAPIRI,atencion odontologica,restauraciones,2018-01-01,16,22,8,3,3,11,3,31,0,1,0,0,0,0,98
MECAPACA,atencion odontologica,restauraciones,2018-01-01,5,1,0,6,2,6,0,5,1,0,0,0,0,0,26
MINEROS,atencion odontologica,restauraciones,2018-01-01,14,28,0,4,0,2,4,19,4,0,0,0,0,0,75
MIZQUE,atencion odontologica,restauraciones,2018-01-01,33,25,19,15,8,34,29,70,2,10,0,0,0,0,245
MOCOMOCO,atencion odontologica,restauraciones,2018-01-01,1,2,1,6,3,10,2,10,0,2,0,0,0,0,37
MOJINETE,atencion odontologica,restauraciones,2018-01-01,0,3,1,0,0,5,0,0,0,0,0,0,0,0,9
MOJOCOYA,atencion odontologica,restauraciones,2018-01-01,4,0,13,26,13,19,19,39,2,0,0,0,0,0,135
MONTEAGUDO,atencion odontologica,restauraciones,2018-01-01,48,71,23,41,12,59,42,166,12,5,0,0,0,0,479
MONTERO,atencion odontologica,restauraciones,2018-01-01,85,97,133,146,51,119,73,368,28,12,0,0,0,0,1112
MORO MORO,atencion odontologica,restauraciones,2018-01-01,0,0,1,3,2,5,0,6,0,3,0,0,0,0,20
MOROCHATA,atencion odontologica,restauraciones,2018-01-01,3,6,3,6,5,15,1,23,4,0,0,0,0,0,66
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2018-01-01,5,0,1,0,1,0,0,1,0,3,0,0,0,0,11
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,restauraciones,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,restauraciones,2018-01-01,8,8,1,3,1,3,9,29,1,6,0,0,0,0,69
OKINAWA,atencion odontologica,restauraciones,2018-01-01,2,3,2,1,0,1,0,10,0,1,0,0,0,0,20
OMEREQUE,atencion odontologica,restauraciones,2018-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
ORURO,atencion odontologica,restauraciones,2018-01-01,461,532,426,491,215,454,700,995,130,110,0,0,0,0,4514
PADCAYA,atencion odontologica,restauraciones,2018-01-01,4,8,12,14,17,32,14,32,0,2,0,0,0,0,135
PADILLA,atencion odontologica,restauraciones,2018-01-01,26,33,35,36,20,37,17,77,1,4,0,0,0,0,286
PAILON,atencion odontologica,restauraciones,2018-01-01,18,23,9,5,1,20,13,66,16,2,0,0,0,0,173
PALCA,atencion odontologica,restauraciones,2018-01-01,22,26,9,11,0,8,8,12,0,0,0,0,0,0,96
PALOS BLANCOS,atencion odontologica,restauraciones,2018-01-01,38,27,24,28,7,29,14,91,7,9,0,0,0,0,274
PAMPA AULLAGAS,atencion odontologica,restauraciones,2018-01-01,3,13,3,5,3,4,0,8,1,5,0,0,0,0,45
PAMPA GRANDE,atencion odontologica,restauraciones,2018-01-01,5,2,1,6,0,0,1,7,0,0,0,0,0,0,22
PAPEL PAMPA,atencion odontologica,restauraciones,2018-01-01,3,0,1,0,0,2,9,6,1,2,0,0,0,0,24
PASORAPA,atencion odontologica,restauraciones,2018-01-01,1,2,4,2,12,10,1,19,3,0,0,0,0,0,54
PATACAMAYA,atencion odontologica,restauraciones,2018-01-01,34,31,9,20,5,6,5,15,1,1,0,0,0,0,127
PAZÑA,atencion odontologica,restauraciones,2018-01-01,12,14,16,21,5,9,16,29,9,19,0,0,0,0,150
PELECHUCO,atencion odontologica,restauraciones,2018-01-01,28,29,1,2,1,4,0,15,0,1,0,0,0,0,81
POCOATA,atencion odontologica,restauraciones,2018-01-01,2,1,4,10,0,3,0,19,0,4,0,0,0,0,43
POCONA,atencion odontologica,restauraciones,2018-01-01,12,10,2,8,0,8,1,28,0,1,0,0,0,0,70
POJO (CBBA),atencion odontologica,restauraciones,2018-01-01,21,13,5,11,9,17,6,40,2,0,0,0,0,0,124
POOPO,atencion odontologica,restauraciones,2018-01-01,5,18,38,24,61,58,48,41,7,10,0,0,0,0,310
PORCO,atencion odontologica,restauraciones,2018-01-01,3,0,0,0,0,4,0,9,0,0,0,0,0,0,16
POROMA,atencion odontologica,restauraciones,2018-01-01,3,2,2,6,4,2,9,10,2,1,0,0,0,0,41
PORONGO,atencion odontologica,restauraciones,2018-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
PORTACHUELO,atencion odontologica,restauraciones,2018-01-01,1,0,4,2,0,3,0,6,2,0,0,0,0,0,18
PORVENIR,atencion odontologica,restauraciones,2018-01-01,4,5,2,18,16,6,11,9,2,0,0,0,0,0,73
POSTRER VALLE,atencion odontologica,restauraciones,2018-01-01,1,0,1,0,0,0,1,7,0,0,0,0,0,0,10
POTOSI,atencion odontologica,restauraciones,2018-01-01,195,180,122,210,152,191,156,415,112,97,0,0,0,0,1830
PRESTO,atencion odontologica,restauraciones,2018-01-01,1,5,3,4,5,13,4,6,2,1,0,0,0,0,44
PUCARA,atencion odontologica,restauraciones,2018-01-01,0,0,2,0,0,0,1,11,0,0,0,0,0,0,14
PUCARANI,atencion odontologica,restauraciones,2018-01-01,49,13,12,20,2,32,12,34,9,8,0,0,0,0,191
PUERTO ACOSTA,atencion odontologica,restauraciones,2018-01-01,1,3,0,1,5,7,3,8,3,2,0,0,0,0,33
PUERTO CARABUCO,atencion odontologica,restauraciones,2018-01-01,2,7,6,0,8,9,15,19,3,4,0,0,0,0,73
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2018-01-01,22,20,25,16,0,17,16,27,2,4,0,0,0,0,149
PUERTO PEREZ,atencion odontologica,restauraciones,2018-01-01,5,0,0,3,0,0,0,2,0,0,0,0,0,0,10
PUERTO QUIJARRO,atencion odontologica,restauraciones,2018-01-01,2,6,10,18,12,0,3,3,18,0,0,0,0,0,72
PUERTO SUAREZ,atencion odontologica,restauraciones,2018-01-01,3,3,0,0,4,3,2,4,4,3,0,0,0,0,26
PUERTO VILLARROEL,atencion odontologica,restauraciones,2018-01-01,97,68,17,16,24,78,16,155,32,16,0,0,0,0,519
PUNA,atencion odontologica,restauraciones,2018-01-01,8,3,4,8,4,5,3,18,0,0,0,0,0,0,53
PUNATA,atencion odontologica,restauraciones,2018-01-01,64,71,40,71,4,34,25,72,8,2,0,0,0,0,391
QUIABAYA,atencion odontologica,restauraciones,2018-01-01,4,5,0,1,1,1,3,10,0,0,0,0,0,0,25
QUILLACOLLO,atencion odontologica,restauraciones,2018-01-01,260,298,210,230,118,290,130,422,104,84,0,0,0,0,2146
QUIME,atencion odontologica,restauraciones,2018-01-01,65,91,15,18,14,14,15,41,11,9,0,0,0,0,293
RAVELO,atencion odontologica,restauraciones,2018-01-01,23,26,4,7,2,13,11,15,5,7,0,0,0,0,113
REYES,atencion odontologica,restauraciones,2018-01-01,0,2,2,2,0,0,2,4,0,1,0,0,0,0,13
RIBERALTA,atencion odontologica,restauraciones,2018-01-01,15,31,17,22,7,24,4,50,1,2,0,0,0,0,173
ROBORE,atencion odontologica,restauraciones,2018-01-01,0,5,2,3,2,9,18,3,0,0,0,0,0,0,42
RURRENABAQUE,atencion odontologica,restauraciones,2018-01-01,16,9,20,32,9,21,13,24,11,5,0,0,0,0,160
SABAYA,atencion odontologica,restauraciones,2018-01-01,11,4,10,14,4,5,9,22,7,0,0,0,0,0,86
SACABA,atencion odontologica,restauraciones,2018-01-01,147,201,68,111,24,39,62,299,42,33,0,0,0,0,1026
SACABAMBA,atencion odontologica,restauraciones,2018-01-01,5,3,4,7,0,11,7,11,2,6,0,0,0,0,56
SACACA,atencion odontologica,restauraciones,2018-01-01,2,2,2,4,0,4,3,25,0,0,0,0,0,0,42
SAIPINA,atencion odontologica,restauraciones,2018-01-01,1,9,1,9,3,6,15,15,2,1,0,0,0,0,62
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2018-01-01,18,23,9,26,2,30,34,56,31,45,0,0,0,0,274
SAMAIPATA,atencion odontologica,restauraciones,2018-01-01,10,12,14,10,1,6,3,10,2,4,0,0,0,0,72
SAN AGUSTIN,atencion odontologica,restauraciones,2018-01-01,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,restauraciones,2018-01-01,1,3,7,16,0,8,5,29,0,2,0,0,0,0,71
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2018-01-01,5,0,0,0,0,2,3,4,0,1,0,0,0,0,15
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2018-01-01,0,0,0,0,0,4,2,2,0,2,0,0,0,0,10
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2018-01-01,0,2,0,3,2,4,2,5,0,0,0,0,0,0,18
SAN BENITO,atencion odontologica,restauraciones,2018-01-01,12,13,6,14,0,1,0,25,10,2,0,0,0,0,83
