,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
ATOCHA,atencion odontologica,endodoncia,2018-01-01,12,8,8,28,9,7,28,41,1,2,0,0,0,0,144
AUCAPATA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYATA,atencion odontologica,endodoncia,2018-01-01,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3
AYO AYO,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2018-01-01,1,5,6,12,10,8,7,8,2,2,0,0,0,0,61
AZURDUY,atencion odontologica,endodoncia,2018-01-01,3,10,0,2,0,3,1,6,1,0,0,0,0,0,26
BATALLAS,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8
BAURES,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,endodoncia,2018-01-01,0,1,0,0,1,1,1,14,0,0,0,0,0,0,18
BETANZOS,atencion odontologica,endodoncia,2018-01-01,1,1,2,2,0,4,1,11,1,1,0,0,0,0,24
BOLIVAR,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
BUENA VISTA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4
CABEZAS,atencion odontologica,endodoncia,2018-01-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
CAIROMA,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,1,3,5,0,0,0,0,0,0,10
"CAIZA ""D""",atencion odontologica,endodoncia,2018-01-01,0,1,2,2,0,1,0,7,0,2,0,0,0,0,15
CAJUATA,atencion odontologica,endodoncia,2018-01-01,0,0,4,2,0,2,0,1,0,0,0,0,0,0,9
CALAMARCA,atencion odontologica,endodoncia,2018-01-01,2,0,0,0,0,1,0,3,0,1,0,0,0,0,7
CAMARGO,atencion odontologica,endodoncia,2018-01-01,0,0,2,3,0,1,1,8,1,0,0,0,0,0,16
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2018-01-01,0,0,2,2,0,2,1,5,0,0,0,0,0,0,12
CAMIRI,atencion odontologica,endodoncia,2018-01-01,13,1,1,3,1,0,5,6,2,1,0,0,0,0,33
CAPINOTA,atencion odontologica,endodoncia,2018-01-01,1,2,0,0,0,0,2,4,0,2,0,0,0,0,11
CAQUIAVIRI,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,endodoncia,2018-01-01,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4
CARANAVI,atencion odontologica,endodoncia,2018-01-01,8,14,2,2,2,8,2,25,10,4,0,0,0,0,77
CARAPARI,atencion odontologica,endodoncia,2018-01-01,0,0,4,5,3,5,9,11,0,0,0,0,0,0,37
CARIPUYO,atencion odontologica,endodoncia,2018-01-01,11,1,0,0,0,0,1,3,0,0,0,0,0,0,16
CHACARILLA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
CHALLAPATA,atencion odontologica,endodoncia,2018-01-01,4,20,8,10,2,1,0,6,1,1,0,0,0,0,53
CHAQUI,atencion odontologica,endodoncia,2018-01-01,2,0,1,5,0,2,3,9,0,0,0,0,0,0,22
CHARAGUA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,2,1,2,1,0,0,0,0,0,0,6
CHAYANTA,atencion odontologica,endodoncia,2018-01-01,2,1,0,0,0,0,1,1,0,1,0,0,0,0,6
CHIMORE,atencion odontologica,endodoncia,2018-01-01,1,2,0,0,2,4,0,4,0,0,0,0,0,0,13
CHIPAYA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
CHOQUE COTA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CHUA COCANI,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,5,2,2,0,1,0,0,0,0,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2018-01-01,11,4,2,3,0,4,3,8,1,1,0,0,0,0,37
CHUMA,atencion odontologica,endodoncia,2018-01-01,0,0,1,2,1,5,7,11,2,0,0,0,0,0,29
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2018-01-01,0,0,6,2,2,2,2,9,0,0,0,0,0,0,23
CKOCHAS,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CLIZA,atencion odontologica,endodoncia,2018-01-01,2,1,0,0,1,2,0,3,0,4,0,0,0,0,13
COBIJA,atencion odontologica,endodoncia,2018-01-01,3,0,11,10,9,26,28,60,2,1,0,0,0,0,150
COCAPATA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COCHABAMBA,atencion odontologica,endodoncia,2018-01-01,126,145,156,185,71,141,303,447,162,76,0,0,0,0,1812
COLCAPIRHUA,atencion odontologica,endodoncia,2018-01-01,4,18,1,4,2,4,3,9,4,19,0,0,0,0,68
"COLCHA ""K""",atencion odontologica,endodoncia,2018-01-01,7,9,0,1,0,0,1,3,0,3,0,0,0,0,24
COLLANA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
COLOMI,atencion odontologica,endodoncia,2018-01-01,5,5,1,0,1,2,0,0,1,0,0,0,0,0,15
COLQUECHACA,atencion odontologica,endodoncia,2018-01-01,16,5,3,1,0,7,5,25,10,8,0,0,0,0,80
COLQUENCHA,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,2,0,0,0,1,0,0,0,0,4
COLQUIRI,atencion odontologica,endodoncia,2018-01-01,6,8,0,0,0,1,0,4,2,1,0,0,0,0,22
COMARAPA,atencion odontologica,endodoncia,2018-01-01,0,1,1,1,0,7,5,8,0,1,0,0,0,0,24
CONCEPCION,atencion odontologica,endodoncia,2018-01-01,0,0,1,1,0,2,0,2,0,0,0,0,0,0,6
COPACABANA,atencion odontologica,endodoncia,2018-01-01,0,0,0,2,2,1,1,4,0,0,0,0,0,0,10
CORIPATA,atencion odontologica,endodoncia,2018-01-01,2,0,3,4,2,1,3,9,1,0,0,0,0,0,25
CORO CORO,atencion odontologica,endodoncia,2018-01-01,0,1,3,2,0,12,0,6,0,0,0,0,0,0,24
COROICO,atencion odontologica,endodoncia,2018-01-01,1,1,3,3,0,1,1,3,0,0,0,0,0,0,13
CORQUE,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3
COTAGAITA,atencion odontologica,endodoncia,2018-01-01,9,6,18,30,11,7,28,31,6,4,0,0,0,0,150
CUATRO CAÑADAS,atencion odontologica,endodoncia,2018-01-01,1,1,0,0,2,1,2,1,0,0,0,0,0,0,8
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2018-01-01,1,0,0,1,2,3,0,3,0,0,0,0,0,0,10
CUEVO,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
CULPINA,atencion odontologica,endodoncia,2018-01-01,1,0,0,3,0,1,2,8,0,0,0,0,0,0,15
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
CURVA,atencion odontologica,endodoncia,2018-01-01,0,1,0,0,0,1,1,1,0,7,0,0,0,0,11
DESAGUADERO,atencion odontologica,endodoncia,2018-01-01,5,2,11,6,4,6,5,8,0,0,0,0,0,0,47
EL ALTO,atencion odontologica,endodoncia,2018-01-01,77,77,178,197,78,121,119,197,40,14,0,0,0,0,1098
EL PUENTE(TJA),atencion odontologica,endodoncia,2018-01-01,1,0,0,3,0,0,2,6,0,0,0,0,0,0,12
EL TORNO,atencion odontologica,endodoncia,2018-01-01,1,3,4,3,4,5,11,14,9,7,0,0,0,0,61
EL VILLAR,atencion odontologica,endodoncia,2018-01-01,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2018-01-01,0,1,1,1,0,1,3,9,0,0,0,0,0,0,16
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2018-01-01,7,1,0,1,0,0,0,5,0,1,0,0,0,0,15
ESCARA,atencion odontologica,endodoncia,2018-01-01,2,1,0,0,0,0,0,1,2,0,0,0,0,0,6
ESCOMA,atencion odontologica,endodoncia,2018-01-01,4,0,0,2,2,2,1,0,0,0,0,0,0,0,11
ESMERALDA,atencion odontologica,endodoncia,2018-01-01,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4
EUCALIPTUS,atencion odontologica,endodoncia,2018-01-01,1,1,0,0,2,2,1,2,1,0,0,0,0,0,10
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2018-01-01,2,0,2,2,0,0,2,3,0,0,0,0,0,0,11
FILADELFIA,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,2,4,3,1,0,0,0,0,0,10
GUANAY,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,1,1,6,4,0,0,0,0,12
GUAQUI,atencion odontologica,endodoncia,2018-01-01,0,2,2,2,0,3,1,5,0,1,0,0,0,0,16
GUAYARAMERIN,atencion odontologica,endodoncia,2018-01-01,4,4,2,3,1,7,8,6,1,1,0,0,0,0,37
GUTIERREZ,atencion odontologica,endodoncia,2018-01-01,0,0,0,1,0,3,1,2,0,0,0,0,0,0,7
HUACARETA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,2,1,2,0,0,0,0,0,0,0,5
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2018-01-01,0,0,1,1,0,1,1,1,0,0,0,0,0,0,5
HUANUNI,atencion odontologica,endodoncia,2018-01-01,0,5,2,17,2,11,2,12,2,0,0,0,0,0,53
HUARACAJE,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,5,3,1,6,3,3,0,0,0,0,21
HUARINA,atencion odontologica,endodoncia,2018-01-01,0,0,5,3,3,2,6,6,10,1,0,0,0,0,36
HUATAJATA,atencion odontologica,endodoncia,2018-01-01,1,0,0,3,0,1,2,3,0,0,0,0,0,0,10
HUMANATA,atencion odontologica,endodoncia,2018-01-01,3,2,0,0,0,0,0,1,2,2,0,0,0,0,10
ICHOCA,atencion odontologica,endodoncia,2018-01-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
ICLA,atencion odontologica,endodoncia,2018-01-01,0,1,0,6,0,6,1,21,0,0,0,0,0,0,35
INCAHUASI,atencion odontologica,endodoncia,2018-01-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2018-01-01,1,4,0,2,1,3,2,8,1,0,0,0,0,0,22
IXIAMAS,atencion odontologica,endodoncia,2018-01-01,0,0,3,0,1,2,0,1,0,0,0,0,0,0,7
JESUS DE MACHACA,atencion odontologica,endodoncia,2018-01-01,0,1,0,1,0,2,0,3,0,0,0,0,0,0,7
LA ASUNTA,atencion odontologica,endodoncia,2018-01-01,3,6,0,1,0,4,2,9,0,0,0,0,0,0,25
LA GUARDIA,atencion odontologica,endodoncia,2018-01-01,5,3,0,0,0,0,0,6,0,0,0,0,0,0,14
LA PAZ,atencion odontologica,endodoncia,2018-01-01,148,157,259,191,131,179,386,708,158,98,0,0,0,0,2415
LAGUNILLAS,atencion odontologica,endodoncia,2018-01-01,0,0,0,1,0,6,0,2,0,0,0,0,0,0,9
LAJA,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
LAS CARRERAS,atencion odontologica,endodoncia,2018-01-01,0,1,1,2,1,0,1,9,0,0,0,0,0,0,15
LLALLAGUA,atencion odontologica,endodoncia,2018-01-01,19,17,5,15,1,1,7,18,2,0,0,0,0,0,85
LURIBAY,atencion odontologica,endodoncia,2018-01-01,0,1,0,2,2,2,0,1,0,1,0,0,0,0,9
MACHACAMARCA,atencion odontologica,endodoncia,2018-01-01,1,6,24,7,1,2,2,6,3,7,0,0,0,0,59
MACHARETI,atencion odontologica,endodoncia,2018-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MAGDALENA,atencion odontologica,endodoncia,2018-01-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4
MAIRANA,atencion odontologica,endodoncia,2018-01-01,4,0,0,0,0,4,3,6,2,1,0,0,0,0,20
MAPIRI,atencion odontologica,endodoncia,2018-01-01,1,1,1,3,0,7,2,2,0,0,0,0,0,0,17
MECAPACA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
MINEROS,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
MIZQUE,atencion odontologica,endodoncia,2018-01-01,1,1,1,7,1,2,4,14,0,0,0,0,0,0,31
MOCOMOCO,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
MOJINETE,atencion odontologica,endodoncia,2018-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,endodoncia,2018-01-01,2,0,0,3,2,2,5,11,0,0,0,0,0,0,25
MONTEAGUDO,atencion odontologica,endodoncia,2018-01-01,8,10,0,6,2,4,2,16,1,1,0,0,0,0,50
MONTERO,atencion odontologica,endodoncia,2018-01-01,3,0,1,0,0,0,0,5,0,1,0,0,0,0,10
MORO MORO,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
MOROCHATA,atencion odontologica,endodoncia,2018-01-01,0,0,0,1,0,0,0,3,0,1,0,0,0,0,5
NAZACARA DE PACAJES,atencion odontologica,endodoncia,2018-01-01,0,4,0,0,0,0,0,0,0,4,0,0,0,0,8
OCURI,atencion odontologica,endodoncia,2018-01-01,0,0,0,3,1,0,3,0,11,1,0,0,0,0,19
OKINAWA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4
OMEREQUE,atencion odontologica,endodoncia,2018-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,endodoncia,2018-01-01,69,61,62,58,20,28,43,76,8,7,0,0,0,0,432
PADCAYA,atencion odontologica,endodoncia,2018-01-01,0,1,3,6,2,4,1,9,0,0,0,0,0,0,26
PADILLA,atencion odontologica,endodoncia,2018-01-01,2,7,12,9,3,9,6,13,0,2,0,0,0,0,63
PAILON,atencion odontologica,endodoncia,2018-01-01,0,0,2,2,0,0,0,7,0,0,0,0,0,0,11
PALCA,atencion odontologica,endodoncia,2018-01-01,22,14,2,5,0,2,2,11,1,0,0,0,0,0,59
PALOS BLANCOS,atencion odontologica,endodoncia,2018-01-01,9,4,2,0,2,8,2,30,6,6,0,0,0,0,69
PAMPA AULLAGAS,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,0,2,2,0,1,0,0,0,0,6
PASORAPA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
PATACAMAYA,atencion odontologica,endodoncia,2018-01-01,4,6,2,5,0,2,1,5,1,0,0,0,0,0,26
PAZÑA,atencion odontologica,endodoncia,2018-01-01,2,1,2,1,1,2,1,1,2,3,0,0,0,0,16
PELECHUCO,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3
POCOATA,atencion odontologica,endodoncia,2018-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3
POCONA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
POJO (CBBA),atencion odontologica,endodoncia,2018-01-01,2,0,2,3,2,0,0,3,0,0,0,0,0,0,12
POOPO,atencion odontologica,endodoncia,2018-01-01,0,1,11,3,3,3,3,9,0,1,0,0,0,0,34
PORCO,atencion odontologica,endodoncia,2018-01-01,3,0,0,0,0,1,0,5,0,0,0,0,0,0,9
POROMA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,2,1,3,9,0,0,0,0,0,0,15
PORVENIR,atencion odontologica,endodoncia,2018-01-01,2,0,0,0,0,1,0,1,5,0,0,0,0,0,9
POTOSI,atencion odontologica,endodoncia,2018-01-01,74,52,56,66,43,57,44,119,47,31,0,0,0,0,589
PRESTO,atencion odontologica,endodoncia,2018-01-01,0,2,1,8,0,4,2,7,0,0,0,0,0,0,24
PUCARA,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
PUCARANI,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,7,1,4,1,0,0,0,0,0,13
PUERTO ACOSTA,atencion odontologica,endodoncia,2018-01-01,0,0,0,1,0,2,0,0,0,1,0,0,0,0,4
PUERTO CARABUCO,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,1,3,1,1,0,0,0,0,0,0,6
PUERTO GONZALO MORENO,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PUERTO PEREZ,atencion odontologica,endodoncia,2018-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PUERTO RICO,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,2,3,6,2,0,0,0,0,0,0,13
PUERTO SUAREZ,atencion odontologica,endodoncia,2018-01-01,2,0,0,0,1,2,3,3,5,6,0,0,0,0,22
PUERTO VILLARROEL,atencion odontologica,endodoncia,2018-01-01,32,15,4,7,4,15,2,20,4,3,0,0,0,0,106
PUNA,atencion odontologica,endodoncia,2018-01-01,1,1,0,3,1,1,1,3,0,0,0,0,0,0,11
PUNATA,atencion odontologica,endodoncia,2018-01-01,9,6,7,6,1,0,21,10,4,0,0,0,0,0,64
QUIABAYA,atencion odontologica,endodoncia,2018-01-01,0,2,0,1,0,1,5,5,0,0,0,0,0,0,14
QUILLACOLLO,atencion odontologica,endodoncia,2018-01-01,47,41,52,35,44,51,36,67,44,24,0,0,0,0,441
QUIME,atencion odontologica,endodoncia,2018-01-01,2,0,2,0,2,0,4,3,1,0,0,0,0,0,14
RAVELO,atencion odontologica,endodoncia,2018-01-01,4,1,1,0,0,1,3,1,4,2,0,0,0,0,17
RIBERALTA,atencion odontologica,endodoncia,2018-01-01,1,1,1,5,8,16,25,28,0,0,0,0,0,0,85
RURRENABAQUE,atencion odontologica,endodoncia,2018-01-01,5,6,3,2,0,0,0,0,1,0,0,0,0,0,17
SABAYA,atencion odontologica,endodoncia,2018-01-01,0,0,2,1,1,2,0,2,2,1,0,0,0,0,11
SACABA,atencion odontologica,endodoncia,2018-01-01,18,21,31,29,4,4,6,24,7,11,0,0,0,0,155
SACABAMBA,atencion odontologica,endodoncia,2018-01-01,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5
SAIPINA,atencion odontologica,endodoncia,2018-01-01,2,2,2,1,0,1,7,3,2,1,0,0,0,0,21
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2018-01-01,1,1,0,2,0,2,0,1,0,0,0,0,0,0,7
SAMAIPATA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,3,0,2,3,0,0,0,0,0,0,8
SAN BENITO,atencion odontologica,endodoncia,2018-01-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
SAN BORJA,atencion odontologica,endodoncia,2018-01-01,2,3,2,1,3,1,2,8,2,0,0,0,0,0,24
SAN BUENA VENTURA,atencion odontologica,endodoncia,2018-01-01,3,1,4,3,1,1,2,5,0,0,0,0,0,0,20
SAN CARLOS,atencion odontologica,endodoncia,2018-01-01,4,0,0,0,1,1,3,3,1,0,0,0,0,0,13
SAN IGNACIO,atencion odontologica,endodoncia,2018-01-01,0,1,2,4,1,2,1,5,0,0,0,0,0,0,16
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2018-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN JAVIER(STC),atencion odontologica,endodoncia,2018-01-01,0,1,0,0,0,2,0,1,0,1,0,0,0,0,5
SAN JOAQUIN,atencion odontologica,endodoncia,2018-01-01,0,3,1,0,9,10,7,12,0,12,0,0,0,0,54
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2018-01-01,20,9,2,0,0,0,0,2,3,0,0,0,0,0,36
SAN JULIAN,atencion odontologica,endodoncia,2018-01-01,8,3,1,1,3,6,2,15,6,3,0,0,0,0,48
SAN LORENZO(TJA),atencion odontologica,endodoncia,2018-01-01,0,0,1,2,1,2,3,5,0,0,0,0,0,0,14
SAN LUCAS,atencion odontologica,endodoncia,2018-01-01,7,8,16,11,2,13,10,25,2,2,0,0,0,0,96
SAN MATIAS,atencion odontologica,endodoncia,2018-01-01,8,3,0,0,0,0,1,0,0,0,0,0,0,0,12
SAN PEDRO,atencion odontologica,endodoncia,2018-01-01,0,0,1,1,0,0,1,4,1,0,0,0,0,0,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2018-01-01,0,3,0,0,0,1,1,3,0,0,0,0,0,0,8
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2018-01-01,0,1,0,0,6,0,0,1,0,0,0,0,0,0,8
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2018-01-01,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4
SAN RAFAEL,atencion odontologica,endodoncia,2018-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN RAMON BENI,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
SAN RAMON SCZ,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SANTA ANA,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,5,0,0,2,7,0,0,0,0,0,14
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2018-01-01,32,20,27,42,29,53,111,175,32,26,0,0,0,0,547
SANTA ROSA,atencion odontologica,endodoncia,2018-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2018-01-01,1,0,3,0,0,3,2,7,0,2,0,0,0,0,18
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2018-01-01,1,1,1,5,5,10,4,8,5,4,0,0,0,0,44
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2018-01-01,0,1,2,1,0,1,3,8,1,1,0,0,0,0,18
SANTIVAÑES,atencion odontologica,endodoncia,2018-01-01,3,3,0,0,0,1,1,6,4,2,0,0,0,0,20
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2018-01-01,2,6,2,3,0,0,0,3,0,0,0,0,0,0,16
SAPAHAQUI,atencion odontologica,endodoncia,2018-01-01,1,3,1,4,0,0,0,3,0,0,0,0,0,0,12
SENA,atencion odontologica,endodoncia,2018-01-01,1,0,0,2,0,3,2,3,0,0,0,0,0,0,11
SHINAOTA,atencion odontologica,endodoncia,2018-01-01,3,1,1,0,0,2,2,8,0,0,0,0,0,0,17
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,endodoncia,2018-01-01,44,37,10,19,1,7,5,35,6,8,0,0,0,0,172
SOPACHUY,atencion odontologica,endodoncia,2018-01-01,1,4,4,1,2,1,6,8,0,0,0,0,0,0,27
SORACACHI,atencion odontologica,endodoncia,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
SORATA,atencion odontologica,endodoncia,2018-01-01,2,0,3,8,0,4,3,7,0,0,0,0,0,0,27
SUCRE,atencion odontologica,endodoncia,2018-01-01,76,78,137,149,53,104,99,230,19,12,0,0,0,0,957
