,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,1,10,3,7,12,12,19,6,11,0,0,0,0,81
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,0,0,0,0,6,1,0,3,2,0,0,0,0,12
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,0,0,0,0,0,2,7,0,2,0,0,0,0,11
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,4,1,2,7,10,4,3,6,3,2,0,0,0,0,42
SAN PEDRO,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,4,3,2,0,0,0,1,0,1,0,0,0,0,11
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,1,6,2,13,0,5,2,6,0,3,0,0,0,0,38
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TARVITA,atencion odontologica,cirugia bucomaxilofacial menor,2018-01-01,0,0,1,0,1,5,0,0,0,3,0,0,0,0,10
ACACIO,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,2,3,3,3,0,6,1,0,0,0,0,0,18
EL PUENTE(STC),atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,1,1,0,0,1,2,1,2,0,0,0,0,8
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,2,0,0,0,1,4,5,9,7,7,0,0,0,0,35
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,4,0,0,0,0,0,0,1,4,3,0,0,0,0,12
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,0,0,1,4,1,1,0,0,0,0,7
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,44,39,2,0,0,2,1,8,24,3,0,0,0,0,123
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,1,1,2,1,0,13,6,0,2,0,0,0,0,26
TINGUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,1,0,0,4,3,0,1,0,0,0,0,9
TORO TORO,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ACACIO,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,2,2,1,0,0,0,0,3,0,0,0,0,0,0,8
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,3,4,0,0,0,8,2,5,0,0,0,0,22
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,1,0,0,0,0,1,0,3,1,4,0,0,0,0,10
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,7,8,6,12,2,4,4,14,9,3,0,0,0,0,69
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,1,1,2,4,1,2,0,0,0,0,0,11
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
COTOCA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,2,1,3,1,2,4,0,0,0,0,0,0,13
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,3,1,0,0,0,1,1,0,0,0,0,0,6
EL PUENTE(STC),atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,1,0,0,0,0,1,0,2,0,2,0,0,0,0,6
ESCOMA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,4,5,2,7,5,8,6,6,0,0,0,0,43
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,1,0,4,0,3,1,5,7,0,0,0,0,0,21
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,2,5,0,1,3,3,2,2,1,0,0,0,0,0,19
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,1,0,2,1,0,4,7,16,3,2,0,0,0,0,36
PAILON,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,7,10,2,2,1,15,11,8,0,0,0,0,56
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,2,0,0,2,0,3,0,0,0,0,0,7
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,1,3,0,1,0,0,1,5,2,0,0,0,0,0,13
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2018-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,1,4,7,1,0,0,1,6,5,5,0,0,0,0,30
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,1,1,0,1,1,2,0,0,0,0,0,0,6
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
COTOCA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,2,1,0,0,0,0,1,0,0,0,0,0,4
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,5,2,1,1,5,1,2,0,0,0,0,17
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,0,1,0,2,17,0,0,0,0,0,0,20
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,1,0,1,1,2,2,12,1,1,0,0,0,0,21
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,4,4,1,0,0,0,1,3,0,3,0,0,0,0,16
PUERTO ACOSTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,8,4,35,41,9,13,6,23,7,5,0,0,0,0,151
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,1,0,3,7,0,3,2,7,1,0,0,0,0,0,24
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,1,0,1,2,3,3,0,0,0,0,0,0,10
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,4,0,0,0,1,1,2,0,0,0,0,0,8
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,4,16,0,2,21,11,0,3,0,0,0,0,57
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,1,0,0,2,3,0,0,0,0,0,0,6
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2018-04-01,0,0,0,0,1,0,0,3,1,2,0,0,0,0,7
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,0,0,1,0,2,1,1,0,0,0,0,5
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,1,3,3,1,0,0,5,0,2,0,0,0,0,15
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,1,0,7,2,11,17,0,0,0,0,0,0,38
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,2,0,2,2,0,1,1,8,0,5,0,0,0,0,21
MORO MORO,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,4,3,0,1,2,4,2,2,0,0,0,0,18
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,1,1,0,3,3,3,11,3,6,0,0,0,0,31
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,1,1,0,0,3,1,2,1,0,0,0,0,9
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,0,0,5,1,0,3,2,0,0,0,0,11
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,2,0,7,5,5,2,2,0,0,0,0,0,0,0,23
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,3,1,1,2,8,2,1,0,0,0,0,18
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,1,2,1,0,3,5,1,0,0,0,0,0,13
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,1,0,0,0,1,0,4,0,0,0,0,0,0,6
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,0,8,9,15,9,0,0,0,0,0,0,41
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2018-05-01,0,0,0,0,0,0,3,7,6,0,0,0,0,0,16
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,0,6,4,4,0,0,0,0,14
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,4,3,1,7,4,2,11,14,0,0,0,0,0,0,46
BOLPEBRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,4,2,0,0,1,0,0,4,0,0,0,0,0,0,11
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,3,0,1,0,0,2,0,0,0,0,6
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,1,0,3,1,0,0,0,0,0,5
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,6,1,0,0,0,0,0,0,0,0,0,0,7
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,1,2,0,2,0,0,3,6,1,1,0,0,0,0,16
MOJOCOYA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,1,1,0,8,2,5,5,2,1,0,0,0,0,25
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,2,3,5,5,1,1,7,10,7,1,0,0,0,0,42
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,2,2,0,1,6,7,22,19,0,0,0,0,59
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,3,0,1,0,0,4,0,0,0,0,0,0,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,4,5,0,1,2,3,6,2,0,0,0,0,23
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,1,0,0,0,0,0,2,2,0,0,0,0,0,0,5
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,9,7,3,0,7,33,1,1,0,0,0,0,61
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2018-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,2,0,1,10,0,0,0,4,1,3,0,0,0,0,21
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,1,1,3,0,0,1,5,3,0,1,0,0,0,0,15
CHIMORE,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,5,7,0,0,0,14,0,0,0,0,0,0,26
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,1,11,9,19,32,0,2,0,0,0,0,74
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,2,2,5,3,13,1,0,0,0,0,0,26
PORVENIR,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,1,4,6,4,5,10,14,5,1,0,0,0,0,50
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,6,7,4,4,1,2,1,11,1,0,0,0,0,0,37
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,1,4,0,1,2,5,0,0,0,0,0,0,13
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,0,0,0,0,3,1,1,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,1,2,5,11,0,0,2,5,0,2,0,0,0,0,28
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,2,1,0,0,0,0,1,0,0,0,0,0,4
SENA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,2,0,1,1,0,1,0,0,0,0,0,5
TACOPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,2,3,6,1,3,7,30,2,1,0,0,0,0,55
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2018-07-01,1,2,0,0,0,0,0,0,1,0,0,0,0,0,4
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,3,3,7,9,0,1,8,6,3,2,0,0,0,0,42
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,4,1,1,1,1,16,13,10,0,0,0,0,47
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,1,0,3,0,0,2,0,0,1,0,0,0,0,7
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
EL CHORO,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GENERAL SAAVEDRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,1,1,6,11,17,29,7,5,0,0,0,0,77
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,3,3,0,1,0,2,0,0,0,0,0,0,9
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,2,0,4,11,19,19,5,6,0,0,0,0,66
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
