,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
ARBIETO,atencion odontologica,primera consulta,2018-01-01,37,41,16,22,4,15,15,53,14,29,0,12,0,12,270
ARQUE,atencion odontologica,primera consulta,2018-01-01,10,11,10,14,4,25,20,75,4,12,0,19,0,19,223
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2018-01-01,64,38,7,4,0,23,4,37,10,3,0,65,0,6,261
ATOCHA,atencion odontologica,primera consulta,2018-01-01,17,13,38,53,17,32,68,101,11,4,0,11,0,1,366
AUCAPATA,atencion odontologica,primera consulta,2018-01-01,4,4,2,3,1,3,3,9,5,1,0,1,0,3,39
AYATA,atencion odontologica,primera consulta,2018-01-01,9,6,1,5,2,2,12,13,4,1,0,2,0,3,60
AYO AYO,atencion odontologica,primera consulta,2018-01-01,6,5,2,11,4,5,4,19,4,2,0,2,0,6,70
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2018-01-01,24,28,23,25,5,23,24,85,8,20,0,13,0,24,302
AZURDUY,atencion odontologica,primera consulta,2018-01-01,6,14,9,8,3,10,14,56,2,1,0,17,0,5,145
BATALLAS,atencion odontologica,primera consulta,2018-01-01,21,24,18,23,14,17,11,35,18,9,0,3,0,11,204
BAURES,atencion odontologica,primera consulta,2018-01-01,1,3,10,14,6,4,14,19,1,2,0,1,0,1,76
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2018-01-01,11,12,12,5,1,4,5,14,3,9,0,6,0,1,83
BELEN DE URMIRI,atencion odontologica,primera consulta,2018-01-01,3,0,1,0,1,0,2,2,0,1,0,0,0,1,11
BELLA FLOR,atencion odontologica,primera consulta,2018-01-01,3,12,11,10,2,10,4,13,0,0,0,0,0,0,65
BERMEJO,atencion odontologica,primera consulta,2018-01-01,27,20,33,36,26,39,42,125,11,6,0,40,0,3,408
BETANZOS,atencion odontologica,primera consulta,2018-01-01,83,90,26,27,14,36,38,119,49,35,0,17,0,32,566
BOLIVAR,atencion odontologica,primera consulta,2018-01-01,3,5,2,8,2,5,4,18,4,2,0,3,0,4,60
BOYUIBE,atencion odontologica,primera consulta,2018-01-01,1,2,4,6,1,3,7,13,0,1,0,0,0,0,38
BUENA VISTA,atencion odontologica,primera consulta,2018-01-01,20,21,8,9,2,5,11,18,11,1,0,2,0,7,115
CABEZAS,atencion odontologica,primera consulta,2018-01-01,85,100,30,30,5,31,19,75,19,21,0,57,0,23,495
CAIROMA,atencion odontologica,primera consulta,2018-01-01,5,9,4,7,1,7,4,20,4,2,0,4,0,4,71
"CAIZA ""D""",atencion odontologica,primera consulta,2018-01-01,8,22,3,17,9,11,10,30,6,6,0,16,0,35,173
CAJUATA,atencion odontologica,primera consulta,2018-01-01,13,25,23,21,5,18,23,40,5,1,0,8,0,11,193
CALACOTO,atencion odontologica,primera consulta,2018-01-01,1,2,2,0,0,1,2,7,3,2,0,1,0,1,22
CALAMARCA,atencion odontologica,primera consulta,2018-01-01,13,18,31,34,28,31,24,63,8,7,0,3,0,6,266
CAMARGO,atencion odontologica,primera consulta,2018-01-01,30,30,12,22,31,26,10,85,8,4,0,68,0,12,338
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2018-01-01,8,8,7,8,0,9,8,34,2,0,0,5,0,3,92
CAMIRI,atencion odontologica,primera consulta,2018-01-01,113,96,44,42,17,21,28,96,24,13,0,64,0,14,572
CAPINOTA,atencion odontologica,primera consulta,2018-01-01,23,31,12,8,5,9,4,30,14,9,0,12,0,16,173
CAQUIAVIRI,atencion odontologica,primera consulta,2018-01-01,31,25,6,11,12,15,14,34,12,4,0,12,0,10,186
CARACOLLO,atencion odontologica,primera consulta,2018-01-01,19,19,17,20,12,19,23,41,3,12,0,14,0,8,207
CARANAVI,atencion odontologica,primera consulta,2018-01-01,93,87,12,34,7,37,15,72,42,23,0,34,0,43,499
CARAPARI,atencion odontologica,primera consulta,2018-01-01,8,14,67,59,30,53,61,124,4,4,0,2,0,2,428
CARIPUYO,atencion odontologica,primera consulta,2018-01-01,23,17,3,5,1,7,5,20,6,15,0,2,0,2,106
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2018-01-01,30,42,10,12,1,1,4,22,4,5,0,10,0,7,148
CATACORA,atencion odontologica,primera consulta,2018-01-01,2,4,4,3,0,2,6,5,0,1,0,0,0,0,27
CHACARILLA,atencion odontologica,primera consulta,2018-01-01,5,0,2,4,0,1,1,8,3,2,0,1,0,2,29
CHALLAPATA,atencion odontologica,primera consulta,2018-01-01,100,116,126,173,29,62,45,181,101,80,0,48,0,40,1101
CHAQUI,atencion odontologica,primera consulta,2018-01-01,19,16,9,11,6,14,17,39,13,26,0,7,0,3,180
CHARAGUA,atencion odontologica,primera consulta,2018-01-01,26,33,17,28,24,22,46,78,23,18,0,20,0,19,354
CHARAÑA,atencion odontologica,primera consulta,2018-01-01,6,3,5,3,0,1,2,5,2,0,0,1,0,0,28
CHAYANTA,atencion odontologica,primera consulta,2018-01-01,10,17,10,11,6,5,9,28,5,14,0,4,0,5,124
CHIMORE,atencion odontologica,primera consulta,2018-01-01,36,47,28,38,12,23,22,73,16,11,0,23,0,24,353
CHIPAYA,atencion odontologica,primera consulta,2018-01-01,2,3,2,3,1,3,6,8,1,2,0,0,0,3,34
CHOQUE COTA,atencion odontologica,primera consulta,2018-01-01,8,2,4,5,3,3,2,9,6,8,0,1,0,2,53
CHUA COCANI,atencion odontologica,primera consulta,2018-01-01,6,3,1,5,4,7,7,13,7,7,0,3,0,0,63
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2018-01-01,59,38,13,33,6,9,12,34,8,2,0,13,0,12,239
CHUMA,atencion odontologica,primera consulta,2018-01-01,19,10,16,25,8,18,39,50,14,15,0,3,0,9,226
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2018-01-01,1,2,6,6,2,2,4,12,1,0,0,5,0,4,45
CKOCHAS,atencion odontologica,primera consulta,2018-01-01,53,58,13,4,1,10,14,51,37,40,0,11,0,14,306
CLIZA,atencion odontologica,primera consulta,2018-01-01,34,43,48,39,10,21,29,88,20,24,0,13,0,10,379
COBIJA,atencion odontologica,primera consulta,2018-01-01,139,173,69,68,33,79,83,192,15,3,0,78,0,71,1003
COCAPATA,atencion odontologica,primera consulta,2018-01-01,33,45,1,1,6,16,1,32,35,44,0,13,0,22,249
COCHABAMBA,atencion odontologica,primera consulta,2018-01-01,475,459,214,256,132,229,345,799,232,172,0,259,0,181,3753
COIPASA,atencion odontologica,primera consulta,2018-01-01,1,0,2,3,1,1,4,8,1,1,0,0,0,0,22
COLCAPIRHUA,atencion odontologica,primera consulta,2018-01-01,44,53,15,22,8,11,19,62,26,20,0,14,0,18,312
"COLCHA ""K""",atencion odontologica,primera consulta,2018-01-01,15,16,11,6,7,8,16,26,14,12,0,6,0,8,145
COLLANA,atencion odontologica,primera consulta,2018-01-01,1,6,5,4,6,8,6,10,4,2,0,0,0,0,52
COLOMI,atencion odontologica,primera consulta,2018-01-01,33,36,4,5,7,16,6,31,20,15,0,12,0,23,208
COLPA BELGICA,atencion odontologica,primera consulta,2018-01-01,6,1,0,0,0,0,0,4,0,2,0,3,0,1,17
COLQUECHACA,atencion odontologica,primera consulta,2018-01-01,90,104,58,64,24,55,45,188,153,170,0,50,0,58,1059
COLQUENCHA,atencion odontologica,primera consulta,2018-01-01,12,15,28,32,18,36,16,65,5,7,0,13,0,3,250
COLQUIRI,atencion odontologica,primera consulta,2018-01-01,43,36,15,17,9,10,22,58,25,23,0,19,0,9,286
COMANCHE,atencion odontologica,primera consulta,2018-01-01,6,7,2,6,3,4,1,6,2,2,0,1,0,2,42
COMARAPA,atencion odontologica,primera consulta,2018-01-01,10,2,8,8,2,9,9,12,7,6,0,9,0,11,93
CONCEPCION,atencion odontologica,primera consulta,2018-01-01,13,8,8,7,6,3,7,15,2,6,0,4,0,1,80
COPACABANA,atencion odontologica,primera consulta,2018-01-01,20,9,15,8,4,10,9,17,5,5,0,2,0,3,107
CORIPATA,atencion odontologica,primera consulta,2018-01-01,27,14,15,16,4,5,16,33,4,1,0,6,0,10,151
CORO CORO,atencion odontologica,primera consulta,2018-01-01,8,5,27,29,9,16,25,34,3,4,0,4,0,5,169
COROICO,atencion odontologica,primera consulta,2018-01-01,6,6,7,15,12,5,9,12,3,25,0,0,0,0,100
CORQUE,atencion odontologica,primera consulta,2018-01-01,9,10,4,8,6,7,7,18,14,15,0,6,0,4,108
COTAGAITA,atencion odontologica,primera consulta,2018-01-01,26,20,36,45,26,24,48,83,16,18,0,4,0,4,350
COTOCA,atencion odontologica,primera consulta,2018-01-01,123,109,11,8,2,11,4,64,7,14,0,41,0,9,403
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2018-01-01,1,2,0,0,0,0,1,2,3,2,0,0,0,0,11
CUATRO CAÑADAS,atencion odontologica,primera consulta,2018-01-01,67,92,19,21,10,17,15,61,31,18,0,29,0,12,392
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2018-01-01,3,1,2,6,6,3,4,5,0,1,0,0,0,1,32
CUEVO,atencion odontologica,primera consulta,2018-01-01,1,2,5,11,6,15,12,40,2,1,0,13,0,3,111
CULPINA,atencion odontologica,primera consulta,2018-01-01,16,26,14,17,8,18,22,69,4,11,0,19,0,9,233
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2018-01-01,6,4,4,7,7,12,5,10,9,19,0,4,0,3,90
CURVA,atencion odontologica,primera consulta,2018-01-01,6,5,0,3,1,4,5,9,0,1,0,2,0,8,44
DESAGUADERO,atencion odontologica,primera consulta,2018-01-01,5,9,5,6,3,6,8,14,1,1,0,5,0,6,69
EL ALTO,atencion odontologica,primera consulta,2018-01-01,689,735,1248,1369,424,755,420,1066,127,100,0,360,0,130,7423
EL CHORO,atencion odontologica,primera consulta,2018-01-01,11,11,4,6,0,1,3,16,18,25,0,5,0,7,107
EL PUENTE(STC),atencion odontologica,primera consulta,2018-01-01,19,24,6,7,4,6,19,17,3,1,0,10,0,4,120
EL PUENTE(TJA),atencion odontologica,primera consulta,2018-01-01,5,6,28,22,11,29,30,71,6,6,0,2,0,0,216
EL TORNO,atencion odontologica,primera consulta,2018-01-01,87,76,25,32,17,21,24,70,17,13,0,15,0,11,408
EL VILLAR,atencion odontologica,primera consulta,2018-01-01,18,10,6,7,5,6,6,20,0,3,0,11,0,2,94
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2018-01-01,29,30,40,32,15,43,45,138,27,24,0,23,0,4,450
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2018-01-01,41,44,6,5,4,12,3,33,7,5,0,10,0,20,190
ESCARA,atencion odontologica,primera consulta,2018-01-01,3,5,0,0,0,0,0,2,5,5,0,1,0,1,22
ESCOMA,atencion odontologica,primera consulta,2018-01-01,11,4,9,6,12,14,12,23,15,12,0,3,0,1,122
ESMERALDA,atencion odontologica,primera consulta,2018-01-01,2,1,0,4,1,0,4,5,2,10,0,1,0,0,30
EUCALIPTUS,atencion odontologica,primera consulta,2018-01-01,7,5,8,11,6,9,6,30,6,3,0,6,0,2,99
EXALTACION,atencion odontologica,primera consulta,2018-01-01,0,4,2,2,1,3,2,5,1,1,0,1,0,0,22
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2018-01-01,19,8,7,11,4,17,17,47,6,5,0,7,0,9,157
FILADELFIA,atencion odontologica,primera consulta,2018-01-01,4,4,6,7,1,2,6,8,0,0,0,5,0,2,45
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2018-01-01,9,6,1,2,3,2,1,12,3,3,0,4,0,2,48
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2018-01-01,23,26,9,14,7,14,33,49,31,32,0,12,0,10,260
GUANAY,atencion odontologica,primera consulta,2018-01-01,8,10,0,0,0,1,1,14,23,13,0,6,0,7,83
GUAQUI,atencion odontologica,primera consulta,2018-01-01,7,14,6,8,10,9,13,20,15,15,0,4,0,2,123
GUAYARAMERIN,atencion odontologica,primera consulta,2018-01-01,22,29,15,29,10,36,9,58,3,6,0,65,0,1,283
GUTIERREZ,atencion odontologica,primera consulta,2018-01-01,19,26,8,13,11,19,18,22,8,4,0,2,0,1,151
HUACARETA,atencion odontologica,primera consulta,2018-01-01,22,19,5,6,3,13,7,34,3,2,0,23,0,4,141
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2018-01-01,24,32,11,13,2,6,6,13,0,0,0,5,0,2,114
HUACHACALLA,atencion odontologica,primera consulta,2018-01-01,5,2,6,7,1,2,6,23,5,4,0,3,0,3,67
HUANUNI,atencion odontologica,primera consulta,2018-01-01,35,56,48,75,19,61,43,93,5,11,0,15,0,8,469
HUARACAJE,atencion odontologica,primera consulta,2018-01-01,4,7,10,11,6,2,7,16,5,6,0,1,0,0,75
HUARINA,atencion odontologica,primera consulta,2018-01-01,5,4,6,9,6,2,5,9,13,2,0,0,0,0,61
HUATAJATA,atencion odontologica,primera consulta,2018-01-01,1,2,2,4,4,4,4,12,6,0,0,3,0,4,46
HUAYLLAMARCA,atencion odontologica,primera consulta,2018-01-01,7,7,7,4,2,4,2,10,6,5,0,2,0,0,56
HUMANATA,atencion odontologica,primera consulta,2018-01-01,6,3,4,1,3,1,8,9,28,24,0,0,0,4,91
ICHOCA,atencion odontologica,primera consulta,2018-01-01,15,11,8,3,3,4,3,9,8,12,0,3,0,0,79
ICLA,atencion odontologica,primera consulta,2018-01-01,50,40,16,30,8,23,24,48,3,4,0,17,0,5,268
INCAHUASI,atencion odontologica,primera consulta,2018-01-01,2,1,13,16,5,12,10,36,5,3,0,6,0,4,113
INGAVI (HUMAITA),atencion odontologica,primera consulta,2018-01-01,1,1,3,2,1,1,7,9,0,0,0,1,0,1,27
INQUISIVI,atencion odontologica,primera consulta,2018-01-01,19,28,11,17,12,18,31,34,26,25,0,2,0,7,230
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2018-01-01,33,23,13,15,11,14,12,40,10,6,0,6,0,12,195
IXIAMAS,atencion odontologica,primera consulta,2018-01-01,12,5,11,11,4,11,9,21,2,0,0,3,0,1,90
JESUS DE MACHACA,atencion odontologica,primera consulta,2018-01-01,19,15,8,13,10,17,11,40,6,9,0,4,0,11,163
LA ASUNTA,atencion odontologica,primera consulta,2018-01-01,55,56,40,51,21,41,46,127,9,4,0,31,0,22,503
LA GUARDIA,atencion odontologica,primera consulta,2018-01-01,81,95,6,6,2,11,4,74,24,23,0,39,0,33,398
LA PAZ,atencion odontologica,primera consulta,2018-01-01,1049,1039,779,762,350,483,778,1417,320,292,0,293,0,160,7722
LA RIVERA,atencion odontologica,primera consulta,2018-01-01,9,2,4,3,1,0,0,3,3,6,0,1,0,0,32
LAGUNILLAS,atencion odontologica,primera consulta,2018-01-01,2,0,4,3,1,8,3,15,3,0,0,1,0,0,40
LAJA,atencion odontologica,primera consulta,2018-01-01,19,27,6,4,6,20,9,26,11,15,0,2,0,13,158
LAS CARRERAS,atencion odontologica,primera consulta,2018-01-01,6,3,12,11,5,6,17,58,3,4,0,3,0,0,128
LICOMA PAMPA,atencion odontologica,primera consulta,2018-01-01,26,25,2,5,0,6,0,11,4,10,0,9,0,6,104
LLALLAGUA,atencion odontologica,primera consulta,2018-01-01,123,108,30,46,13,22,17,98,15,22,0,23,0,27,544
LORETO,atencion odontologica,primera consulta,2018-01-01,3,4,13,12,0,1,13,10,1,0,0,0,0,0,57
LURIBAY,atencion odontologica,primera consulta,2018-01-01,4,3,3,5,3,10,9,17,6,5,0,3,0,1,69
MACHACAMARCA,atencion odontologica,primera consulta,2018-01-01,19,22,27,22,9,12,14,32,6,14,0,6,0,5,188
MACHARETI,atencion odontologica,primera consulta,2018-01-01,6,4,7,9,1,5,4,23,2,0,0,8,0,0,69
MAGDALENA,atencion odontologica,primera consulta,2018-01-01,9,10,12,13,7,7,8,17,2,1,0,4,0,1,91
MAIRANA,atencion odontologica,primera consulta,2018-01-01,45,26,12,11,8,15,25,29,8,12,0,17,0,12,220
MALLA,atencion odontologica,primera consulta,2018-01-01,2,1,4,4,3,5,6,14,6,8,0,3,0,4,60
MAPIRI,atencion odontologica,primera consulta,2018-01-01,11,22,22,21,7,28,17,59,9,5,0,24,0,15,240
MECAPACA,atencion odontologica,primera consulta,2018-01-01,13,17,0,8,4,4,2,9,0,0,0,0,0,1,58
MINEROS,atencion odontologica,primera consulta,2018-01-01,17,14,3,4,0,6,2,21,6,2,0,7,0,11,93
MIZQUE,atencion odontologica,primera consulta,2018-01-01,34,25,27,44,3,24,36,65,19,27,0,10,0,18,332
MOCOMOCO,atencion odontologica,primera consulta,2018-01-01,4,3,10,12,9,18,10,30,11,7,0,3,0,6,123
MOJINETE,atencion odontologica,primera consulta,2018-01-01,2,4,1,3,0,3,1,15,0,1,0,1,0,3,34
MOJOCOYA,atencion odontologica,primera consulta,2018-01-01,12,2,14,23,9,12,23,63,3,7,0,9,0,0,177
MONTEAGUDO,atencion odontologica,primera consulta,2018-01-01,82,81,18,28,11,40,48,148,9,5,0,82,0,19,571
MONTERO,atencion odontologica,primera consulta,2018-01-01,367,314,111,114,37,120,87,408,131,146,0,171,0,73,2079
MORO MORO,atencion odontologica,primera consulta,2018-01-01,24,14,7,7,2,10,5,20,0,4,0,1,0,8,102
MOROCHATA,atencion odontologica,primera consulta,2018-01-01,9,11,2,5,4,13,7,26,9,3,0,9,0,9,107
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2018-01-01,25,14,3,1,2,4,2,3,1,1,0,2,0,2,60
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2018-01-01,2,2,2,1,1,0,1,1,0,1,0,0,0,0,11
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,primera consulta,2018-01-01,2,1,0,0,0,4,0,5,1,0,0,7,0,0,20
OCURI,atencion odontologica,primera consulta,2018-01-01,28,26,12,9,3,14,23,59,18,16,0,18,0,18,244
OKINAWA,atencion odontologica,primera consulta,2018-01-01,2,3,2,1,3,3,1,6,0,0,0,2,0,1,24
OMEREQUE,atencion odontologica,primera consulta,2018-01-01,2,0,2,0,0,0,1,5,1,0,0,0,0,1,12
ORURO,atencion odontologica,primera consulta,2018-01-01,490,365,366,388,147,233,395,817,110,114,0,338,0,112,3875
PADCAYA,atencion odontologica,primera consulta,2018-01-01,8,11,31,30,20,37,22,80,5,5,0,5,0,1,255
PADILLA,atencion odontologica,primera consulta,2018-01-01,34,35,33,31,13,25,32,69,8,13,0,40,0,16,349
PAILON,atencion odontologica,primera consulta,2018-01-01,17,11,23,19,6,11,18,37,6,9,0,18,0,12,187
PALCA,atencion odontologica,primera consulta,2018-01-01,56,53,23,25,7,21,21,41,7,3,0,6,0,11,274
PALOS BLANCOS,atencion odontologica,primera consulta,2018-01-01,98,101,55,48,21,47,39,172,43,21,0,23,0,32,700
PAMPA AULLAGAS,atencion odontologica,primera consulta,2018-01-01,9,14,5,7,1,4,2,11,3,7,0,4,0,4,71
PAMPA GRANDE,atencion odontologica,primera consulta,2018-01-01,15,10,4,4,1,3,1,16,12,19,0,9,0,8,102
PAPEL PAMPA,atencion odontologica,primera consulta,2018-01-01,5,5,3,7,3,5,9,13,10,12,0,2,0,1,75
PASORAPA,atencion odontologica,primera consulta,2018-01-01,1,2,6,3,4,5,3,18,7,3,0,1,0,1,54
PATACAMAYA,atencion odontologica,primera consulta,2018-01-01,23,27,12,21,6,10,3,29,9,4,0,0,0,11,155
PAZÑA,atencion odontologica,primera consulta,2018-01-01,10,9,29,26,5,12,15,28,6,9,0,2,0,2,153
PELECHUCO,atencion odontologica,primera consulta,2018-01-01,26,28,4,5,3,7,11,16,0,2,0,6,0,5,113
POCOATA,atencion odontologica,primera consulta,2018-01-01,7,5,11,10,0,2,0,10,6,7,0,3,0,9,70
POCONA,atencion odontologica,primera consulta,2018-01-01,5,11,4,10,6,8,7,27,2,4,0,13,0,7,104
POJO (CBBA),atencion odontologica,primera consulta,2018-01-01,14,13,13,17,6,13,13,31,3,6,0,5,0,5,139
POOPO,atencion odontologica,primera consulta,2018-01-01,13,20,42,32,20,30,32,47,26,44,0,15,0,4,325
PORCO,atencion odontologica,primera consulta,2018-01-01,16,0,4,5,2,5,4,15,0,0,0,12,0,3,66
POROMA,atencion odontologica,primera consulta,2018-01-01,10,9,6,5,1,3,7,16,4,4,0,10,0,1,76
PORONGO,atencion odontologica,primera consulta,2018-01-01,61,58,1,0,1,0,2,1,77,47,0,8,0,13,269
PORTACHUELO,atencion odontologica,primera consulta,2018-01-01,1,1,6,7,0,2,0,5,3,0,0,1,0,2,28
PORVENIR,atencion odontologica,primera consulta,2018-01-01,14,17,10,10,16,8,19,21,10,2,0,3,0,3,133
POSTRER VALLE,atencion odontologica,primera consulta,2018-01-01,6,0,4,3,0,1,1,6,3,1,0,1,0,3,29
POTOSI,atencion odontologica,primera consulta,2018-01-01,289,252,180,210,85,194,170,564,72,67,0,248,0,103,2434
PRESTO,atencion odontologica,primera consulta,2018-01-01,2,4,6,9,2,19,7,54,3,4,0,51,0,2,163
PUCARA,atencion odontologica,primera consulta,2018-01-01,19,15,5,3,1,0,2,17,3,4,0,4,0,3,76
PUCARANI,atencion odontologica,primera consulta,2018-01-01,40,37,42,53,16,56,29,100,18,23,0,12,0,11,437
PUERTO ACOSTA,atencion odontologica,primera consulta,2018-01-01,5,3,8,1,0,0,1,10,2,4,0,0,0,0,34
PUERTO CARABUCO,atencion odontologica,primera consulta,2018-01-01,7,11,11,5,8,9,17,17,10,10,0,2,0,2,109
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2018-01-01,23,19,20,15,3,9,8,17,2,1,0,4,0,7,128
PUERTO PEREZ,atencion odontologica,primera consulta,2018-01-01,8,6,2,6,0,2,1,16,4,7,0,10,0,1,63
PUERTO QUIJARRO,atencion odontologica,primera consulta,2018-01-01,3,10,17,23,76,2,2,9,4,1,0,6,0,2,155
PUERTO RICO,atencion odontologica,primera consulta,2018-01-01,3,4,6,7,14,6,24,29,3,1,0,4,0,2,103
PUERTO SUAREZ,atencion odontologica,primera consulta,2018-01-01,9,4,7,8,4,3,7,7,8,5,0,1,0,1,64
PUERTO VILLARROEL,atencion odontologica,primera consulta,2018-01-01,72,65,15,21,13,35,14,105,17,15,0,41,0,56,469
PUNA,atencion odontologica,primera consulta,2018-01-01,10,13,11,11,9,15,28,68,9,12,0,23,0,11,220
PUNATA,atencion odontologica,primera consulta,2018-01-01,20,24,24,22,2,15,18,38,7,6,0,7,0,9,192
QUIABAYA,atencion odontologica,primera consulta,2018-01-01,8,6,2,6,5,6,10,30,3,2,0,6,0,2,86
QUILLACOLLO,atencion odontologica,primera consulta,2018-01-01,98,123,65,58,28,75,46,125,20,29,0,27,0,46,740
QUIME,atencion odontologica,primera consulta,2018-01-01,34,48,21,28,15,18,22,41,13,8,0,7,0,2,257
RAVELO,atencion odontologica,primera consulta,2018-01-01,93,82,12,12,4,17,28,53,99,123,0,13,0,17,553
REYES,atencion odontologica,primera consulta,2018-01-01,3,2,10,12,2,7,7,18,2,1,0,0,0,1,65
RIBERALTA,atencion odontologica,primera consulta,2018-01-01,73,72,68,83,45,137,70,257,40,33,0,189,0,41,1108
ROBORE,atencion odontologica,primera consulta,2018-01-01,21,19,6,3,1,5,4,14,2,1,0,6,0,0,82
RURRENABAQUE,atencion odontologica,primera consulta,2018-01-01,13,11,22,23,11,11,23,28,7,5,0,10,0,7,171
SABAYA,atencion odontologica,primera consulta,2018-01-01,8,7,11,19,4,12,22,27,5,3,0,4,0,3,125
SACABA,atencion odontologica,primera consulta,2018-01-01,78,115,32,33,3,29,22,151,61,104,0,42,0,57,727
SACABAMBA,atencion odontologica,primera consulta,2018-01-01,5,1,1,6,1,4,7,6,4,6,0,2,0,1,44
SACACA,atencion odontologica,primera consulta,2018-01-01,7,5,10,6,5,9,14,31,4,2,0,2,0,6,101
SAIPINA,atencion odontologica,primera consulta,2018-01-01,2,7,9,15,5,4,9,20,5,4,0,4,0,5,89
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2018-01-01,23,28,22,28,8,18,36,44,40,46,0,9,0,4,306
SAMAIPATA,atencion odontologica,primera consulta,2018-01-01,23,32,7,12,0,7,7,20,5,4,0,11,0,5,133
SAN ANDRES,atencion odontologica,primera consulta,2018-01-01,2,3,8,9,1,5,5,16,2,1,0,2,0,0,54
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2018-01-01,5,0,1,1,4,3,6,5,5,8,0,2,0,0,40
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2018-01-01,1,1,1,0,0,1,4,3,0,1,0,1,0,0,13
