,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,15,14,0,0,15,14,29
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,9,10,0,0,9,10,19
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,85,68,3,4,88,72,160
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,37,24,0,0,37,24,61
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,14,21,9,5,23,26,49
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,15,18,2,0,17,18,35
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2,1,0,0,2,1,3
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2,2,0,0,2,2,4
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,19,9,2,0,21,9,30
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,166,137,10,4,176,141,317
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,48,39,0,0,48,39,87
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,11,7,0,0,11,7,18
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,6,7,0,0,6,7,13
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,19,16,0,2,19,18,37
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,41,42,6,3,47,45,92
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,150,118,4,6,154,124,278
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,23,20,8,4,31,24,55
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,28,17,0,0,28,17,45
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,37,37,0,0,37,37,74
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,1,4,7,4,8,8,16
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,14,10,4,2,18,12,30
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,43,34,7,3,50,37,87
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,5,5,0,0,5,5,10
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,104,102,13,7,117,109,226
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,44,50,22,14,66,64,130
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,6,15,0,1,6,16,22
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,100,59,0,1,100,60,160
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,170,163,94,103,264,266,530
CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,1,2,0,0,1,2,3
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,37,37,2,4,39,41,80
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,13,10,0,0,13,10,23
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,21,12,1,1,22,13,35
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,5,8,0,2,5,10,15
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,3,1,0,0,3,1,4
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,137,95,7,4,144,99,243
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,22,15,1,1,23,16,39
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,124,128,5,6,129,134,263
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2,4,0,0,2,4,6
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,41,28,0,2,41,30,71
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,179,149,29,25,208,174,382
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,3,4,0,0,3,4,7
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2,1,8,14,10,15,25
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,56,44,4,2,60,46,106
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,15,21,2,0,17,21,38
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,8,14,0,0,8,14,22
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,22,20,0,0,22,20,42
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,41,29,32,46,73,75,148
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,210,138,38,43,248,181,429
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,56,50,2,2,58,52,110
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2374,2217,818,834,3192,3051,6243
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,0,1,0,0,0,1,1
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,99,100,66,84,165,184,349
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,28,43,2,8,30,51,81
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,3,2,0,0,3,2,5
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,36,60,4,4,40,64,104
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,16,27,6,3,22,30,52
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,101,62,0,0,101,62,163
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,12,11,8,9,20,20,40
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,21,15,1,0,22,15,37
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,5,1,0,0,5,1,6
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,44,49,0,1,44,50,94
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,4,2,0,0,4,2,6
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,48,44,6,5,54,49,103
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,16,12,0,0,16,12,28
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,64,31,15,13,79,44,123
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,16,12,4,4,20,16,36
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,47,57,18,17,65,74,139
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,16,15,1,2,17,17,34
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,49,48,4,2,53,50,103
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,139,134,7,21,146,155,301
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,80,59,23,23,103,82,185
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2,4,0,0,2,4,6
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,13,22,5,5,18,27,45
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,27,31,0,0,27,31,58
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,0,2,0,0,0,2,2
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,8,3,0,0,8,3,11
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,3,1,0,1,3,2,5
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2296,2319,954,962,3250,3281,6531
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,5,3,0,0,5,3,8
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,29,62,5,1,34,63,97
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,35,30,0,0,35,30,65
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,150,132,50,70,200,202,402
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,11,14,0,1,11,15,26
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,58,56,3,3,61,59,120
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,229,177,30,21,259,198,457
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,10,14,2,1,12,15,27
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,0,1,0,0,0,1,1
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,6,8,0,0,6,8,14
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,13,6,0,0,13,6,19
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,9,11,0,0,9,11,20
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,54,42,25,23,79,65,144
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,38,37,1,1,39,38,77
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,103,70,13,12,116,82,198
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,25,21,8,7,33,28,61
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,57,53,13,9,70,62,132
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,10,7,0,0,10,7,17
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,163,175,39,26,202,201,403
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,67,61,2,4,69,65,134
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,26,23,5,3,31,26,57
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,8,13,0,2,8,15,23
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,12,6,1,0,13,6,19
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,62,58,4,6,66,64,130
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,21,12,0,0,21,12,33
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,7,5,5,11,12,16,28
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,1,1,3,0,4,1,5
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,3,2,0,0,3,2,5
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,8,4,0,0,8,4,12
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,5,8,2,2,7,10,17
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,37,25,1,0,38,25,63
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,29,26,1,0,30,26,56
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,19,2,0,0,19,2,21
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,30,27,1,0,31,27,58
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,61,47,12,11,73,58,131
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,33,38,0,1,33,39,72
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,18,20,30,24,48,44,92
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,123,105,4,6,127,111,238
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,260,231,46,56,306,287,593
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2123,1991,593,625,2716,2616,5332
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,19,42,10,13,29,55,84
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,24,30,8,1,32,31,63
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,8,12,0,1,8,13,21
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,11,4,0,0,11,4,15
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,177,172,4,3,181,175,356
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,3,2,0,0,3,2,5
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,11,7,1,0,12,7,19
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,12,18,6,3,18,21,39
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,17,7,0,0,17,7,24
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,36,28,1,1,37,29,66
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,48,33,0,0,48,33,81
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,19,21,2,1,21,22,43
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,14,4,0,0,14,4,18
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,76,67,37,22,113,89,202
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,13,6,2,1,15,7,22
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,69,56,20,10,89,66,155
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,63,59,4,0,67,59,126
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,20,6,0,0,20,6,26
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2,0,0,0,2,0,2
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,4,16,2,3,6,19,25
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,135,110,3,7,138,117,255
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,546,484,40,46,586,530,1116
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,11,2,3,0,14,2,16
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,22,28,1,0,23,28,51
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,20,23,0,0,20,23,43
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,0,0,1,6,1,6,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,6,13,0,0,6,13,19
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,23,23,0,1,23,24,47
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,54,43,3,2,57,45,102
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,29,31,1,2,30,33,63
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,735,689,166,163,901,852,1753
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,61,57,1,2,62,59,121
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,53,42,1,1,54,43,97
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,106,72,5,23,111,95,206
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,33,22,1,3,34,25,59
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,164,133,9,7,173,140,313
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,4,6,0,0,4,6,10
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,37,36,2,2,39,38,77
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,15,9,0,1,15,10,25
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,3,7,0,0,3,7,10
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,45,30,3,1,48,31,79
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,20,4,1,0,21,4,25
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,29,25,2,0,31,25,56
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,20,26,0,0,20,26,46
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,28,21,0,2,28,23,51
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,32,31,4,1,36,32,68
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,11,11,1,2,12,13,25
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,25,19,0,0,25,19,44
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,42,23,0,0,42,23,65
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,32,26,2,1,34,27,61
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,72,47,4,1,76,48,124
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,19,19,4,1,23,20,43
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,4,5,0,0,4,5,9
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,726,693,61,51,787,744,1531
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,17,20,0,0,17,20,37
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2,4,0,4,2,8,10
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,41,44,3,0,44,44,88
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,16,9,4,5,20,14,34
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,15,12,4,3,19,15,34
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,39,26,3,1,42,27,69
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,5,6,0,0,5,6,11
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,27,21,9,3,36,24,60
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,31,29,3,1,34,30,64
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,11,1,0,0,11,1,12
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,76,69,24,13,100,82,182
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,439,345,14,15,453,360,813
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,31,23,0,1,31,24,55
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,78,86,14,12,92,98,190
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,9,3,3,2,12,5,17
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,416,439,367,352,783,791,1574
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,16,29,0,1,16,30,46
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,25,12,0,1,25,13,38
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,32,21,0,0,32,21,53
REYES,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,27,29,2,2,29,31,60
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,336,325,81,61,417,386,803
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,41,31,12,9,53,40,93
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,81,72,3,1,84,73,157
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,9,8,0,2,9,10,19
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,551,556,99,102,650,658,1308
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,8,6,1,0,9,6,15
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,46,33,0,1,46,34,80
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,16,17,0,0,16,17,33
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,16,15,0,0,16,15,31
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,37,30,2,1,39,31,70
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,6,3,0,0,6,3,9
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,44,35,8,9,52,44,96
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,3,3,4,2,7,5,12
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,9,4,0,0,9,4,13
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,32,22,2,1,34,23,57
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,23,19,13,7,36,26,62
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,183,153,8,6,191,159,350
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,42,45,2,0,44,45,89
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,46,43,5,1,51,44,95
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,108,102,19,6,127,108,235
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,184,164,2,4,186,168,354
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,8,9,0,0,8,9,17
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,14,18,0,0,14,18,32
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,18,9,0,1,18,10,28
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,48,36,14,5,62,41,103
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,56,31,8,6,64,37,101
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,219,181,95,93,314,274,588
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,39,20,0,0,39,20,59
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,64,63,1,3,65,66,131
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,102,74,1,0,103,74,177
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,65,52,8,4,73,56,129
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,23,22,1,3,24,25,49
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,9,12,0,0,9,12,21
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,90,66,8,4,98,70,168
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,40,40,0,1,40,41,81
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,17,2,0,1,17,3,20
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,1,3,1,3,2,6,8
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,2,6,0,1,2,7,9
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,13,25,26,42,39,67,106
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,44,22,2,0,46,22,68
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,42,32,1,2,43,34,77
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2018-01-01,110,114,10,13,120,127,247
