,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2018-01-01,629,719,8,11,637,730,1367
AZURDUY,consulta externa,personas de 60 anos y mas,2018-01-01,108,241,1,7,109,248,357
BATALLAS,consulta externa,personas de 60 anos y mas,2018-01-01,161,151,194,177,355,328,683
BAURES,consulta externa,personas de 60 anos y mas,2018-01-01,137,133,23,26,160,159,319
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2018-01-01,49,84,25,42,74,126,200
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2018-01-01,69,63,0,0,69,63,132
BELLA FLOR,consulta externa,personas de 60 anos y mas,2018-01-01,34,34,28,26,62,60,122
BERMEJO,consulta externa,personas de 60 anos y mas,2018-01-01,780,843,67,108,847,951,1798
BETANZOS,consulta externa,personas de 60 anos y mas,2018-01-01,1120,1397,21,31,1141,1428,2569
BOLIVAR,consulta externa,personas de 60 anos y mas,2018-01-01,78,97,11,8,89,105,194
BOLPEBRA,consulta externa,personas de 60 anos y mas,2018-01-01,61,30,3,0,64,30,94
BOYUIBE,consulta externa,personas de 60 anos y mas,2018-01-01,66,105,20,25,86,130,216
BUENA VISTA,consulta externa,personas de 60 anos y mas,2018-01-01,373,299,78,66,451,365,816
CABEZAS,consulta externa,personas de 60 anos y mas,2018-01-01,545,560,101,136,646,696,1342
CAIROMA,consulta externa,personas de 60 anos y mas,2018-01-01,205,150,23,19,228,169,397
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2018-01-01,300,510,3,14,303,524,827
CAJUATA,consulta externa,personas de 60 anos y mas,2018-01-01,283,210,1,1,284,211,495
CALACOTO,consulta externa,personas de 60 anos y mas,2018-01-01,282,287,17,17,299,304,603
CALAMARCA,consulta externa,personas de 60 anos y mas,2018-01-01,221,249,3,10,224,259,483
CAMARGO,consulta externa,personas de 60 anos y mas,2018-01-01,473,710,108,163,581,873,1454
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2018-01-01,107,264,0,3,107,267,374
CAMIRI,consulta externa,personas de 60 anos y mas,2018-01-01,947,1004,156,327,1103,1331,2434
CAPINOTA,consulta externa,personas de 60 anos y mas,2018-01-01,265,374,269,345,534,719,1253
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2018-01-01,268,288,9,7,277,295,572
CARACOLLO,consulta externa,personas de 60 anos y mas,2018-01-01,408,457,27,37,435,494,929
CARANAVI,consulta externa,personas de 60 anos y mas,2018-01-01,1312,897,368,283,1680,1180,2860
CARANGAS,consulta externa,personas de 60 anos y mas,2018-01-01,17,16,1,0,18,16,34
CARAPARI,consulta externa,personas de 60 anos y mas,2018-01-01,405,347,64,92,469,439,908
CARIPUYO,consulta externa,personas de 60 anos y mas,2018-01-01,130,193,1,4,131,197,328
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2018-01-01,71,68,17,22,88,90,178
CATACORA,consulta externa,personas de 60 anos y mas,2018-01-01,65,97,8,6,73,103,176
CHACARILLA,consulta externa,personas de 60 anos y mas,2018-01-01,93,81,30,33,123,114,237
CHALLAPATA,consulta externa,personas de 60 anos y mas,2018-01-01,827,978,128,146,955,1124,2079
CHAQUI,consulta externa,personas de 60 anos y mas,2018-01-01,462,715,2,6,464,721,1185
CHARAGUA,consulta externa,personas de 60 anos y mas,2018-01-01,395,482,33,56,428,538,966
CHARAÑA,consulta externa,personas de 60 anos y mas,2018-01-01,57,52,10,5,67,57,124
CHAYANTA,consulta externa,personas de 60 anos y mas,2018-01-01,347,509,7,9,354,518,872
CHIMORE,consulta externa,personas de 60 anos y mas,2018-01-01,549,450,16,10,565,460,1025
CHIPAYA,consulta externa,personas de 60 anos y mas,2018-01-01,30,20,3,1,33,21,54
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2018-01-01,55,90,0,0,55,90,145
CHUA COCANI,consulta externa,personas de 60 anos y mas,2018-01-01,4,7,89,91,93,98,191
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2018-01-01,187,168,111,81,298,249,547
CHUMA,consulta externa,personas de 60 anos y mas,2018-01-01,433,486,25,15,458,501,959
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2018-01-01,51,59,4,10,55,69,124
CKOCHAS,consulta externa,personas de 60 anos y mas,2018-01-01,537,657,8,2,545,659,1204
CLIZA,consulta externa,personas de 60 anos y mas,2018-01-01,379,545,212,275,591,820,1411
COBIJA,consulta externa,personas de 60 anos y mas,2018-01-01,507,503,331,298,838,801,1639
COCAPATA,consulta externa,personas de 60 anos y mas,2018-01-01,560,586,2,2,562,588,1150
COCHABAMBA,consulta externa,personas de 60 anos y mas,2018-01-01,9942,11869,8778,14676,18720,26545,45265
COIPASA,consulta externa,personas de 60 anos y mas,2018-01-01,19,13,0,2,19,15,34
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2018-01-01,310,593,319,470,629,1063,1692
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2018-01-01,401,480,62,89,463,569,1032
COLLANA,consulta externa,personas de 60 anos y mas,2018-01-01,96,103,6,4,102,107,209
COLOMI,consulta externa,personas de 60 anos y mas,2018-01-01,267,318,105,115,372,433,805
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2018-01-01,173,140,20,27,193,167,360
COLQUECHACA,consulta externa,personas de 60 anos y mas,2018-01-01,1040,1304,17,22,1057,1326,2383
COLQUENCHA,consulta externa,personas de 60 anos y mas,2018-01-01,165,166,40,62,205,228,433
COLQUIRI,consulta externa,personas de 60 anos y mas,2018-01-01,484,470,30,8,514,478,992
COMANCHE,consulta externa,personas de 60 anos y mas,2018-01-01,65,68,23,33,88,101,189
COMARAPA,consulta externa,personas de 60 anos y mas,2018-01-01,221,294,30,37,251,331,582
COMBAYA,consulta externa,personas de 60 anos y mas,2018-01-01,148,146,3,5,151,151,302
CONCEPCION,consulta externa,personas de 60 anos y mas,2018-01-01,144,139,45,40,189,179,368
COPACABANA,consulta externa,personas de 60 anos y mas,2018-01-01,327,323,12,11,339,334,673
CORIPATA,consulta externa,personas de 60 anos y mas,2018-01-01,240,192,89,59,329,251,580
CORO CORO,consulta externa,personas de 60 anos y mas,2018-01-01,277,193,41,22,318,215,533
COROICO,consulta externa,personas de 60 anos y mas,2018-01-01,286,202,174,159,460,361,821
CORQUE,consulta externa,personas de 60 anos y mas,2018-01-01,246,266,15,14,261,280,541
COTAGAITA,consulta externa,personas de 60 anos y mas,2018-01-01,671,1070,369,592,1040,1662,2702
COTOCA,consulta externa,personas de 60 anos y mas,2018-01-01,398,432,115,126,513,558,1071
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2018-01-01,13,15,0,0,13,15,28
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2018-01-01,339,358,34,35,373,393,766
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2018-01-01,29,52,7,9,36,61,97
CUEVO,consulta externa,personas de 60 anos y mas,2018-01-01,61,75,41,78,102,153,255
CULPINA,consulta externa,personas de 60 anos y mas,2018-01-01,302,444,31,38,333,482,815
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2018-01-01,129,158,15,17,144,175,319
CURVA,consulta externa,personas de 60 anos y mas,2018-01-01,70,81,2,3,72,84,156
DESAGUADERO,consulta externa,personas de 60 anos y mas,2018-01-01,49,50,24,23,73,73,146
EL ALTO,consulta externa,personas de 60 anos y mas,2018-01-01,5534,6222,3331,3668,8865,9890,18755
EL CHORO,consulta externa,personas de 60 anos y mas,2018-01-01,148,144,7,2,155,146,301
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2018-01-01,309,242,3,4,312,246,558
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2018-01-01,348,499,51,86,399,585,984
EL TORNO,consulta externa,personas de 60 anos y mas,2018-01-01,1126,914,492,372,1618,1286,2904
EL VILLAR,consulta externa,personas de 60 anos y mas,2018-01-01,207,278,1,1,208,279,487
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2018-01-01,534,593,45,79,579,672,1251
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2018-01-01,525,467,33,23,558,490,1048
ESCARA,consulta externa,personas de 60 anos y mas,2018-01-01,30,48,1,4,31,52,83
ESCOMA,consulta externa,personas de 60 anos y mas,2018-01-01,161,139,43,25,204,164,368
ESMERALDA,consulta externa,personas de 60 anos y mas,2018-01-01,33,29,16,22,49,51,100
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2018-01-01,204,210,2,4,206,214,420
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2018-01-01,13,20,7,4,20,24,44
EXALTACION,consulta externa,personas de 60 anos y mas,2018-01-01,15,10,0,0,15,10,25
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2018-01-01,168,181,94,72,262,253,515
FILADELFIA,consulta externa,personas de 60 anos y mas,2018-01-01,77,30,8,3,85,33,118
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2018-01-01,264,319,30,19,294,338,632
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2018-01-01,231,202,96,91,327,293,620
GUANAY,consulta externa,personas de 60 anos y mas,2018-01-01,260,223,79,57,339,280,619
GUAQUI,consulta externa,personas de 60 anos y mas,2018-01-01,98,125,29,33,127,158,285
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2018-01-01,530,593,138,120,668,713,1381
GUTIERREZ,consulta externa,personas de 60 anos y mas,2018-01-01,240,280,28,31,268,311,579
HUACARETA,consulta externa,personas de 60 anos y mas,2018-01-01,156,250,25,28,181,278,459
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2018-01-01,67,115,1,8,68,123,191
HUACHACALLA,consulta externa,personas de 60 anos y mas,2018-01-01,62,57,8,17,70,74,144
HUANUNI,consulta externa,personas de 60 anos y mas,2018-01-01,478,405,87,105,565,510,1075
HUARACAJE,consulta externa,personas de 60 anos y mas,2018-01-01,49,29,15,6,64,35,99
HUARINA,consulta externa,personas de 60 anos y mas,2018-01-01,181,156,122,145,303,301,604
HUATAJATA,consulta externa,personas de 60 anos y mas,2018-01-01,30,30,59,60,89,90,179
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2018-01-01,206,225,3,6,209,231,440
HUMANATA,consulta externa,personas de 60 anos y mas,2018-01-01,110,100,6,5,116,105,221
ICHOCA,consulta externa,personas de 60 anos y mas,2018-01-01,203,196,2,1,205,197,402
ICLA,consulta externa,personas de 60 anos y mas,2018-01-01,120,214,22,40,142,254,396
INCAHUASI,consulta externa,personas de 60 anos y mas,2018-01-01,191,323,12,15,203,338,541
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2018-01-01,16,5,0,0,16,5,21
INQUISIVI,consulta externa,personas de 60 anos y mas,2018-01-01,395,344,13,8,408,352,760
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2018-01-01,466,377,75,89,541,466,1007
IXIAMAS,consulta externa,personas de 60 anos y mas,2018-01-01,143,80,30,11,173,91,264
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2018-01-01,384,349,277,289,661,638,1299
LA ASUNTA,consulta externa,personas de 60 anos y mas,2018-01-01,252,162,24,34,276,196,472
LA GUARDIA,consulta externa,personas de 60 anos y mas,2018-01-01,1479,1666,260,300,1739,1966,3705
LA PAZ,consulta externa,personas de 60 anos y mas,2018-01-01,12660,16492,12050,16268,24710,32760,57470
LA RIVERA,consulta externa,personas de 60 anos y mas,2018-01-01,10,13,0,2,10,15,25
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2018-01-01,103,144,12,15,115,159,274
LAJA,consulta externa,personas de 60 anos y mas,2018-01-01,207,236,180,170,387,406,793
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2018-01-01,81,129,1,4,82,133,215
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2018-01-01,145,108,38,41,183,149,332
LLALLAGUA,consulta externa,personas de 60 anos y mas,2018-01-01,573,863,72,63,645,926,1571
LLICA,consulta externa,personas de 60 anos y mas,2018-01-01,76,85,2,6,78,91,169
LORETO,consulta externa,personas de 60 anos y mas,2018-01-01,60,55,11,16,71,71,142
LURIBAY,consulta externa,personas de 60 anos y mas,2018-01-01,359,284,76,64,435,348,783
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2018-01-01,113,125,34,52,147,177,324
MACHARETI,consulta externa,personas de 60 anos y mas,2018-01-01,151,172,10,34,161,206,367
MAGDALENA,consulta externa,personas de 60 anos y mas,2018-01-01,129,132,64,94,193,226,419
MAIRANA,consulta externa,personas de 60 anos y mas,2018-01-01,101,104,89,132,190,236,426
MALLA,consulta externa,personas de 60 anos y mas,2018-01-01,74,78,22,24,96,102,198
MAPIRI,consulta externa,personas de 60 anos y mas,2018-01-01,212,152,31,27,243,179,422
MECAPACA,consulta externa,personas de 60 anos y mas,2018-01-01,156,136,32,19,188,155,343
MINEROS,consulta externa,personas de 60 anos y mas,2018-01-01,321,298,12,15,333,313,646
MIZQUE,consulta externa,personas de 60 anos y mas,2018-01-01,381,538,203,217,584,755,1339
MOCOMOCO,consulta externa,personas de 60 anos y mas,2018-01-01,456,407,204,240,660,647,1307
MOJINETE,consulta externa,personas de 60 anos y mas,2018-01-01,24,37,16,21,40,58,98
MOJOCOYA,consulta externa,personas de 60 anos y mas,2018-01-01,293,375,50,57,343,432,775
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2018-01-01,727,958,69,81,796,1039,1835
MONTERO,consulta externa,personas de 60 anos y mas,2018-01-01,2291,2429,552,664,2843,3093,5936
MORO MORO,consulta externa,personas de 60 anos y mas,2018-01-01,27,56,50,70,77,126,203
MOROCHATA,consulta externa,personas de 60 anos y mas,2018-01-01,284,314,71,71,355,385,740
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2018-01-01,38,12,25,12,63,24,87
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2018-01-01,9,10,4,3,13,13,26
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2018-01-01,46,24,1,0,47,24,71
OCURI,consulta externa,personas de 60 anos y mas,2018-01-01,404,481,1,4,405,485,890
OKINAWA,consulta externa,personas de 60 anos y mas,2018-01-01,135,175,38,48,173,223,396
OMEREQUE,consulta externa,personas de 60 anos y mas,2018-01-01,120,155,43,56,163,211,374
ORURO,consulta externa,personas de 60 anos y mas,2018-01-01,5405,6404,2490,2710,7895,9114,17009
PADCAYA,consulta externa,personas de 60 anos y mas,2018-01-01,428,469,96,140,524,609,1133
PADILLA,consulta externa,personas de 60 anos y mas,2018-01-01,369,499,19,33,388,532,920
PAILON,consulta externa,personas de 60 anos y mas,2018-01-01,318,259,48,56,366,315,681
PALCA,consulta externa,personas de 60 anos y mas,2018-01-01,324,282,38,28,362,310,672
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2018-01-01,653,566,342,278,995,844,1839
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2018-01-01,89,102,0,0,89,102,191
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2018-01-01,116,126,96,129,212,255,467
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2018-01-01,315,274,8,13,323,287,610
PASORAPA,consulta externa,personas de 60 anos y mas,2018-01-01,160,187,6,9,166,196,362
PATACAMAYA,consulta externa,personas de 60 anos y mas,2018-01-01,283,279,67,53,350,332,682
PAZÑA,consulta externa,personas de 60 anos y mas,2018-01-01,134,142,17,19,151,161,312
PELECHUCO,consulta externa,personas de 60 anos y mas,2018-01-01,122,87,8,9,130,96,226
POCOATA,consulta externa,personas de 60 anos y mas,2018-01-01,788,1052,0,0,788,1052,1840
POCONA,consulta externa,personas de 60 anos y mas,2018-01-01,386,552,6,10,392,562,954
POJO (CBBA),consulta externa,personas de 60 anos y mas,2018-01-01,133,146,4,1,137,147,284
POOPO,consulta externa,personas de 60 anos y mas,2018-01-01,136,168,28,45,164,213,377
PORCO,consulta externa,personas de 60 anos y mas,2018-01-01,70,96,1,0,71,96,167
POROMA,consulta externa,personas de 60 anos y mas,2018-01-01,352,486,9,9,361,495,856
PORONGO,consulta externa,personas de 60 anos y mas,2018-01-01,330,244,14,29,344,273,617
PORTACHUELO,consulta externa,personas de 60 anos y mas,2018-01-01,251,293,92,102,343,395,738
PORVENIR,consulta externa,personas de 60 anos y mas,2018-01-01,156,95,33,29,189,124,313
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2018-01-01,53,59,37,48,90,107,197
POTOSI,consulta externa,personas de 60 anos y mas,2018-01-01,3293,3969,834,1159,4127,5128,9255
PRESTO,consulta externa,personas de 60 anos y mas,2018-01-01,332,419,3,2,335,421,756
PUCARA,consulta externa,personas de 60 anos y mas,2018-01-01,20,29,104,114,124,143,267
PUCARANI,consulta externa,personas de 60 anos y mas,2018-01-01,507,502,203,209,710,711,1421
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2018-01-01,287,257,25,22,312,279,591
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2018-01-01,416,401,108,96,524,497,1021
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2018-01-01,153,93,44,31,197,124,321
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2018-01-01,133,116,92,84,225,200,425
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2018-01-01,121,128,17,32,138,160,298
PUERTO RICO,consulta externa,personas de 60 anos y mas,2018-01-01,127,58,17,9,144,67,211
PUERTO SILES,consulta externa,personas de 60 anos y mas,2018-01-01,18,2,0,0,18,2,20
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2018-01-01,226,202,73,64,299,266,565
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2018-01-01,836,703,114,99,950,802,1752
PUNA,consulta externa,personas de 60 anos y mas,2018-01-01,812,1279,2,11,814,1290,2104
PUNATA,consulta externa,personas de 60 anos y mas,2018-01-01,383,542,413,585,796,1127,1923
QUIABAYA,consulta externa,personas de 60 anos y mas,2018-01-01,137,117,13,7,150,124,274
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2018-01-01,1511,1892,1594,1950,3105,3842,6947
QUIME,consulta externa,personas de 60 anos y mas,2018-01-01,222,152,5,10,227,162,389
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2018-01-01,34,34,37,45,71,79,150
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2018-01-01,180,227,13,7,193,234,427
RAVELO,consulta externa,personas de 60 anos y mas,2018-01-01,810,944,9,8,819,952,1771
REYES,consulta externa,personas de 60 anos y mas,2018-01-01,121,143,65,97,186,240,426
RIBERALTA,consulta externa,personas de 60 anos y mas,2018-01-01,1074,924,269,214,1343,1138,2481
ROBORE,consulta externa,personas de 60 anos y mas,2018-01-01,300,263,31,111,331,374,705
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2018-01-01,511,451,108,87,619,538,1157
SABAYA,consulta externa,personas de 60 anos y mas,2018-01-01,140,122,140,115,280,237,517
SACABA,consulta externa,personas de 60 anos y mas,2018-01-01,1518,2127,1118,1529,2636,3656,6292
SACABAMBA,consulta externa,personas de 60 anos y mas,2018-01-01,139,184,54,102,193,286,479
SACACA,consulta externa,personas de 60 anos y mas,2018-01-01,282,441,1,0,283,441,724
SAIPINA,consulta externa,personas de 60 anos y mas,2018-01-01,112,115,58,71,170,186,356
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2018-01-01,427,514,21,25,448,539,987
SAMAIPATA,consulta externa,personas de 60 anos y mas,2018-01-01,160,189,127,121,287,310,597
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2018-01-01,61,65,18,23,79,88,167
SAN ANDRES,consulta externa,personas de 60 anos y mas,2018-01-01,164,112,29,17,193,129,322
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2018-01-01,118,106,137,170,255,276,531
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2018-01-01,35,47,1,0,36,47,83
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2018-01-01,171,172,25,27,196,199,395
SAN BENITO,consulta externa,personas de 60 anos y mas,2018-01-01,166,274,187,322,353,596,949
SAN BORJA,consulta externa,personas de 60 anos y mas,2018-01-01,449,435,91,84,540,519,1059
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2018-01-01,172,147,13,13,185,160,345
SAN CARLOS,consulta externa,personas de 60 anos y mas,2018-01-01,281,261,68,61,349,322,671
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2018-01-01,293,228,55,48,348,276,624
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2018-01-01,648,563,347,352,995,915,1910
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2018-01-01,19,17,12,11,31,28,59
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2018-01-01,163,128,8,2,171,130,301
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2018-01-01,38,47,16,30,54,77,131
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2018-01-01,289,296,49,51,338,347,685
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2018-01-01,390,342,90,88,480,430,910
SAN JULIAN,consulta externa,personas de 60 anos y mas,2018-01-01,868,779,100,88,968,867,1835
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2018-01-01,43,47,6,5,49,52,101
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2018-01-01,242,384,20,29,262,413,675
SAN LUCAS,consulta externa,personas de 60 anos y mas,2018-01-01,1025,1485,11,22,1036,1507,2543
SAN MATIAS,consulta externa,personas de 60 anos y mas,2018-01-01,160,181,66,54,226,235,461
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2018-01-01,129,118,145,153,274,271,545
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2018-01-01,86,90,0,3,86,93,179
SAN PEDRO,consulta externa,personas de 60 anos y mas,2018-01-01,434,392,68,94,502,486,988
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2018-01-01,390,468,1,1,391,469,860
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2018-01-01,308,322,11,10,319,332,651
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2018-01-01,31,43,0,2,31,45,76
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2018-01-01,48,52,215,334,263,386,649
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2018-01-01,53,28,3,2,56,30,86
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2018-01-01,69,55,124,116,193,171,364
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2018-01-01,82,118,4,3,86,121,207
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2018-01-01,158,178,13,17,171,195,366
SANTA ANA,consulta externa,personas de 60 anos y mas,2018-01-01,246,311,56,106,302,417,719
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2018-01-01,13240,16628,6182,7909,19422,24537,43959
SANTA ROSA,consulta externa,personas de 60 anos y mas,2018-01-01,120,106,12,7,132,113,245
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2018-01-01,617,557,23,15,640,572,1212
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2018-01-01,320,359,4,4,324,363,687
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2018-01-01,350,388,27,29,377,417,794
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2018-01-01,140,182,83,99,223,281,504
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2018-01-01,115,146,32,41,147,187,334
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2018-01-01,239,393,12,17,251,410,661
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2018-01-01,110,118,3,4,113,122,235
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2018-01-01,426,365,36,40,462,405,867
SENA,consulta externa,personas de 60 anos y mas,2018-01-01,62,37,0,0,62,37,99
SHINAOTA,consulta externa,personas de 60 anos y mas,2018-01-01,331,335,42,24,373,359,732
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2018-01-01,570,570,29,22,599,592,1191
SICAYA,consulta externa,personas de 60 anos y mas,2018-01-01,69,99,30,33,99,132,231
SIPE SIPE,consulta externa,personas de 60 anos y mas,2018-01-01,664,882,247,308,911,1190,2101
SOPACHUY,consulta externa,personas de 60 anos y mas,2018-01-01,153,235,0,0,153,235,388
SORACACHI,consulta externa,personas de 60 anos y mas,2018-01-01,284,310,2,1,286,311,597
SORATA,consulta externa,personas de 60 anos y mas,2018-01-01,451,424,209,206,660,630,1290
SUCRE,consulta externa,personas de 60 anos y mas,2018-01-01,5606,7091,1879,2619,7485,9710,17195
