municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,10,10
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-02-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,2,2
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-03-01,2,2
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-04-01,2,2
HUARACAJE,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-04-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-04-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-04-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-04-01,7,7
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-05-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-06-01,3,3
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-06-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-06-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-06-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-06-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-07-01,1,1
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-07-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-07-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-07-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-07-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,2,2
SAN RAMON SCZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-08-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
SAN BENITO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-09-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,5,5
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2021-12-01,1,1
