municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
TAHUA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,3,3
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-05-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,21,21
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,3,3
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,50,50
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2021-07-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,39,39
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,7,7
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera empirica,2021-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,23,23
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,5,5
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,8,8
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,3,3
VIACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-09-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,10,10
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,3,3
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-10-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,17,17
CORIPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,3,3
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,4,4
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,4,4
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2021-12-01,1,1
