municipality,group,variable,month,Partos atendidos por otros,TOTAL
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,6,6
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,28,28
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,3,3
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,3,3
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,3,3
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,4,4
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,8,8
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,5,5
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,3,3
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2021-02-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2021-03-01,3,3
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
COMANCHE,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,22,22
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
HUACARETA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,5,5
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,5,5
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,7,7
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,3,3
POCONA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,4,4
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
REYES,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
SAN JULIAN,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,3,3
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,4,4
TOLATA,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-03-01,3,3
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2021-04-01,3,3
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
CONCEPCION,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,22,22
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,3,3
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,3,3
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,5,5
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,7,7
PADILLA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,3,3
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,7,7
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,6,6
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-04-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,5,5
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,3,3
CONCEPCION,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,24,24
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
POSTRER VALLE,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,5,5
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,8,8
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,4,4
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por otros,2021-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2021-06-01,4,4
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
CATACORA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,6,6
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,17,17
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,8,8
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
MACHARETI,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,11,11
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,3,3
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,6,6
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-06-01,3,3
TRINIDAD,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-06-01,4,4
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,50,50
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,4,4
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,3,3
