municipality,group,variable,month,Primer Control Post Parto,TOTAL
SAN PEDRO(PND),atencion de partos en domicilio,primer control post parto,2021-04-01,2,2
SANTA ANA,atencion de partos en domicilio,primer control post parto,2021-04-01,39,39
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2021-04-01,3,3
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2021-04-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,primer control post parto,2021-04-01,1,1
SOPACHUY,atencion de partos en domicilio,primer control post parto,2021-04-01,1,1
SUCRE,atencion de partos en domicilio,primer control post parto,2021-04-01,1,1
TARABUCO,atencion de partos en domicilio,primer control post parto,2021-04-01,7,7
TARIJA,atencion de partos en domicilio,primer control post parto,2021-04-01,2,2
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2021-04-01,2,2
TOMAVE,atencion de partos en domicilio,primer control post parto,2021-04-01,2,2
TORO TORO,atencion de partos en domicilio,primer control post parto,2021-04-01,10,10
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2021-04-01,2,2
TRINIDAD,atencion de partos en domicilio,primer control post parto,2021-04-01,1,1
TUPIZA,atencion de partos en domicilio,primer control post parto,2021-04-01,1,1
UNCIA,atencion de partos en domicilio,primer control post parto,2021-04-01,11,11
URUBICHA,atencion de partos en domicilio,primer control post parto,2021-04-01,2,2
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2021-04-01,11,11
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2021-04-01,1,1
VITICHI,atencion de partos en domicilio,primer control post parto,2021-04-01,3,3
YANACACHI,atencion de partos en domicilio,primer control post parto,2021-04-01,4,4
ZUDAÑEZ,atencion de partos en domicilio,primer control post parto,2021-04-01,1,1
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
ANTEQUERA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
ANZALDO,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2021-05-01,5,5
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
ARQUE,atencion de partos en domicilio,primer control post parto,2021-05-01,14,14
AUCAPATA,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
AYATA,atencion de partos en domicilio,primer control post parto,2021-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2021-05-01,5,5
BERMEJO,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
BETANZOS,atencion de partos en domicilio,primer control post parto,2021-05-01,28,28
BUENA VISTA,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
CABEZAS,atencion de partos en domicilio,primer control post parto,2021-05-01,20,20
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
CAMARGO,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
CARIPUYO,atencion de partos en domicilio,primer control post parto,2021-05-01,5,5
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
CHAQUI,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
CHARAGUA,atencion de partos en domicilio,primer control post parto,2021-05-01,12,12
CHAYANTA,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
CHIMORE,atencion de partos en domicilio,primer control post parto,2021-05-01,33,33
CHUMA,atencion de partos en domicilio,primer control post parto,2021-05-01,10,10
CKOCHAS,atencion de partos en domicilio,primer control post parto,2021-05-01,9,9
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2021-05-01,5,5
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2021-05-01,25,25
CONCEPCION,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
COROICO,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
CORQUE,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
COTAGAITA,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
COTOCA,atencion de partos en domicilio,primer control post parto,2021-05-01,11,11
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
CULPINA,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
EL ALTO,atencion de partos en domicilio,primer control post parto,2021-05-01,23,23
EL CHORO,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
EXALTACION,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2021-05-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2021-05-01,8,8
GUAYARAMERIN,atencion de partos en domicilio,primer control post parto,2021-05-01,75,75
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
HUANUNI,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
HUMANATA,atencion de partos en domicilio,primer control post parto,2021-05-01,5,5
ICHOCA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
ICLA,atencion de partos en domicilio,primer control post parto,2021-05-01,8,8
INCAHUASI,atencion de partos en domicilio,primer control post parto,2021-05-01,9,9
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2021-05-01,20,20
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2021-05-01,7,7
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2021-05-01,7,7
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
LA PAZ,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
LAS CARRERAS,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
LORETO,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
MACHACAMARCA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
MORO MORO,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
