municipality,group,variable,month,RN con visita de control en las 48 hrs siguientes al nacimiento,TOTAL
CHALLAPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
CHAQUI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,8,8
CHARAGUA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
CHARAÑA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
CHAYANTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,13,13
CHIMORE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
CHOQUE COTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
CHUA COCANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
CHUMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
CKOCHAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,15,15
COCAPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,15,15
"COLCHA ""K""",atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
COLLANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
COLOMI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,16,16
COLQUENCHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,9,9
COLQUIRI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,8,8
COMANCHE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
COMBAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
CONCEPCION,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
COPACABANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,8,8
CORO CORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
COROICO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
CORQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
COTAGAITA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
COTOCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
CULPINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
CURVA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
DESAGUADERO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
EL ALTO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,21,21
EL CHORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
EL TORNO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
ESCOMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
FILADELFIA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
GUANAY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
GUAQUI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,10,10
GUTIERREZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
HUACARETA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
HUANUNI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
HUMANATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
ICHOCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
ICLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
INCAHUASI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,10,10
INGAVI (HUMAITA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
INQUISIVI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,14,14
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
IXIAMAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,8,8
LA ASUNTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,10,10
LA GUARDIA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
LA PAZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
LAGUNILLAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
LAJA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,11,11
LAS CARRERAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
LURIBAY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
MACHACAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
MAGDALENA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
MALLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
MECAPACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
MIZQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
MOCOMOCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,15,15
MOJOCOYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
MOROCHATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
OCURI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,14,14
OMEREQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
ORURO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,14,14
PADCAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
PADILLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
PALCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,9,9
PALOS BLANCOS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,11,11
PAMPA GRANDE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
PASORAPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
PATACAMAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
PAZÑA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
PELECHUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
POCOATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,29,29
POCONA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
POJO (CBBA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
POOPO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
PORCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
POROMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,11,11
PORONGO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
POTOSI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
PRESTO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,8,8
PUCARANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,23,23
PUERTO ACOSTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,14,14
PUERTO CARABUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
PUNA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
QUIABAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
QUIME,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
RAVELO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
RURRENABAQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SABAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SACABA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
SACABAMBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SACACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,18,18
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SAN BORJA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SAN IGNACIO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,22,22
SAN MATIAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,25,25
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,31,31
SAN PEDRO DE QUEMES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SANTA ANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,7,7
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
SHINAOTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,10,10
SICAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SIPE SIPE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
SOPACHUY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
SORACACHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
SORATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,10,10
SUCRE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,15,15
TACACOMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
TACOBAMBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
TACOPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,8,8
TAPACARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,23,23
TARABUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
TARACO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
TARVITA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
TEOPONTE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
TIAHUANACU,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
TINGUIPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,17,17
TIQUIPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,11,11
TIRAQUE (CBBA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
TOMAVE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
TORO TORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,11,11
TOTORA(CBBA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
TUPIZA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
TURCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
UMALA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,8,8
UNCIA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,11,11
UYUNI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
VACAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,4,4
VIACHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
VILA VILA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,6,6
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
VILLA RIVERO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
VILLA SERRANO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
VILLA TUNARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
VILLAZON,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
VITICHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,5,5
WALDO BALLIVIAN,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
WARNES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
YACO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,8,8
YACUIBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
YOCALLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,3,3
ZUDAÑEZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-01-01,2,2
ACACIO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,3,3
ACHACACHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,18,18
ACHOCALLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,6,6
AIQUILE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,4,4
ALALAY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,1,1
ALTO BENI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,9,9
ANDAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,2,2
ANZALDO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,2,2
APOLO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,6,6
ARAMPAMPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2021-02-01,3,3
