municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,2,2
PORCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,6,6
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-02-01,4,4
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,2,2
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
TACACOMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,3,3
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-03-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,2,2
LA GUARDIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,2,2
LAJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,4,4
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,4,4
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-04-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,4,4
BATALLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,2,2
MECAPACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
MONTERO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,4,4
SAN PEDRO DE MACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
SICAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,2,2
TARACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-05-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,3,3
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-06-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
POCONA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-07-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
DESAGUADERO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
LLICA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-08-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
AUCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,2,2
ICHOCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
SAN PEDRO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,2,2
TOMINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-09-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,2,2
LAJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2021-10-01,2,2
