municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,14,14
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,13,13
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,4,4
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,20,20
SAN MATIAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,21,21
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,16,16
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,5,5
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
TACACOMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,6,6
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,10,10
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,12,12
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,4,4
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,5,5
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,5,5
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,5,5
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,6,6
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,3,3
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,4,4
YACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-01-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,9,9
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,7,7
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,4,4
BELEN DE ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,13,13
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
BOLPEBRA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,6,6
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,7,7
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,5,5
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,6,6
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,4,4
CHUA COCANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,11,11
CLIZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,14,14
COIPASA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,4,4
COLLANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,5,5
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,9,9
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
COTOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,10,10
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
EXALTACION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,6,6
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
HUATAJATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,6,6
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,4,4
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,5,5
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,8,8
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,5,5
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,7,7
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,5,5
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,6,6
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,17,17
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
POOPO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,5,5
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
PUCARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,18,18
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,7,7
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2021-02-01,1,1
