municipality,group,variable,month,RN con malformación congénita,TOTAL
QUILLACOLLO,atencion de partos en domicilio,rn con malformacion congenita,2021-06-01,1,1
SANTA ANA,atencion de partos en domicilio,rn con malformacion congenita,2021-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con malformacion congenita,2021-07-01,1,1
MOJINETE,atencion de partos en domicilio,rn con malformacion congenita,2021-07-01,1,1
ORURO,atencion de partos en domicilio,rn con malformacion congenita,2021-07-01,1,1
SACACA,atencion de partos en domicilio,rn con malformacion congenita,2021-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con malformacion congenita,2021-07-01,1,1
YANACACHI,atencion de partos en domicilio,rn con malformacion congenita,2021-07-01,1,1
INCAHUASI,atencion de partos en domicilio,rn con malformacion congenita,2021-08-01,1,1
PUCARANI,atencion de partos en domicilio,rn con malformacion congenita,2021-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,rn con malformacion congenita,2021-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con malformacion congenita,2021-08-01,1,1
ACHOCALLA,atencion de partos en domicilio,rn con malformacion congenita,2021-09-01,1,1
COPACABANA,atencion de partos en domicilio,rn con malformacion congenita,2021-09-01,1,1
MAPIRI,atencion de partos en domicilio,rn con malformacion congenita,2021-09-01,1,1
PALCA,atencion de partos en domicilio,rn con malformacion congenita,2021-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,rn con malformacion congenita,2021-09-01,1,1
TAPACARI,atencion de partos en domicilio,rn con malformacion congenita,2021-09-01,1,1
ACHOCALLA,atencion de partos en domicilio,rn con malformacion congenita,2021-10-01,1,1
ARQUE,atencion de partos en domicilio,rn con malformacion congenita,2021-10-01,1,1
LA PAZ,atencion de partos en domicilio,rn con malformacion congenita,2021-10-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con malformacion congenita,2021-10-01,1,1
CARANAVI,atencion de partos en domicilio,rn con malformacion congenita,2021-11-01,1,1
HUMANATA,atencion de partos en domicilio,rn con malformacion congenita,2021-11-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,rn con malformacion congenita,2021-11-01,1,1
CARAPARI,atencion de partos en domicilio,rn con malformacion congenita,2021-12-01,1,1
COLQUIRI,atencion de partos en domicilio,rn con malformacion congenita,2021-12-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con malformacion congenita,2021-12-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,rn con malformacion congenita,2021-12-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,rn con malformacion congenita,2021-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con malformacion congenita,2021-12-01,2,2
UMALA,atencion de partos en domicilio,rn con malformacion congenita,2021-12-01,1,1
