municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,11,11
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,7,7
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,12,12
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
MORO MORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,13,13
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,11,11
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,9,9
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,12,12
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,5,5
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,28,28
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,11,11
PORONGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,8,8
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,21,21
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,14,14
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,7,7
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,5,5
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,5,5
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,20,20
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,5,5
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,22,22
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,25,25
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
SAN PEDRO DE MACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,30,30
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,7,7
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,6,6
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,10,10
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,6,6
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,9,9
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
TACACOMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,6,6
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,23,23
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,5,5
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,17,17
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,8,8
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,8,8
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,5,5
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,8,8
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,11,11
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,6,6
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,6,6
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,3,3
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,5,5
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,4,4
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,8,8
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-01-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,3,3
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,17,17
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,6,6
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,2,2
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,9,9
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,5,5
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,3,3
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,3,3
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,13,13
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,3,3
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,4,4
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,5,5
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,10,10
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,4,4
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,12,12
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,15,15
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,5,5
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,2,2
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,10,10
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,4,4
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,2,2
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,10,10
CHACARILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,6,6
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,2,2
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,3,3
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,7,7
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,6,6
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CHUA COCANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,4,4
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,7,7
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,16,16
CLIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,22,22
COIPASA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,6,6
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,8,8
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,4,4
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,9,9
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,3,3
COMBAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,2,2
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2021-02-01,3,3
