municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,14,14
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-02-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,4,4
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,28,28
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,3,3
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,2,2
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,2,2
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,2,2
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,5,5
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,4,4
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,2,2
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,5,5
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,3,3
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-03-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,3,3
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,15,15
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,3,3
HUARACAJE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,2,2
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,4,4
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,5,5
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,2,2
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,4,4
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-04-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,16,16
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,3,3
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,3,3
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,3,3
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,3,3
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,3,3
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,3,3
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-05-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,21,21
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,5,5
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,4,4
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,2,2
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-06-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,51,51
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,4,4
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,3,3
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-07-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,39,39
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,2,2
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,7,7
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,2,2
SAN RAMON SCZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,3,3
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-08-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,24,24
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,3,3
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,6,6
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,9,9
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,3,3
SAN RAMON SCZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-09-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,11,11
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,2,2
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,2,2
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,3,3
