municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dt,TOTAL
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,20,20
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,1,1
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,190,190
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,210,210
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2318,2318
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,123,123
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,3,3
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,8,8
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,37,37
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,16,16
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,11,11
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,50,50
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,7,7
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,14,14
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,40,40
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,6,6
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,29,29
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,12,12
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,9,9
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,125,125
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,79,79
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,11,11
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,30,30
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,10,10
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,7,7
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,18,18
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4408,4408
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,23,23
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,43,43
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,21,21
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,117,117
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,81,81
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,167,167
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,6,6
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,36,36
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5,5
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,42,42
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,19,19
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,39,39
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,13,13
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,170,170
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,3,3
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,47,47
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,35,35
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,7,7
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,13,13
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,40,40
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,66,66
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,21,21
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,17,17
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,43,43
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,35,35
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,89,89
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2943,2943
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,14,14
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,12,12
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,10,10
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,22,22
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,12,12
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,32,32
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,7,7
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,18,18
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,7,7
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,18,18
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,14,14
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,48,48
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,45,45
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,32,32
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5,5
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,69,69
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,342,342
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,51,51
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5,5
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,54,54
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,25,25
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,14,14
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,321,321
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,34,34
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,13,13
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,22,22
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,8,8
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,31,31
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,16,16
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,1,1
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,124,124
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,3,3
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,22,22
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,48,48
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,63,63
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,1,1
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,14,14
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,71,71
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,32,32
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,21,21
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,15,15
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,354,354
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,27,27
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,39,39
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,45,45
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,30,30
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,158,158
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,12,12
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,58,58
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,126,126
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,10,10
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,39,39
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,372,372
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,53,53
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,22,22
REYES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,18,18
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,390,390
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,63,63
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,31,31
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,8,8
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,434,434
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,7,7
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,1,1
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,12,12
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5,5
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,14,14
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,10,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5,5
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,98,98
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,33,33
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,53,53
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,18,18
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,90,90
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,52,52
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,9,9
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,260,260
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,67,67
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,126,126
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,34,34
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,48,48
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,70,70
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,87,87
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,7,7
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,14,14
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,37,37
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,1,1
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,14,14
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5595,5595
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,23,23
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,27,27
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,12,12
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,15,15
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,3,3
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,8,8
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,15,15
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,112,112
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,68,68
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,671,671
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,32,32
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,3,3
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,168,168
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,11,11
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,27,27
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,4,4
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,13,13
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,1089,1089
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,61,61
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,23,23
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,42,42
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5,5
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,8,8
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,141,141
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,90,90
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,3,3
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,196,196
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,122,122
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,7,7
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,6,6
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,78,78
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,9,9
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,24,24
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,3,3
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,430,430
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,24,24
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,2,2
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,34,34
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,34,34
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,42,42
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,10,10
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,12,12
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,13,13
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,84,84
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,8,8
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,102,102
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5,5
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,5,5
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,727,727
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-01-01,17,17
