municipality,group,variable,month,Mujeres de 15 a 49 años 2da dosis de dt,TOTAL
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,8,8
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,4,4
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,30,30
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,320,320
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,22,22
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,24,24
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,35,35
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,9,9
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,199,199
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,4,4
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,42,42
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,21,21
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,9,9
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,15,15
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,83,83
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,25,25
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,50,50
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,5,5
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,14,14
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,16,16
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,13,13
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,181,181
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,24,24
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,15,15
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,38,38
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,5,5
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,11,11
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,114,114
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,9,9
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,33,33
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,100,100
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,9,9
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,19,19
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,96,96
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,8,8
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
REYES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,315,315
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,76,76
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,17,17
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,9,9
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,250,250
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,9,9
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,8,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,5,5
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,69,69
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,10,10
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,44,44
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,35,35
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,86,86
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,4,4
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,26,26
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,8,8
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,131,131
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,59,59
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,33,33
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,40,40
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,20,20
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,42,42
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,37,37
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,21,21
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,34,34
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,19,19
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,4072,4072
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,14,14
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,14,14
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,15,15
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,17,17
SENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,89,89
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,19,19
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,404,404
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,20,20
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,46,46
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,23,23
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,4,4
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,8,8
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,398,398
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,8,8
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,7,7
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,7,7
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,39,39
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,38,38
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,28,28
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,7,7
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,5,5
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,12,12
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,5,5
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,181,181
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,13,13
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,3,3
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,24,24
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,10,10
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,23,23
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,6,6
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,12,12
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,12,12
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,58,58
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,12,12
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,58,58
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,28,28
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,297,297
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,7,7
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,13,13
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,38,38
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,22,22
WALDO BALLIVIAN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,2,2
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,123,123
YACO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,4,4
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,67,67
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,153,153
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,1,1
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,7,7
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-01-01,5,5
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-02-01,45,45
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-02-01,1,1
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-02-01,26,26
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2008-02-01,13,13
