municipality,group,variable,month,Mujeres de 15 a 49 años 3da dosis de dt,TOTAL
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,9,9
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,34,34
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,23,23
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1,1
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,8,8
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,8,8
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,22,22
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,9,9
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,10,10
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,11,11
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1,1
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,11,11
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,46,46
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,23,23
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,50,50
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,60,60
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1,1
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,4,4
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,5,5
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,4,4
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,11,11
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,56,56
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,3,3
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,7,7
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,11,11
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,10,10
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,13,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1,1
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,4,4
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1674,1674
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,4,4
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1,1
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,18,18
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,10,10
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,11,11
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,119,119
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,5,5
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,51,51
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,8,8
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,13,13
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,88,88
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1,1
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,8,8
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,8,8
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,4,4
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,4,4
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,5,5
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,8,8
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,11,11
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,33,33
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,15,15
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,69,69
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,4,4
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,6,6
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,16,16
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1,1
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,3,3
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,217,217
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,2,2
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-01-01,1,1
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,7,7
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,6,6
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,7,7
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,8,8
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,5,5
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,26,26
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,85,85
AYATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
AYO AYO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,13,13
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,23,23
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,3,3
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,6,6
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,4,4
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,7,7
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
CALACOTO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,7,7
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,6,6
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,29,29
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,5,5
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,3,3
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,11,11
CHIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,24,24
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,86,86
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,352,352
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,59,59
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,41,41
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,10,10
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,7,7
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,10,10
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,14,14
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,5,5
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,5,5
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,8,8
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,3,3
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,46,46
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,3,3
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,14,14
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,5,5
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,4,4
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,772,772
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,60,60
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,14,14
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,4,4
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,6,6
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,62,62
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,9,9
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,10,10
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,7,7
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,4,4
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,3,3
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,508,508
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,4,4
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,4,4
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,16,16
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,4,4
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,11,11
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,8,8
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,12,12
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,6,6
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,23,23
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,8,8
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,12,12
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,6,6
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,161,161
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,6,6
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,29,29
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,14,14
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,3,3
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,2,2
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,7,7
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,1,1
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,10,10
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2008-02-01,21,21
