municipality,group,variable,month,Mujeres de 15 a 49 años 5ta dosis de dt,TOTAL
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,6,6
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,6,6
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,12,12
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,249,249
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,4,4
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,24,24
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,8,8
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,7,7
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,7,7
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,12,12
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,164,164
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,4,4
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,7,7
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,86,86
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,4,4
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,15,15
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,25,25
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,4,4
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,9,9
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,7,7
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,21,21
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,11,11
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,28,28
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,6,6
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,14,14
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,9,9
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,14,14
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,16,16
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,122,122
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,4,4
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,6,6
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,34,34
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,6,6
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,12,12
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,7,7
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,26,26
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,6,6
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,25,25
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,801,801
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,17,17
SENA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,16,16
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,95,95
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,53,53
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,4,4
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,5,5
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,19,19
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,6,6
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,14,14
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,6,6
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,26,26
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,3,3
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,10,10
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,8,8
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,2,2
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,25,25
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-01-01,1,1
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,4,4
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,9,9
AYO AYO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,14,14
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,7,7
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,4,4
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,15,15
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,7,7
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,12,12
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,8,8
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,5,5
CHIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,236,236
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,13,13
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,9,9
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,5,5
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,24,24
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,334,334
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,5,5
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,8,8
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,5,5
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,5,5
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,4,4
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,6,6
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,10,10
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,16,16
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,168,168
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,17,17
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,4,4
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,4,4
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,13,13
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,38,38
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,6,6
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,19,19
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,11,11
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,13,13
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,11,11
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,20,20
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,4,4
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,15,15
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,10,10
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,15,15
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,2,2
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,1,1
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,20,20
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-02-01,3,3
