municipality,group,variable,month,Mujeres de 15 a 49 años 4da dosis de dt,TOTAL
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,13,13
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,9,9
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,11,11
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,31,31
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,6,6
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,11,11
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,7,7
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,8,8
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,19,19
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,15,15
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,10,10
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,3,3
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,5,5
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,11,11
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,33,33
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,27,27
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,8,8
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,10,10
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,6,6
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,3,3
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,17,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,237,237
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,9,9
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,64,64
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,6,6
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,12,12
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,3,3
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,75,75
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,3,3
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,5,5
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,3,3
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,13,13
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,3,3
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,32,32
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,11,11
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,3,3
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,31,31
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,12,12
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,14,14
YACO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,4,4
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,1,1
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-02-01,2,2
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,2,2
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,6,6
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,6,6
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,13,13
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,5,5
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,8,8
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
AYATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,4,4
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,2,2
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,6,6
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,5,5
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,10,10
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,20,20
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,2,2
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,3,3
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,5,5
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,16,16
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,9,9
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,356,356
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,33,33
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,2,2
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,9,9
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,5,5
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,2,2
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,2,2
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,3,3
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,1,1
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2008-03-01,2,2
