municipality,group,variable,month,Repetidas,TOTAL
CARANAVI,consultas prenatales,repetidas,2008-01-01,333,333
CARAPARI,consultas prenatales,repetidas,2008-01-01,52,52
CARIPUYO,consultas prenatales,repetidas,2008-01-01,18,18
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2008-01-01,9,9
CATACORA,consultas prenatales,repetidas,2008-01-01,2,2
CHACARILLA,consultas prenatales,repetidas,2008-01-01,1,1
CHALLAPATA,consultas prenatales,repetidas,2008-01-01,182,182
CHAQUI,consultas prenatales,repetidas,2008-01-01,22,22
CHARAGUA,consultas prenatales,repetidas,2008-01-01,211,211
CHARAÑA,consultas prenatales,repetidas,2008-01-01,11,11
CHAYANTA,consultas prenatales,repetidas,2008-01-01,57,57
CHIMORE,consultas prenatales,repetidas,2008-01-01,65,65
CHIPAYA,consultas prenatales,repetidas,2008-01-01,6,6
CHOQUE COTA,consultas prenatales,repetidas,2008-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2008-01-01,126,126
CHUMA,consultas prenatales,repetidas,2008-01-01,35,35
CLIZA,consultas prenatales,repetidas,2008-01-01,121,121
COBIJA,consultas prenatales,repetidas,2008-01-01,477,477
COCHABAMBA,consultas prenatales,repetidas,2008-01-01,5221,5221
COIPASA,consultas prenatales,repetidas,2008-01-01,1,1
COLCAPIRHUA,consultas prenatales,repetidas,2008-01-01,382,382
"COLCHA ""K""",consultas prenatales,repetidas,2008-01-01,20,20
COLLANA,consultas prenatales,repetidas,2008-01-01,5,5
COLOMI,consultas prenatales,repetidas,2008-01-01,89,89
COLPA BELGICA,consultas prenatales,repetidas,2008-01-01,35,35
COLQUECHACA,consultas prenatales,repetidas,2008-01-01,117,117
COLQUENCHA,consultas prenatales,repetidas,2008-01-01,25,25
COLQUIRI,consultas prenatales,repetidas,2008-01-01,108,108
COMANCHE,consultas prenatales,repetidas,2008-01-01,2,2
COMARAPA,consultas prenatales,repetidas,2008-01-01,144,144
COMBAYA,consultas prenatales,repetidas,2008-01-01,5,5
CONCEPCION,consultas prenatales,repetidas,2008-01-01,116,116
COPACABANA,consultas prenatales,repetidas,2008-01-01,43,43
CORIPATA,consultas prenatales,repetidas,2008-01-01,67,67
CORO CORO,consultas prenatales,repetidas,2008-01-01,24,24
COROICO,consultas prenatales,repetidas,2008-01-01,76,76
CORQUE,consultas prenatales,repetidas,2008-01-01,24,24
COTAGAITA,consultas prenatales,repetidas,2008-01-01,101,101
COTOCA,consultas prenatales,repetidas,2008-01-01,325,325
CUATRO CAÑADAS,consultas prenatales,repetidas,2008-01-01,99,99
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2008-01-01,8,8
CUEVO,consultas prenatales,repetidas,2008-01-01,20,20
CULPINA,consultas prenatales,repetidas,2008-01-01,62,62
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2008-01-01,41,41
CURVA,consultas prenatales,repetidas,2008-01-01,5,5
DESAGUADERO,consultas prenatales,repetidas,2008-01-01,41,41
EL ALTO,consultas prenatales,repetidas,2008-01-01,5218,5218
EL CHORO,consultas prenatales,repetidas,2008-01-01,19,19
EL PUENTE(STC),consultas prenatales,repetidas,2008-01-01,52,52
EL PUENTE(TJA),consultas prenatales,repetidas,2008-01-01,52,52
EL TORNO,consultas prenatales,repetidas,2008-01-01,310,310
EL VILLAR,consultas prenatales,repetidas,2008-01-01,20,20
ENTRE RIOS,consultas prenatales,repetidas,2008-01-01,132,132
ENTRE RIOS,consultas prenatales,repetidas,2008-01-01,94,94
ESCARA,consultas prenatales,repetidas,2008-01-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2008-01-01,20,20
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2008-01-01,2,2
EXALTACION,consultas prenatales,repetidas,2008-01-01,13,13
FERNANDEZ ALONSO,consultas prenatales,repetidas,2008-01-01,75,75
FILADELFIA,consultas prenatales,repetidas,2008-01-01,10,10
GENERAL SAAVEDRA,consultas prenatales,repetidas,2008-01-01,70,70
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2008-01-01,30,30
GUANAY,consultas prenatales,repetidas,2008-01-01,101,101
GUAQUI,consultas prenatales,repetidas,2008-01-01,30,30
GUAYARAMERIN,consultas prenatales,repetidas,2008-01-01,310,310
GUTIERREZ,consultas prenatales,repetidas,2008-01-01,60,60
HUACARETA,consultas prenatales,repetidas,2008-01-01,46,46
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2008-01-01,2,2
HUACHACALLA,consultas prenatales,repetidas,2008-01-01,2,2
HUANUNI,consultas prenatales,repetidas,2008-01-01,277,277
HUARACAJE,consultas prenatales,repetidas,2008-01-01,18,18
HUAYLLAMARCA,consultas prenatales,repetidas,2008-01-01,16,16
ICHOCA,consultas prenatales,repetidas,2008-01-01,17,17
ICLA,consultas prenatales,repetidas,2008-01-01,48,48
INCAHUASI,consultas prenatales,repetidas,2008-01-01,108,108
INGAVI (HUMAITA),consultas prenatales,repetidas,2008-01-01,3,3
INQUISIVI,consultas prenatales,repetidas,2008-01-01,35,35
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2008-01-01,53,53
IXIAMAS,consultas prenatales,repetidas,2008-01-01,26,26
JESUS DE MACHACA,consultas prenatales,repetidas,2008-01-01,64,64
LA ASUNTA,consultas prenatales,repetidas,2008-01-01,173,173
LA GUARDIA,consultas prenatales,repetidas,2008-01-01,583,583
LA PAZ,consultas prenatales,repetidas,2008-01-01,6442,6442
LA RIVERA,consultas prenatales,repetidas,2008-01-01,1,1
LAGUNILLAS,consultas prenatales,repetidas,2008-01-01,32,32
LAJA,consultas prenatales,repetidas,2008-01-01,53,53
LAS CARRERAS,consultas prenatales,repetidas,2008-01-01,14,14
LICOMA PAMPA,consultas prenatales,repetidas,2008-01-01,10,10
LLALLAGUA,consultas prenatales,repetidas,2008-01-01,285,285
LLICA,consultas prenatales,repetidas,2008-01-01,18,18
LORETO,consultas prenatales,repetidas,2008-01-01,5,5
LURIBAY,consultas prenatales,repetidas,2008-01-01,28,28
MACHACAMARCA,consultas prenatales,repetidas,2008-01-01,28,28
MACHARETI,consultas prenatales,repetidas,2008-01-01,55,55
MAGDALENA,consultas prenatales,repetidas,2008-01-01,88,88
MAIRANA,consultas prenatales,repetidas,2008-01-01,72,72
MALLA,consultas prenatales,repetidas,2008-01-01,10,10
MAPIRI,consultas prenatales,repetidas,2008-01-01,134,134
MECAPACA,consultas prenatales,repetidas,2008-01-01,24,24
MINEROS,consultas prenatales,repetidas,2008-01-01,116,116
MIZQUE,consultas prenatales,repetidas,2008-01-01,128,128
MOCOMOCO,consultas prenatales,repetidas,2008-01-01,18,18
MOJINETE,consultas prenatales,repetidas,2008-01-01,1,1
MOJOCOYA,consultas prenatales,repetidas,2008-01-01,33,33
MONTEAGUDO,consultas prenatales,repetidas,2008-01-01,239,239
MONTERO,consultas prenatales,repetidas,2008-01-01,877,877
MORO MORO,consultas prenatales,repetidas,2008-01-01,9,9
MOROCHATA,consultas prenatales,repetidas,2008-01-01,75,75
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2008-01-01,15,15
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2008-01-01,3,3
OCURI,consultas prenatales,repetidas,2008-01-01,84,84
OKINAWA,consultas prenatales,repetidas,2008-01-01,107,107
OMEREQUE,consultas prenatales,repetidas,2008-01-01,28,28
ORURO,consultas prenatales,repetidas,2008-01-01,2030,2030
PADCAYA,consultas prenatales,repetidas,2008-01-01,48,48
PADILLA,consultas prenatales,repetidas,2008-01-01,75,75
PAILON,consultas prenatales,repetidas,2008-01-01,101,101
PALCA,consultas prenatales,repetidas,2008-01-01,21,21
PALOS BLANCOS,consultas prenatales,repetidas,2008-01-01,201,201
PAMPA AULLAGAS,consultas prenatales,repetidas,2008-01-01,11,11
PAMPA GRANDE,consultas prenatales,repetidas,2008-01-01,37,37
PAPEL PAMPA,consultas prenatales,repetidas,2008-01-01,4,4
PASORAPA,consultas prenatales,repetidas,2008-01-01,10,10
PATACAMAYA,consultas prenatales,repetidas,2008-01-01,126,126
PAZÑA,consultas prenatales,repetidas,2008-01-01,29,29
PELECHUCO,consultas prenatales,repetidas,2008-01-01,6,6
POCOATA,consultas prenatales,repetidas,2008-01-01,82,82
POCONA,consultas prenatales,repetidas,2008-01-01,29,29
POJO (CBBA),consultas prenatales,repetidas,2008-01-01,43,43
POOPO,consultas prenatales,repetidas,2008-01-01,39,39
PORCO,consultas prenatales,repetidas,2008-01-01,82,82
POROMA,consultas prenatales,repetidas,2008-01-01,52,52
PORONGO,consultas prenatales,repetidas,2008-01-01,31,31
PORTACHUELO,consultas prenatales,repetidas,2008-01-01,176,176
PORVENIR,consultas prenatales,repetidas,2008-01-01,33,33
POSTRER VALLE,consultas prenatales,repetidas,2008-01-01,4,4
POTOSI,consultas prenatales,repetidas,2008-01-01,1768,1768
PRESTO,consultas prenatales,repetidas,2008-01-01,44,44
PUCARA,consultas prenatales,repetidas,2008-01-01,3,3
PUCARANI,consultas prenatales,repetidas,2008-01-01,76,76
PUERTO ACOSTA,consultas prenatales,repetidas,2008-01-01,39,39
PUERTO CARABUCO,consultas prenatales,repetidas,2008-01-01,36,36
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2008-01-01,30,30
PUERTO PEREZ,consultas prenatales,repetidas,2008-01-01,8,8
PUERTO QUIJARRO,consultas prenatales,repetidas,2008-01-01,76,76
PUERTO RICO,consultas prenatales,repetidas,2008-01-01,38,38
PUERTO SILES,consultas prenatales,repetidas,2008-01-01,1,1
PUERTO SUAREZ,consultas prenatales,repetidas,2008-01-01,121,121
PUERTO VILLARROEL,consultas prenatales,repetidas,2008-01-01,274,274
PUNA,consultas prenatales,repetidas,2008-01-01,140,140
PUNATA,consultas prenatales,repetidas,2008-01-01,246,246
QUIABAYA,consultas prenatales,repetidas,2008-01-01,7,7
QUILLACOLLO,consultas prenatales,repetidas,2008-01-01,584,584
QUIME,consultas prenatales,repetidas,2008-01-01,32,32
QUIRUSILLAS,consultas prenatales,repetidas,2008-01-01,6,6
RAVELO,consultas prenatales,repetidas,2008-01-01,49,49
REYES,consultas prenatales,repetidas,2008-01-01,74,74
RIBERALTA,consultas prenatales,repetidas,2008-01-01,939,939
ROBORE,consultas prenatales,repetidas,2008-01-01,117,117
RURRENABAQUE,consultas prenatales,repetidas,2008-01-01,105,105
SABAYA,consultas prenatales,repetidas,2008-01-01,9,9
SACABA,consultas prenatales,repetidas,2008-01-01,815,815
SACABAMBA,consultas prenatales,repetidas,2008-01-01,21,21
SACACA,consultas prenatales,repetidas,2008-01-01,86,86
SAIPINA,consultas prenatales,repetidas,2008-01-01,36,36
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2008-01-01,36,36
SAMAIPATA,consultas prenatales,repetidas,2008-01-01,36,36
SAN AGUSTIN,consultas prenatales,repetidas,2008-01-01,10,10
SAN ANDRES,consultas prenatales,repetidas,2008-01-01,35,35
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2008-01-01,20,20
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2008-01-01,14,14
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2008-01-01,29,29
SAN BENITO,consultas prenatales,repetidas,2008-01-01,22,22
SAN BORJA,consultas prenatales,repetidas,2008-01-01,257,257
SAN BUENA VENTURA,consultas prenatales,repetidas,2008-01-01,117,117
SAN CARLOS,consultas prenatales,repetidas,2008-01-01,165,165
SAN IGNACIO,consultas prenatales,repetidas,2008-01-01,119,119
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2008-01-01,332,332
SAN JAVIER(BNI),consultas prenatales,repetidas,2008-01-01,9,9
SAN JAVIER(STC),consultas prenatales,repetidas,2008-01-01,126,126
SAN JOAQUIN,consultas prenatales,repetidas,2008-01-01,34,34
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2008-01-01,79,79
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2008-01-01,59,59
SAN JULIAN,consultas prenatales,repetidas,2008-01-01,226,226
SAN LORENZO(PND),consultas prenatales,repetidas,2008-01-01,16,16
SAN LORENZO(TJA),consultas prenatales,repetidas,2008-01-01,49,49
SAN LUCAS,consultas prenatales,repetidas,2008-01-01,253,253
SAN MATIAS,consultas prenatales,repetidas,2008-01-01,47,47
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2008-01-01,60,60
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2008-01-01,14,14
SAN PEDRO,consultas prenatales,repetidas,2008-01-01,98,98
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2008-01-01,42,42
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2008-01-01,9,9
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2008-01-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2008-01-01,12,12
SAN PEDRO(PND),consultas prenatales,repetidas,2008-01-01,8,8
SAN RAFAEL,consultas prenatales,repetidas,2008-01-01,48,48
SAN RAMON,consultas prenatales,repetidas,2008-01-01,60,60
SAN RAMON,consultas prenatales,repetidas,2008-01-01,23,23
SANTA ANA,consultas prenatales,repetidas,2008-01-01,148,148
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2008-01-01,8210,8210
SANTA ROSA,consultas prenatales,repetidas,2008-01-01,60,60
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2008-01-01,95,95
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2008-01-01,14,14
SANTIAGO DE HUARI,consultas prenatales,repetidas,2008-01-01,30,30
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2008-01-01,10,10
SANTIVAÑES,consultas prenatales,repetidas,2008-01-01,19,19
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2008-01-01,9,9
SAPAHAQUI,consultas prenatales,repetidas,2008-01-01,8,8
SENA,consultas prenatales,repetidas,2008-01-01,11,11
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2008-01-01,74,74
SICAYA,consultas prenatales,repetidas,2008-01-01,13,13
SIPE SIPE,consultas prenatales,repetidas,2008-01-01,255,255
SOPACHUY,consultas prenatales,repetidas,2008-01-01,38,38
SORACACHI,consultas prenatales,repetidas,2008-01-01,25,25
SORATA,consultas prenatales,repetidas,2008-01-01,78,78
SUCRE,consultas prenatales,repetidas,2008-01-01,2097,2097
TACACHI,consultas prenatales,repetidas,2008-01-01,2,2
TACACOMA,consultas prenatales,repetidas,2008-01-01,15,15
TACOBAMBA,consultas prenatales,repetidas,2008-01-01,13,13
TACOPAYA,consultas prenatales,repetidas,2008-01-01,44,44
TAPACARI,consultas prenatales,repetidas,2008-01-01,50,50
TARABUCO,consultas prenatales,repetidas,2008-01-01,163,163
TARACO,consultas prenatales,repetidas,2008-01-01,6,6
TARATA,consultas prenatales,repetidas,2008-01-01,36,36
TARIJA,consultas prenatales,repetidas,2008-01-01,986,986
TARVITA,consultas prenatales,repetidas,2008-01-01,90,90
TEOPONTE,consultas prenatales,repetidas,2008-01-01,38,38
TIAWANACU,consultas prenatales,repetidas,2008-01-01,42,42
TINGUIPAYA,consultas prenatales,repetidas,2008-01-01,30,30
TIPUANI,consultas prenatales,repetidas,2008-01-01,108,108
TIQUIPAYA,consultas prenatales,repetidas,2008-01-01,191,191
TIRAQUE (CBBA),consultas prenatales,repetidas,2008-01-01,323,323
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2008-01-01,3,3
TOCO,consultas prenatales,repetidas,2008-01-01,21,21
TODOS SANTOS,consultas prenatales,repetidas,2008-01-01,3,3
TOLATA,consultas prenatales,repetidas,2008-01-01,13,13
TOLEDO,consultas prenatales,repetidas,2008-01-01,15,15
TOMAVE,consultas prenatales,repetidas,2008-01-01,22,22
TOMINA,consultas prenatales,repetidas,2008-01-01,57,57
TORO TORO,consultas prenatales,repetidas,2008-01-01,30,30
TOTORA(CBBA),consultas prenatales,repetidas,2008-01-01,75,75
TOTORA(ORR),consultas prenatales,repetidas,2008-01-01,16,16
TRIGAL,consultas prenatales,repetidas,2008-01-01,14,14
TRINIDAD,consultas prenatales,repetidas,2008-01-01,907,907
TUPIZA,consultas prenatales,repetidas,2008-01-01,271,271
TURCO,consultas prenatales,repetidas,2008-01-01,16,16
UMALA,consultas prenatales,repetidas,2008-01-01,7,7
UNCIA,consultas prenatales,repetidas,2008-01-01,174,174
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2008-01-01,82,82
URUBICHA,consultas prenatales,repetidas,2008-01-01,46,46
UYUNI,consultas prenatales,repetidas,2008-01-01,151,151
VACAS,consultas prenatales,repetidas,2008-01-01,33,33
VALLEGRANDE,consultas prenatales,repetidas,2008-01-01,93,93
VIACHA,consultas prenatales,repetidas,2008-01-01,262,262
VILA VILA,consultas prenatales,repetidas,2008-01-01,16,16
VILLA MONTES,consultas prenatales,repetidas,2008-01-01,325,325
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2008-01-01,6,6
VILLA RIVERO,consultas prenatales,repetidas,2008-01-01,13,13
VILLA SERRANO,consultas prenatales,repetidas,2008-01-01,42,42
VILLA TUNARI,consultas prenatales,repetidas,2008-01-01,447,447
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2008-01-01,57,57
VILLAZON,consultas prenatales,repetidas,2008-01-01,308,308
VINTO,consultas prenatales,repetidas,2008-01-01,170,170
VITICHI,consultas prenatales,repetidas,2008-01-01,33,33
WALDO BALLIVIAN,consultas prenatales,repetidas,2008-01-01,11,11
WARNES,consultas prenatales,repetidas,2008-01-01,491,491
YACO,consultas prenatales,repetidas,2008-01-01,12,12
YACUIBA,consultas prenatales,repetidas,2008-01-01,628,628
YAMPARAEZ,consultas prenatales,repetidas,2008-01-01,36,36
YANACACHI,consultas prenatales,repetidas,2008-01-01,13,13
YAPACANI,consultas prenatales,repetidas,2008-01-01,286,286
YOCALLA,consultas prenatales,repetidas,2008-01-01,13,13
YOTALA,consultas prenatales,repetidas,2008-01-01,49,49
YUNCHARA,consultas prenatales,repetidas,2008-01-01,24,24
ZUDAÑEZ,consultas prenatales,repetidas,2008-01-01,52,52
ACACIO,consultas prenatales,repetidas,2008-02-01,17,17
ACHACACHI,consultas prenatales,repetidas,2008-02-01,141,141
ACHOCALLA,consultas prenatales,repetidas,2008-02-01,53,53
AIQUILE,consultas prenatales,repetidas,2008-02-01,184,184
ALALAY,consultas prenatales,repetidas,2008-02-01,7,7
ALCALA,consultas prenatales,repetidas,2008-02-01,14,14
ANCORAIMES,consultas prenatales,repetidas,2008-02-01,37,37
ANDAMARCA,consultas prenatales,repetidas,2008-02-01,15,15
ANTEQUERA,consultas prenatales,repetidas,2008-02-01,34,34
ANZALDO,consultas prenatales,repetidas,2008-02-01,14,14
APOLO,consultas prenatales,repetidas,2008-02-01,112,112
ARAMPAMPA,consultas prenatales,repetidas,2008-02-01,28,28
ARANI,consultas prenatales,repetidas,2008-02-01,32,32
ARBIETO,consultas prenatales,repetidas,2008-02-01,13,13
ARQUE,consultas prenatales,repetidas,2008-02-01,31,31
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2008-02-01,118,118
ATOCHA,consultas prenatales,repetidas,2008-02-01,73,73
AUCAPATA,consultas prenatales,repetidas,2008-02-01,1,1
AYATA,consultas prenatales,repetidas,2008-02-01,17,17
AYO AYO,consultas prenatales,repetidas,2008-02-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2008-02-01,124,124
AZURDUY,consultas prenatales,repetidas,2008-02-01,67,67
BATALLAS,consultas prenatales,repetidas,2008-02-01,40,40
BAURES,consultas prenatales,repetidas,2008-02-01,30,30
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2008-02-01,3,3
BELEN DE URMIRI,consultas prenatales,repetidas,2008-02-01,1,1
BELLA FLOR,consultas prenatales,repetidas,2008-02-01,3,3
BERMEJO,consultas prenatales,repetidas,2008-02-01,205,205
BETANZOS,consultas prenatales,repetidas,2008-02-01,122,122
BOLIVAR,consultas prenatales,repetidas,2008-02-01,6,6
BOLPEBRA,consultas prenatales,repetidas,2008-02-01,5,5
BOYUIBE,consultas prenatales,repetidas,2008-02-01,10,10
BUENA VISTA,consultas prenatales,repetidas,2008-02-01,51,51
CABEZAS,consultas prenatales,repetidas,2008-02-01,132,132
CAIROMA,consultas prenatales,repetidas,2008-02-01,36,36
"CAIZA ""D""",consultas prenatales,repetidas,2008-02-01,39,39
CAJUATA,consultas prenatales,repetidas,2008-02-01,38,38
CALACOTO,consultas prenatales,repetidas,2008-02-01,7,7
CALAMARCA,consultas prenatales,repetidas,2008-02-01,41,41
CAMARGO,consultas prenatales,repetidas,2008-02-01,102,102
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2008-02-01,27,27
CAMIRI,consultas prenatales,repetidas,2008-02-01,310,310
CAPINOTA,consultas prenatales,repetidas,2008-02-01,153,153
CAQUIAVIRI,consultas prenatales,repetidas,2008-02-01,17,17
CARACOLLO,consultas prenatales,repetidas,2008-02-01,92,92
CARANAVI,consultas prenatales,repetidas,2008-02-01,309,309
CARANGAS,consultas prenatales,repetidas,2008-02-01,1,1
CARAPARI,consultas prenatales,repetidas,2008-02-01,69,69
CARIPUYO,consultas prenatales,repetidas,2008-02-01,28,28
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2008-02-01,23,23
CHALLAPATA,consultas prenatales,repetidas,2008-02-01,155,155
CHAQUI,consultas prenatales,repetidas,2008-02-01,21,21
CHARAGUA,consultas prenatales,repetidas,2008-02-01,177,177
CHARAÑA,consultas prenatales,repetidas,2008-02-01,10,10
CHAYANTA,consultas prenatales,repetidas,2008-02-01,39,39
CHIMORE,consultas prenatales,repetidas,2008-02-01,81,81
CHIPAYA,consultas prenatales,repetidas,2008-02-01,9,9
CHOQUE COTA,consultas prenatales,repetidas,2008-02-01,6,6
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2008-02-01,154,154
CHUMA,consultas prenatales,repetidas,2008-02-01,24,24
CLIZA,consultas prenatales,repetidas,2008-02-01,134,134
COBIJA,consultas prenatales,repetidas,2008-02-01,463,463
COCHABAMBA,consultas prenatales,repetidas,2008-02-01,5154,5154
COLCAPIRHUA,consultas prenatales,repetidas,2008-02-01,313,313
"COLCHA ""K""",consultas prenatales,repetidas,2008-02-01,35,35
COLLANA,consultas prenatales,repetidas,2008-02-01,1,1
COLOMI,consultas prenatales,repetidas,2008-02-01,104,104
COLPA BELGICA,consultas prenatales,repetidas,2008-02-01,29,29
COLQUECHACA,consultas prenatales,repetidas,2008-02-01,117,117
COLQUENCHA,consultas prenatales,repetidas,2008-02-01,17,17
COLQUIRI,consultas prenatales,repetidas,2008-02-01,104,104
COMANCHE,consultas prenatales,repetidas,2008-02-01,2,2
COMARAPA,consultas prenatales,repetidas,2008-02-01,178,178
COMBAYA,consultas prenatales,repetidas,2008-02-01,8,8
CONCEPCION,consultas prenatales,repetidas,2008-02-01,8,8
COPACABANA,consultas prenatales,repetidas,2008-02-01,49,49
CORIPATA,consultas prenatales,repetidas,2008-02-01,63,63
CORO CORO,consultas prenatales,repetidas,2008-02-01,27,27
COROICO,consultas prenatales,repetidas,2008-02-01,9,9
CORQUE,consultas prenatales,repetidas,2008-02-01,15,15
COTAGAITA,consultas prenatales,repetidas,2008-02-01,107,107
COTOCA,consultas prenatales,repetidas,2008-02-01,326,326
CUATRO CAÑADAS,consultas prenatales,repetidas,2008-02-01,69,69
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2008-02-01,5,5
CUEVO,consultas prenatales,repetidas,2008-02-01,12,12
CULPINA,consultas prenatales,repetidas,2008-02-01,97,97
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2008-02-01,31,31
CURVA,consultas prenatales,repetidas,2008-02-01,3,3
DESAGUADERO,consultas prenatales,repetidas,2008-02-01,27,27
EL ALTO,consultas prenatales,repetidas,2008-02-01,5061,5061
EL CHORO,consultas prenatales,repetidas,2008-02-01,19,19
EL PUENTE(STC),consultas prenatales,repetidas,2008-02-01,92,92
EL PUENTE(TJA),consultas prenatales,repetidas,2008-02-01,46,46
EL TORNO,consultas prenatales,repetidas,2008-02-01,249,249
EL VILLAR,consultas prenatales,repetidas,2008-02-01,24,24
ENTRE RIOS,consultas prenatales,repetidas,2008-02-01,132,132
ENTRE RIOS,consultas prenatales,repetidas,2008-02-01,84,84
EUCALIPTUS,consultas prenatales,repetidas,2008-02-01,23,23
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2008-02-01,4,4
EXALTACION,consultas prenatales,repetidas,2008-02-01,12,12
