municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,25,25
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,5,5
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,12,12
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1637,1637
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,18,18
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,12,12
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,94,94
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,44,44
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,30,30
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,19,19
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,46,46
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,112,112
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,23,23
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,16,16
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,85,85
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,36,36
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,42,42
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,5,5
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,13,13
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,14,14
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,16,16
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,65,65
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,110,110
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1585,1585
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,71,71
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,5,5
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,14,14
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,26,26
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,18,18
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,28,28
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,44,44
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,23,23
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,45,45
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,226,226
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,23,23
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,27,27
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,25,25
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,691,691
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,28,28
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,35,35
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,43,43
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,48,48
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,44,44
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,5,5
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,28,28
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,20,20
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,19,19
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,14,14
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,18,18
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,8,8
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,12,12
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,30,30
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,613,613
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,13,13
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,17,17
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,39,39
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,5,5
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,28,28
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,144,144
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,18,18
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,67,67
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,188,188
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,13,13
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,23,23
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,176,176
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,36,36
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,31,31
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,215,215
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,23,23
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,15,15
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,22,22
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,13,13
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,11,11
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,56,56
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,23,23
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,66,66
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,30,30
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,84,84
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,21,21
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,24,24
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,18,18
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,84,84
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,20,20
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,56,56
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,20,20
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,26,26
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,5,5
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,22,22
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,17,17
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,20,20
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,19,19
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2832,2832
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,15,15
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,29,29
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,16,16
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,71,71
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,27,27
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,664,664
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,24,24
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,25,25
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,354,354
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,31,31
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,15,15
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,10,10
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,23,23
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,46,46
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,75,75
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,5,5
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,12,12
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,16,16
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,14,14
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,2,2
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,4,4
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,294,294
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,74,74
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,1,1
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,61,61
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,19,19
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,6,6
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,36,36
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,12,12
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,12,12
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,93,93
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,5,5
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,74,74
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,15,15
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,130,130
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,7,7
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,88,88
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,77,77
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,3,3
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,121,121
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,9,9
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-01-01,203,203
