municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,24,24
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,25,25
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,18,18
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,71,71
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,18,18
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,83,83
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,5,5
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,11,11
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,34,34
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,14,14
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,16,16
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,32,32
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,76,76
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,857,857
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,8,8
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,36,36
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,14,14
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,23,23
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,14,14
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,15,15
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,5,5
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,19,19
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,39,39
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,11,11
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,56,56
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,244,244
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,17,17
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,34,34
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,9,9
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,415,415
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,12,12
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,17,17
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,34,34
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,35,35
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,20,20
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,11,11
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,18,18
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,15,15
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,13,13
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,43,43
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,362,362
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,13,13
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,12,12
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,13,13
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,17,17
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,11,11
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,24,24
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,74,74
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,38,38
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,29,29
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,104,104
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,14,14
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,201,201
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,18,18
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,38,38
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,110,110
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,5,5
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,12,12
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,5,5
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,9,9
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,46,46
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,13,13
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,42,42
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,36,36
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,59,59
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,33,33
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,16,16
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,11,11
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,51,51
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,21,21
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,65,65
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,14,14
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,16,16
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,32,32
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,9,9
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,8,8
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,23,23
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,12,12
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,44,44
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1593,1593
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,18,18
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,25,25
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,5,5
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,2,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,11,11
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,41,41
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,20,20
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,453,453
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,8,8
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,19,19
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,27,27
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,11,11
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,256,256
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,21,21
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,13,13
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,8,8
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,17,17
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,21,21
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,78,78
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,9,9
TODOS SANTOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,4,4
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,16,16
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,13,13
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,6,6
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,237,237
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,65,65
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,5,5
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,33,33
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,25,25
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,22,22
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,16,16
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,37,37
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,70,70
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,3,3
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,13,13
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,69,69
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,13,13
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,77,77
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,48,48
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,11,11
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,115,115
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,1,1
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,133,133
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,22,22
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,7,7
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,8,8
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-01-01,10,10
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-02-01,4,4
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-02-01,22,22
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-02-01,13,13
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-02-01,52,52
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-02-01,2,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-02-01,3,3
