municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,25,25
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,15,15
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,13,13
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,15,15
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,10,10
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,22,22
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,43,43
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,20,20
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,17,17
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,76,76
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,14,14
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,39,39
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,40,40
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,35,35
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,19,19
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,52,52
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1376,1376
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,62,62
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,7,7
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,32,32
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,33,33
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,10,10
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,7,7
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,23,23
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,8,8
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,13,13
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,10,10
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,23,23
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,8,8
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,19,19
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,91,91
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1082,1082
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,8,8
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,31,31
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,36,36
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,21,21
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,18,18
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,49,49
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,8,8
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,49,49
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,7,7
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,15,15
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,7,7
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,50,50
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,63,63
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1493,1493
LA RIVERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,13,13
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,49,49
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,10,10
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,20,20
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,42,42
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,13,13
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,171,171
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,32,32
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,13,13
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,18,18
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,549,549
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,39,39
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,29,29
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,28,28
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,14,14
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,16,16
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,17,17
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,10,10
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,11,11
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,995,995
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,27,27
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,25,25
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,25,25
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,22,22
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,165,165
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,30,30
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,27,27
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,185,185
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
QUIRUSILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,13,13
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,18,18
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,160,160
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,32,32
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,157,157
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,15,15
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,14,14
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,7,7
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,49,49
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,30,30
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,21,21
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,71,71
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,10,10
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,29,29
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,19,19
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,39,39
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,10,10
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,33,33
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,7,7
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,15,15
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,11,11
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,20,20
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,22,22
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3711,3711
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,15,15
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,20,20
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,46,46
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,8,8
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,19,19
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,309,309
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,10,10
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,31,31
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,11,11
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,8,8
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,195,195
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,11,11
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,19,19
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,41,41
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,63,63
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,7,7
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,7,7
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,15,15
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,185,185
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,21,21
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,31,31
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,12,12
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,33,33
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,5,5
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,9,9
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,38,38
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,1,1
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,32,32
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,82,82
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,3,3
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,16,16
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,46,46
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,8,8
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,73,73
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,6,6
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,138,138
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,4,4
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,2,2
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-01-01,67,67
