,group,variable,month,TRATAMIENTOS 1 AÑO A MENORES DE 5 AÑOS DE EDAD INICIADO,TRATAMIENTOS 1 AÑO A MENORES DE 5 AÑOS DE EDAD INICIADO,TRATAMIENTOS 1 AÑO A MENORES DE 5 AÑOS DE EDAD CONCLUIDO,TRATAMIENTOS 1 AÑO A MENORES DE 5 AÑOS DE EDAD CONCLUIDO,TOTALES,TOTALES,TOTALES
CAPINOTA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-04-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-04-01,0,1,0,0,0,1,1
LA GUARDIA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-04-01,2,2,0,0,2,2,4
MINEROS,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-04-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-04-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-04-01,3,2,0,0,3,2,5
TUPIZA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-04-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-05-01,0,0,1,0,1,0,1
MINEROS,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-05-01,1,0,0,0,1,0,1
SHINAOTA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-05-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-05-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-05-01,0,3,0,2,0,5,5
ALCALA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-06-01,0,1,0,0,0,1,1
CAPINOTA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-06-01,0,1,0,0,0,1,1
MACHARETI,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-06-01,0,1,0,0,0,1,1
MINEROS,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-06-01,0,0,0,1,0,1,1
MONTERO,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-06-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-06-01,0,1,1,0,1,1,2
TARIJA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-06-01,0,0,3,1,3,1,4
TOMINA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-06-01,2,2,0,0,2,2,4
CAJUATA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-07-01,1,1,0,0,1,1,2
CHAQUI,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-07-01,0,2,0,0,0,2,2
MONTERO,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-07-01,0,0,1,0,1,0,1
TARIJA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-07-01,2,1,0,2,2,3,5
TUPIZA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-07-01,2,0,0,0,2,0,2
VILLA TUNARI,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-07-01,1,0,0,0,1,0,1
AZURDUY,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-08-01,1,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-08-01,0,1,0,0,0,1,1
GUAYARAMERIN,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-08-01,0,1,0,0,0,1,1
MACHARETI,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-08-01,0,1,0,0,0,1,1
PAMPA GRANDE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-08-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-08-01,0,0,1,1,1,1,2
TOMINA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-08-01,0,0,2,2,2,2,4
BETANZOS,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,2,1,0,0,2,1,3
CAJUATA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,0,1,1,1,1,2
GUAYARAMERIN,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,1,0,0,0,1,1
MACHARETI,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,1,0,0,0,1,1
MINEROS,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,1,0,0,0,1,0,1
SAN PEDRO(PND),chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,1,0,0,0,1,1
SHINAOTA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,1,1,0,1,1,2
SOPACHUY,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,0,2,1,2,1,3
VILLA TUNARI,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,0,1,0,1,0,1
VILLAZON,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,1,0,0,0,1,0,1
WARNES,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,1,0,0,0,1,1
YACUIBA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-09-01,0,1,0,0,0,1,1
CAPINOTA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-10-01,1,0,0,1,1,1,2
GUAYARAMERIN,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-10-01,0,0,0,1,0,1,1
MAIRANA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-10-01,1,0,0,0,1,0,1
PUNA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-10-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-10-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-10-01,2,0,0,1,2,1,3
TIQUIPAYA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-10-01,0,0,0,1,0,1,1
TOMAVE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-10-01,0,1,0,0,0,1,1
BOYUIBE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,0,0,1,0,1,0,1
MACHARETI,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,0,0,0,1,0,1,1
MAIRANA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,0,0,1,0,1,0,1
MINEROS,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,0,0,1,0,1,0,1
PAMPA GRANDE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,0,0,1,0,1,0,1
RAVELO,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,2,0,0,0,2,0,2
SOPACHUY,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-11-01,1,0,0,0,1,0,1
MINEROS,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-12-01,0,0,1,0,1,0,1
PADILLA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-12-01,0,2,0,0,0,2,2
PAMPA GRANDE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-12-01,0,0,1,0,1,0,1
SIPE SIPE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-12-01,2,1,0,0,2,1,3
SUCRE,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-12-01,1,0,0,0,1,0,1
TUPIZA,chagas,tratamientos 1 ano a menores de 5 anos de edad,2013-12-01,1,0,0,0,1,0,1
