municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,17,17
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,134,134
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,21,21
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,397,397
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,63,63
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,31,31
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,3237,3237
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,9,9
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8,8
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,297,297
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,7,7
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,32,32
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,26,26
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,14,14
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,9,9
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,19,19
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,407,407
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,11,11
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,20,20
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,3,3
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,79,79
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,12,12
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,17,17
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,32,32
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,10,10
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,53,53
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,218,218
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5253,5253
LA RIVERA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,6,6
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,17,17
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,3,3
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,198,198
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,11,11
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,9,9
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,45,45
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,69,69
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,25,25
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,14,14
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8,8
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,7,7
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,170,170
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,598,598
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8,8
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1925,1925
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,66,66
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,57,57
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,26,26
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8,8
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,3,3
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,50,50
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,12,12
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8,8
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,11,11
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,23,23
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,7,7
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,63,63
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1601,1601
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,15,15
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,22,22
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,60,60
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,34,34
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,11,11
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,66,66
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,285,285
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,11,11
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,280,280
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,342,342
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8,8
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,9,9
REYES,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,42,42
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,918,918
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,161,161
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,119,119
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,873,873
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,21,21
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,6,6
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
SAN ANDRES,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,30,30
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,221,221
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,34,34
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,10,10
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,74,74
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,341,341
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,74,74
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,220,220
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,3,3
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,282,282
SAN LORENZO(TJA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,15,15
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,65,65
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,36,36
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,40,40
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,6,6
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,9,9
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,20,20
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,9,9
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,28,28
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,27,27
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,124,124
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8520,8520
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,35,35
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,9,9
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8,8
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,6,6
SENA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,15,15
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,99,99
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,53,53
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,37,37
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1102,1102
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,7,7
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,38,38
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,4,4
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1306,1306
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,33,33
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,19,19
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,11,11
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,3,3
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,10,10
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,269,269
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,23,23
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,15,15
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,15,15
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,56,56
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,686,686
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,98,98
TURCO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,2,2
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,18,18
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,9,9
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,122,122
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,124,124
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,124,124
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,16,16
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,115,115
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,11,11
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,367,367
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,11,11
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,120,120
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,131,131
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,3,3
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,144,144
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,318,318
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,5,5
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,189,189
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,8,8
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2022-01-01,18,18
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,3,3
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,108,108
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,16,16
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,57,57
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,3,3
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,9,9
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,4,4
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,1,1
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,7,7
ARAMPAMPA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,2,2
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,3,3
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,2,2
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,98,98
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,92,92
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,1,1
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,4,4
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,22,22
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,20,20
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,2,2
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,5,5
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,57,57
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,34,34
BOLIVAR,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,2,2
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,13,13
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,16,16
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,1,1
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,9,9
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,29,29
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,11,11
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,63,63
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,9,9
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,210,210
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,31,31
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,2,2
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,33,33
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,221,221
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,4,4
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,14,14
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,81,81
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,3,3
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,82,82
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,19,19
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,59,59
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,79,79
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,5,5
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,95,95
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,568,568
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,6,6
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,4325,4325
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,101,101
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,1,1
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,23,23
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,6,6
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,16,16
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,5,5
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,4,4
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,94,94
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2022-02-01,93,93
