municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,115,115
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,248,248
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
MALLA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,186,186
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,62,62
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,78,78
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,123,123
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,62,62
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,310,310
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,988,988
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1193,1193
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,60,60
OCURI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,558,558
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
ORURO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,4016,4016
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,341,341
PAILON,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,185,185
PALCA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,341,341
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,30,30
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,62,62
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,198,198
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,31,31
PELECHUCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,31,31
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,744,744
POCONA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,434,434
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,310,310
POOPO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
PORCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,193,193
POROMA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1178,1178
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,465,465
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,120,120
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,3681,3681
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,341,341
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,245,245
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,60,60
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,58,58
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,92,92
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,90,90
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,82,82
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1149,1149
PUNA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,899,899
QUIABAYA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,31,31
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1952,1952
QUIME,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,589,589
REYES,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1054,1054
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,249,249
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,240,240
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,62,62
SACABA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,2046,2046
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SACACA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,123,123
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,56,56
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,214,214
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,63,63
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,186,186
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,401,401
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,181,181
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,248,248
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1271,1271
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,589,589
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,147,147
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,613,613
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1674,1674
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,280,280
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,125,125
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,91,91
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,62,62
SAN PEDRO DE MACHA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,527,527
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,62,62
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,186,186
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,217,217
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,21801,21801
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,154,154
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,30,30
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SENA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,75,75
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,367,367
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,315,315
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,310,310
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
SORATA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,125,125
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,3203,3203
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,31,31
TACOBAMBA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,180,180
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,341,341
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,93,93
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,558,558
TARACO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,92,92
TARATA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,186,186
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1876,1876
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,899,899
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
TIAHUANACU,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,217,217
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1025,1025
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,651,651
TOCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,184,184
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,60,60
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,310,310
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,122,122
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,682,682
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,403,403
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,124,124
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1428,1428
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1020,1020
TURCO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,246,246
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,186,186
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,62,62
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,369,369
VACAS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,248,248
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,136,136
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,992,992
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,155,155
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,496,496
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,372,372
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,186,186
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,465,465
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1057,1057
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2022-01-01,1,1
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,279,279
VINTO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,466,466
WALDO BALLIVIAN,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,31,31
WARNES,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,545,545
YACO,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,151,151
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,977,977
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,341,341
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,91,91
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,642,642
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,434,434
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2022-01-01,279,279
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,84,84
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,140,140
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,150,150
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,504,504
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,85,85
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,140,140
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,120,120
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,140,140
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,138,138
APOLO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,112,112
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,109,109
ARANI,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,224,224
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,168,168
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,364,364
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,392,392
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,348,348
AYATA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,90,90
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2022-02-01,1100,1100
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,280,280
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,28,28
BAURES,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,84,84
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,336,336
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,532,532
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,168,168
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,112,112
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,212,212
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,28,28
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,47,47
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2022-02-01,304,304
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,112,112
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,84,84
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,224,224
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2022-02-01,168,168
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,553,553
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,308,308
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,28,28
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,168,168
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,392,392
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,160,160
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,168,168
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,170,170
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,456,456
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,112,112
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,280,280
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,112,112
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2022-02-01,223,223
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,284,284
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,308,308
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,1775,1775
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,532,532
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,11088,11088
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,2,2
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2022-02-01,588,588
