,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-04-01,99,111,0,0,99,111,210
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-04-01,2,1,1,2,3,3,6
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-04-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-04-01,14,14,0,0,14,14,28
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-04-01,1,0,0,0,1,0,1
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-04-01,1,0,0,0,1,0,1
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,5,17,19,22,24,46
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,35,48,341,122,376,170,546
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,7,11,27,32,34,43,77
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,27,40,99,132,126,172,298
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,2,3,7,3,9,12
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,7,7,54,58,61,65,126
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,9,17,21,23,30,40,70
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,4,10,34,69,38,79,117
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,2,17,13,20,15,35
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,14,7,7,7,21,14,35
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,4,13,14,18,18,36
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,14,24,34,27,48,75
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,0,1,2,3,2,5
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,17,17,18,16,35,33,68
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,41,73,87,127,128,200,328
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,12,16,28,37,40,53,93
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,48,28,0,0,48,28,76
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,15,16,74,88,89,104,193
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,15,6,9,10,24,16,40
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,6,22,26,23,32,55
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,4,5,16,29,20,34,54
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,24,24,58,80,82,104,186
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,44,40,57,75,101,115,216
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,11,11,5,14,16,25,41
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,12,24,20,20,32,44,76
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,0,5,7,5,7,12
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,7,5,46,46,53,51,104
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,13,15,9,25,22,40,62
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,179,231,106,140,285,371,656
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,25,53,78,134,103,187,290
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,12,7,35,18,47,25,72
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,12,21,1,3,13,24,37
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,15,17,35,83,50,100,150
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,58,84,96,72,154,156,310
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,139,134,24,17,163,151,314
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,47,37,7,12,54,49,103
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,7,6,22,28,29,34,63
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,9,13,12,9,21,22,43
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,2,0,3,1,5,6
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,7,13,46,50,53,63,116
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,87,143,320,393,407,536,943
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,9,6,10,13,19,19,38
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,61,72,20,39,81,111,192
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,31,73,135,179,166,252,418
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,6,3,5,8,11,19
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,45,62,105,142,150,204,354
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,102,110,72,101,174,211,385
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,18,27,67,96,85,123,208
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,10,19,44,64,54,83,137
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,35,31,56,85,91,116,207
CATACORA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,1,1,2,4,3,7
CHACARILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,7,5,3,7,10,12,22
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,75,103,307,166,382,269,651
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,16,27,25,35,41,76
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,76,86,108,128,184,214,398
CHARAÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,2,7,5,12,7,19
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,27,41,296,153,323,194,517
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,34,32,465,55,499,87,586
CHIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,1,3,4,3,5,8
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,2,1,3,1,5,6
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,7,9,194,25,201,34,235
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,20,28,60,84,80,112,192
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,7,25,17,33,24,57
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,1,19,11,21,12,33
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,11,23,25,32,36,55,91
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,32,32,123,141,155,173,328
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,96,146,218,258,314,404,718
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,18,42,35,66,53,108,161
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1969,2035,702,804,2671,2839,5510
COIPASA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,3,0,1,2,4,6
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,192,175,0,0,192,175,367
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,34,34,25,40,59,74,133
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,6,8,23,47,29,55,84
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,36,54,222,26,258,80,338
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,7,0,0,8,7,15
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,33,49,145,187,178,236,414
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,58,71,27,27,85,98,183
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,30,32,50,109,80,141,221
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,0,1,1,1,1,2
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,19,27,32,48,51,75,126
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,0,2,3,4,3,7
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,21,30,49,61,70,91,161
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,4,7,49,55,53,62,115
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,18,2,2,10,20,30
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,0,4,6,4,6,10
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,18,27,56,97,74,124,198
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,10,9,20,17,30,26,56
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,155,224,200,284,355,508,863
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,149,190,71,69,220,259,479
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,139,164,254,342,393,506,899
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,7,33,52,34,59,93
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,10,24,30,43,40,67,107
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,59,73,146,216,205,289,494
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,7,8,11,13,18,31
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,7,13,8,21,15,36
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,23,22,135,87,158,109,267
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1520,1766,2528,3009,4048,4775,8823
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,7,19,20,22,27,49
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,156,181,68,58,224,239,463
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,9,30,31,50,40,80,120
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,200,257,87,107,287,364,651
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,29,41,15,26,44,67,111
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,26,26,108,137,134,163,297
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,17,16,413,22,430,38,468
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,4,5,2,3,6,8,14
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,2,8,8,10,10,20
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,3,1,2,2,5,7
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,4,3,66,112,70,115,185
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,12,26,8,18,20,44,64
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,84,92,10,17,94,109,203
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,34,12,32,50,66,62,128
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,30,37,90,102,120,139,259
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,6,14,12,8,18,22,40
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,23,28,24,18,47,46,93
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,28,49,32,42,60,91,151
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,18,32,24,18,42,50,92
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,0,8,21,9,21,30
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,2,48,2,53,4,57
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,40,46,104,113,144,159,303
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,30,37,0,0,30,37,67
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,10,13,7,4,17,17,34
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,4,1,1,1,5,2,7
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,1,11,13,12,14,26
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,8,1,0,6,8,14
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,3,1,2,3,5,8
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,11,18,64,89,75,107,182
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,24,40,135,188,159,228,387
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,1,0,0,2,1,3
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,19,8,7,7,26,15,41
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,12,23,34,28,46,74
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,5,8,5,16,10,26
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,32,41,54,47,86,88,174
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,41,39,47,21,88,60,148
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,285,377,614,715,899,1092,1991
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1870,2336,1496,1208,3366,3544,6910
LA RIVERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,0,0,3,0,3,3
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,4,4,5,6,9,15
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,14,28,75,83,89,111,200
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,0,13,26,13,26,39
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,13,0,1,5,14,19
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,259,369,194,262,453,631,1084
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,26,30,20,23,46,53,99
LORETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,0,48,50,48,50,98
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,8,43,42,44,50,94
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,2,8,14,13,16,29
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,13,15,11,17,24,32,56
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,8,77,127,79,135,214
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,9,189,255,192,264,456
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,0,17,12,18,12,30
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,17,29,27,35,44,64,108
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,22,30,5,13,27,43,70
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,13,22,10,17,23,39,62
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,13,20,35,41,48,61,109
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,29,24,38,58,67,82,149
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,0,4,2,4,2,6
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,15,34,39,66,54,100,154
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,147,184,65,93,212,277,489
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,120,104,130,190,250,294,544
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,1,0,0,1,1,2
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,38,36,49,66,87,102,189
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,0,9,14,11,14,25
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,7,14,1,2,8,16,24
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,4,9,10,10,14,24
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,3,29,19,31,22,53
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,19,21,121,99,140,120,260
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,4,4,31,53,35,57,92
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,531,536,1153,1353,1684,1889,3573
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,33,53,28,48,61,101,162
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,20,87,89,95,109,204
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,55,68,118,158,173,226,399
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,10,13,10,12,20,25,45
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,34,52,33,45,67,97,164
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,0,1,2,2,2,3,5
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,15,23,65,76,80,99,179
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,2,0,1,5,3,8
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,2,60,57,62,59,121
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,63,15,151,11,214,26,240
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,12,12,4,7,16,19,35
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,11,9,7,12,18,30
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,9,20,49,57,58,77,135
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,7,32,55,35,62,97
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,13,26,18,18,31,44,75
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,5,5,10,24,15,29,44
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,11,13,64,51,75,64,139
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,18,17,52,92,70,109,179
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,33,49,25,30,58,79,137
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,77,89,0,0,77,89,166
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,6,41,41,44,47,91
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,6,9,5,5,11,14,25
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,689,718,825,1008,1514,1726,3240
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,52,82,162,232,214,314,528
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,17,14,0,4,17,18,35
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,30,28,75,100,105,128,233
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,2,6,20,29,22,35,57
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,10,7,38,42,48,49,97
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,3,4,22,23,25,27,52
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,6,0,35,46,41,46,87
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,25,30,83,76,108,106,214
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,1,4,18,29,19,33,52
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,8,76,105,84,113,197
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,34,64,320,142,354,206,560
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,23,28,26,50,49,78,127
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,46,64,64,90,110,154,264
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,21,5,26,21,47,26,73
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,417,401,1518,1397,1935,1798,3733
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-05-01,8,4,21,28,29,32,61
